No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	No.Docto.SAP
146645	ZSCR	551	034-2	NA	A2C32163600	NA	A2C32163600	18		1342	module assy TPM	NA	HALB	S.Real/AutoBF	864	S1_TG1C DCX_ (APROBACI	4957986285
148712	ZSCR	551	040-3	NA	A2C53345109	NA	A2C53402231	1		1403	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.54	S5_TG1C HONDA_ (APROBA	4957990012
148761	MB1A	551	030-1	B30301-00495	NA	NA	A2C32464300	8		1095	pcb assy	NA	ROH	NA	232.96	S1_RFHM CUSW_ (APROBAC	4957983884
148797	MB1A	551	030-1	B30301-01495	NA	NA	A2C30840500	96		1095	PCB	NA	ROH	NA	148.8	S5_HONDA HL LL SP37_ (	4957983977
149170	ZSCR	551	040-3	NA	S180052025	NA	A2C53345109	2		1403	wheel unit TPM 315 MHz TMPS	NA	HALB	S.Real/AutoBF	113.7	S5_TG1C HONDA_ (APROBA	4957989616
149562	ZSCR	551	042-4	NA	5WY8547	NA	A2C53402830	2		1424	parts kit assy TPM	NA	HALB	S.Real/AutoBF	96.62	S1_TG1C DCX_ (APROBACI	4957990538
149574	ZSCR	551	042-4	NA	S180052017	NA	A2C53402099	1		1424	parts kit assy TPM	NA	HALB	S.Real/AutoBF	94.31	S1_TG1C HYUNDAI_ (APRO	4957990492
149653	MB1A	551	034-2	B30301-00495	NA	NA	A2C53331174	4		1095	antenna	NA	ROH	NA	6.6	S1_RFHM CUSW_ (APROBAC	4957983884
149654	MB1A	551	034-2	B30301-00495	NA	NA	A2C40000660	4		1095	"IC MCU BLK/MC9S12XEG384CAL,3M25J,LQFP112"	NA	ROH	NA	97.84	S1_RFHM CUSW_ (APROBAC	4957983884
149773	ZSCR	551	040-3	NA	5WK49393	NA	A2C53242673	13		1403	circuit board assy HONDA ZZDI	NA	HALB	S.Real/AutoBF	675.61	S5_INMMO_ (APROBACION	4957989538
149777	ZSCR	551	040-2	NA	A2C53406358	NA	A2C53404863	1		1402	circuit board assy HONZZDIV V02	NA	HALB	S.Real/AutoBF	134.1	S5_TG ECU_ (APROBACION	4957989259
149779	MB1A	551	010-4	B30301-01410	NA	NA	A2C53216753	2		1104	COVER	QN410075063	ROH	NA	3.58	S5_RXM_ (APROBACION AU	4957984245
149779	MB1A	551	010-4	B30301-01410	NA	NA	A2C53216755	2		1104	housing	QN410075063	ROH	NA	42.64	S5_RXM_ (APROBACION AU	4957984245
149965	ZSCR	551	030-1	NA	A2C53428271	NA	A2C53428272	4		1301	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	1043	S1_TIPM LOGIC_ (APROBA	4957985965
149998	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	1		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	48.31	S1_TG1C DCX_ (APROBACI	4957988826
150000	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	3		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	144.93	S1_TG1C DCX_ (APROBACI	4957988826
150019	MB1A	551	034-2	B30301-01495	NA	NA	A2C53427412	16		1095	pcb panel family	NA	ROH	NA	172.48	S1_DCU_LUIS LIZARRAGA-T	4957983741
150022	MB1A	551	034-2	B30301-00495	NA	NA	A2C8016280093	3		1095	pcb assy RKE 433 w/oKG Var#1 TOP	NA	HALB	S.Real	409.89	S1_RFHM CUSW_ (APROBAC	4957983884
150031	MB1A	551	034-2	B30301-00495	NA	NA	A2C8016280093	3		1095	pcb assy RKE 433 w/oKG Var#1 TOP	NA	HALB	S.Real	409.89	S1_RFHM CUSW_ (APROBAC	4957983884
150051	ZSCR	551	034-2	NA	5WY8302	NA	A2C53310663C	5		1342	LF INITIATOR FINAL ASSEMBLY	NA	HALB	S.Real/AutoBF	192.2	S1_LF_ (APROBACION AUT	4957988621
150058	MB1A	551	034-2	B30301-01495	NA	NA	A2C53338452	8		1095	circuit board assy	NA	HALB	S.Real	479.12	S1_DCU_ (APROBACION AU	4957983716
150062	MB1A	551	034-2	B30301-01495	NA	NA	A2C53304050	1		1095	housing bottom	NA	ROH	NA	2.69	S1_DCU_ (APROBACION AU	4957983716
150063	MB1A	551	034-2	B30301-01495	NA	NA	A2C53338452	8		1095	circuit board assy	NA	HALB	S.Real	479.12	S1_DCU_ (APROBACION AU	4957983716
150116	MB1A	551	034-2	B30301-01495	NA	NA	A2C53338452T	8		1095	circuit board assy	NA	HALB	S.Real	476.4	S1_DCU_ (APROBACION AU	4957983716
150117	MB1A	551	034-2	B30301-01495	NA	NA	A2C53328412T	8		1095	circuit board assy	NA	HALB	S.Real	733.12	S1_DCU_ (APROBACION AU	4957983716
150124	ZSCR	551	042-4	NA	5WK49393	NA	A2C53242673	3		1424	circuit board assy HONDA ZZDI	NA	HALB	S.Real/AutoBF	155.91	S5_INMMO_ (APROBACION	4957990433
150125	ZSCR	551	040-3	NA	5WK49393	NA	A2C53242673	3		1403	circuit board assy HONDA ZZDI	NA	HALB	S.Real/AutoBF	155.91	S5_INMMO_ (APROBACION	4957989538
150130	ZSCR	551	034-2	NA	5WY8145	NA	A2C53278291	1		1342	housing assy HON HONDA	NA	HALB	S.Real/AutoBF	100.95	S5_FOB ACURA 09_ (APRO	4957988586
150148	ZSCR	551	034-2	NA	A2C53428271	NA	A2C53428272	2		1342	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	521.5	S1_TIPM LOGIC_ (APROBA	4957988887
150149	ZSCR	551	040-5	NA	A2C53428271	NA	A2C53428272	2		1405	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	521.5	S1_TIPM LOGIC_ (APROBA	4957990051
150151	ZSCR	551	034-2	NA	A2C37350900	NA	A2C37350900	2		1342	housing assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	85.76	S1_TG1C NISSAN_ (APROB	4957988357
150152	ZSCR	551	034-2	NA	A2C53402830	NA	A2C53402830	2		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	96.62	S1_TG1C DCX_ (APROBACI	4957988826
150154	ZSCR	551	034-2	NA	A2C32163500	NA	A2C32163500	1		1342	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	47.42	S1_TG1C DCX_ (APROBACI	4957986221
150155	ZSCR	551	034-2	NA	A2C53402830	NA	A2C53402830	1		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	48.31	S1_TG1C DCX_ (APROBACI	4957988826
150156	ZSCR	551	034-2	NA	A2C53402830	NA	A2C53402830	6		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	289.86	S1_TG1C DCX_ (APROBACI	4957988826
150157	ZSCR	551	034-2	NA	A2C32163600	NA	A2C32163600	18		1342	module assy TPM	NA	HALB	S.Real/AutoBF	864	S1_TG1C DCX_ (APROBACI	4957986285
150159	ZSCR	551	040-1	NA	A2C32163600	NA	A2C32163600	5		1401	module assy TPM	NA	HALB	S.Real/AutoBF	240	S1_TG1C DCX_ (APROBACI	4957988947
150160	ZSCR	551	034-2	NA	A2C53345109	NA	A2C53402231	2		1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	95.08	S5_TG1C HONDA_ (APROBA	4957988807
150161	ZSCR	551	034-2	NA	S180052025	NA	A2C53345109	4		1342	wheel unit TPM 315 MHz TMPS	NA	HALB	S.Real/AutoBF	227.4	S5_TG1C HONDA_ (APROBA	4957988679
150162	ZSCR	551	034-2	NA	A2C53345109	NA	A2C53402231	3		1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	142.62	S5_TG1C HONDA_ (APROBA	4957988807
150163	ZSCR	551	040-3	NA	S180052025	NA	A2C53345109	3		1403	wheel unit TPM 315 MHz TMPS	NA	HALB	S.Real/AutoBF	170.55	S5_TG1C HONDA_ (APROBA	4957989616
150164	ZSCR	551	040-2	NA	A2C53345109	NA	A2C53402231	3		1402	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	142.62	S5_TG1C HONDA_ (APROBA	4957989244
150165	ZSCR	551	034-2	NA	A2C53345109	NA	A2C53402231	1		1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.54	S5_TG1C HONDA_ (APROBA	4957988807
150166	ZSCR	551	034-2	NA	A2C53402231	NA	A2C53402230	5		1342	module assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	235.75	S5_TG1C HONDA_ (APROBA	4957988780
150167	ZSCR	551	034-2	NA	A2C53402231	NA	A2C53402230	1		1342	module assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.15	S5_TG1C HONDA_ (APROBA	4957988780
150169	ZSCR	551	034-2	NA	S180052017	NA	A2C53319818	5		1342	wheel unit TPM 315 MHz	NA	HALB	S.Real/AutoBF	529.75	S1_TG1C HYUNDAI_ (APRO	4957988646
150170	ZSCR	551	034-2	NA	A2C53402100	NA	A2C53402100	10		1342	module assy TPM	NA	HALB	S.Real/AutoBF	471.5	S1_TG1C HYUNDAI_ (APRO	4957988762
150171	ZSCR	551	034-2	NA	A2C53402099	NA	A2C53402099	1		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	94.31	S1_TG1C HYUNDAI_ (APRO	4957988742
150173	ZSCR	551	040-1	NA	S180052017	NA	S180052017	2		1401	TG1C HMC 315 Atic120 - 315MHz - LF High	NA	FERT	NA	120.4	S1_TG1C HYUNDAI_ (APRO	4957990634
150180	ZSCR	551	040-2	NA	A2C53402099	NA	A2C53402099	1		1402	parts kit assy TPM	NA	HALB	S.Real/AutoBF	94.31	S1_TG1C HYUNDAI_ (APRO	4957989202
150182	ZSCR	551	040-2	NA	A2C53345109	NA	A2C53402231	6		1402	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	285.24	S5_TG1C HONDA_ (APROBA	4957989244
150183	ZSCR	551	034-1	NA	A2C53345109	NA	A2C53402231	1		1341	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.54	S5_TG1C HONDA_ (APROBA	4957986026
150192	ZSCR	551	030-1	NA	A2C53428679	NA	A2C53428700	1		1301	SUB PCB TMI ASSY. MY11DS GAS LOG DV2S1	NA	HALB	S.Real/AutoBF	235.09	S1_TIPM LOGIC_ (APROBA	4957986010
150202	ZSCR	551	030-1	NA	A2C53428271	NA	A2C53428272	2		1301	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	521.5	S1_TIPM LOGIC_ (APROBA	4957985965
150203	MB1A	551	030-1	B30301-01495	NA	NA	A2C53338452T	8		1095	circuit board assy	NA	HALB	S.Real	476.4	S1_DCU_LUIS LIZARRAGA-T	4957983741
150208	ZSCR	551	030-1	NA	5WK49393	NA	A2C53242673	4		1301	circuit board assy HONDA ZZDI	NA	HALB	S.Real/AutoBF	207.88	S5_INMMO_ (APROBACION	4957985709
150209	ZSCR	551	030-1	NA	5WK49393	NA	A2C53242673	1		1301	circuit board assy HONDA ZZDI	NA	HALB	S.Real/AutoBF	51.97	S5_INMMO_ (APROBACION	4957985709
150214	ZSCR	551	030-1	NA	5WK50226	NA	5WK50226	2		1301	RF Receiver TRX BMW 315MHz	NA	FERT	NA	218.82	S1_BMW_ (APROBACION AU	4957990570
150215	ZSCR	551	030-1	NA	5WK50228	NA	A2C37521900	1		1301	receiver assy	NA	HALB	S.Real/AutoBF	107.49	S1_BMW_ (APROBACION AU	4957985679
150216	ZSCR	551	030-1	NA	5WK50226	NA	5WK50226	1		1301	RF Receiver TRX BMW 315MHz	NA	FERT	NA	109.41	S1_BMW_ (APROBACION AU	4957990570
150217	ZSCR	551	030-1	NA	5WK50226	NA	5WK50226	2		1301	RF Receiver TRX BMW 315MHz	NA	FERT	NA	218.82	S1_BMW_ (APROBACION AU	4957990570
150218	ZSCR	551	030-1	NA	5WK50226	NA	5WK50226	5		1301	RF Receiver TRX BMW 315MHz	NA	FERT	NA	547.05	S1_BMW_ (APROBACION AU	4957990570
150219	ZSCR	551	030-1	NA	5WK50226	NA	5WK50226	8		1301	RF Receiver TRX BMW 315MHz	NA	FERT	NA	875.28	S1_BMW_ (APROBACION AU	4957990570
150220	ZSCR	551	030-1	NA	5WK50226	NA	5WK50226	3		1301	RF Receiver TRX BMW 315MHz	NA	FERT	NA	328.23	S1_BMW_ (APROBACION AU	4957990570
150234	ZSCR	551	030-1	NA	5WY8920	NA	A2C32118700	1		1301	MY12 SPDJB LOOP PROGRAM ASM MODEL C	NA	HALB	S.Real/AutoBF	295.79	S1_SPDJB_ (APROBACION	4957985661
150241	MB1A	551	010-4	B30301-00410	A2C32163500	NA	A2C32163500	25		1104	module assy TPM 433 MHz	QN410081328	HALB	S.Real/AutoBF	1185.5	S1_TG1C DCX_ (APROBACI	4957984324
150242	MB1A	551	010-4	B30301-00410	A2C32163600	NA	A2C32163600	166		1104	module assy TPM	QN410081328	HALB	S.Real/AutoBF	7968	S1_TG1C DCX_ (APROBACI	4957984324
150243	ZSCR	551	040-2	NA	A2C53402230	NA	A2C53402230	165		1402	module assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	7779.75	S5_TG1C HONDA_ (APROBA	4957989220
150244	ZSCR	551	040-2	NA	A2C30723201	NA	A2C30723201	13		1402	module assy TPM	NA	HALB	S.Real/AutoBF	622.44	S5_TG1C HONDA_ (APROBA	4957989032
150246	ZSCR	551	034-2	NA	A2C53402100	NA	A2C53402100	39		1342	module assy TPM	NA	HALB	S.Real/AutoBF	1838.85	S1_TG1C UNIVERSAL_CARLO	4957988762
150288	MB1A	551	030-1	B30301-01495	NA	NA	A2C53328412	2		1095	circuit board assy	NA	HALB	S.Real	186.26	S1_DCU_LUIS LIZARRAGA-T	4957983741
150292	MB1A	551	030-1	B30301-01495	NA	NA	A2C53328412	7		1095	circuit board assy	NA	HALB	S.Real	651.91	S1_DCU_LUIS LIZARRAGA-T	4957983741
150296	MB1A	551	030-1	B30301-01495	NA	NA	A2C53328412	2		1095	circuit board assy	NA	HALB	S.Real	186.26	S1_DCU_LUIS LIZARRAGA-T	4957983741
150298	MB1A	551	030-1	B30301-01495	NA	NA	A2C53328412	3		1095	circuit board assy	NA	HALB	S.Real	279.39	S1_DCU_LUIS LIZARRAGA-T	4957983741
150301	MB1A	551	030-1	B30301-01495	NA	NA	A2C53328412	1		1095	circuit board assy	NA	HALB	S.Real	93.13	S1_DCU_LUIS LIZARRAGA-T	4957983741
150523	MB1A	551	034-2	B30301-00495	NA	0	A2C00062569	243		1095	"NCV4269A and TLE42694GM, IC VOLT REG,SO1"	NA	ROH	NA	456.84	S1_IGNM CUSW_ (APROBAC	4957983870
150524	MB1A	551	034-2	B30301-00495	NA	NA	A2C33246000	95		1095	electronic assy	NA	ROH	NA	664.05	S1_IGNM CUSW_ (APROBAC	4957983870
150525	MB1A	551	030-1	B30301-00495	NA	NA	A2C35130000	16		1095	"20-way connector, PIN&PASTE"	NA	ROH	NA	153.28	S1_IGNM CUSW_ (APROBAC	4957983870
150531	MB1A	551	034-2	B30301-01495	NA	NA	A2C53426161B	1		1095	SMD SUB ASSY SMART FOB BOT ACURA RDX 4B	NA	HALB	S.Real	67.7	S5_FOB ACURA 09_ENRIQUE	4957983913
150596	MB1A	551	034-2	B30301-01495	NA	NA	A2C53338452	2		1095	circuit board assy	NA	HALB	S.Real	119.78	S1_DCU_LUIS LIZARRAGA-T	4957983741
150633	MB1A	551	025-3	B30301-01495	NA	NA	S180052036	5668		1095	TG1C Nissan 433MHz LOCA PASE	NA	FERT	NA	318428.24	S1_TG1C NISSAN_CARLOS M	4957983592
150668	ZSCR	551	040-4	NA	A2C53428271	NA	A2C53428272	1		1404	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	260.75	S1_TIPM LOGIC_ (APROBA	4957990030
150669	ZSCR	551	034-2	NA	A2C53428271	NA	A2C53428272	2		1342	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	521.5	S1_TIPM LOGIC_ (APROBA	4957988887
150670	ZSCR	551	034-2	NA	A2C53428271	NA	A2C53428272	2		1342	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	521.5	S1_TIPM LOGIC_ (APROBA	4957988887
150671	ZSCR	551	030-1	NA	A2C53428271	NA	A2C53428272	2		1301	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	521.5	S1_TIPM LOGIC_ (APROBA	4957985965
150672	ZSCR	551	040-4	NA	A2C53428271	NA	A2C53428272	4		1404	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	1043	S1_TIPM LOGIC_ (APROBA	4957990030
150673	ZSCR	551	040-5	NA	A2C53428271	NA	A2C53428272	2		1405	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	521.5	S1_TIPM LOGIC_ (APROBA	4957990051
150676	ZSCR	551	030-1	NA	A2C53428271	NA	A2C53428272	1		1301	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	260.75	S1_TIPM LOGIC_ (APROBA	4957985965
150677	ZSCR	551	040-4	NA	A2C53428271	NA	A2C53428272	1		1404	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	260.75	S1_TIPM LOGIC_ (APROBA	4957990030
150706	ZSCR	551	040-4	NA	A2C53428271	NA	A2C53428272	1		1404	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	260.75	S1_TIPM LOGIC_ (APROBA	4957990030
150721	MB1A	551	022-2	B30301-01495	NA	NA	A2C53304050	2		1095	housing bottom	NA	ROH	NA	5.38	S1_DCU_LUIS LIZARRAGA-T	4957983741
150722	MB1A	551	034-2	B30301-01495	NA	NA	A2C53328412	8		1095	circuit board assy	NA	HALB	S.Real	745.04	S1_DCU_LUIS LIZARRAGA-T	4957983741
150723	MB1A	551	034-2	B30301-01495	NA	NA	A2C53338452	8		1095	circuit board assy	NA	HALB	S.Real	479.12	S1_DCU_LUIS LIZARRAGA-T	4957983741
150724	MB1A	551	030-1	B30301-01495	NA	NA	A2C53328412	16		1095	circuit board assy	NA	HALB	S.Real	1490.08	S1_DCU_LUIS LIZARRAGA-T	4957983741
150725	MB1A	551	030-1	B30301-01495	NA	NA	A2C53338452T	8		1095	circuit board assy	NA	HALB	S.Real	476.4	S1_DCU_LUIS LIZARRAGA-T	4957983741
150726	MB1A	551	034-2	B30301-01495	NA	NA	A2C53328412B	16		1095	circuit board assy	NA	HALB	S.Real/AutoBF	330.24	S1_DCU_LUIS LIZARRAGA-T	4957983741
150728	MB1A	551	034-2	B30301-00495	NA	NA	A2C3229710093	19		1095	CUSW PCB ASSY BOT	NA	HALB	S.Real	511.86	S1_RKE FOB CUSW_ (APRO	4957983895
150730	ZSCR	551	035-1	0	A2C53406354A	NA	A2C00049779	13		1351	"22uH,3.5A,SMD,COIL/SLF12565"		ROH	NA	43.94	S5_TG ECU_	4957984868
150732	ZSCR	551	035-1	0	A2C53239501-B	NA	A2C00039254	21		1351	"10nF,10%,100V,X7R,0805,,CER CAP/++ use i"		ROH	NA	0.84	S5_FOB SLOT 08_	4957984742
150734	ZSCR	551	035-1	0	A2C31231300T	NA	A2C40012048	130		1351	"R LIN,24R,5%,TK200,330mW,1210"		ROH	NA	6.5	S1_TIPM MEDIUM_	4957984677
150841	ZSCR	551	034-2	NA	5WY8844	NA	A2C31231300	6		1342	SUB PCB TOP THD ASSY. PROD MY12 S1_MY12	NA	HALB	S.Real/AutoBF	1340.88	S1_TIPM MEDIUM_ (APROB	4957986165
150917	ZSCR	551	030-1	NA	A2C53428679	NA	A2C53428700	2		1301	SUB PCB TMI ASSY. MY11DS GAS LOG DV2S1	NA	HALB	S.Real/AutoBF	470.18	S1_TIPM LOGIC_ (APROBA	4957986010
150918	ZSCR	551	040-1	NA	A2C53428271	NA	A2C53428272	3		1401	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	782.25	S1_TIPM LOGIC_ (APROBA	4957988990
150991	ZSCR	551	042-4	NA	5WK49393	NA	A2C53242673	1		1424	circuit board assy HONDA ZZDI	NA	HALB	S.Real/AutoBF	51.97	S5_INMMO_ (APROBACION	4957990433
150996	MB1A	551	042-4	B30301-01495	NA	NA	A2C53304052	20		1095	housing	NA	ROH	NA	53.8	S1_DCU_LUIS LIZARRAGA-T	4957983741
150999	ZSCR	551	040-1	NA	5WK49393	NA	A2C53242673	2		1401	circuit board assy HONDA ZZDI	NA	HALB	S.Real/AutoBF	103.94	S5_INMMO_ (APROBACION	4957988959
151007	ZSCR	551	034-2	NA	S180052017	NA	A2C53402100	54		1342	module assy TPM	NA	HALB	S.Real/AutoBF	2546.1	S1_TG1C HYUNDAI_ (APRO	4957988762
151011	ZSCR	551	034-4	NA	S180052036	NA	A2C31556400	4		1344	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	188.72	S1_TG1C HYUNDAI_ (APRO	4957988929
151014	ZSCR	551	040-2	NA	5WY8547	NA	A2C53402830	3		1402	parts kit assy TPM	NA	HALB	S.Real/AutoBF	144.93	S1_TG1C DCX_ (APROBACI	4957989303
151016	ZSCR	551	034-2	NA	5WY8547	NA	A2C53348715	41		1342	control device TPM 315 MHz	NA	HALB	S.Real/AutoBF	2374.72	S1_TG1C DCX_ (APROBACI	4957988724
151019	ZSCR	551	034-2	NA	5WY8547	NA	A2C32163600	1		1342	module assy TPM	NA	HALB	S.Real/AutoBF	48	S1_TG1C DCX_ (APROBACI	4957986285
151020	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	50		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	2415.5	S1_TG1C DCX_ (APROBACI	4957988826
151021	ZSCR	551	040-2	NA	S180052025	NA	A2C53345109	6		1402	wheel unit TPM 315 MHz TMPS	NA	HALB	S.Real/AutoBF	341.1	S5_TG1C HONDA_ (APROBA	4957989194
151022	ZSCR	551	042-4	NA	S180052025	NA	A2C53345109	1		1424	wheel unit TPM 315 MHz TMPS	NA	HALB	S.Real/AutoBF	56.85	S5_TG1C HONDA_ (APROBA	4957990457
151023	ZSCR	551	034-2	NA	A2C53345109	NA	A2C53402231	2		1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	95.08	S5_TG1C HONDA_ (APROBA	4957988807
151025	ZSCR	551	040-3	NA	A2C53345109	NA	A2C53402231	1		1403	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.54	S5_TG1C HONDA_ (APROBA	4957990012
151026	ZSCR	551	034-2	NA	A2C53402231	NA	A2C53402230	1		1342	module assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.15	S5_TG1C HONDA_ (APROBA	4957988780
151029	ZSCR	551	042-4	NA	5WY8548	NA	A2C53402832	1		1424	parts kit assy TPM	NA	HALB	S.Real/AutoBF	47.71	S1_TG1C DCX_ (APROBACI	4957990552
151030	ZSCR	551	034-2	NA	5WY8548	NA	A2C53402832	1		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	47.71	S1_TG1C DCX_ (APROBACI	4957988840
151031	ZSCR	551	034-2	NA	5WY8548	NA	A2C53348714	1		1342	control device TPM 433 MHz	NA	HALB	S.Real/AutoBF	59.43	S1_TG1C DCX_ (APROBACI	4957988703
151032	ZSCR	551	034-2	NA	A2C32163500	NA	A2C32163500	3		1342	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	142.26	S1_TG1C DCX_ (APROBACI	4957986221
151033	ZSCR	551	034-2	NA	5WY8548	NA	A2C53402832	5		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	238.55	S1_TG1C DCX_ (APROBACI	4957988840
151034	ZSCR	551	034-2	NA	S180052042	NA	A2C30723201	4		1342	module assy TPM	NA	HALB	S.Real/AutoBF	191.52	S5_TG1C HONDA_ (APROBA	4957986148
151035	ZSCR	551	040-2	NA	S180052042	NA	A2C30188101	3		1402	wheel unit TPM HL	NA	HALB	S.Real/AutoBF	175.5	S5_TG1C HONDA_ (APROBA	4957989019
151036	ZSCR	551	034-2	NA	S180052042	NA	A2C30188101	1		1342	wheel unit TPM HL	NA	HALB	S.Real/AutoBF	58.5	S5_TG1C HONDA_ (APROBA	4957986058
151037	ZSCR	551	042-4	NA	S180052042	NA	A2C30188101	4		1424	wheel unit TPM HL	NA	HALB	S.Real/AutoBF	234	S5_TG1C HONDA_ (APROBA	4957990074
151039	ZSCR	551	034-2	NA	5WY8548	NA	A2C53402832	2		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	95.42	S1_TG1C DCX_ (APROBACI	4957988840
151040	ZSCR	551	042-4	NA	5WY8547	NA	A2C53402830	1		1424	parts kit assy TPM	NA	HALB	S.Real/AutoBF	48.31	S1_TG1C DCX_ (APROBACI	4957990538
151041	ZSCR	551	042-4	NA	5WY8547	NA	A2C53402830	1		1424	parts kit assy TPM	NA	HALB	S.Real/AutoBF	48.31	S1_TG1C DCX_ (APROBACI	4957990538
151042	ZSCR	551	034-2	NA	5WY8547	NA	A2C53402830	1		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	48.31	S1_TG1C DCX_ (APROBACI	4957988826
151043	ZSCR	551	042-4	NA	S180052034	NA	A2C37347700	2		1424	parts kit assy TPM	NA	HALB	S.Real/AutoBF	92.82	S1_TG1C NISSAN_ (APROB	4957990388
151044	ZSCR	551	040-2	NA	S180052034	NA	A2C37347700	1		1402	parts kit assy TPM	NA	HALB	S.Real/AutoBF	46.41	S1_TG1C NISSAN_ (APROB	4957989189
151045	ZSCR	551	042-4	NA	S180052035	NA	A2C37351700	2		1424	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	87.5	S1_TG1C NISSAN_ (APROB	4957990416
151046	ZSCR	551	034-2	NA	S180052035	NA	A2C37351600	1		1342	housing assy TPM	NA	HALB	S.Real/AutoBF	42.88	S1_TG1C NISSAN_ (APROB	4957988369
151047	ZSCR	551	034-2	NA	S180052035	NA	A2C37351600	2		1342	housing assy TPM	NA	HALB	S.Real/AutoBF	85.76	S1_TG1C NISSAN_ (APROB	4957988369
151048	ZSCR	551	034-2	NA	A2C53402231	NA	A2C53402230	9		1342	module assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	424.35	S5_TG1C HONDA_ (APROBA	4957988780
151049	ZSCR	551	040-2	NA	A2C53402231	NA	A2C53402230	3		1402	module assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	141.45	S5_TG1C HONDA_ (APROBA	4957989220
151050	ZSCR	551	034-1	NA	A2C53345109	NA	A2C53402231	1		1341	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.54	S5_TG1C HONDA_ (APROBA	4957986026
151051	ZSCR	551	034-2	NA	A2C53345109	NA	A2C53402231	6		1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	285.24	S5_TG1C HONDA_ (APROBA	4957988807
151052	ZSCR	551	042-4	NA	A2C53345109	715748	A2C53402231	1		1424	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	47.54	S5_TG1C HONDA_ (APROBA	4957990519
