area,tecnologia,division,proyecto
BACKEND/ENSAMBLE FINAL,RF TEST,B&S,PQ GATEWAY MY13
BACKEND/ENSAMBLE FINAL,RF TEST,B&S,PQ25 LP3
BACKEND/ENSAMBLE FINAL,RF TEST,B&S,PQ35 5TA GENERACIÓN
BACKEND/ENSAMBLE FINAL,RF TEST,B&S,PQ35 6ta Gen
BACKEND/ENSAMBLE FINAL,RF TEST,B&S,PQ25
