area,tecnologia,linea,division,proyecto
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,TIS1D,B&S 2,TIS 1D CHRYSLER
BACKEND/ENSAMBLE FINAL,LASER WELDING,TIS1D,B&S 2,TIS 1D CHRYSLER
SMD,PRODEL,TIS1D,B&S 2,TIS 1D CHRYSLER
SMD,DEK,Linea O,B&S 2,TIS 1D CHRYSLER
SMD,DESPANELIZADO,Linea I,B&S 2,TIS 1D CHRYSLER
SMD,DESPANELIZADO,Linea O,B&S 2,TIS 1D CHRYSLER
SMD,FUJI,Linea I,B&S 2,TIS 1D CHRYSLER
SMD,FUJI,Linea O,B&S 2,TIS 1D CHRYSLER
SMD,HORNO DE REFLUJO,Linea I,B&S 2,TIS 1D CHRYSLER
SMD,HORNO DE REFLUJO,Linea O,B&S 2,TIS 1D CHRYSLER
SMD,ICT,Linea I,B&S 2,TIS 1D CHRYSLER
SMD,ICT,Linea O,B&S 2,TIS 1D CHRYSLER
SMD,LAQUEADO,Linea I,B&S 2,TIS 1D CHRYSLER
SMD,LAQUEADO,Linea O,B&S 2,TIS 1D CHRYSLER
SMD,LASER,Linea I,B&S 2,TIS 1D CHRYSLER
SMD,LASER,Linea O,B&S 2,TIS 1D CHRYSLER
SMD,MPM,Linea I,B&S 2,TIS 1D CHRYSLER
SMD,MPM,Linea O,B&S 2,TIS 1D CHRYSLER
SMD,OLA,Linea I,B&S 2,TIS 1D CHRYSLER
SMD,OLA,Linea O,B&S 2,TIS 1D CHRYSLER
SMD,PIN IN PASTE,Linea I,B&S 2,TIS 1D CHRYSLER
SMD,PIN IN PASTE,Linea O,B&S 2,TIS 1D CHRYSLER
SMD,PROGRAMACION,Linea I,B&S 2,TIS 1D CHRYSLER
SMD,PROGRAMACION,Linea O,B&S 2,TIS 1D CHRYSLER
SMD,SIPLACE,Linea O,B&S 2,TIS 1D CHRYSLER
SMD,UNIVERSAL,Linea I,B&S 2,TIS 1D CHRYSLER
SMD,UNIVERSAL,Linea O,B&S 2,TIS 1D CHRYSLER
WHSE,002,BIN DETENIDOS,B&S 2,TIS 1D CHRYSLER
WHSE,002,BIN EMBARQUE,B&S 2,TIS 1D CHRYSLER
WHSE,014,BIN TIENDA,B&S 2,TIS 1D CHRYSLER
WHSE,014,BIN TIENDITA,B&S 2,TIS 1D CHRYSLER
WHSE,015,BIN TIENDA,B&S 2,TIS 1D CHRYSLER
WHSE,015,BIN TIENDOTA,B&S 2,TIS 1D CHRYSLER
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,TIS1D,B&S 2,TIS 1D GM K2XX
BACKEND/ENSAMBLE FINAL,LASER WELDING,TIS1D,B&S 2,TIS 1D GM K2XX
SMD,PRODEL,TIS1D,B&S 2,TIS 1D GM K2XX
SMD,DEK,Linea O,B&S 2,TIS 1D GM K2XX
SMD,DESPANELIZADO,Linea I,B&S 2,TIS 1D GM K2XX
SMD,DESPANELIZADO,Linea O,B&S 2,TIS 1D GM K2XX
SMD,FUJI,Linea I,B&S 2,TIS 1D GM K2XX
SMD,FUJI,Linea O,B&S 2,TIS 1D GM K2XX
SMD,HORNO DE REFLUJO,Linea I,B&S 2,TIS 1D GM K2XX
SMD,HORNO DE REFLUJO,Linea O,B&S 2,TIS 1D GM K2XX
SMD,ICT,Linea I,B&S 2,TIS 1D GM K2XX
SMD,ICT,Linea O,B&S 2,TIS 1D GM K2XX
SMD,LAQUEADO,Linea I,B&S 2,TIS 1D GM K2XX
SMD,LAQUEADO,Linea O,B&S 2,TIS 1D GM K2XX
SMD,LASER,Linea I,B&S 2,TIS 1D GM K2XX
SMD,LASER,Linea O,B&S 2,TIS 1D GM K2XX
SMD,MPM,Linea I,B&S 2,TIS 1D GM K2XX
SMD,MPM,Linea O,B&S 2,TIS 1D GM K2XX
SMD,OLA,Linea I,B&S 2,TIS 1D GM K2XX
SMD,OLA,Linea O,B&S 2,TIS 1D GM K2XX
SMD,PIN IN PASTE,Linea I,B&S 2,TIS 1D GM K2XX
SMD,PIN IN PASTE,Linea O,B&S 2,TIS 1D GM K2XX
SMD,PROGRAMACION,Linea I,B&S 2,TIS 1D GM K2XX
SMD,PROGRAMACION,Linea O,B&S 2,TIS 1D GM K2XX
SMD,SIPLACE,Linea O,B&S 2,TIS 1D GM K2XX
SMD,UNIVERSAL,Linea I,B&S 2,TIS 1D GM K2XX
SMD,UNIVERSAL,Linea O,B&S 2,TIS 1D GM K2XX
WHSE,002,BIN DETENIDOS,B&S 2,TIS 1D GM K2XX
WHSE,002,BIN EMBARQUE,B&S 2,TIS 1D GM K2XX
WHSE,014,BIN TIENDA,B&S 2,TIS 1D GM K2XX
WHSE,014,BIN TIENDITA,B&S 2,TIS 1D GM K2XX
WHSE,015,BIN TIENDA,B&S 2,TIS 1D GM K2XX
WHSE,015,BIN TIENDOTA,B&S 2,TIS 1D GM K2XX
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE PCB,TIS1D,B&S 2,TIS 1D MMC
BACKEND/ENSAMBLE FINAL,LASER WELDING,TIS1D,B&S 2,TIS 1D MMC
SMD,PRODEL,TIS1D,B&S 2,TIS 1D MMC
SMD,DEK,Linea O,B&S 2,TIS 1D MMC
SMD,DESPANELIZADO,Linea I,B&S 2,TIS 1D MMC
SMD,DESPANELIZADO,Linea O,B&S 2,TIS 1D MMC
SMD,FUJI,Linea I,B&S 2,TIS 1D MMC
SMD,FUJI,Linea O,B&S 2,TIS 1D MMC
SMD,HORNO DE REFLUJO,Linea I,B&S 2,TIS 1D MMC
SMD,HORNO DE REFLUJO,Linea O,B&S 2,TIS 1D MMC
SMD,ICT,Linea I,B&S 2,TIS 1D MMC
SMD,ICT,Linea O,B&S 2,TIS 1D MMC
SMD,LAQUEADO,Linea I,B&S 2,TIS 1D MMC
SMD,LAQUEADO,Linea O,B&S 2,TIS 1D MMC
SMD,LASER,Linea I,B&S 2,TIS 1D MMC
SMD,LASER,Linea O,B&S 2,TIS 1D MMC
SMD,MPM,Linea I,B&S 2,TIS 1D MMC
SMD,MPM,Linea O,B&S 2,TIS 1D MMC
SMD,OLA,Linea I,B&S 2,TIS 1D MMC
SMD,OLA,Linea O,B&S 2,TIS 1D MMC
SMD,PIN IN PASTE,Linea I,B&S 2,TIS 1D MMC
SMD,PIN IN PASTE,Linea O,B&S 2,TIS 1D MMC
SMD,PROGRAMACION,Linea I,B&S 2,TIS 1D MMC
