area,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,CORTE INCOMPLETO,MAQUINA,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,CORTE INCOMPLETO,METODO,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,FALLA DE PROVEEDOR,PROVEEDOR,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MAL CORTE X DISCO DAÑADO,MAQUINA,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MAL CORTE X DISCO DAÑADO,METODO,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MAL CORTE X PROGRAMA,MAQUINA,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MAL CORTE X PROGRAMA,METODO,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,MAL MANEJO EN MAGAZINE,MANO DE OBRA,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,NO SE SIGUIÓ EL MÉTODO,METODO,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PIEZA CAIDA AL PISO,MANO DE OBRA,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PIEZA GOLPEADA/DAÑADA,MANO DE OBRA,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PIEZA GOLPEADA/DAÑADA,MAQUINA,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,PIEZA GOLPEADA/DAÑADA,METODO,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,REBABAS,MAQUINA,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,REBABAS,METODO,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,SET UP O PRUEBAS,METODO,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,EMPAQUE,PIEZA CAIDA AL PISO,MANO DE OBRA,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDADES YA EMPACADAS,METODO,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA Y ETIQUETADO,ETIQUETA MAL IMPRESA,MAQUINA,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA Y ETIQUETADO,ETIQUETA NO LEGIBLE,MAQUINA,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA Y ETIQUETADO,FALLA DE PROCESO ANTERIOR,PROVEEDOR,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA Y ETIQUETADO,FALLA DE PROVEEDOR,PROVEEDOR,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA Y ETIQUETADO,MEZCLA DE MATERIAL,MANO DE OBRA,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA Y ETIQUETADO,NO SE SIGUIÓ EL MÉTODO,METODO,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA Y ETIQUETADO,PIEZA CAIDA AL PISO,MANO DE OBRA,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA Y ETIQUETADO,PIEZA GOLPEADA/DAÑADA,MANO DE OBRA,B&S 2,WK_WD RFHUB
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA Y ETIQUETADO,PIEZA GOLPEADA/DAÑADA,MAQUINA,B&S 2,WK_WD RFHUB
