area,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,EBERHARD,PANEL ATORADA,MAQUINA,B&S,PQ 25 LP3
BACKEND/ENSAMBLE FINAL,EBERHARD,PANEL ATORADA,METODO,B&S,PQ 25 LP3
BACKEND/ENSAMBLE FINAL,EBERHARD,PANEL ATORADA,MANO DE OBRA,B&S,PQ 25 LP3
BACKEND/ENSAMBLE FINAL,EBERHARD,PANEL QUEBRADO,MAQUINA,B&S,PQ 25 LP3
BACKEND/ENSAMBLE FINAL,EBERHARD,PANEL QUEBRADO,METODO,B&S,PQ 25 LP3
BACKEND/ENSAMBLE FINAL,EBERHARD,PANEL QUEBRADO,MANO DE OBRA,B&S,PQ 25 LP3
BACKEND/ENSAMBLE FINAL,EBERHARD,UNIDAD DAÑADA,MAQUINA,B&S,PQ 25 LP3
BACKEND/ENSAMBLE FINAL,EBERHARD,UNIDAD DAÑADA,METODO,B&S,PQ 25 LP3
BACKEND/ENSAMBLE FINAL,EBERHARD,PINES DOBLADOS ,MAQUINA,B&S,PQ 25 LP3
BACKEND/ENSAMBLE FINAL,EBERHARD,PINES DOBLADOS ,METODO,B&S,PQ 25 LP3
BACKEND/ENSAMBLE FINAL,EBERHARD,PINES DOBLADOS ,MANO DE OBRA,B&S,PQ 25 LP3
SMD,SIPLACE,COMPONENTE EQUIVOCADO,MAQUINA,B&S,BCM K2XX
SMD,SIPLACE,COMPONENTE EQUIVOCADO,METODO,B&S,BCM K2XX
SMD,SIPLACE,COMPONENTE EQUIVOCADO,MANO DE OBRA,B&S,BCM K2XX
SMD,SIPLACE,PANEL ATORADA,MAQUINA,B&S,BCM K2XX
SMD,SIPLACE,PANEL ATORADA,METODO,B&S,BCM K2XX
SMD,SIPLACE,PANEL ATORADA,MANO DE OBRA,B&S,BCM K2XX
SMD,SIPLACE,PANEL ABORTADO,MAQUINA,B&S,BCM K2XX
SMD,SIPLACE,PANEL ABORTADO,METODO,B&S,BCM K2XX
SMD,SIPLACE,PANEL ABORTADO,MANO DE OBRA,B&S,BCM K2XX
SMD,SIPLACE,CANTO,MAQUINA,B&S,BCM K2XX
SMD,SIPLACE,CANTO,METODO,B&S,BCM K2XX
SMD,SIPLACE,CANTO,MANO DE OBRA,B&S,BCM K2XX
SMD,SIPLACE,TOMBSTONE,MAQUINA,B&S,BCM K2XX
SMD,SIPLACE,TOMBSTONE,METODO,B&S,BCM K2XX
SMD,SIPLACE,TOMBSTONE,MANO DE OBRA,B&S,BCM K2XX
