parte_padre,no_parte,qty,planta,division,segmento,profit_center,proyecto,linea,turno,supervisor,operador,APD
5WK43766,6593331401,2,Tijera,PSAD,PSAD,30301-002,ARAMIS II MCG,ARAMIS II MCG,1,uid85118,CES,054
