area,tecnologia,linea,division,proyecto
SMD,AOI,Linea Z,B&S,PQ GATEWAY
SMD,ASPI,Linea Z,B&S,PQ GATEWAY
SMD,ASYS,Linea Z,B&S,PQ GATEWAY
SMD,DEK,Linea Z,B&S,PQ GATEWAY
SMD,HORNO,Linea Z,B&S,PQ GATEWAY
SMD,IMPRESION DE PASTA,Linea Z,B&S,PQ GATEWAY
SMD,LASER,Linea Z,B&S,PQ GATEWAY
SMD,SIPLACE,Linea Z,B&S,PQ GATEWAY
SMD,AOI,Linea Z,B&S,KWANGJIN
SMD,ASPI,Linea Z,B&S,KWANGJIN
SMD,ASYS,Linea Z,B&S,KWANGJIN
SMD,DEK,Linea Z,B&S,KWANGJIN
SMD,HORNO,Linea Z,B&S,KWANGJIN
SMD,IMPRESION DE PASTA,Linea Z,B&S,KWANGJIN
SMD,LASER,Linea Z,B&S,KWANGJIN
SMD,SIPLACE,Linea Z,B&S,KWANGJIN
