area,tecnologia,division,proyecto
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,B&S 2,PASE FOB CUSW
BACKEND/ENSAMBLE FINAL,EMPAQUE,B&S 2,PASE FOB CUSW
BACKEND/ENSAMBLE FINAL,KITTING,B&S 2,PASE FOB CUSW
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL PCB,B&S 2,PASE FOB CUSW
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL RKE,B&S 2,PASE FOB CUSW
SMD,DEK,B&S 2,PASE FOB CUSW
SMD,DESPANELIZADO,B&S 2,PASE FOB CUSW
SMD,FUJI,B&S 2,PASE FOB CUSW
SMD,HORNO DE REFLUJO,B&S 2,PASE FOB CUSW
SMD,ICT,B&S 2,PASE FOB CUSW
SMD,MPM,B&S 2,PASE FOB CUSW
SMD,PROGRAMACION,B&S 2,PASE FOB CUSW
SMD,SIPLACE,B&S 2,PASE FOB CUSW
WHSE,014,B&S 2,PASE FOB CUSW
WHSE,015,B&S 2,PASE FOB CUSW
