area,tecnologia,defecto,causa,division,proyecto,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,IDM,,,,,,
WHSE,014,DERRAME,MANO DE OBRA,PE,IDM,,,,,,
WHSE,014,DERRAME,METODO,PE,IDM,,,,,,
WHSE,014,DERRAME,PROVEEDOR,PE,IDM,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,IDM,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,METODO,PE,IDM,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,PROVEEDOR,PE,IDM,,,,,,
WHSE,014,GOLPEADO,MANO DE OBRA,PE,IDM,,,,,,
WHSE,014,GOLPEADO,METODO,PE,IDM,,,,,,
WHSE,014,GOLPEADO,PROVEEDOR,PE,IDM,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,IDM,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,METODO,PE,IDM,,,,,,
WHSE,014,MATERIAL DAÑADO,MANO DE OBRA,PE,IDM,,,,,,
WHSE,014,MATERIAL DAÑADO,METODO,PE,IDM,,,,,,
WHSE,014,MATERIAL DAÑADO,PROVEEDOR,PE,IDM,,,,,,
WHSE,014,MOJADO,MANO DE OBRA,PE,IDM,,,,,,
WHSE,014,MOJADO,METODO,PE,IDM,,,,,,
WHSE,014,MOJADO,PROVEEDOR,PE,IDM,,,,,,
WHSE,014,OBSOLETO,MANO DE OBRA,PE,IDM,,,,,,
WHSE,014,OBSOLETO,METODO,PE,IDM,,,,,,
WHSE,014,SOBRE INVENTARIO,METODO,PE,IDM,,,,,,
WHSE,015,CADUCO,MANO DE OBRA,PE,IDM,,,,,,
WHSE,015,CADUCO,METODO,PE,IDM,,,,,,
WHSE,015,CADUCO,PROVEEDOR,PE,IDM,,,,,,
WHSE,015,CAMBIO DE INGENIERIA,METODO,PE,IDM,,,,,,
WHSE,015,DAÑADO,MANO DE OBRA,PE,IDM,,,,,,
WHSE,015,DAÑADO,METODO,PE,IDM,,,,,,
WHSE,015,DAÑADO,PROVEEDOR,PE,IDM,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,METODO,PE,IDM,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,IDM,,,,,,
WHSE,015,DERRAME,MANO DE OBRA,PE,IDM,,,,,,
WHSE,015,DERRAME,METODO,PE,IDM,,,,,,
WHSE,015,DERRAME,PROVEEDOR,PE,IDM,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,IDM,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,METODO,PE,IDM,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,PROVEEDOR,PE,IDM,,,,,,
WHSE,015,GOLPEADO,MANO DE OBRA,PE,IDM,,,,,,
WHSE,015,GOLPEADO,METODO,PE,IDM,,,,,,
WHSE,015,GOLPEADO,PROVEEDOR,PE,IDM,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,IDM,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,METODO,PE,IDM,,,,,,
WHSE,015,MATERIAL DAÑADO,MANO DE OBRA,PE,IDM,,,,,,
WHSE,015,MATERIAL DAÑADO,METODO,PE,IDM,,,,,,
WHSE,015,MATERIAL DAÑADO,PROVEEDOR,PE,IDM,,,,,,
WHSE,015,MOJADO,MANO DE OBRA,PE,IDM,,,,,,
WHSE,015,MOJADO,METODO,PE,IDM,,,,,,
WHSE,015,MOJADO,PROVEEDOR,PE,IDM,,,,,,
WHSE,015,OBSOLETO,MANO DE OBRA,PE,IDM,,,,,,
WHSE,015,OBSOLETO,METODO,PE,IDM,,,,,,
WHSE,015,SOBRE INVENTARIO,METODO,PE,IDM,,,,,,
WHSE,014,CADUCO,MANO DE OBRA,PE,M3C,,,,,,
WHSE,014,CADUCO,METODO,PE,M3C,,,,,,
WHSE,014,CADUCO,PROVEEDOR,PE,M3C,,,,,,
WHSE,014,CAMBIO DE INGENIERIA,METODO,PE,M3C,,,,,,
WHSE,014,DAÑADO,MANO DE OBRA,PE,M3C,,,,,,
WHSE,014,DAÑADO,METODO,PE,M3C,,,,,,
WHSE,014,DAÑADO,PROVEEDOR,PE,M3C,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,METODO,PE,M3C,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,M3C,,,,,,
WHSE,014,DERRAME,MANO DE OBRA,PE,M3C,,,,,,
WHSE,014,DERRAME,METODO,PE,M3C,,,,,,
WHSE,014,DERRAME,PROVEEDOR,PE,M3C,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,M3C,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,METODO,PE,M3C,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,PROVEEDOR,PE,M3C,,,,,,
WHSE,014,GOLPEADO,MANO DE OBRA,PE,M3C,,,,,,
WHSE,014,GOLPEADO,METODO,PE,M3C,,,,,,
WHSE,014,GOLPEADO,PROVEEDOR,PE,M3C,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,M3C,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,METODO,PE,M3C,,,,,,
WHSE,014,MATERIAL DAÑADO,MANO DE OBRA,PE,M3C,,,,,,
WHSE,014,MATERIAL DAÑADO,METODO,PE,M3C,,,,,,
WHSE,014,MATERIAL DAÑADO,PROVEEDOR,PE,M3C,,,,,,
WHSE,014,MOJADO,MANO DE OBRA,PE,M3C,,,,,,
WHSE,014,MOJADO,METODO,PE,M3C,,,,,,
WHSE,014,MOJADO,PROVEEDOR,PE,M3C,,,,,,
WHSE,014,OBSOLETO,MANO DE OBRA,PE,M3C,,,,,,
WHSE,014,OBSOLETO,METODO,PE,M3C,,,,,,
WHSE,014,SOBRE INVENTARIO,METODO,PE,M3C,,,,,,
WHSE,015,CADUCO,MANO DE OBRA,PE,M3C,,,,,,
WHSE,015,CADUCO,METODO,PE,M3C,,,,,,
WHSE,015,CADUCO,PROVEEDOR,PE,M3C,,,,,,
WHSE,015,CAMBIO DE INGENIERIA,METODO,PE,M3C,,,,,,
WHSE,015,DAÑADO,MANO DE OBRA,PE,M3C,,,,,,
WHSE,015,DAÑADO,METODO,PE,M3C,,,,,,
WHSE,015,DAÑADO,PROVEEDOR,PE,M3C,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,METODO,PE,M3C,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,M3C,,,,,,
WHSE,015,DERRAME,MANO DE OBRA,PE,M3C,,,,,,
WHSE,015,DERRAME,METODO,PE,M3C,,,,,,
WHSE,015,DERRAME,PROVEEDOR,PE,M3C,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,M3C,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,METODO,PE,M3C,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,PROVEEDOR,PE,M3C,,,,,,
WHSE,015,GOLPEADO,MANO DE OBRA,PE,M3C,,,,,,
WHSE,015,GOLPEADO,METODO,PE,M3C,,,,,,
WHSE,015,GOLPEADO,PROVEEDOR,PE,M3C,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,M3C,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,METODO,PE,M3C,,,,,,
WHSE,015,MATERIAL DAÑADO,MANO DE OBRA,PE,M3C,,,,,,
WHSE,015,MATERIAL DAÑADO,METODO,PE,M3C,,,,,,
WHSE,015,MATERIAL DAÑADO,PROVEEDOR,PE,M3C,,,,,,
WHSE,015,MOJADO,MANO DE OBRA,PE,M3C,,,,,,
WHSE,015,MOJADO,METODO,PE,M3C,,,,,,
WHSE,015,MOJADO,PROVEEDOR,PE,M3C,,,,,,
WHSE,015,OBSOLETO,MANO DE OBRA,PE,M3C,,,,,,
WHSE,015,OBSOLETO,METODO,PE,M3C,,,,,,
WHSE,015,SOBRE INVENTARIO,METODO,PE,M3C,,,,,,
WHSE,014,CADUCO,MANO DE OBRA,PE,SID903,,,,,,
WHSE,014,CADUCO,METODO,PE,SID903,,,,,,
WHSE,014,CADUCO,PROVEEDOR,PE,SID903,,,,,,
WHSE,014,CAMBIO DE INGENIERIA,METODO,PE,SID903,,,,,,
WHSE,014,DAÑADO,MANO DE OBRA,PE,SID903,,,,,,
WHSE,014,DAÑADO,METODO,PE,SID903,,,,,,
WHSE,014,DAÑADO,PROVEEDOR,PE,SID903,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,METODO,PE,SID903,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,SID903,,,,,,
WHSE,014,DERRAME,MANO DE OBRA,PE,SID903,,,,,,
WHSE,014,DERRAME,METODO,PE,SID903,,,,,,
WHSE,014,DERRAME,PROVEEDOR,PE,SID903,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,SID903,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,METODO,PE,SID903,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,PROVEEDOR,PE,SID903,,,,,,
WHSE,014,GOLPEADO,MANO DE OBRA,PE,SID903,,,,,,
WHSE,014,GOLPEADO,METODO,PE,SID903,,,,,,
WHSE,014,GOLPEADO,PROVEEDOR,PE,SID903,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,SID903,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,METODO,PE,SID903,,,,,,
WHSE,014,MATERIAL DAÑADO,MANO DE OBRA,PE,SID903,,,,,,
WHSE,014,MATERIAL DAÑADO,METODO,PE,SID903,,,,,,
WHSE,014,MATERIAL DAÑADO,PROVEEDOR,PE,SID903,,,,,,
WHSE,014,MOJADO,MANO DE OBRA,PE,SID903,,,,,,
WHSE,014,MOJADO,METODO,PE,SID903,,,,,,
WHSE,014,MOJADO,PROVEEDOR,PE,SID903,,,,,,
WHSE,014,OBSOLETO,MANO DE OBRA,PE,SID903,,,,,,
WHSE,014,OBSOLETO,METODO,PE,SID903,,,,,,
WHSE,014,SOBRE INVENTARIO,METODO,PE,SID903,,,,,,
WHSE,015,CADUCO,MANO DE OBRA,PE,SID903,,,,,,
WHSE,015,CADUCO,METODO,PE,SID903,,,,,,
WHSE,015,CADUCO,PROVEEDOR,PE,SID903,,,,,,
WHSE,015,CAMBIO DE INGENIERIA,METODO,PE,SID903,,,,,,
WHSE,015,DAÑADO,MANO DE OBRA,PE,SID903,,,,,,
WHSE,015,DAÑADO,METODO,PE,SID903,,,,,,
WHSE,015,DAÑADO,PROVEEDOR,PE,SID903,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,METODO,PE,SID903,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,SID903,,,,,,
WHSE,015,DERRAME,MANO DE OBRA,PE,SID903,,,,,,
WHSE,015,DERRAME,METODO,PE,SID903,,,,,,
WHSE,015,DERRAME,PROVEEDOR,PE,SID903,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,SID903,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,METODO,PE,SID903,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,PROVEEDOR,PE,SID903,,,,,,
WHSE,015,GOLPEADO,MANO DE OBRA,PE,SID903,,,,,,
WHSE,015,GOLPEADO,METODO,PE,SID903,,,,,,
WHSE,015,GOLPEADO,PROVEEDOR,PE,SID903,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,SID903,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,METODO,PE,SID903,,,,,,
WHSE,015,MATERIAL DAÑADO,MANO DE OBRA,PE,SID903,,,,,,
WHSE,015,MATERIAL DAÑADO,METODO,PE,SID903,,,,,,
WHSE,015,MATERIAL DAÑADO,PROVEEDOR,PE,SID903,,,,,,
WHSE,015,MOJADO,MANO DE OBRA,PE,SID903,,,,,,
WHSE,015,MOJADO,METODO,PE,SID903,,,,,,
WHSE,015,MOJADO,PROVEEDOR,PE,SID903,,,,,,
WHSE,015,OBSOLETO,MANO DE OBRA,PE,SID903,,,,,,
WHSE,015,OBSOLETO,METODO,PE,SID903,,,,,,
WHSE,015,SOBRE INVENTARIO,METODO,PE,SID903,,,,,,
WHSE,014,CADUCO,MANO DE OBRA,PE,SID904,,,,,,
WHSE,014,CADUCO,METODO,PE,SID904,,,,,,
WHSE,014,CADUCO,PROVEEDOR,PE,SID904,,,,,,
WHSE,014,CAMBIO DE INGENIERIA,METODO,PE,SID904,,,,,,
WHSE,014,DAÑADO,MANO DE OBRA,PE,SID904,,,,,,
WHSE,014,DAÑADO,METODO,PE,SID904,,,,,,
WHSE,014,DAÑADO,PROVEEDOR,PE,SID904,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,METODO,PE,SID904,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,SID904,,,,,,
WHSE,014,DERRAME,MANO DE OBRA,PE,SID904,,,,,,
WHSE,014,DERRAME,METODO,PE,SID904,,,,,,
WHSE,014,DERRAME,PROVEEDOR,PE,SID904,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,SID904,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,METODO,PE,SID904,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,PROVEEDOR,PE,SID904,,,,,,
WHSE,014,GOLPEADO,MANO DE OBRA,PE,SID904,,,,,,
WHSE,014,GOLPEADO,METODO,PE,SID904,,,,,,
WHSE,014,GOLPEADO,PROVEEDOR,PE,SID904,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,SID904,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,METODO,PE,SID904,,,,,,
WHSE,014,MATERIAL DAÑADO,MANO DE OBRA,PE,SID904,,,,,,
WHSE,014,MATERIAL DAÑADO,METODO,PE,SID904,,,,,,
WHSE,014,MATERIAL DAÑADO,PROVEEDOR,PE,SID904,,,,,,
WHSE,014,MOJADO,MANO DE OBRA,PE,SID904,,,,,,
WHSE,014,MOJADO,METODO,PE,SID904,,,,,,
WHSE,014,MOJADO,PROVEEDOR,PE,SID904,,,,,,
WHSE,014,OBSOLETO,MANO DE OBRA,PE,SID904,,,,,,
WHSE,014,OBSOLETO,METODO,PE,SID904,,,,,,
WHSE,014,SOBRE INVENTARIO,METODO,PE,SID904,,,,,,
WHSE,015,CADUCO,MANO DE OBRA,PE,SID904,,,,,,
WHSE,015,CADUCO,METODO,PE,SID904,,,,,,
WHSE,015,CADUCO,PROVEEDOR,PE,SID904,,,,,,
WHSE,015,CAMBIO DE INGENIERIA,METODO,PE,SID904,,,,,,
WHSE,015,DAÑADO,MANO DE OBRA,PE,SID904,,,,,,
WHSE,015,DAÑADO,METODO,PE,SID904,,,,,,
WHSE,015,DAÑADO,PROVEEDOR,PE,SID904,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,METODO,PE,SID904,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,SID904,,,,,,
WHSE,015,DERRAME,MANO DE OBRA,PE,SID904,,,,,,
WHSE,015,DERRAME,METODO,PE,SID904,,,,,,
WHSE,015,DERRAME,PROVEEDOR,PE,SID904,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,SID904,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,METODO,PE,SID904,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,PROVEEDOR,PE,SID904,,,,,,
WHSE,015,GOLPEADO,MANO DE OBRA,PE,SID904,,,,,,
WHSE,015,GOLPEADO,METODO,PE,SID904,,,,,,
WHSE,015,GOLPEADO,PROVEEDOR,PE,SID904,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,SID904,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,METODO,PE,SID904,,,,,,
WHSE,015,MATERIAL DAÑADO,MANO DE OBRA,PE,SID904,,,,,,
WHSE,015,MATERIAL DAÑADO,METODO,PE,SID904,,,,,,
WHSE,015,MATERIAL DAÑADO,PROVEEDOR,PE,SID904,,,,,,
WHSE,015,MOJADO,MANO DE OBRA,PE,SID904,,,,,,
WHSE,015,MOJADO,METODO,PE,SID904,,,,,,
WHSE,015,MOJADO,PROVEEDOR,PE,SID904,,,,,,
WHSE,015,OBSOLETO,MANO DE OBRA,PE,SID904,,,,,,
WHSE,015,OBSOLETO,METODO,PE,SID904,,,,,,
WHSE,015,SOBRE INVENTARIO,METODO,PE,SID904,,,,,,
WHSE,014,CADUCO,MANO DE OBRA,PE,SID908,,,,,,
WHSE,014,CADUCO,METODO,PE,SID908,,,,,,
WHSE,014,CADUCO,PROVEEDOR,PE,SID908,,,,,,
WHSE,014,CAMBIO DE INGENIERIA,METODO,PE,SID908,,,,,,
WHSE,014,DAÑADO,MANO DE OBRA,PE,SID908,,,,,,
WHSE,014,DAÑADO,METODO,PE,SID908,,,,,,
WHSE,014,DAÑADO,PROVEEDOR,PE,SID908,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,METODO,PE,SID908,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,SID908,,,,,,
WHSE,014,DERRAME,MANO DE OBRA,PE,SID908,,,,,,
WHSE,014,DERRAME,METODO,PE,SID908,,,,,,
WHSE,014,DERRAME,PROVEEDOR,PE,SID908,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,SID908,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,METODO,PE,SID908,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,PROVEEDOR,PE,SID908,,,,,,
WHSE,014,GOLPEADO,MANO DE OBRA,PE,SID908,,,,,,
WHSE,014,GOLPEADO,METODO,PE,SID908,,,,,,
WHSE,014,GOLPEADO,PROVEEDOR,PE,SID908,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,SID908,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,METODO,PE,SID908,,,,,,
WHSE,014,MATERIAL DAÑADO,MANO DE OBRA,PE,SID908,,,,,,
WHSE,014,MATERIAL DAÑADO,METODO,PE,SID908,,,,,,
WHSE,014,MATERIAL DAÑADO,PROVEEDOR,PE,SID908,,,,,,
WHSE,014,MOJADO,MANO DE OBRA,PE,SID908,,,,,,
WHSE,014,MOJADO,METODO,PE,SID908,,,,,,
WHSE,014,MOJADO,PROVEEDOR,PE,SID908,,,,,,
WHSE,014,OBSOLETO,MANO DE OBRA,PE,SID908,,,,,,
WHSE,014,OBSOLETO,METODO,PE,SID908,,,,,,
WHSE,014,SOBRE INVENTARIO,METODO,PE,SID908,,,,,,
WHSE,015,CADUCO,MANO DE OBRA,PE,SID908,,,,,,
WHSE,015,CADUCO,METODO,PE,SID908,,,,,,
WHSE,015,CADUCO,PROVEEDOR,PE,SID908,,,,,,
WHSE,015,CAMBIO DE INGENIERIA,METODO,PE,SID908,,,,,,
WHSE,015,DAÑADO,MANO DE OBRA,PE,SID908,,,,,,
WHSE,015,DAÑADO,METODO,PE,SID908,,,,,,
WHSE,015,DAÑADO,PROVEEDOR,PE,SID908,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,METODO,PE,SID908,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,SID908,,,,,,
WHSE,015,DERRAME,MANO DE OBRA,PE,SID908,,,,,,
WHSE,015,DERRAME,METODO,PE,SID908,,,,,,
WHSE,015,DERRAME,PROVEEDOR,PE,SID908,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,SID908,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,METODO,PE,SID908,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,PROVEEDOR,PE,SID908,,,,,,
WHSE,015,GOLPEADO,MANO DE OBRA,PE,SID908,,,,,,
WHSE,015,GOLPEADO,METODO,PE,SID908,,,,,,
WHSE,015,GOLPEADO,PROVEEDOR,PE,SID908,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,SID908,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,METODO,PE,SID908,,,,,,
WHSE,015,MATERIAL DAÑADO,MANO DE OBRA,PE,SID908,,,,,,
WHSE,015,MATERIAL DAÑADO,METODO,PE,SID908,,,,,,
WHSE,015,MATERIAL DAÑADO,PROVEEDOR,PE,SID908,,,,,,
WHSE,015,MOJADO,MANO DE OBRA,PE,SID908,,,,,,
WHSE,015,MOJADO,METODO,PE,SID908,,,,,,
WHSE,015,MOJADO,PROVEEDOR,PE,SID908,,,,,,
WHSE,015,OBSOLETO,MANO DE OBRA,PE,SID908,,,,,,
WHSE,015,OBSOLETO,METODO,PE,SID908,,,,,,
WHSE,015,SOBRE INVENTARIO,METODO,PE,SID908,,,,,,
WHSE,014,CADUCO,MANO DE OBRA,PE,SID910,,,,,,
WHSE,014,CADUCO,METODO,PE,SID910,,,,,,
WHSE,014,CADUCO,PROVEEDOR,PE,SID910,,,,,,
WHSE,014,CAMBIO DE INGENIERIA,METODO,PE,SID910,,,,,,
WHSE,014,DAÑADO,MANO DE OBRA,PE,SID910,,,,,,
WHSE,014,DAÑADO,METODO,PE,SID910,,,,,,
WHSE,014,DAÑADO,PROVEEDOR,PE,SID910,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,METODO,PE,SID910,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,SID910,,,,,,
WHSE,014,DERRAME,MANO DE OBRA,PE,SID910,,,,,,
WHSE,014,DERRAME,METODO,PE,SID910,,,,,,
WHSE,014,DERRAME,PROVEEDOR,PE,SID910,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,SID910,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,METODO,PE,SID910,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,PROVEEDOR,PE,SID910,,,,,,
WHSE,014,GOLPEADO,MANO DE OBRA,PE,SID910,,,,,,
WHSE,014,GOLPEADO,METODO,PE,SID910,,,,,,
WHSE,014,GOLPEADO,PROVEEDOR,PE,SID910,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,SID910,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,METODO,PE,SID910,,,,,,
WHSE,014,MATERIAL DAÑADO,MANO DE OBRA,PE,SID910,,,,,,
WHSE,014,MATERIAL DAÑADO,METODO,PE,SID910,,,,,,
WHSE,014,MATERIAL DAÑADO,PROVEEDOR,PE,SID910,,,,,,
WHSE,014,MOJADO,MANO DE OBRA,PE,SID910,,,,,,
WHSE,014,MOJADO,METODO,PE,SID910,,,,,,
WHSE,014,MOJADO,PROVEEDOR,PE,SID910,,,,,,
WHSE,014,OBSOLETO,MANO DE OBRA,PE,SID910,,,,,,
WHSE,014,OBSOLETO,METODO,PE,SID910,,,,,,
WHSE,014,SOBRE INVENTARIO,METODO,PE,SID910,,,,,,
WHSE,015,CADUCO,MANO DE OBRA,PE,SID910,,,,,,
WHSE,015,CADUCO,METODO,PE,SID910,,,,,,
WHSE,015,CADUCO,PROVEEDOR,PE,SID910,,,,,,
WHSE,015,CAMBIO DE INGENIERIA,METODO,PE,SID910,,,,,,
WHSE,015,DAÑADO,MANO DE OBRA,PE,SID910,,,,,,
WHSE,015,DAÑADO,METODO,PE,SID910,,,,,,
WHSE,015,DAÑADO,PROVEEDOR,PE,SID910,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,METODO,PE,SID910,,,,,,
WHSE,015,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,SID910,,,,,,
WHSE,015,DERRAME,MANO DE OBRA,PE,SID910,,,,,,
WHSE,015,DERRAME,METODO,PE,SID910,,,,,,
WHSE,015,DERRAME,PROVEEDOR,PE,SID910,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,SID910,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,METODO,PE,SID910,,,,,,
WHSE,015,DERRAME POR TRANSPORTE,PROVEEDOR,PE,SID910,,,,,,
WHSE,015,GOLPEADO,MANO DE OBRA,PE,SID910,,,,,,
WHSE,015,GOLPEADO,METODO,PE,SID910,,,,,,
WHSE,015,GOLPEADO,PROVEEDOR,PE,SID910,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,SID910,,,,,,
WHSE,015,MAL MANEJO DE ALMACEN,METODO,PE,SID910,,,,,,
WHSE,015,MATERIAL DAÑADO,MANO DE OBRA,PE,SID910,,,,,,
WHSE,015,MATERIAL DAÑADO,METODO,PE,SID910,,,,,,
WHSE,015,MATERIAL DAÑADO,PROVEEDOR,PE,SID910,,,,,,
WHSE,015,MOJADO,MANO DE OBRA,PE,SID910,,,,,,
WHSE,015,MOJADO,METODO,PE,SID910,,,,,,
WHSE,015,MOJADO,PROVEEDOR,PE,SID910,,,,,,
WHSE,015,OBSOLETO,MANO DE OBRA,PE,SID910,,,,,,
WHSE,015,OBSOLETO,METODO,PE,SID910,,,,,,
WHSE,015,SOBRE INVENTARIO,METODO,PE,SID910,,,,,,
WHSE,014,CADUCO,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,014,CADUCO,METODO,PE,SIMOS,,,,,,
WHSE,014,CADUCO,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,014,CAMBIO DE INGENIERIA,METODO,PE,SIMOS,,,,,,
WHSE,014,DAÑADO,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,014,DAÑADO,METODO,PE,SIMOS,,,,,,
WHSE,014,DAÑADO,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,METODO,PE,SIMOS,,,,,,
WHSE,014,DAÑADO POR TRANSPORTE,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,014,DERRAME,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,014,DERRAME,METODO,PE,SIMOS,,,,,,
WHSE,014,DERRAME,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,METODO,PE,SIMOS,,,,,,
WHSE,014,DERRAME POR TRANSPORTE,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,014,GOLPEADO,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,014,GOLPEADO,METODO,PE,SIMOS,,,,,,
WHSE,014,GOLPEADO,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,014,MAL MANEJO DE ALMACEN,METODO,PE,SIMOS,,,,,,
WHSE,014,MATERIAL DAÑADO,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,014,MATERIAL DAÑADO,METODO,PE,SIMOS,,,,,,
WHSE,014,MATERIAL DAÑADO,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,014,MOJADO,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,014,MOJADO,METODO,PE,SIMOS,,,,,,
WHSE,014,MOJADO,PROVEEDOR,PE,SIMOS,,,,,,
WHSE,014,OBSOLETO,MANO DE OBRA,PE,SIMOS,,,,,,
WHSE,014,OBSOLETO,METODO,PE,SIMOS,,,,,,
WHSE,014,SOBRE INVENTARIO,METODO,PE,SIMOS,,,,,,
WHSE,015,CADUCO,MANO DE OBRA,PE,SIMOS,,,,,,
