area,tecnologia,division,proyecto
BACKEND/ENSAMBLE FINAL,OP 010 &020,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 030,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 040,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 050,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 060,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 070,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 080,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 090,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 095,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 100,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP  120,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 130,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 140,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 145,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 150,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 155 ,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP  180,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,"OP 190
* See process flow for line 3 numbering",B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,"Op 200-240
* See process flow for line 3 numbering",B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 250,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 260,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP290,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 310-360,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 370,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 375 ,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 380,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 390,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 400,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 410,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 420,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 430,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 440,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 450 ,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 460,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 465,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 470,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 490,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 500,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 510,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 530,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 540,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 550,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 560,B&S 2,SPDJB-JUAREZ
BACKEND/ENSAMBLE FINAL,OP   1010-1020-1030-1035,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,"OP  1040-1070


",B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1110,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1120 - 1122,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1125,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1130 ,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1140,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1180,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1190,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1205,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1206,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1210,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1220,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1225,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1240-1256,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1260,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1270 ,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1273,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1275,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1280,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1305,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1315 ,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1317,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1318,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1320,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1330,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1335,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1337,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1338,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL,OP 1340,B&S 2,TIPM-JUAREZ
BACKEND/ENSAMBLE FINAL, OP 1350,B&S 2,TIPM-JUAREZ
