area,tecnologia,division,proyecto
Backend/Ensamble Final,Atornillado Automatico,PSAD,DAIMLER STAR 2
Backend/Ensamble Final,Dta,PSAD,DAIMLER STAR 2
Backend/Ensamble Final,Empaque,PSAD,DAIMLER STAR 2
Backend/Ensamble Final,Ict,PSAD,DAIMLER STAR 2
Backend/Ensamble Final,MiniDTA,PSAD,DAIMLER STAR 2
Backend/Ensamble Final,Pressfit,PSAD,DAIMLER STAR 2
Backend/Ensamble Final,Prueba Final,PSAD,DAIMLER STAR 2
Backend/Ensamble Final,Roll Over,PSAD,DAIMLER STAR 2
Backend/Ensamble Final,Run-In,PSAD,DAIMLER STAR 2
Backend/Ensamble Final,Sawing,PSAD,DAIMLER STAR 2
Smd,Aoi,PSAD,DAIMLER STAR 2
Smd,Aspi,PSAD,DAIMLER STAR 2
Smd,Asys,PSAD,DAIMLER STAR 2
Smd,Horno,PSAD,DAIMLER STAR 2
Smd,Impresion De Pasta,PSAD,DAIMLER STAR 2
Smd,Laser,PSAD,DAIMLER STAR 2
Smd,Siplace,PSAD,DAIMLER STAR 2
