area,tecnologia,linea,division,proyecto
SMD,F4,Linea J,B&S 2,EAGLE
SMD,F4,Linea K,B&S 2,EAGLE
SMD,X4,Linea K,B&S 2,EAGLE
SMD,HS 60,Linea K,B&S 2,EAGLE
SMD,X4,Linea E ,B&S 2,FFS II
SMD,S25,Linea E ,B&S 2,FFS II
SMD,F4,Linea E ,B&S 2,FFS II
SMD,X4,Linea J,B&S 2,FFS II
SMD,HS 50,Linea J,B&S 2,FFS II
SMD,F4,Linea J,B&S 2,FFS II
SMD,F4,Linea K,B&S 2,FFS II
SMD,X4,Linea K,B&S 2,FFS II
SMD,HS 60,Linea K,B&S 2,FFS II
SMD,X4,Linea E ,B&S 2,NVLD
SMD,S25,Linea E ,B&S 2,NVLD
SMD,F4,Linea E ,B&S 2,NVLD
SMD,X4,Linea J,B&S 2,NVLD
SMD,HS 50,Linea J,B&S 2,NVLD
SMD,F4,Linea J,B&S 2,NVLD
SMD,F4,Linea K,B&S 2,NVLD
SMD,X4,Linea K,B&S 2,NVLD
SMD,HS 60,Linea K,B&S 2,NVLD
SMD,X4,Linea E ,B&S 2,OPEL
SMD,S25,Linea E ,B&S 2,OPEL
SMD,F4,Linea E ,B&S 2,OPEL
SMD,X4,Linea J,B&S 2,OPEL
SMD,HS 50,Linea J,B&S 2,OPEL
SMD,F4,Linea J,B&S 2,OPEL
SMD,F4,Linea K,B&S 2,OPEL
SMD,X4,Linea K,B&S 2,OPEL
SMD,HS 60,Linea K,B&S 2,OPEL
SMD,X4,Linea E ,B&S 2,GETRAG
SMD,S25,Linea E ,B&S 2,GETRAG
SMD,F4,Linea E ,B&S 2,GETRAG
SMD,X4,Linea J,B&S 2,GETRAG
SMD,HS 50,Linea J,B&S 2,GETRAG
SMD,F4,Linea J,B&S 2,GETRAG
SMD,F4,Linea K,B&S 2,GETRAG
SMD,X4,Linea K,B&S 2,GETRAG
SMD,HS 60,Linea K,B&S 2,GETRAG
