area,tecnologia,linea,division,proyecto
SMD,X4,Linea E ,B&S 2,B299
SMD,S25,Linea E ,B&S 2,B299
SMD,F4,Linea E ,B&S 2,B299
SMD,X4,Linea J,B&S 2,B299
SMD,HS 50,Linea J,B&S 2,B299
SMD,F4,Linea J,B&S 2,B299
SMD,F4,Linea K,B&S 2,B299
SMD,X4,Linea K,B&S 2,B299
SMD,HS 60,Linea K,B&S 2,B299
SMD,X4,Linea E ,B&S 2,CEC
SMD,S25,Linea E ,B&S 2,CEC
SMD,F4,Linea E ,B&S 2,CEC
SMD,X4,Linea J,B&S 2,CEC
SMD,HS 50,Linea J,B&S 2,CEC
SMD,F4,Linea J,B&S 2,CEC
SMD,F4,Linea K,B&S 2,CEC
SMD,X4,Linea K,B&S 2,CEC
SMD,HS 60,Linea K,B&S 2,CEC
SMD,X4,Linea E ,B&S 2,EMS2208
SMD,S25,Linea E ,B&S 2,EMS2208
SMD,F4,Linea E ,B&S 2,EMS2208
SMD,X4,Linea J,B&S 2,EMS2208
SMD,HS 50,Linea J,B&S 2,EMS2208
SMD,F4,Linea J,B&S 2,EMS2208
SMD,F4,Linea K,B&S 2,EMS2208
SMD,X4,Linea K,B&S 2,EMS2208
SMD,HS 60,Linea K,B&S 2,EMS2208
SMD,X4,Linea E ,B&S 2,IDM
SMD,S25,Linea E ,B&S 2,IDM
SMD,F4,Linea E ,B&S 2,IDM
SMD,X4,Linea J,B&S 2,IDM
SMD,HS 50,Linea J,B&S 2,IDM
SMD,F4,Linea J,B&S 2,IDM
SMD,F4,Linea K,B&S 2,IDM
SMD,X4,Linea K,B&S 2,IDM
SMD,HS 60,Linea K,B&S 2,IDM
SMD,X4,Linea E ,B&S 2,M3C
SMD,S25,Linea E ,B&S 2,M3C
SMD,F4,Linea E ,B&S 2,M3C
SMD,X4,Linea J,B&S 2,M3C
SMD,HS 50,Linea J,B&S 2,M3C
SMD,F4,Linea J,B&S 2,M3C
SMD,F4,Linea K,B&S 2,M3C
SMD,X4,Linea K,B&S 2,M3C
SMD,HS 60,Linea K,B&S 2,M3C
SMD,X4,Linea E ,B&S 2,SID903
SMD,S25,Linea E ,B&S 2,SID903
SMD,F4,Linea E ,B&S 2,SID903
SMD,X4,Linea J,B&S 2,SID903
SMD,HS 50,Linea J,B&S 2,SID903
SMD,F4,Linea J,B&S 2,SID903
SMD,F4,Linea K,B&S 2,SID903
SMD,X4,Linea K,B&S 2,SID903
SMD,HS 60,Linea K,B&S 2,SID903
SMD,X4,Linea E ,B&S 2,SID904
SMD,S25,Linea E ,B&S 2,SID904
SMD,F4,Linea E ,B&S 2,SID904
SMD,X4,Linea J,B&S 2,SID904
SMD,HS 50,Linea J,B&S 2,SID904
SMD,F4,Linea J,B&S 2,SID904
SMD,F4,Linea K,B&S 2,SID904
SMD,X4,Linea K,B&S 2,SID904
SMD,HS 60,Linea K,B&S 2,SID904
SMD,X4,Linea E ,B&S 2,SID908
SMD,S25,Linea E ,B&S 2,SID908
SMD,F4,Linea E ,B&S 2,SID908
SMD,X4,Linea J,B&S 2,SID908
SMD,HS 50,Linea J,B&S 2,SID908
SMD,F4,Linea J,B&S 2,SID908
SMD,F4,Linea K,B&S 2,SID908
SMD,X4,Linea K,B&S 2,SID908
SMD,HS 60,Linea K,B&S 2,SID908
SMD,X4,Linea E ,B&S 2,SID910
SMD,S25,Linea E ,B&S 2,SID910
SMD,F4,Linea E ,B&S 2,SID910
SMD,X4,Linea J,B&S 2,SID910
SMD,HS 50,Linea J,B&S 2,SID910
SMD,F4,Linea J,B&S 2,SID910
SMD,F4,Linea K,B&S 2,SID910
SMD,X4,Linea K,B&S 2,SID910
SMD,HS 60,Linea K,B&S 2,SID910
SMD,X4,Linea E ,B&S 2,SIMOS
SMD,S25,Linea E ,B&S 2,SIMOS
SMD,F4,Linea E ,B&S 2,SIMOS
SMD,X4,Linea J,B&S 2,SIMOS
SMD,HS 50,Linea J,B&S 2,SIMOS
SMD,F4,Linea J,B&S 2,SIMOS
SMD,F4,Linea K,B&S 2,SIMOS
SMD,X4,Linea K,B&S 2,SIMOS
SMD,HS 60,Linea K,B&S 2,SIMOS
SMD,X4,Linea E ,B&S 2,V8 V10
SMD,S25,Linea E ,B&S 2,V8 V10
SMD,F4,Linea E ,B&S 2,V8 V10
SMD,X4,Linea J,B&S 2,V8 V10
SMD,HS 50,Linea J,B&S 2,V8 V10
SMD,F4,Linea J,B&S 2,V8 V10
SMD,F4,Linea K,B&S 2,V8 V10
SMD,X4,Linea K,B&S 2,V8 V10
SMD,HS 60,Linea K,B&S 2,V8 V10
SMD,X4,Linea E ,B&S 2,EAGLE
SMD,S25,Linea E ,B&S 2,EAGLE
SMD,F4,Linea E ,B&S 2,EAGLE
SMD,X4,Linea J,B&S 2,EAGLE
SMD,HS 50,Linea J,B&S 2,EAGLE
