area,tecnologia,defecto,causa,division,proyecto
SMD,SIPLACE,PAD VOLADO ,MAQUINA,B&S,PQ35  5TA GEN
SMD,SIPLACE,CONTAMINACION ,MAQUINA,B&S,PQ35  5TA GEN
SMD,SIPLACE,COMPONENTE EQUIVOCADO,MAQUINA,B&S,PQ35  5TA GEN
SMD,SIPLACE,BARRIDO ,MAQUINA,B&S,PQ GATE WAY 
SMD,SIPLACE,COMPONENTE DAÑADO,MAQUINA,B&S,PQ GATE WAY 
SMD,SIPLACE,COMPONENTE DE CABEZA,MAQUINA,B&S,PQ GATE WAY 
SMD,SIPLACE,CANTO ,MAQUINA,B&S,PQ GATE WAY 
SMD,SIPLACE,COMPONENTE GIRADO,MAQUINA,B&S,PQ GATE WAY 
SMD,SIPLACE,PIN ELEVADO,MAQUINA,B&S,PQ GATE WAY 
SMD,SIPLACE,PANEL QUEBRADO,MAQUINA,B&S,PQ GATE WAY 
SMD,SIPLACE,PANEL ATORADO ,MAQUINA,B&S,PQ GATE WAY 
SMD,SIPLACE,PANEL ABORTADO,MAQUINA,B&S,PQ GATE WAY 
SMD,SIPLACE,COMPONENTE DAÑADO,MAQUINA,B&S,PQ GATE WAY 
SMD,SIPLACE,PANEL ENCIMADO ,MAQUINA,B&S,PQ GATE WAY 
SMD,SIPLACE,PAD VOLADO ,MAQUINA,B&S,ABM
SMD,SIPLACE,PAD VOLADO ,METODO,B&S,PQ35  5TA GEN
SMD,SIPLACE,CONTAMINACION ,METODO,B&S,PQ35  5TA GEN
SMD,SIPLACE,COMPONENTE EQUIVOCADO,METODO,B&S,PQ35  5TA GEN
SMD,SIPLACE,BARRIDO ,METODO,B&S,PQ GATE WAY 
SMD,SIPLACE,COMPONENTE DAÑADO,METODO,B&S,PQ GATE WAY 
SMD,SIPLACE,COMPONENTE DE CABEZA,METODO,B&S,PQ GATE WAY 
SMD,SIPLACE,CANTO ,METODO,B&S,PQ GATE WAY 
SMD,SIPLACE,COMPONENTE GIRADO,METODO,B&S,PQ GATE WAY 
SMD,SIPLACE,PIN ELEVADO,METODO,B&S,PQ GATE WAY 
SMD,SIPLACE,PANEL QUEBRADO,METODO,B&S,PQ GATE WAY 
SMD,SIPLACE,PANEL ATORADO ,METODO,B&S,PQ GATE WAY 
SMD,SIPLACE,PANEL ABORTADO,METODO,B&S,PQ GATE WAY 
SMD,SIPLACE,COMPONENTE DAÑADO,METODO,B&S,PQ GATE WAY 
SMD,SIPLACE,PANEL ENCIMADO ,METODO,B&S,PQ GATE WAY 
SMD,SIPLACE,PAD VOLADO ,METODO,B&S,ABM
