area;tegnologia;defecto;causa;division;proyecto
SMD;PRUEBA FUNCIONAL;COMPONENTE FRACTURADO;;METODO;BMW
SMD;PRUEBA FUNCIONAL;CONTAMINACION;;MAQUINA;BMW
SMD;PRUEBA FUNCIONAL;DATA MATRIX ILEGIBLE;;MAQUINA;BMW
SMD;PRUEBA FUNCIONAL;EXCESO DE PASS-COUNT;;METODO;BMW
SMD;PRUEBA FUNCIONAL;MAL FLUJO;;MANO DE OBRA;BMW
SMD;PRUEBA FUNCIONAL;SIN INTERLOCKING;;MAQUINA;BMW
SMD;PRUEBA FUNCIONAL;SIN PRUEBA ANTERIOR;;MANO DE OBRA;BMW
SMD;PRUEBA FUNCIONAL;UNIDAD CAIDA AL PISO;;METODO;BMW
SMD;PRUEBA FUNCIONAL;UNIDAD DAÑADA;;MANO DE OBRA;BMW
SMD;PRUEBA FUNCIONAL;UNIDAD GOLPEADA;;METODO;BMW
DIAGNOSTICO ;RETRABAJO;CAMBIO DE INGENIERIA ;;METODO;BMW
DIAGNOSTICO ;RETRABAJO;CAMBIO DE LAYOUT;;METODO;BMW
DIAGNOSTICO ;RETRABAJO;MASCARA ABIERTA;;MANO DE OBRA;BMW
DIAGNOSTICO ;RETRABAJO;MASCARA QUEBRADA;;MANO DE OBRA;BMW
DIAGNOSTICO ;RETRABAJO;LENTE RAYADA;;MANO DE OBRA;BMW
DIAGNOSTICO ;RETRABAJO;MASCARA DAÑADA ;;MANO DE OBRA;BMW
DIAGNOSTICO ;RETRABAJO;ETIQUETA ILEGIBLE;;MAQUINA;BMW
DIAGNOSTICO ;RETRABAJO;ETIQUETA INCORRECTA;;MANO DE OBRA;BMW
DIAGNOSTICO ;RETRABAJO;ETIQUETA MAL IMPRESO;;MAQUINA;BMW
DIAGNOSTICO ;RETRABAJO;DEFECTO COSMETICO;;MANO DE OBRA;BMW
DIAGNOSTICO ;RETRABAJO;MAL ENSAMBLADA ;;MANO DE OBRA;BMW
DIAGNOSTICO ;RETRABAJO;MAL FLUJO;;METODO;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CALIBRACION DE IMPRESORA ;;METODO;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CAMBIO DE INGENIERIA ;;METODO;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CAMBIO DE SOFTWARE;;METODO;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;COMPONENTE FRACTURADO;;MAQUINA;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;DATA MATRIX ILEGIBLE;;METODO;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;ERROR DE FLLUJO;;MANO DE OBRA;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;FALLA FUNCIONAL;;MAQUINA;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MATERIAL OBSOLETO;;METODO;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MUESTRA DE ORO DAÑADA ;;METODO;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MUESTRAS CADUCAS;;METODO;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;EXCESO DE PASS-COUNT;;METODO;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;SIN EVIDENCIA DE PIN ;;MAQUINA;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;SIN PRUEBA ANTERIOR;;METODO;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD DAÑADA;;MAQUINA;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD DE PRUEBAS ;;METODO;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD GOLPEADA ;;MANO DE OBRA;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD CAIDA AL PISO;;METODO;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCASA ABIERTA;;MANO DE OBRA;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCASA QUEBRADA;;MANO DE OBRA;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCASA RAYADA;;MANO DE OBRA;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCAZA DAÑADA ;;MANO DE OBRA;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MAL ENSAMBLADA ;;MANO DE OBRA;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MAL FLUJO;;MANO DE OBRA;BMW
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD GOLPEADA;;MANO DE OBRA;BMW
BACKEND/ENSAMBLE FINAL;EMPAQUE;SIN PRUEBA ANTERIOR;;METODO;BMW
BACKEND/ENSAMBLE FINAL;EMPAQUE;EXCESO DE PASS-COUNT;;METODO;BMW
BACKEND/ENSAMBLE FINAL;EMPAQUE;MAL MANEJO;;MANO DE OBRA;BMW
BACKEND/ENSAMBLE FINAL;EMPAQUE;NO LEE DATA MATRIZ;;MAQUINA;BMW
BACKEND/ENSAMBLE FINAL;EMPAQUE;UNIDAD CAIDA AL PISO;;METODO;BMW
DIAGNOSTICO ;RETRABAJO;RETRABAJO;;MANO DE OBRA;BMW
SMD;ASYS;CAMBIO DE INGENIERIA ;;MANO DE OBRA;MB BR 166
SMD;ASYS;COBRE EXPUESTO;;METODO;MB BR 166
SMD;ASYS;COMPONENTE ARRANCADO;;MAQUINA;MB BR 166
SMD;ASYS;COMPONENTE FRACTURADO;;MAQUINA;MB BR 166
SMD;ASYS;CONTAMINACION;;MAQUINA;MB BR 166
SMD;ASYS;ERROR DE OPERACION ;;MANO DE OBRA;MB BR 166
SMD;ASYS;INDICE VIEJO ;;MANO DE OBRA;MB BR 166
SMD;ASYS;MAL MANEJO;;MANO DE OBRA;MB BR 166
SMD;ASYS;PANEL ABORTADO;;METODO;MB BR 166
SMD;ASYS;PANEL ATORADO;;MAQUINA;MB BR 166
SMD;ASYS;PANEL ENCIMADO;;MAQUINA;MB BR 166
SMD;ASYS;PANEL QUEBRADO;;METODO;MB BR 166
SMD;ASYS;UNIDAD CAIDA AL PISO;;METODO;MB BR 166
SMD;ASYS;UNIDAD DAÑADA;;MAQUINA;MB BR 166
SMD;ASYS;UNIDAD GOLPEADA;;MAQUINA;MB BR 166
SMD;DEK;BARRIDA;;MAQUINA;MB BR 166
SMD;DEK;COBRE EXPUESTO;;MANO DE OBRA;MB BR 166
SMD;DEK;CONTAMINACION;;METODO;MB BR 166
SMD;DEK;CORTOS;;MAQUINA;MB BR 166
SMD;DEK;DATA MATRIX DESPLAZADO ;;MAQUINA;MB BR 166
SMD;DEK;DATA MATRIX ILEGIBLE;;MAQUINA;MB BR 166
SMD;DEK;DATA MATRIX INCORRECTO;;METODO;MB BR 166
SMD;DEK;DATA MATRIX MAL IMPRESO;;MAQUINA;MB BR 166
SMD;DEK;FALLA DE VISION ;;MAQUINA;MB BR 166
SMD;DEK;MAL FLUJO;;MANO DE OBRA;MB BR 166
SMD;DEK;IMPRESION DESPLAZADA;;MAQUINA;MB BR 166
SMD;DEK;INSUFICIENCIA;;MAQUINA;MB BR 166
SMD;DEK;PANEL ABORTADO;;MANO DE OBRA;MB BR 166
SMD;DEK;PANEL ATORADO;;MAQUINA;MB BR 166
SMD;DEK;PANEL ENCIMADO;;MAQUINA;MB BR 166
SMD;DEK;PANEL QUEBRADO;;MAQUINA;MB BR 166
SMD;DEK;PASTA ALTA;;MAQUINA;MB BR 166
SMD;DEK;UNIDAD CAIDA AL PISO;;METODO;MB BR 166
SMD;SIPLACE;ADICIONALES;;MAQUINA;MB BR 166
SMD;SIPLACE;BARRIDA;;MANO DE OBRA;MB BR 166
SMD;SIPLACE;CANTO;;MAQUINA;MB BR 166
SMD;SIPLACE;COBRE EXPUESTO;;MANO DE OBRA;MB BR 166
SMD;SIPLACE;COMP INVERTIDO;;METODO;MB BR 166
SMD;SIPLACE;COMPONENTE DE CABEZA;;MAQUINA;MB BR 166
SMD;SIPLACE;COMPONENTE ELEVADO;;MAQUINA;MB BR 166
SMD;SIPLACE;COMPONENTE EQUIVOCADO;;METODO;MB BR 166
SMD;SIPLACE;COMPONENTE FRACTURADO;;MAQUINA;MB BR 166
SMD;SIPLACE;COMPONENTE GIRADO ;;MAQUINA;MB BR 166
SMD;SIPLACE;COMPONENTE MAL COLOCADO;;MAQUINA;MB BR 166
SMD;SIPLACE;CONTAMINACION;;MAQUINA;MB BR 166
SMD;SIPLACE;DESPLAZADOS;;MAQUINA;MB BR 166
SMD;SIPLACE;FALLA DE VISION ;;MAQUINA;MB BR 166
SMD;SIPLACE;FALTANTE;;MAQUINA;MB BR 166
SMD;SIPLACE;FEEDER DAÑADO;;MAQUINA;MB BR 166
SMD;SIPLACE;MAL FLUJO;;MANO DE OBRA;MB BR 166
SMD;SIPLACE;PANEL ABORTADO;;MAQUINA;MB BR 166
SMD;SIPLACE;PANEL ATORADO;;MAQUINA;MB BR 166
SMD;SIPLACE;PANEL ENCIMADO;;MAQUINA;MB BR 166
SMD;SIPLACE;PANEL QUEBRADO;;MAQUINA;MB BR 166
SMD;SIPLACE;TOMBSTONE;;MAQUINA;MB BR 166
SMD;HORNO DE REFLUJO;BARRIDA;;MANO DE OBRA;MB BR 166
SMD;HORNO DE REFLUJO;CANTO;;METODO;MB BR 166
SMD;HORNO DE REFLUJO;COBRE EXPUESTO;;MAQUINA;MB BR 166
SMD;HORNO DE REFLUJO;COMPONENTE ELEVADO;;MAQUINA;MB BR 166
SMD;HORNO DE REFLUJO;COMPONENTE FRACTURADO;;MAQUINA;MB BR 166
SMD;HORNO DE REFLUJO;COMPONENTE GIRADO ;;MAQUINA;MB BR 166
SMD;HORNO DE REFLUJO;CONTAMINACION;;MAQUINA;MB BR 166
SMD;HORNO DE REFLUJO;CORTOS;;MAQUINA;MB BR 166
SMD;HORNO DE REFLUJO;DESPLAZADOS;;MAQUINA;MB BR 166
SMD;HORNO DE REFLUJO;DESPLAZADOS PO GUIA CENTRAL;;MAQUINA;MB BR 166
SMD;HORNO DE REFLUJO;PANEL ABORTADO;;METODO;MB BR 166
SMD;HORNO DE REFLUJO;PANEL ATORADO;;MAQUINA;MB BR 166
SMD;HORNO DE REFLUJO;PANEL ENCIMADO;;MANO DE OBRA;MB BR 166
SMD;HORNO DE REFLUJO;PANEL QUEBRADO;;MAQUINA;MB BR 166
SMD;HORNO DE REFLUJO;PANEL QUEMADO;;MAQUINA;MB BR 166
SMD;HORNO DE REFLUJO;PASTA SIN REFLUIR;;MAQUINA;MB BR 166
SMD;HORNO DE REFLUJO;TOMBSTONE;;MAQUINA;MB BR 166
SMD;HORNO DE REFLUJO;UNIDAD QUEMADA;;MAQUINA;MB BR 166
SMD;HORNO DE REFLUJO;UNIDAD CAIDA EN HORNO;;MAQUINA;MB BR 166
SMD;AOI;COBRE EXPUESTO;;MAQUINA;MB BR 166
SMD;AOI;CONTAMINACION;;MAQUINA;MB BR 166
SMD;AOI;DATA MATRIX ILEGIBLE;;MAQUINA;MB BR 166
SMD;AOI;FALLA DE VISION ;;MAQUINA;MB BR 166
SMD;AOI;INDICE VIEJO ;;METODO;MB BR 166
SMD;AOI;PANEL ABORTADO;;MAQUINA;MB BR 166
SMD;AOI;PANEL ATORADO;;MAQUINA;MB BR 166
SMD;AOI;PANEL ENCIMADO;;MAQUINA;MB BR 166
SMD;AOI;PANEL QUEBRADO;;MAQUINA;MB BR 166
SMD;AOI;UNIDAD CAIDA AL PISO;;MAQUINA;MB BR 166
SMD;DESPANALIZADO ;MAL DESPANELIZADA;;MANO DE OBRA;MB BR 166
SMD;DESPANALIZADO ;UNIDAD CAIDA AL PISO;;METODO;MB BR 166
SMD;DESPANALIZADO;UNIDAD DAÑADA;;MAQUINA;MB BR 166
SMD;MOTOR PIN-PRESS;UNIDAD CAIDA AL PISO;;METODO;MB BR 166
SMD;MOTOR PIN-PRESS;UNIDAD DAÑADA;;MAQUINA;MB BR 166
SMD;MOTOR PIN-PRESS;UNIDAD MAL PRENSADA;;MAQUINA;MB BR 166
SMD;MOTOR PIN-PRESS;PCB DAÑADO;;MAQUINA;MB BR 166
SMD;MOTOR PIN-PRESS;COMPONENTE FRACTURADO;;MAQUINA;MB BR 166
SMD;MOTOR PIN-PRESS;MAL FLUJO;;MANO DE OBRA;MB BR 166
SMD;MOTOR PIN-PRESS;UNIDAD CAIDA AL PISO;;MANO DE OBRA;MB BR 166
SMD;MOTOR PIN-PRESS;UNIDAD GOLPEADA;;MANO DE OBRA;MB BR 166
SMD;MOTOR PIN-PRESS;MOTOR MAL PRENSADO;;MAQUINA;MB BR 166
SMD;ICT;COMPONENTE FRACTURADO;;MAQUINA;MB BR 166
SMD;ICT;CONTAMINACION;;MAQUINA;MB BR 166
SMD;ICT;DATA MATRIX ILEGIBLE;;MAQUINA;MB BR 166
SMD;ICT;EXCESO DE PASS-COUNT;;METODO;MB BR 166
SMD;ICT;MAL FLUJO;;MANO DE OBRA;MB BR 166
SMD;ICT;SIN INTERLOCKING;;MANO DE OBRA;MB BR 166
SMD;ICT;SIN PRUEBA ANTERIOR;;MANO DE OBRA;MB BR 166
SMD;ICT;UNIDAD CAIDA AL PISO;;METODO;MB BR 166
SMD;ICT;UNIDAD DAÑADA;;MAQUINA;MB BR 166
SMD;ICT;UNIDAD GOLPEADA;;METODO;MB BR 166
SMD;PRUEBA FUNCIONAL;COMPONENTE FRACTURADO;;METODO;MB BR 166
SMD;PRUEBA FUNCIONAL;CONTAMINACION;;MAQUINA;MB BR 166
SMD;PRUEBA FUNCIONAL;DATA MATRIX ILEGIBLE;;MAQUINA;MB BR 166
SMD;PRUEBA FUNCIONAL;EXCESO DE PASS-COUNT;;METODO;MB BR 166
SMD;PRUEBA FUNCIONAL;MAL FLUJO;;MANO DE OBRA;MB BR 166
SMD;PRUEBA FUNCIONAL;SIN INTERLOCKING;;MAQUINA;MB BR 166
SMD;PRUEBA FUNCIONAL;SIN PRUEBA ANTERIOR;;MANO DE OBRA;MB BR 166
SMD;PRUEBA FUNCIONAL;UNIDAD CAIDA AL PISO;;METODO;MB BR 166
SMD;PRUEBA FUNCIONAL;UNIDAD DAÑADA;;MANO DE OBRA;MB BR 166
SMD;PRUEBA FUNCIONAL;UNIDAD GOLPEADA;;METODO;MB BR 166
DIAGNOSTICO ;RETRABAJO;CAMBIO DE INGENIERIA ;;METODO;MB BR 166
DIAGNOSTICO ;RETRABAJO;CAMBIO DE LAYOUT;;METODO;MB BR 166
DIAGNOSTICO ;RETRABAJO;MASCARA ABIERTA;;MANO DE OBRA;MB BR 166
DIAGNOSTICO ;RETRABAJO;MASCARA QUEBRADA;;MANO DE OBRA;MB BR 166
DIAGNOSTICO ;RETRABAJO;LENTE RAYADA;;MANO DE OBRA;MB BR 166
DIAGNOSTICO ;RETRABAJO;MASCARA DAÑADA ;;MANO DE OBRA;MB BR 166
DIAGNOSTICO ;RETRABAJO;ETIQUETA ILEGIBLE;;MAQUINA;MB BR 166
DIAGNOSTICO ;RETRABAJO;ETIQUETA INCORRECTA;;MANO DE OBRA;MB BR 166
DIAGNOSTICO ;RETRABAJO;ETIQUETA MAL IMPRESO;;MAQUINA;MB BR 166
DIAGNOSTICO ;RETRABAJO;DEFECTO COSMETICO;;MANO DE OBRA;MB BR 166
DIAGNOSTICO ;RETRABAJO;MAL ENSAMBLADA ;;MANO DE OBRA;MB BR 166
DIAGNOSTICO ;RETRABAJO;MAL FLUJO;;METODO;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CALIBRACION DE IMPRESORA ;;METODO;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CAMBIO DE INGENIERIA ;;METODO;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CAMBIO DE SOFTWARE;;METODO;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;COMPONENTE FRACTURADO;;MAQUINA;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;DATA MATRIX ILEGIBLE;;METODO;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;ERROR DE FLLUJO;;MANO DE OBRA;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;FALLA FUNCIONAL;;MAQUINA;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MATERIAL OBSOLETO;;METODO;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MUESTRA DE ORO DAÑADA ;;METODO;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MUESTRAS CADUCAS;;METODO;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;EXCESO DE PASS-COUNT;;METODO;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;SIN EVIDENCIA DE PIN ;;MAQUINA;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;SIN PRUEBA ANTERIOR;;METODO;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD DAÑADA;;MAQUINA;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD DE PRUEBAS ;;METODO;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD GOLPEADA ;;MANO DE OBRA;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD CAIDA AL PISO;;METODO;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCASA ABIERTA;;MANO DE OBRA;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCASA QUEBRADA;;MANO DE OBRA;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCASA RAYADA;;MANO DE OBRA;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCAZA DAÑADA ;;MANO DE OBRA;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MAL ENSAMBLADA ;;MANO DE OBRA;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MAL FLUJO;;MANO DE OBRA;MB BR 166
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD GOLPEADA;;MANO DE OBRA;MB BR 166
BACKEND/ENSAMBLE FINAL;EMPAQUE;SIN PRUEBA ANTERIOR;;METODO;MB BR 166
BACKEND/ENSAMBLE FINAL;EMPAQUE;EXCESO DE PASS-COUNT;;METODO;MB BR 166
BACKEND/ENSAMBLE FINAL;EMPAQUE;MAL MANEJO;;MANO DE OBRA;MB BR 166
BACKEND/ENSAMBLE FINAL;EMPAQUE;NO LEE DATA MATRIZ;;MAQUINA;MB BR 166
BACKEND/ENSAMBLE FINAL;EMPAQUE;UNIDAD CAIDA AL PISO;;METODO;MB BR 166
DIAGNOSTICO ;RETRABAJO;RETRABAJO;;MANO DE OBRA;MB BR 166
SMD;ASYS;CAMBIO DE INGENIERIA ;;MANO DE OBRA;VOLT
SMD;ASYS;COBRE EXPUESTO;;METODO;VOLT
SMD;ASYS;COMPONENTE ARRANCADO;;MAQUINA;VOLT
SMD;ASYS;COMPONENTE FRACTURADO;;MAQUINA;VOLT
SMD;ASYS;CONTAMINACION;;MAQUINA;VOLT
SMD;ASYS;ERROR DE OPERACION ;;MANO DE OBRA;VOLT
SMD;ASYS;INDICE VIEJO ;;MANO DE OBRA;VOLT
SMD;ASYS;MAL MANEJO;;MANO DE OBRA;VOLT
SMD;ASYS;PANEL ABORTADO;;METODO;VOLT
SMD;ASYS;PANEL ATORADO;;MAQUINA;VOLT
SMD;ASYS;PANEL ENCIMADO;;MAQUINA;VOLT
SMD;ASYS;PANEL QUEBRADO;;METODO;VOLT
SMD;ASYS;UNIDAD CAIDA AL PISO;;METODO;VOLT
SMD;ASYS;UNIDAD DAÑADA;;MAQUINA;VOLT
SMD;ASYS;UNIDAD GOLPEADA;;MAQUINA;VOLT
SMD;DEK;BARRIDA;;MAQUINA;VOLT
SMD;DEK;COBRE EXPUESTO;;MANO DE OBRA;VOLT
SMD;DEK;CONTAMINACION;;METODO;VOLT
SMD;DEK;CORTOS;;MAQUINA;VOLT
SMD;DEK;DATA MATRIX DESPLAZADO ;;MAQUINA;VOLT
SMD;DEK;DATA MATRIX ILEGIBLE;;MAQUINA;VOLT
SMD;DEK;DATA MATRIX INCORRECTO;;METODO;VOLT
SMD;DEK;DATA MATRIX MAL IMPRESO;;MAQUINA;VOLT
SMD;DEK;FALLA DE VISION ;;MAQUINA;VOLT
SMD;DEK;MAL FLUJO;;MANO DE OBRA;VOLT
SMD;DEK;IMPRESION DESPLAZADA;;MAQUINA;VOLT
SMD;DEK;INSUFICIENCIA;;MAQUINA;VOLT
SMD;DEK;PANEL ABORTADO;;MANO DE OBRA;VOLT
SMD;DEK;PANEL ATORADO;;MAQUINA;VOLT
SMD;DEK;PANEL ENCIMADO;;MAQUINA;VOLT
SMD;DEK;PANEL QUEBRADO;;MAQUINA;VOLT
SMD;DEK;PASTA ALTA;;MAQUINA;VOLT
SMD;DEK;UNIDAD CAIDA AL PISO;;METODO;VOLT
SMD;SIPLACE;ADICIONALES;;MAQUINA;VOLT
SMD;SIPLACE;BARRIDA;;MANO DE OBRA;VOLT
SMD;SIPLACE;CANTO;;MAQUINA;VOLT
SMD;SIPLACE;COBRE EXPUESTO;;MANO DE OBRA;VOLT
SMD;SIPLACE;COMP INVERTIDO;;METODO;VOLT
SMD;SIPLACE;COMPONENTE DE CABEZA;;MAQUINA;VOLT
SMD;SIPLACE;COMPONENTE ELEVADO;;MAQUINA;VOLT
SMD;SIPLACE;COMPONENTE EQUIVOCADO;;METODO;VOLT
SMD;SIPLACE;COMPONENTE FRACTURADO;;MAQUINA;VOLT
SMD;SIPLACE;COMPONENTE GIRADO ;;MAQUINA;VOLT
SMD;SIPLACE;COMPONENTE MAL COLOCADO;;MAQUINA;VOLT
SMD;SIPLACE;CONTAMINACION;;MAQUINA;VOLT
SMD;SIPLACE;DESPLAZADOS;;MAQUINA;VOLT
SMD;SIPLACE;FALLA DE VISION ;;MAQUINA;VOLT
SMD;SIPLACE;FALTANTE;;MAQUINA;VOLT
SMD;SIPLACE;FEEDER DAÑADO;;MAQUINA;VOLT
SMD;SIPLACE;MAL FLUJO;;MANO DE OBRA;VOLT
SMD;SIPLACE;PANEL ABORTADO;;MAQUINA;VOLT
SMD;SIPLACE;PANEL ATORADO;;MAQUINA;VOLT
SMD;SIPLACE;PANEL ENCIMADO;;MAQUINA;VOLT
SMD;SIPLACE;PANEL QUEBRADO;;MAQUINA;VOLT
SMD;SIPLACE;TOMBSTONE;;MAQUINA;VOLT
SMD;HORNO DE REFLUJO;BARRIDA;;MANO DE OBRA;VOLT
SMD;HORNO DE REFLUJO;CANTO;;METODO;VOLT
SMD;HORNO DE REFLUJO;COBRE EXPUESTO;;MAQUINA;VOLT
SMD;HORNO DE REFLUJO;COMPONENTE ELEVADO;;MAQUINA;VOLT
SMD;HORNO DE REFLUJO;COMPONENTE FRACTURADO;;MAQUINA;VOLT
SMD;HORNO DE REFLUJO;COMPONENTE GIRADO ;;MAQUINA;VOLT
SMD;HORNO DE REFLUJO;CONTAMINACION;;MAQUINA;VOLT
SMD;HORNO DE REFLUJO;CORTOS;;MAQUINA;VOLT
SMD;HORNO DE REFLUJO;DESPLAZADOS;;MAQUINA;VOLT
SMD;HORNO DE REFLUJO;DESPLAZADOS PO GUIA CENTRAL;;MAQUINA;VOLT
SMD;HORNO DE REFLUJO;PANEL ABORTADO;;METODO;VOLT
SMD;HORNO DE REFLUJO;PANEL ATORADO;;MAQUINA;VOLT
SMD;HORNO DE REFLUJO;PANEL ENCIMADO;;MANO DE OBRA;VOLT
SMD;HORNO DE REFLUJO;PANEL QUEBRADO;;MAQUINA;VOLT
SMD;HORNO DE REFLUJO;PANEL QUEMADO;;MAQUINA;VOLT
SMD;HORNO DE REFLUJO;PASTA SIN REFLUIR;;MAQUINA;VOLT
SMD;HORNO DE REFLUJO;TOMBSTONE;;MAQUINA;VOLT
SMD;HORNO DE REFLUJO;UNIDAD QUEMADA;;MAQUINA;VOLT
SMD;HORNO DE REFLUJO;UNIDAD CAIDA EN HORNO;;MAQUINA;VOLT
SMD;AOI;COBRE EXPUESTO;;MAQUINA;VOLT
SMD;AOI;CONTAMINACION;;MAQUINA;VOLT
SMD;AOI;DATA MATRIX ILEGIBLE;;MAQUINA;VOLT
SMD;AOI;FALLA DE VISION ;;MAQUINA;VOLT
SMD;AOI;INDICE VIEJO ;;METODO;VOLT
SMD;AOI;PANEL ABORTADO;;MAQUINA;VOLT
SMD;AOI;PANEL ATORADO;;MAQUINA;VOLT
SMD;AOI;PANEL ENCIMADO;;MAQUINA;VOLT
SMD;AOI;PANEL QUEBRADO;;MAQUINA;VOLT
SMD;AOI;UNIDAD CAIDA AL PISO;;MAQUINA;VOLT
SMD;DESPANALIZADO ;MAL DESPANELIZADA;;MANO DE OBRA;VOLT
SMD;DESPANALIZADO ;UNIDAD CAIDA AL PISO;;METODO;VOLT
SMD;DESPANALIZADO;UNIDAD DAÑADA;;MAQUINA;VOLT
SMD;MOTOR PIN-PRESS;UNIDAD CAIDA AL PISO;;METODO;VOLT
SMD;MOTOR PIN-PRESS;UNIDAD DAÑADA;;MAQUINA;VOLT
SMD;MOTOR PIN-PRESS;UNIDAD MAL PRENSADA;;MAQUINA;VOLT
SMD;MOTOR PIN-PRESS;PCB DAÑADO;;MAQUINA;VOLT
SMD;MOTOR PIN-PRESS;COMPONENTE FRACTURADO;;MAQUINA;VOLT
SMD;MOTOR PIN-PRESS;MAL FLUJO;;MANO DE OBRA;VOLT
SMD;MOTOR PIN-PRESS;UNIDAD CAIDA AL PISO;;MANO DE OBRA;VOLT
SMD;MOTOR PIN-PRESS;UNIDAD GOLPEADA;;MANO DE OBRA;VOLT
SMD;MOTOR PIN-PRESS;MOTOR MAL PRENSADO;;MAQUINA;VOLT
SMD;ICT;COMPONENTE FRACTURADO;;MAQUINA;VOLT
SMD;ICT;CONTAMINACION;;MAQUINA;VOLT
SMD;ICT;DATA MATRIX ILEGIBLE;;MAQUINA;VOLT
SMD;ICT;EXCESO DE PASS-COUNT;;METODO;VOLT
SMD;ICT;MAL FLUJO;;MANO DE OBRA;VOLT
SMD;ICT;SIN INTERLOCKING;;MANO DE OBRA;VOLT
SMD;ICT;SIN PRUEBA ANTERIOR;;MANO DE OBRA;VOLT
SMD;ICT;UNIDAD CAIDA AL PISO;;METODO;VOLT
SMD;ICT;UNIDAD DAÑADA;;MAQUINA;VOLT
SMD;ICT;UNIDAD GOLPEADA;;METODO;VOLT
SMD;PRUEBA FUNCIONAL;COMPONENTE FRACTURADO;;METODO;VOLT
SMD;PRUEBA FUNCIONAL;CONTAMINACION;;MAQUINA;VOLT
SMD;PRUEBA FUNCIONAL;DATA MATRIX ILEGIBLE;;MAQUINA;VOLT
SMD;PRUEBA FUNCIONAL;EXCESO DE PASS-COUNT;;METODO;VOLT
SMD;PRUEBA FUNCIONAL;MAL FLUJO;;MANO DE OBRA;VOLT
SMD;PRUEBA FUNCIONAL;SIN INTERLOCKING;;MAQUINA;VOLT
SMD;PRUEBA FUNCIONAL;SIN PRUEBA ANTERIOR;;MANO DE OBRA;VOLT
SMD;PRUEBA FUNCIONAL;UNIDAD CAIDA AL PISO;;METODO;VOLT
SMD;PRUEBA FUNCIONAL;UNIDAD DAÑADA;;MANO DE OBRA;VOLT
SMD;PRUEBA FUNCIONAL;UNIDAD GOLPEADA;;METODO;VOLT
