area,tecnologia,division,proyecto
BACKEND/ENSAMBLE FINAL,ATORNILLADO,PE,EMS 2208
BACKEND/ENSAMBLE FINAL,CALIENTE,PE,EMS 2208
BACKEND/ENSAMBLE FINAL,DOSIFICADO,PE,EMS 2208
BACKEND/ENSAMBLE FINAL,HERMETICIDAD,PE,EMS 2208
BACKEND/ENSAMBLE FINAL,PRESS FIT,PE,EMS 2208
BACKEND/ENSAMBLE FINAL,PROGRAMACION,PE,EMS 2208
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PE,EMS 2208
SMD,AOI,PE,EMS 2208
SMD,ASYS,PE,EMS 2208
SMD,DEK,PE,EMS 2208
SMD,DESPANELIZADO,PE,EMS 2208
SMD,DIAGNOSTICO,PE,EMS 2208
SMD,F4,PE,EMS 2208
SMD,FUJI,PE,EMS 2208
SMD,HORNO DE REFLUJO,PE,EMS 2208
SMD,HS 50,PE,EMS 2208
SMD,HS 60,PE,EMS 2208
SMD,ICT,PE,EMS 2208
SMD,LAQUEADO,PE,EMS 2208
SMD,LASER,PE,EMS 2208
SMD,MPM,PE,EMS 2208
SMD,OLA,PE,EMS 2208
SMD,PIN IN PASTE,PE,EMS 2208
SMD,PROGRAMACION,PE,EMS 2208
SMD,S25,PE,EMS 2208
SMD,SIPLACE,PE,EMS 2208
SMD,UNIVERSAL,PE,EMS 2208
SMD,X4,PE,EMS 2208
