area,tecnologia,division,proyecto
DIAGNOSTICO,JAULA DE CALIDAD,B&S,GLOBAL A
DIAGNOSTICO,RETRABAJO,B&S,GLOBAL A
ENSAMBLE,DESPANALIZADO,B&S,GLOBAL A
ENSAMBLE,EMPAQUE,B&S,GLOBAL A
ENSAMBLE,ENSAMBLE DE BRACKET,B&S,GLOBAL A
ENSAMBLE,ENSAMBLE DE CARCAZA,B&S,GLOBAL A
ENSAMBLE,FLASHING,B&S,GLOBAL A
ENSAMBLE,ICT,B&S,GLOBAL A
ENSAMBLE,MINI OLA,B&S,GLOBAL A
ENSAMBLE,PRUEBA FINAL,B&S,GLOBAL A
ENSAMBLE,RTV APLICATION,B&S,GLOBAL A
ENSAMBLE,SAFE LAUNCH,B&S,GLOBAL A
SMD,AOI,B&S,GLOBAL A
SMD,ASYS,B&S,GLOBAL A
SMD,DEK,B&S,GLOBAL A
SMD,HORNO DE REFLUJO,B&S,GLOBAL A
SMD,LASER,B&S,GLOBAL A
SMD,SIPLACE,B&S,GLOBAL A
