area,tecnologia,linea,division,proyecto
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,D219 IIC,PSAD,D219 IIC
BACKEND/ENSAMBLE FINAL,EMPAQUE,D219 IIC,PSAD,D219 IIC
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCAZA,D219 IIC,PSAD,D219 IIC
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE LOGO,D219 IIC,PSAD,D219 IIC
BACKEND/ENSAMBLE FINAL,HEAD STAKE,D219 IIC,PSAD,D219 IIC
BACKEND/ENSAMBLE FINAL,ICT,D219 IIC,PSAD,D219 IIC
BACKEND/ENSAMBLE FINAL,OLA,D219 IIC,PSAD,D219 IIC
BACKEND/ENSAMBLE FINAL,PINTADO DE BOTON,D219 IIC,PSAD,D219 IIC
BACKEND/ENSAMBLE FINAL,PREFORMADO,D219 IIC,PSAD,D219 IIC
BACKEND/ENSAMBLE FINAL,PRODEL,D219 IIC,PSAD,D219 IIC
BACKEND/ENSAMBLE FINAL,PROGRAMMING,D219 IIC,PSAD,D219 IIC
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,D219 IIC,PSAD,D219 IIC
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,D219 IIC,PSAD,D219 IIC
BACKEND/ENSAMBLE FINAL,ULTRASONIDO,D219 IIC,PSAD,D219 IIC
BACKEND/ENSAMBLE FINAL,VISION Y ENSAMBLE DE PILA,D219 IIC,PSAD,D219 IIC
