area,tecnologia,defecto,causa,division,proyecto
WHSE,1,CADUCO,MANO DE OBRA,B&S,ABM
WHSE,1,CADUCO,METODO,B&S,ABM
WHSE,1,CADUCO,PROVEEDOR,B&S,ABM
WHSE,1,GOLPEADO,MANO DE OBRA,B&S,ABM
WHSE,1,GOLPEADO,PROVEEDOR,B&S,ABM
WHSE,1,DERRAME,MANO DE OBRA,B&S,ABM
WHSE,1,DERRAME,PROVEEDOR,B&S,ABM
WHSE,1,DERRAME POR TRANSPORTE,MANO DE OBRA,B&S,ABM
WHSE,1,DERRAME POR TRANSPORTE,PROVEEDOR,B&S,ABM
WHSE,1,DAÑADO POR TRANSPORTE,PROVEEDOR,B&S,ABM
WHSE,1,MATERIAL DAÑADO,MANO DE OBRA,B&S,ABM
WHSE,1,MATERIAL DAÑADO,PROVEEDOR,B&S,ABM
WHSE,1,OBSOLETO,MANO DE OBRA,B&S,ABM
WHSE,1,OBSOLETO,METODO,B&S,ABM
WHSE,1,CAMBIO DE INGENIERIA,METODO,B&S,ABM
WHSE,1,SOBRE INVENTARIO,METODO,B&S,ABM
WHSE,1,MOJADO,MANO DE OBRA,B&S,ABM
WHSE,1,MOJADO,PROVEEDOR,B&S,ABM
WHSE,1,MAL MANEJO DE ALMACEN,MANO DE OBRA,B&S,ABM
WHSE,1,CADUCO,MANO DE OBRA,B&S,EZKEY
WHSE,1,CADUCO,METODO,B&S,EZKEY
WHSE,1,CADUCO,PROVEEDOR,B&S,EZKEY
WHSE,1,GOLPEADO,MANO DE OBRA,B&S,EZKEY
WHSE,1,GOLPEADO,PROVEEDOR,B&S,EZKEY
WHSE,1,DERRAME,MANO DE OBRA,B&S,EZKEY
WHSE,1,DERRAME,PROVEEDOR,B&S,EZKEY
WHSE,1,DERRAME POR TRANSPORTE,MANO DE OBRA,B&S,EZKEY
WHSE,1,DERRAME POR TRANSPORTE,PROVEEDOR,B&S,EZKEY
WHSE,1,DAÑADO POR TRANSPORTE,PROVEEDOR,B&S,EZKEY
WHSE,1,MATERIAL DAÑADO,MANO DE OBRA,B&S,EZKEY
WHSE,1,MATERIAL DAÑADO,PROVEEDOR,B&S,EZKEY
WHSE,1,OBSOLETO,MANO DE OBRA,B&S,EZKEY
WHSE,1,OBSOLETO,METODO,B&S,EZKEY
WHSE,1,CAMBIO DE INGENIERIA,METODO,B&S,EZKEY
WHSE,1,SOBRE INVENTARIO,METODO,B&S,EZKEY
WHSE,1,MOJADO,MANO DE OBRA,B&S,EZKEY
WHSE,1,MOJADO,PROVEEDOR,B&S,EZKEY
WHSE,1,MAL MANEJO DE ALMACEN,MANO DE OBRA,B&S,EZKEY
WHSE,1,CADUCO,MANO DE OBRA,B&S,PATS
WHSE,1,CADUCO,METODO,B&S,PATS
WHSE,1,CADUCO,PROVEEDOR,B&S,PATS
WHSE,1,GOLPEADO,MANO DE OBRA,B&S,PATS
WHSE,1,GOLPEADO,PROVEEDOR,B&S,PATS
WHSE,1,DERRAME,MANO DE OBRA,B&S,PATS
WHSE,1,DERRAME,PROVEEDOR,B&S,PATS
WHSE,1,DERRAME POR TRANSPORTE,MANO DE OBRA,B&S,PATS
WHSE,1,DERRAME POR TRANSPORTE,PROVEEDOR,B&S,PATS
WHSE,1,DAÑADO POR TRANSPORTE,PROVEEDOR,B&S,PATS
WHSE,1,MATERIAL DAÑADO,MANO DE OBRA,B&S,PATS
WHSE,1,MATERIAL DAÑADO,PROVEEDOR,B&S,PATS
WHSE,1,OBSOLETO,MANO DE OBRA,B&S,PATS
WHSE,1,OBSOLETO,METODO,B&S,PATS
WHSE,1,CAMBIO DE INGENIERIA,METODO,B&S,PATS
WHSE,1,SOBRE INVENTARIO,METODO,B&S,PATS
WHSE,1,MOJADO,MANO DE OBRA,B&S,PATS
WHSE,1,MOJADO,PROVEEDOR,B&S,PATS
WHSE,1,MAL MANEJO DE ALMACEN,MANO DE OBRA,B&S,PATS
WHSE,1,CADUCO,MANO DE OBRA,B&S,PEPS
WHSE,1,CADUCO,METODO,B&S,PEPS
WHSE,1,CADUCO,PROVEEDOR,B&S,PEPS
WHSE,1,GOLPEADO,MANO DE OBRA,B&S,PEPS
WHSE,1,GOLPEADO,PROVEEDOR,B&S,PEPS
WHSE,1,DERRAME,MANO DE OBRA,B&S,PEPS
WHSE,1,DERRAME,PROVEEDOR,B&S,PEPS
WHSE,1,DERRAME POR TRANSPORTE,MANO DE OBRA,B&S,PEPS
WHSE,1,DERRAME POR TRANSPORTE,PROVEEDOR,B&S,PEPS
WHSE,1,DAÑADO POR TRANSPORTE,PROVEEDOR,B&S,PEPS
WHSE,1,MATERIAL DAÑADO,MANO DE OBRA,B&S,PEPS
WHSE,1,MATERIAL DAÑADO,PROVEEDOR,B&S,PEPS
WHSE,1,OBSOLETO,MANO DE OBRA,B&S,PEPS
WHSE,1,OBSOLETO,METODO,B&S,PEPS
WHSE,1,CAMBIO DE INGENIERIA,METODO,B&S,PEPS
WHSE,1,SOBRE INVENTARIO,METODO,B&S,PEPS
WHSE,1,MOJADO,MANO DE OBRA,B&S,PEPS
WHSE,1,MOJADO,PROVEEDOR,B&S,PEPS
WHSE,1,MAL MANEJO DE ALMACEN,MANO DE OBRA,B&S,PEPS
WHSE,1,CADUCO,MANO DE OBRA,B&S,BCM
WHSE,1,CADUCO,METODO,B&S,BCM
WHSE,1,CADUCO,PROVEEDOR,B&S,BCM
WHSE,1,GOLPEADO,MANO DE OBRA,B&S,BCM
WHSE,1,GOLPEADO,PROVEEDOR,B&S,BCM
WHSE,1,DERRAME,MANO DE OBRA,B&S,BCM
WHSE,1,DERRAME,PROVEEDOR,B&S,BCM
WHSE,1,DERRAME POR TRANSPORTE,MANO DE OBRA,B&S,BCM
WHSE,1,DERRAME POR TRANSPORTE,PROVEEDOR,B&S,BCM
WHSE,1,DAÑADO POR TRANSPORTE,PROVEEDOR,B&S,BCM
WHSE,1,MATERIAL DAÑADO,MANO DE OBRA,B&S,BCM
WHSE,1,MATERIAL DAÑADO,PROVEEDOR,B&S,BCM
WHSE,1,OBSOLETO,MANO DE OBRA,B&S,BCM
WHSE,1,OBSOLETO,METODO,B&S,BCM
WHSE,1,CAMBIO DE INGENIERIA,METODO,B&S,BCM
WHSE,1,SOBRE INVENTARIO,METODO,B&S,BCM
WHSE,1,MOJADO,MANO DE OBRA,B&S,BCM
WHSE,1,MOJADO,PROVEEDOR,B&S,BCM
WHSE,1,MAL MANEJO DE ALMACEN,MANO DE OBRA,B&S,BCM
WHSE,1,CADUCO,MANO DE OBRA,B&S,FOB READER
WHSE,1,CADUCO,METODO,B&S,FOB READER
WHSE,1,CADUCO,PROVEEDOR,B&S,FOB READER
WHSE,1,GOLPEADO,MANO DE OBRA,B&S,FOB READER
WHSE,1,GOLPEADO,PROVEEDOR,B&S,FOB READER
WHSE,1,DERRAME,MANO DE OBRA,B&S,FOB READER
WHSE,1,DERRAME,PROVEEDOR,B&S,FOB READER
WHSE,1,DERRAME POR TRANSPORTE,MANO DE OBRA,B&S,FOB READER
WHSE,1,DERRAME POR TRANSPORTE,PROVEEDOR,B&S,FOB READER
