area,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,ROUTER,COBRE EXPUESTO ,MAQUINA,B&S,PQ35 6ta Gen
BACKEND/ENSAMBLE FINAL,ROUTER,COBRE EXPUESTO ,METODO,B&S,PQ35 6ta Gen
BACKEND/ENSAMBLE FINAL,ROUTER,UNIDAD DAÑADA,MAQUINA,B&S,PQ25 LP3
BACKEND/ENSAMBLE FINAL,ROUTER,UNIDAD DAÑADA,METODO,B&S,PQ25 LP3
BACKEND/ENSAMBLE FINAL,ROUTER,COBRE EXPUESTO ,MAQUINA,B&S,PQ25 LP3
BACKEND/ENSAMBLE FINAL,ROUTER,COBRE EXPUESTO ,METODO,B&S,PQ25 LP3
SMD,SIPLACE,UNIDAD CAIDA ,MAQUINA,B&S,PQ35 6ta Gen
SMD,SIPLACE,UNIDAD CAIDA ,METODO,B&S,PQ35 6ta Gen
SMD,SIPLACE,UNIDAD CAIDA ,MANO DE OBRA,B&S,PQ35 6ta Gen
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA,CARCAZA DAÑADA,MAQUINA,B&S 3,BIDIR FOB HONDA MY14 
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA,CARCAZA DAÑADA,METODO,B&S 3,BIDIR FOB HONDA MY14 
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA,CARCAZA DAÑADA,MANO DE OBRA,B&S 3,BIDIR FOB HONDA MY14 
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA,CARCAZA RAYADA,MAQUINA,B&S 3,BIDIR FOB HONDA MY14 
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA,CARCAZA RAYADA,METODO,B&S 3,BIDIR FOB HONDA MY14 
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA,CARCAZA RAYADA,MANO DE OBRA,B&S 3,BIDIR FOB HONDA MY14 
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA,MAL ENSAMBLADA,MAQUINA,B&S 3,BIDIR FOB HONDA MY14 
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA,MAL ENSAMBLADA,METODO,B&S 3,BIDIR FOB HONDA MY14 
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA,MAL ENSAMBLADA,MANO DE OBRA,B&S 3,BIDIR FOB HONDA MY14 
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA,CARCAZA QUEBRADA ,MAQUINA,B&S 3,BIDIR FOB HONDA MY14 
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA,CARCAZA QUEBRADA ,METODO,B&S 3,BIDIR FOB HONDA MY14 
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA,CARCAZA QUEBRADA ,MANO DE OBRA,B&S 3,BIDIR FOB HONDA MY14 
BACKEND/ENSAMBLE FINAL,ENSAMBLE,CARCAZA DAÑADA,MAQUINA,B&S 3,FOB HONDA MY14
BACKEND/ENSAMBLE FINAL,ENSAMBLE,CARCAZA DAÑADA,METODO,B&S 3,FOB HONDA MY14
BACKEND/ENSAMBLE FINAL,ENSAMBLE,CARCAZA DAÑADA,MANO DE OBRA,B&S 3,FOB HONDA MY14
BACKEND/ENSAMBLE FINAL,ENSAMBLE,CARCAZA RAYADA,MAQUINA,B&S 3,FOB HONDA MY14
BACKEND/ENSAMBLE FINAL,ENSAMBLE,CARCAZA RAYADA,METODO,B&S 3,FOB HONDA MY14
BACKEND/ENSAMBLE FINAL,ENSAMBLE,CARCAZA RAYADA,MANO DE OBRA,B&S 3,FOB HONDA MY14
BACKEND/ENSAMBLE FINAL,ENSAMBLE,MAL ENSAMBLADA,MAQUINA,B&S 3,FOB HONDA MY14
BACKEND/ENSAMBLE FINAL,ENSAMBLE,MAL ENSAMBLADA,METODO,B&S 3,FOB HONDA MY14
BACKEND/ENSAMBLE FINAL,ENSAMBLE,MAL ENSAMBLADA,MANO DE OBRA,B&S 3,FOB HONDA MY14
BACKEND/ENSAMBLE FINAL,ENSAMBLE,CARCAZA QUEBRADA ,MAQUINA,B&S 3,FOB HONDA MY14
BACKEND/ENSAMBLE FINAL,ENSAMBLE,CARCAZA QUEBRADA ,METODO,B&S 3,FOB HONDA MY14
BACKEND/ENSAMBLE FINAL,ENSAMBLE,CARCAZA QUEBRADA ,MANO DE OBRA,B&S 3,FOB HONDA MY14
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA,MAL ENSAMBLADA,MAQUINA,B&S 3,PCU HONDA MY14
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA,MAL ENSAMBLADA,METODO,B&S 3,PCU HONDA MY14
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA,MAL ENSAMBLADA,MANO DE OBRA,B&S 3,PCU HONDA MY14
BACKEND/ENSAMBLE FINAL,Insercion de Pines(Eberhard),PINES CHUECOS,MAQUINA,B&S,PQ25 LP3
BACKEND/ENSAMBLE FINAL,Insercion de Pines(Eberhard),PINES CHUECOS,METODO,B&S,PQ25 LP3
