area,tecnologia,division,proyecto
BACKEND/ENSAMBLE FINAL,Atornillado automatico,PSS,VW20 MQB
BACKEND/ENSAMBLE FINAL,CISS,PSS,VW20 MQB
BACKEND/ENSAMBLE FINAL,DTA,PSS,VW20 MQB
BACKEND/ENSAMBLE FINAL,EMPAQUE,PSS,VW20 MQB
BACKEND/ENSAMBLE FINAL,ICT,PSS,VW20 MQB
BACKEND/ENSAMBLE FINAL,Pressfit,PSS,VW20 MQB
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PSS,VW20 MQB
BACKEND/ENSAMBLE FINAL,Sawing,PSS,VW20 MQB
BACKEND/ENSAMBLE FINAL,SHAKER,PSS,VW20 MQB
SMD,AOI,PSS,VW20 MQB
SMD,ASPI,PSS,VW20 MQB
SMD,ASYS,PSS,VW20 MQB
SMD,HORNO,PSS,VW20 MQB
SMD,Impresion de Pasta,PSS,VW20 MQB
SMD,Laser,PSS,VW20 MQB
SMD,SIPLACE,PSS,VW20 MQB
