area,tecnologia,defecto,causa,proyecto
BACKEND/ENSAMBLE FINAL,ICT,CONTAMINACION,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,CONTAMINACION,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PCB CON RAYADURAS,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PCB CON RAYADURAS,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PCB CON RAYADURAS,PROVEEDOR,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PCB CONTAMINADO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PCB CONTAMINADO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PCB CONTAMINADO,PROVEEDOR,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,EXCESO DE PRUEBAS,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,CAMBIO DE INGENIERIA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE FRACTURADO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE FRACTURADO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,DAÑO POR FIXTURA,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,DAÑO POR FIXTURA,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,DAÑO POR MAL DISEÑO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,SET UP DE EQUIPO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,SET UP DE EQUIPO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,MAL MANEJO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,MALA REPARACION,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,CORRIDA DEL CLIENTE,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,LIBERACION DE EQUIPO,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PRUEBA DE MANTENIMIENTO,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,MSA,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PAT CONTAMINADO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PAT CONTAMINADO,PROVEEDOR,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PAT CONTAMINADO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,SIN PRUEBA ANTERIOR,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,INDICE ANTERIOR,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD CAIDA AL PISO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD GOLPEADA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD MANCHADA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD RAYADA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PRUEBA DESTRUCTIVA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PROBLEMA SOFTWARE,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PROBLEMA SOFTWARE,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD DUPLICADA,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD DUPLICADA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,UNIDAD DUPLICADA,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,CONTAMINACION,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,CONTAMINACION,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,CONTAMINACION,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PCB CON RAYADURAS,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PCB CON RAYADURAS,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PCB CON RAYADURAS,PROVEEDOR,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PCB CONTAMINADO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PCB CONTAMINADO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PCB CONTAMINADO,PROVEEDOR,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,EXCESO DE PRUEBAS,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,CAMBIO DE INGENIERIA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE FRACTURADO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,COMPONENTE FRACTURADO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,DAÑO POR FIXTURA,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,DAÑO POR FIXTURA,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,DAÑO POR MAL DISEÑO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,SET UP DE EQUIPO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,SET UP DE EQUIPO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,MAL MANEJO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,MALA REPARACION,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,CORRIDA DEL CLIENTE,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,LIBERACION DE EQUIPO,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PRUEBA DE MANTENIMIENTO,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,MSA,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PAT CONTAMINADO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PAT CONTAMINADO,PROVEEDOR,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,PAT CONTAMINADO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,SIN PRUEBA ANTERIOR,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,ICT,INDICE ANTERIOR,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,UNIDAD CAIDA AL PISO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,UNIDAD GOLPEADA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,UNIDAD MANCHADA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,UNIDAD RAYADA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,PRUEBA DESTRUCTIVA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,PROBLEMA SOFTWARE,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,PROBLEMA SOFTWARE,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,UNIDAD DUPLICADA,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,UNIDAD DUPLICADA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,UNIDAD DUPLICADA,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,CONTAMINACION,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,CONTAMINACION,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,CONTAMINACION,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,PCB CON RAYADURAS,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,PCB CON RAYADURAS,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,PCB CON RAYADURAS,PROVEEDOR,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,PCB CONTAMINADO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,PCB CONTAMINADO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,PCB CONTAMINADO,PROVEEDOR,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,EXCESO DE PRUEBAS,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,CAMBIO DE INGENIERIA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,COMPONENTE FRACTURADO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,COMPONENTE FRACTURADO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,DAÑO POR FIXTURA,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,DAÑO POR FIXTURA,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,DAÑO POR MAL DISEÑO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,SET UP DE EQUIPO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,SET UP DE EQUIPO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,MAL MANEJO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,MALA REPARACION,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,CORRIDA DEL CLIENTE,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,LIBERACION DE EQUIPO,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,PRUEBA DE MANTENIMIENTO,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,MSA,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,PAT CONTAMINADO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,PAT CONTAMINADO,PROVEEDOR,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,PAT CONTAMINADO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,SIN PRUEBA ANTERIOR,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,FINGER PRINTING,INDICE ANTERIOR,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD CAIDA AL PISO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD GOLPEADA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD MANCHADA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD RAYADA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,PRUEBA DESTRUCTIVA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,PROBLEMA SOFTWARE,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,PROBLEMA SOFTWARE,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD DUPLICADA,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD DUPLICADA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD DUPLICADA,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,CONTAMINACION,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,CONTAMINACION,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,CONTAMINACION,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,PCB CON RAYADURAS,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,PCB CON RAYADURAS,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,PCB CON RAYADURAS,PROVEEDOR,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,PCB CONTAMINADO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,PCB CONTAMINADO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,PCB CONTAMINADO,PROVEEDOR,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,EXCESO DE PRUEBAS,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,CAMBIO DE INGENIERIA,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,COMPONENTE FRACTURADO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,COMPONENTE FRACTURADO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,DAÑO POR FIXTURA,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,DAÑO POR FIXTURA,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,DAÑO POR MAL DISEÑO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,SET UP DE EQUIPO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,SET UP DE EQUIPO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,MAL MANEJO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,MALA REPARACION,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,CORRIDA DEL CLIENTE,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,FALLA DE VACIO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,FALLA DE VACIO,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,LIBERACION DE EQUIPO,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,PRUEBA DE MANTENIMIENTO,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,MSA,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,PAT CONTAMINADO,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,PAT CONTAMINADO,PROVEEDOR,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,PAT CONTAMINADO,MAQUINA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,SIN PRUEBA ANTERIOR,MANO DE OBRA,BOSE BMW
BACKEND/ENSAMBLE FINAL,EMPAQUE,INDICE ANTERIOR,METODO,BOSE BMW
SMD,AOI,PCB ABORTADO,MAQUINA,BOSE BMW
SMD,AOI,COMPONENTE DAÑADO,MAQUINA,BOSE BMW
SMD,AOI,COMPONENTE DAÑADO,MANO DE OBRA,BOSE BMW
SMD,AOI,EXCESO DE PRUEBAS,MANO DE OBRA,BOSE BMW
SMD,AOI,UNIDAD CAIDA AL PISO,MAQUINA,BOSE BMW
SMD,AOI,UNIDAD CAIDA AL PISO,MANO DE OBRA,BOSE BMW
SMD,AOI,LIBERACION DE EQUIPO,METODO,BOSE BMW
SMD,AOI,PRUEBA DE INGENIERIA,METODO,BOSE BMW
SMD,AOI,SIN PRUEBA ANTERIOR,MANO DE OBRA,BOSE BMW
SMD,AOI,COMPONENTE ARRANCADO,MAQUINA,BOSE BMW
SMD,AOI,COMPONENTE ARRANCADO,MANO DE OBRA,BOSE BMW
SMD,ASPI,UNIDAD CAIDA AL PISO,MANO DE OBRA,BOSE BMW
SMD,ASPI,LIBERACION DE EQUIPO,METODO,BOSE BMW
SMD,ASPI,PRUEBA DE INGENIERIA,METODO,BOSE BMW
SMD,ASPI,PCB ABORTADO,MAQUINA,BOSE BMW
SMD,ASPI,PANEL BARRIDO,MANO DE OBRA,BOSE BMW
SMD,ASYS,DESPLAZADO,MAQUINA,BOSE BMW
SMD,ASYS,PANEL ATORADO,METODO,BOSE BMW
SMD,ASYS,PANEL ATORADO,MAQUINA,BOSE BMW
SMD,ASYS,PANEL ATORADO,MANO DE OBRA,BOSE BMW
SMD,ASYS,DESPLAZADO,MANO DE OBRA,BOSE BMW
SMD,ASYS,UNIDAD CAIDA AL PISO,MAQUINA,BOSE BMW
SMD,ASYS,UNIDAD CAIDA AL PISO,MANO DE OBRA,BOSE BMW
SMD,ASYS,SET UP DE EQUIPO,MAQUINA,BOSE BMW
SMD,ASYS,SET UP DE EQUIPO,MANO DE OBRA,BOSE BMW
SMD,ASYS,LIBERACION DE EQUIPO,METODO,BOSE BMW
SMD,ASYS,PRUEBA DE INGENIERIA,METODO,BOSE BMW
SMD,HORNO,PANEL ATORADO,METODO,BOSE BMW
SMD,HORNO,PANEL ATORADO,MAQUINA,BOSE BMW
SMD,HORNO,PANEL ATORADO,MANO DE OBRA,BOSE BMW
SMD,HORNO,INSUFICIENCIA DE SOLDADURA LADO A ,MAQUINA,BOSE BMW
SMD,HORNO,INSUFICIENCIA DE SOLDADURA LADO A ,METODO,BOSE BMW
SMD,HORNO,INSUFICIENCIA DE SOLDADURA LADO B ,MAQUINA,BOSE BMW
SMD,HORNO,INSUFICIENCIA DE SOLDADURA LADO B ,METODO,BOSE BMW
SMD,HORNO,PERLAS DE SOLDADURA,MAQUINA,BOSE BMW
SMD,HORNO,PERLAS DE SOLDADURA,METODO,BOSE BMW
SMD,HORNO,CORTOS,METODO,BOSE BMW
SMD,HORNO,CORTOS,MAQUINA,BOSE BMW
SMD,HORNO,CORTOS,MANO DE OBRA,BOSE BMW
SMD,HORNO,SOLDADURA POROSA,METODO,BOSE BMW
SMD,HORNO,SOLDADURA POROSA,MAQUINA,BOSE BMW
SMD,HORNO,SOLDADURA POROSA,PROVEEDOR,BOSE BMW
SMD,HORNO,COMPONENTE DAÑADO,MAQUINA,BOSE BMW
SMD,HORNO,COMPONENTE DAÑADO,MANO DE OBRA,BOSE BMW
SMD,HORNO,COMPONENTE FALTANTE,MAQUINA,BOSE BMW
SMD,HORNO,COMPONENTE FALTANTE,METODO,BOSE BMW
SMD,HORNO,COMPONENTE ARRANCADO,MAQUINA,BOSE BMW
SMD,HORNO,COMPONENTE ARRANCADO,MANO DE OBRA,BOSE BMW
SMD,HORNO,COMPONENTE DE CANTO,MAQUINA,BOSE BMW
SMD,HORNO,COMPONENTE DE CANTO,METODO,BOSE BMW
SMD,HORNO,DESPLAZADO,MAQUINA,BOSE BMW
SMD,HORNO,TOMBSTONE,METODO,BOSE BMW
SMD,HORNO,TOMBSTONE,MAQUINA,BOSE BMW
SMD,HORNO,CONTAMINACION,MANO DE OBRA,BOSE BMW
SMD,HORNO,CONTAMINACION,MAQUINA,BOSE BMW
SMD,HORNO,CONTAMINACION,PROVEEDOR,BOSE BMW
SMD,HORNO,CONTAMINACION,METODO,BOSE BMW
SMD,HORNO,PCB ABORTADO,MAQUINA,BOSE BMW
SMD,HORNO,UNIDAD CAIDA AL PISO,MANO DE OBRA,BOSE BMW
SMD,HORNO,LIBERACION DE EQUIPO,METODO,BOSE BMW
SMD,HORNO,PRUEBA DE INGENIERIA,METODO,BOSE BMW
SMD,HORNO,SIN PRUEBA ANTERIOR,MANO DE OBRA,BOSE BMW
SMD,HORNO,COMPONENTE ARRANCADO,MAQUINA,BOSE BMW
SMD,HORNO,COMPONENTE ARRANCADO,MANO DE OBRA,BOSE BMW
SMD,IMPRESION DE PASTA,PANEL ATORADO,METODO,BOSE BMW
SMD,IMPRESION DE PASTA,PANEL ATORADO,MAQUINA,BOSE BMW
SMD,IMPRESION DE PASTA,PANEL ATORADO,MANO DE OBRA,BOSE BMW
SMD,IMPRESION DE PASTA,INSUFICIENCIA DE SOLDADURA LADO A ,MAQUINA,BOSE BMW
SMD,IMPRESION DE PASTA,INSUFICIENCIA DE SOLDADURA LADO A ,METODO,BOSE BMW
SMD,IMPRESION DE PASTA,INSUFICIENCIA DE SOLDADURA LADO B ,MAQUINA,BOSE BMW
SMD,IMPRESION DE PASTA,INSUFICIENCIA DE SOLDADURA LADO B ,METODO,BOSE BMW
SMD,IMPRESION DE PASTA,PERLAS DE SOLDADURA,MAQUINA,BOSE BMW
SMD,IMPRESION DE PASTA,PERLAS DE SOLDADURA,METODO,BOSE BMW
SMD,IMPRESION DE PASTA,EXCESO DE SOLDADURA,MAQUINA,BOSE BMW
SMD,IMPRESION DE PASTA,EXCESO DE SOLDADURA,METODO,BOSE BMW
SMD,IMPRESION DE PASTA,EXCESO DE SOLDADURA,MANO DE OBRA,BOSE BMW
SMD,IMPRESION DE PASTA,CORTOS,METODO,BOSE BMW
SMD,IMPRESION DE PASTA,CORTOS,MAQUINA,BOSE BMW
SMD,IMPRESION DE PASTA,CORTOS,MANO DE OBRA,BOSE BMW
SMD,IMPRESION DE PASTA,SOLDADURA POROSA,METODO,BOSE BMW
SMD,IMPRESION DE PASTA,SOLDADURA POROSA,MAQUINA,BOSE BMW
SMD,IMPRESION DE PASTA,SOLDADURA POROSA,PROVEEDOR,BOSE BMW
SMD,IMPRESION DE PASTA,CONTAMINACION,MANO DE OBRA,BOSE BMW
SMD,IMPRESION DE PASTA,CONTAMINACION,MAQUINA,BOSE BMW
SMD,IMPRESION DE PASTA,CONTAMINACION,PROVEEDOR,BOSE BMW
SMD,IMPRESION DE PASTA,CONTAMINACION,METODO,BOSE BMW
SMD,IMPRESION DE PASTA,PCB ABORTADO,MAQUINA,BOSE BMW
SMD,IMPRESION DE PASTA,UNIDAD CAIDA AL PISO,MANO DE OBRA,BOSE BMW
SMD,IMPRESION DE PASTA,SET UP DE EQUIPO,MAQUINA,BOSE BMW
SMD,IMPRESION DE PASTA,SET UP DE EQUIPO,MANO DE OBRA,BOSE BMW
SMD,IMPRESION DE PASTA,LIBERACION DE EQUIPO,METODO,BOSE BMW
SMD,IMPRESION DE PASTA,PRUEBA DE INGENIERIA,METODO,BOSE BMW
SMD,IMPRESION DE PASTA,PCB DEFECTUOSO,PROVEEDOR,BOSE BMW
SMD,LASER,MATERIAL OBSOLETO,METODO,BOSE BMW
SMD,LASER,COBRE EXPUESTO,MAQUINA,BOSE BMW
SMD,LASER,COBRE EXPUESTO,METODO,BOSE BMW
SMD,LASER,COBRE EXPUESTO,MANO DE OBRA,BOSE BMW
SMD,LASER,COBRE EXPUESTO,PROVEEDOR,BOSE BMW
SMD,LASER,DATA MATRIX ILEGIBLE,METODO,BOSE BMW
SMD,LASER,DATA MATRIX ILEGIBLE,MAQUINA,BOSE BMW
SMD,LASER,DATA MATRIX INCORRECTO,MAQUINA,BOSE BMW
SMD,LASER,DATA MATRIX INCORRECTO,METODO,BOSE BMW
SMD,LASER,PANEL ATORADO,METODO,BOSE BMW
SMD,LASER,PANEL ATORADO,MAQUINA,BOSE BMW
SMD,LASER,PANEL ATORADO,MANO DE OBRA,BOSE BMW
SMD,LASER,SIN IMPRESION DE DATA MATRIX,MAQUINA,BOSE BMW
SMD,LASER,DATA MATRIX DUPLICADO,MAQUINA,BOSE BMW
SMD,LASER,DATA MATRIX DUPLICADO,METODO,BOSE BMW
SMD,LASER,LIBERACION DE EQUIPO,METODO,BOSE BMW
BACKEND/ENSAMBLE FINAL,AOI,PCB ABORTADO,MAQUINA,BOSE VW
BACKEND/ENSAMBLE FINAL,AOI,COMPONENTE DAÑADO,MAQUINA,BOSE VW
BACKEND/ENSAMBLE FINAL,AOI,COMPONENTE DAÑADO,MAQUINA,BOSE VW
BACKEND/ENSAMBLE FINAL,AOI,EXCESO DE PRUEBAS,MAQUINA,BOSE VW
BACKEND/ENSAMBLE FINAL,AOI,UNIDAD CAIDA AL PISO,MAQUINA,BOSE VW
BACKEND/ENSAMBLE FINAL,AOI,UNIDAD CAIDA AL PISO,METODO,BOSE VW
BACKEND/ENSAMBLE FINAL,AOI,LIBERACION DE EQUIPO,MANO DE OBRA,BOSE VW
BACKEND/ENSAMBLE FINAL,AOI,PRUEBA DE INGENIERIA,PROVEEDOR,BOSE VW
BACKEND/ENSAMBLE FINAL,AOI,SIN PRUEBA ANTERIOR,MANO DE OBRA,BOSE VW
BACKEND/ENSAMBLE FINAL,AOI,COMPONENTE ARRANCADO,PROVEEDOR,BOSE VW
BACKEND/ENSAMBLE FINAL,AOI,COMPONENTE ARRANCADO,MANO DE OBRA,BOSE VW
BACKEND/ENSAMBLE FINAL,ASPI,UNIDAD CAIDA AL PISO,PROVEEDOR,BOSE VW
BACKEND/ENSAMBLE FINAL,ASPI,LIBERACION DE EQUIPO,METODO,BOSE VW
BACKEND/ENSAMBLE FINAL,ASPI,PRUEBA DE INGENIERIA,MAQUINA,BOSE VW
BACKEND/ENSAMBLE FINAL,ASPI,PCB ABORTADO,MANO DE OBRA,BOSE VW
BACKEND/ENSAMBLE FINAL,ASPI,PANEL BARRIDO,MANO DE OBRA,BOSE VW
BACKEND/ENSAMBLE FINAL,ASYS,DESPLAZADO,MANO DE OBRA,BOSE VW
BACKEND/ENSAMBLE FINAL,ASYS,PANEL ATORADO,MANO DE OBRA,BOSE VW
BACKEND/ENSAMBLE FINAL,ASYS,PANEL ATORADO,MAQUINA,BOSE VW
BACKEND/ENSAMBLE FINAL,ASYS,PANEL ATORADO,METODO,BOSE VW
BACKEND/ENSAMBLE FINAL,ASYS,DESPLAZADO,MANO DE OBRA,BOSE VW
BACKEND/ENSAMBLE FINAL,ASYS,UNIDAD CAIDA AL PISO,MANO DE OBRA,BOSE VW
BACKEND/ENSAMBLE FINAL,ASYS,UNIDAD CAIDA AL PISO,MAQUINA,BOSE VW
BACKEND/ENSAMBLE FINAL,ASYS,SET UP DE EQUIPO,METODO,BOSE VW
BACKEND/ENSAMBLE FINAL,ASYS,SET UP DE EQUIPO,MANO DE OBRA,BOSE VW
BACKEND/ENSAMBLE FINAL,ASYS,LIBERACION DE EQUIPO,MAQUINA,BOSE VW
BACKEND/ENSAMBLE FINAL,ASYS,PRUEBA DE INGENIERIA,MANO DE OBRA,BOSE VW
BACKEND/ENSAMBLE FINAL,HORNO,PANEL ATORADO,METODO,BOSE VW
BACKEND/ENSAMBLE FINAL,HORNO,PANEL ATORADO,MANO DE OBRA,BOSE VW
BACKEND/ENSAMBLE FINAL,HORNO,PANEL ATORADO,MAQUINA,BOSE VW
BACKEND/ENSAMBLE FINAL,HORNO,INSUFICIENCIA DE SOLDADURA LADO A ,METODO,BOSE VW
