area,tecnologia,defecto,causa,division,proyecto
SMD,SIPLACE,COMPONENTE GIRADO,MAQUINA,B&S,NISSAN KEY FOB SQUARE D
SMD,SIPLACE,COMPONENTE GIRADO,MAQUINA,B&S,KEY FOB  
SMD,SIPLACE,COMPONENTE GIRADO,MAQUINA,B&S,PQ25
SMD,SIPLACE,COMPONENTE GIRADO,MAQUINA,B&S,PQ35  5TA GEN
SMD,SIPLACE,COMPONENTE GIRADO,MAQUINA,B&S,PATS
SMD,SIPLACE,COMPONENTE GIRADO,MAQUINA,B&S,EZKEY
SMD,SIPLACE,COMPONENTE GIRADO,MAQUINA,B&S,BCM
SMD,SIPLACE,COMPONENTE GIRADO,MAQUINA,B&S,BCM SQUARE D
SMD,SIPLACE,COMP INVERTIDO,MAQUINA,B&S,NISSAN KEY FOB SQUARE D
SMD,SIPLACE,COMP INVERTIDO,MAQUINA,B&S,KEY FOB  
SMD,SIPLACE,COMP INVERTIDO,MAQUINA,B&S,PQ25
SMD,SIPLACE,COMP INVERTIDO,MAQUINA,B&S,PQ35  5TA GEN
SMD,SIPLACE,COMP INVERTIDO,MAQUINA,B&S,PATS
SMD,SIPLACE,COMP INVERTIDO,MAQUINA,B&S,EZKEY
SMD,SIPLACE,COMP INVERTIDO,MAQUINA,B&S,BCM
SMD,SIPLACE,COMP INVERTIDO,MAQUINA,B&S,BCM SQUARE D
SMD,SIPLACE,MERMA,MAQUINA,B&S,NISSAN KEY FOB SQUARE D
SMD,SIPLACE,MERMA,MAQUINA,B&S,KEY FOB  
SMD,SIPLACE,PANEL ABORTADO,MAQUINA,B&S,NISSAN KEY FOB SQUARE D
SMD,SIPLACE,PANEL ABORTADO,MAQUINA,B&S,KEY FOB  
SMD,SIPLACE,PANEL ABORTADO,MAQUINA,B&S,PQ25
SMD,SIPLACE,PANEL ABORTADO,MAQUINA,B&S,PQ35  5TA GEN
SMD,SIPLACE,PANEL ABORTADO,MAQUINA,B&S,PATS
SMD,SIPLACE,PANEL ABORTADO,MAQUINA,B&S,EZKEY
SMD,SIPLACE,PANEL ABORTADO,MAQUINA,B&S,BCM
SMD,SIPLACE,PANEL ABORTADO,MAQUINA,B&S,BCM SQUARE D
SMD,SIPLACE,PANEL ATORADO ,MAQUINA,B&S,NISSAN KEY FOB SQUARE D
SMD,SIPLACE,PANEL ATORADO ,MAQUINA,B&S,KEY FOB  
SMD,SIPLACE,PANEL ATORADO ,MAQUINA,B&S,PQ25
SMD,SIPLACE,PANEL ATORADO ,MAQUINA,B&S,PQ35  5TA GEN
SMD,SIPLACE,PANEL ATORADO ,MAQUINA,B&S,PATS
SMD,SIPLACE,PANEL ATORADO ,MAQUINA,B&S,EZKEY
SMD,SIPLACE,PANEL ATORADO ,MAQUINA,B&S,BCM
SMD,SIPLACE,PANEL ATORADO ,MAQUINA,B&S,BCM SQUARE D
SMD,SIPLACE,PANEL ENCIMADO ,MAQUINA,B&S,NISSAN KEY FOB SQUARE D
SMD,SIPLACE,PANEL ENCIMADO ,MAQUINA,B&S,KEY FOB  
SMD,SIPLACE,PANEL ENCIMADO ,MAQUINA,B&S,PQ25
SMD,SIPLACE,PANEL ENCIMADO ,MAQUINA,B&S,PQ35  5TA GEN
SMD,SIPLACE,PANEL ENCIMADO ,MAQUINA,B&S,PATS
SMD,SIPLACE,PANEL ENCIMADO ,MAQUINA,B&S,EZKEY
SMD,SIPLACE,PANEL ENCIMADO ,MAQUINA,B&S,BCM
SMD,SIPLACE,PANEL ENCIMADO ,MAQUINA,B&S,BCM SQUARE D
SMD,SIPLACE,PANEL QUEBRADO,MAQUINA,B&S,NISSAN KEY FOB SQUARE D
SMD,SIPLACE,PANEL QUEBRADO,MAQUINA,B&S,KEY FOB  
SMD,SIPLACE,PANEL QUEBRADO,MAQUINA,B&S,PQ25
SMD,SIPLACE,PANEL QUEBRADO,MAQUINA,B&S,PQ35  5TA GEN
SMD,SIPLACE,PANEL QUEBRADO,MAQUINA,B&S,PATS
SMD,SIPLACE,PANEL QUEBRADO,MAQUINA,B&S,EZKEY
SMD,SIPLACE,PANEL QUEBRADO,MAQUINA,B&S,BCM
SMD,SIPLACE,PANEL QUEBRADO,MAQUINA,B&S,BCM SQUARE D
SMD,SIPLACE,PIN ELEVADO,MAQUINA,B&S,NISSAN KEY FOB SQUARE D
SMD,SIPLACE,PIN ELEVADO,MAQUINA,B&S,KEY FOB  
SMD,SIPLACE,PIN ELEVADO,MAQUINA,B&S,PQ25
SMD,SIPLACE,PIN ELEVADO,MAQUINA,B&S,PQ35  5TA GEN
SMD,SIPLACE,PIN ELEVADO,MAQUINA,B&S,PATS
SMD,SIPLACE,PIN ELEVADO,MAQUINA,B&S,EZKEY
SMD,SIPLACE,PIN ELEVADO,MAQUINA,B&S,BCM
SMD,SIPLACE,PIN ELEVADO,MAQUINA,B&S,BCM SQUARE D
