No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
618728	11/05/2015	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C53105128	150	3011	015	 	1351	Contact Spring positive		ROH	NA	46.5	S1_PASE FOB CUSW_J.JORG	NO	**	
618728	11/05/2015	ZSCR	551	035-1	0	'015	A2C86023300	NA	A2C73750700	56	3011	015	 	1351	pad Jewel		ROH	NA	313.6	S1_PASE FOB CUSW_J.JORG	NO	4989486545	
618728	11/05/2015	ZSCR	551	035-1	0	'015	A2C73753201	NA	A2C73750800	58	3011	015	 	1351	pad Jewel		ROH	NA	401.36	S1_PASE FOB CUSW_J.JORG	NO	No stock	
618728	11/05/2015	ZSCR	551	035-1	0	'015	A2C74094300	NA	A2C73750900	58	3011	015	 	1351	pad Jewel Fia		ROH	NA	377.58	S1_PASE FOB CUSW_J.JORG	NO	4989486192	
618728	11/05/2015	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751200	25	3011	015	 	1351	key latch		ROH	NA	54.25	S1_PASE FOB CUSW_J.JORG	NO	4989486066	
618728	11/05/2015	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751300	350	3011	015	 	1351	Latch Spring		ROH	NA	38.5	S1_PASE FOB CUSW_J.JORG	NO	4989486066	
618728	11/05/2015	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85519700	23	3011	015	 	1351	connecting piece Key Latch		ROH	NA	49.91	S1_PASE FOB CUSW_J.JORG	NO	4989486404	
618728	11/05/2015	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85519800	221	3011	015	 	1351	contact spring Spring		ROH	NA	24.31	S1_PASE FOB CUSW_J.JORG	NO	4989486404	
618728	11/05/2015	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85520100	189	3011	015	 	1351	sticker Dodge Jwl		ROH	NA	1194.48	S1_PASE FOB CUSW_J.JORG	NO	4989486404	
618731	11/05/2015	ZSCR	551	035-1	0	'015	A2C73637001	NA	A2C37575000	4	3011	015	 	1351	"SCR,MACH,6-19,.5IN,STAR,PAN,SS,ZINC/CLEA"		ROH	NA	1.04	S1_CBC_A.ARTURO ARRIETA	NO	4989486050	
618731	11/05/2015	ZSCR	551	035-1	0	'015	A2C73637001	NA	A2C73742400	198	3011	015	 	1351	TYPE LABEL UNPRINTED		ROH	NA	23.76	S1_CBC_A.ARTURO ARRIETA	NO	4989486050	
