No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
605585	01/04/2015	ZSCR	551	034-2	NA	'050	A2C81624000	NA	A2C89521800	8	3011	050	 	1342	pin header 16P V 2R THP	NA	ROH	NA	70.56	S1_WK_WD RFHUB_A.ADRIAN	NO	No stock	
605934	01/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C40007018	36				1253	"C CER,C0G,22pF,5%,50V,0402,-"	VUG019860	ROH	NA	0.36	S1_WK_WD RFHUB_A.ADRIAN	NO	**	
606094	02/04/2015	ZSCR	551	035-1	0	'015	A2C73753201	NA	A2C73750800	58	3011	015	 	1351	pad Jewel		ROH	NA	401.36	S1_PASE FOB CUSW_J.JORG	NO	No stock	
606094	02/04/2015	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751200	25	3011	015	 	1351	key latch		ROH	NA	54.25	S1_PASE FOB CUSW_J.JORG	NO	4989486066	
606119	02/04/2015	ZSCR	551	035-1	0	'015	A2C73753201	NA	A2C73750800	58	3011	015	 	1351	pad Jewel		ROH	NA	401.36	S1_PASE FOB CUSW_J.JORG	NO	No stock	
606119	02/04/2015	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751200	25	3011	015	 	1351	key latch		ROH	NA	54.25	S1_PASE FOB CUSW_J.JORG	NO	4989486066	
606862	07/04/2015	ZSCR	551	034-2	NA	'050	A2C32293500	NA	A2C00057177	11	3011	050	 	1342	"7.11mH,0A,SMD,COIL/3DC1515 XYZ 7.11mH"	NA	ROH	NA	115.83	S1_CUSW UF PASE_A.ADRIA	NO	4989487389	
607875	09/04/2015	ZSCR	551	034-2	NA	'050	A2C74986000	NA	A2C40015254	3	3011	050	 	1342	"IC SMART POW/VND5004ASP30,MultiPowerSO-3"	NA	ROH	NA	54.06	S1_TIPM LOGIC_P.PABLO P	NO	**	
608003	10/04/2015	ZSCR	551	034-2	NA	'050	A2C33278600	NA	A2C53428227	4	3011	050	 	1342	PIN	NA	ROH	NA	1.16	S1_TIPM MEDIUM_P.PABLO	NO	**	
608003	10/04/2015	ZSCR	551	034-2	NA	'050	A2C33278800	NA	A2C53428228	40	3011	050	 	1342	PIN	NA	ROH	NA	10.8	S1_TIPM MEDIUM_P.PABLO	NO	**	
608003	10/04/2015	ZSCR	551	034-2	NA	'050	A2C33278600	NA	A2C53428229	4	3011	050	 	1342	"PIN,TNG FORK (TALL)"	NA	ROH	NA	1.24	S1_TIPM MEDIUM_P.PABLO	NO	**	
608430	11/04/2015	ZSCR	551	035-1	0	'015	A2C73753201	NA	A2C73750800	58	3011	015	 	1351	pad Jewel		ROH	NA	401.36	S1_PASE FOB CUSW_J.JORG	NO	No stock	
608430	11/04/2015	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751200	25	3011	015	 	1351	key latch		ROH	NA	54.25	S1_PASE FOB CUSW_J.JORG	NO	4989486066	
608544	12/04/2015	ZSCR	551	030-1	NA	'050	A2C89861600	NA	A2C32464500	20	3011	050	 	1301	transceiver assy	NA	ROH	NA	111	S1_RKE FOB CUSW_A.ADRIA	NO	4989487961	
608700	12/04/2015	ZSCR	551	040-2	NA	'050	A2C31229100T	NA	A2C53428225	2	3011	050	 	1402	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	106.86	S1_TIPM LOGIC_P.PABLO P	NO	**	
608716	12/04/2015	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C00002174	6	3011	050	 	1351	"47nF,10%,100V,X7R,1206,TINNED,CER CAP/++"		ROH	NA	1.32	S1_RFHM CUSW_J.JORGE AG	NO	No stock	
608721	12/04/2015	ZSCR	551	035-1	0	'050	A2C7467830193	NA	A2C00010400	4	3011	050	 	1351	"L COIL/-,16uH,100mA,SMD +++ use instead"		ROH	NA	6.28	S1_CBC_A.ARTURO ARRIETA	NO	**	
609159	14/04/2015	ZSCR	551	034-2	NA	'015	A2C30848900	NA	A2C53428199	1560	3011	015	 	1342	"PIN,NAT"	NA	ROH	NA	124.8	S1_TIPM LOGIC_P.PABLO P	NO	4989485857	
609167	14/04/2015	ZSCR	551	035-1	NA	'050	A2C86022500	NA	A2C89521800	6	3011	050	 	1351	pin header 16P V 2R THP	NA	ROH	NA	52.92	S1_RFHM CUSW_A.ADRIANA	NO	**	
609167	14/04/2015	ZSCR	551	035-1	NA	'050	A2C87407901	NA	A2C89522000	27	3011	050	 	1351	pin header 20P V 2R THP	NA	ROH	NA	270.54	S1_RFHM CUSW_A.ADRIANA	NO	4989487919	
609179	14/04/2015	ZSCR	551	035-1	NA	'050	A2C73552402	NA	A2C00057177	47	3011	050	 	1351	"7.11mH,0A,SMD,COIL/3DC1515 XYZ 7.11mH"	NA	ROH	NA	494.91	S1_PASE FOB CUSW_A.ADRI	NO	**	
609511	15/04/2015	ZSCR	551	034-2	NA	'050	A2C86023100S	NA	A2C35130200	2	3011	050	 	1342	"RF-JACK FOR RS, KEY-H"	NA	ROH	NA	16	S1_WK_WD RFHUB_A.ADRIAN	NO	4989487853	
609511	15/04/2015	ZSCR	551	034-2	NA	'050	A2C87408000	NA	A2C89521800	5	3011	050	 	1342	pin header 16P V 2R THP	NA	ROH	NA	44.1	S1_WK_WD RFHUB_A.ADRIAN	NO	No stock	
609512	15/04/2015	ZSCR	551	034-2	NA	'050	A2C30849100	NA	A2C00058681	1	3011	050	 	1342	"IC MCU BLK/MC9S12XET512BMAG,3M25J or1M12"	NA	ROH	NA	29.12	S1_TIPM LOGIC_P.PABLO P	NO	**	
609917	15/04/2015	ZSCR	551	034-2	NA	'050	A2C81624000	NA	A2C89521800	1	3011	050	 	1342	pin header 16P V 2R THP	NA	ROH	NA	8.82	S1_WK_WD RFHUB_A.ADRIAN	NO	No stock	
609968	16/04/2015	ZSCR	551	034-2	NA	'050	A2C81624000	NA	A2C89521800	2	3011	050	 	1342	pin header 16P V 2R THP	NA	ROH	NA	17.64	S1_RFHM CUSW_A.ADRIANA	NO	No stock	
610613	17/04/2015	ZSCR	551	034-2	NA	'050	A2C3813640092	NA	A2C00057177	5	3011	050	 	1342	"7.11mH,0A,SMD,COIL/3DC1515 XYZ 7.11mH"	NA	ROH	NA	52.65	S1_PASE FOB CUSW_A.ADRI	NO	4989487528	
610614	17/04/2015	ZSCR	551	034-2	NA	'050	A2C3813640092	NA	A2C00057177	81	3011	050	 	1342	"7.11mH,0A,SMD,COIL/3DC1515 XYZ 7.11mH"	NA	ROH	NA	852.93	S1_PASE FOB CUSW_A.ADRI	NO	4989487528	
610717	17/04/2015	ZSCR	551	034-2	NA	'050	A2C33278800	NA	A2C00062952	29	3011	050	 	1342	"EX2-2K1J RELAY,POWER,TWIN,12V"	NA	ROH	NA	193.72	S1_TIPM MEDIUM_P.PABLO	NO	**	
610718	17/04/2015	ZSCR	551	034-2	NA	'050	A2C33278800	NA	A2C40018533	14	3011	050	 	1342	"EM RELAY,TBD,SINGLE,12V"	NA	ROH	NA	53.06	S1_TIPM MEDIUM_P.PABLO	NO	**	
610720	17/04/2015	ZSCR	551	040-2	NA	'050	A2C33278600	NA	A2C31229200	4	3011	050	 	1402	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	253.92	S1_TIPM MEDIUM_P.PABLO	NO	**	
610726	17/04/2015	ZSCR	551	034-2	NA	'050	A2C30848900	NA	A2C00058681	1	3011	050	 	1342	"IC MCU BLK/MC9S12XET512BMAG,3M25J or1M12"	NA	ROH	NA	29.12	S1_TIPM LOGIC_P.PABLO P	NO	**	
610990	18/04/2015	MB1A	551	010-4	95000052	'050	A2C31224200	NA	A2C31224200	2				1104	pcb assy	QN410107515	HALB	S.Real	0	410107515_TIPM M	NO	**	
611868	21/04/2015	ZSCR	551	035-1	NA	'050	A2C30822000	NA	A2C53428199	320	3011	050	 	1351	"PIN,NAT"	NA	ROH	NA	25.6	S1_TIPM LOGIC_P.PABLO P	NO	4989487114	
612232	22/04/2015	ZSCR	551	035-1	0	'015	A2C73753201	NA	A2C73750800	58	3011	015	 	1351	pad Jewel		ROH	NA	401.36	S1_PASE FOB CUSW_J.JORG	NO	No stock	
612232	22/04/2015	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751200	25	3011	015	 	1351	key latch		ROH	NA	54.25	S1_PASE FOB CUSW_J.JORG	NO	4989486066	
612232	22/04/2015	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751300	350	3011	015	 	1351	Latch Spring		ROH	NA	38.5	S1_PASE FOB CUSW_J.JORG	NO	4989486066	
612232	22/04/2015	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85519800	221	3011	015	 	1351	contact spring Spring		ROH	NA	24.31	S1_PASE FOB CUSW_J.JORG	NO	4989486404	
613024	24/04/2015	ZSCR	551	035-1	NA	'050	A2C31231900	NA	A2C40015254	10	3011	050	 	1351	"IC SMART POW/VND5004ASP30,MultiPowerSO-3"	NA	ROH	NA	180.2	S1_TIPM MEDIUM_P.PABLO	NO	**	
613025	24/04/2015	ZSCR	551	035-1	NA	'050	A2C30849100	NA	A2C00058681	9	3011	050	 	1351	"IC MCU BLK/MC9S12XET512BMAG,3M25J or1M12"	NA	ROH	NA	262.08	S1_TIPM LOGIC_P.PABLO P	NO	**	
613362	25/04/2015	ZSCR	551	040-2	NA	'050	A2C33278600	NA	A2C53428227	4	3011	050	 	1402	PIN	NA	ROH	NA	1.16	S1_TIPM MEDIUM_P.PABLO	NO	**	
613362	25/04/2015	ZSCR	551	040-2	NA	'050	A2C33278800	NA	A2C53428228	38	3011	050	 	1402	PIN	NA	ROH	NA	10.26	S1_TIPM MEDIUM_P.PABLO	NO	**	
613362	25/04/2015	ZSCR	551	040-2	NA	'050	A2C33278800	NA	A2C53428229	4	3011	050	 	1402	"PIN,TNG FORK (TALL)"	NA	ROH	NA	1.24	S1_TIPM MEDIUM_P.PABLO	NO	**	
613519	26/04/2015	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40005523	140	3011	050	 	1351	"R NET,10K,5%,63mW,1206"		ROH	NA	4.2	S1_TIPM MEDIUM_A.ARTURO	NO	4989487303	
613524	26/04/2015	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C00002174	3	3011	050	 	1351	"47nF,10%,100V,X7R,1206,TINNED,CER CAP/++"		ROH	NA	0.66	S1_RFHM CUSW_J.JORGE AG	NO	No stock	
613529	26/04/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C00010400	1	3011	050	 	1351	"L COIL/-,16uH,100mA,SMD +++ use instead"		ROH	NA	1.57	S1_CBC_A.ARTURO ARRIETA	NO	No stock	
613529	26/04/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40001506	5	3011	050	 	1351	"C CER,X7R,470nF,10%,50V,C0805,Sn"		ROH	NA	0.5	S1_CBC_A.ARTURO ARRIETA	NO	No stock	
613529	26/04/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40002606	1	3011	050	 	1351	"C CER,X7R,100nF,10%,16V,0603,Sn"		ROH	NA	0.02	S1_CBC_A.ARTURO ARRIETA	NO	4989487571	
613529	26/04/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40002614	4	3011	050	 	1351	"T BIP/BC807-40,SOT23"		ROH	NA	0.32	S1_CBC_A.ARTURO ARRIETA	NO	No stock	
613529	26/04/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C40004257	19	3011	050	 	1351	"R LIN,825R,1%,TK100,100mW,0603"		ROH	NA	0.19	S1_CBC_A.ARTURO ARRIETA	NO	4989487638	
613529	26/04/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40004260	4	3011	050	 	1351	"R LIN,1K1,1%,TK100,100mW,0603"		ROH	NA	0.04	S1_CBC_A.ARTURO ARRIETA	NO	No stock	
613529	26/04/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40011211	4	3011	050	 	1351	"R LIN,1K,1%,TK100,500mW,2010"		ROH	NA	0.44	S1_CBC_A.ARTURO ARRIETA	NO	No stock	
613542	26/04/2015	ZSCR	551	035-1	0	'050	A2C8016300093	NA	A2C52000562	51				1351	"330R,5%,TK200,250mW,1206,LIN RES/RC01 33"		HIBE	NA	0.51	S1_RFHM CUSW_J.JORGE AG	NO	HIBE	
613542	26/04/2015	ZSCR	551	035-1	0	'050	A2C8216760093	NA	A2C52000562	329				1351	"330R,5%,TK200,250mW,1206,LIN RES/RC01 33"		HIBE	NA	3.29	S1_RFHM CUSW_J.JORGE AG	NO	HIBE	
613542	26/04/2015	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C52000562	25				1351	"330R,5%,TK200,250mW,1206,LIN RES/RC01 33"		HIBE	NA	0.25	S1_RFHM CUSW_J.JORGE AG	NO	HIBE	
613714	27/04/2015	ZSCR	551	042-4	NA	'015	A2C73753301	NA	A2C73750800	1	3011	015	 	1424	pad Jewel	NA	ROH	NA	6.92	S1_PASE FOB CUSW_A.ADRI	NO	No stock	
613714	27/04/2015	ZSCR	551	042-4	NA	'015	A2C74509900	NA	A2C74354600	7	3011	015	 	1424	pad Jewel SRT	NA	ROH	NA	60.48	S1_PASE FOB CUSW_A.ADRI	NO	4989486245	
614233	28/04/2015	ZSCR	551	050-1	NA	'015	A2C73637001	NA	A2C73742400	4	3011	015	 	1501	TYPE LABEL UNPRINTED	NA	ROH	NA	0.48	S1_CBC MY15_. (APROBAC	NO	4989486050	
614275	28/04/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637100	1	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	24.41	S1_CBC MY15_. (APROBAC	NO	4989486041	
614556	28/04/2015	ZSCR	551	035-1	0	'015	A2C73753201	NA	A2C73750800	58	3011	015	 	1351	pad Jewel		ROH	NA	401.36	S1_PASE FOB CUSW_J.JORG	NO	No stock	
614556	28/04/2015	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751200	25	3011	015	 	1351	key latch		ROH	NA	54.25	S1_PASE FOB CUSW_J.JORG	NO	4989486066	
614556	28/04/2015	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751300	350	3011	015	 	1351	Latch Spring		ROH	NA	38.5	S1_PASE FOB CUSW_J.JORG	NO	4989486066	
614556	28/04/2015	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85519800	221	3011	015	 	1351	contact spring Spring		ROH	NA	24.31	S1_PASE FOB CUSW_J.JORG	NO	4989486404	
614594	28/04/2015	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C32464300	36	3011	050	 	1342	pcb	NA	ROH	NA	1050.12	S1_RFHM CUSW_A.ADRIANA	NO	4989487339	
614645	29/04/2015	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C32464300	4	3011	050	 	1342	pcb	NA	ROH	NA	116.68	S1_RFHM CUSW_A.ADRIANA	NO	4989487329	
614891	29/04/2015	ZSCR	551	050-1	NA	'015	68163903AB	NA	A2C33278700	1	3011	015	 	1501	module assy BCU BUX LOG	NA	HALB	S.Real	240.92	S1_TIPM LOGIC_P.PABLO P	NO	4989485095	
614892	29/04/2015	ZSCR	551	050-1	NA	'015	A2C74493401	NA	A2C74493401	2	3011	015	 	1501	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	782.64	S1_CBC MY15_. (APROBAC	NO	4989486844	
614894	29/04/2015	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C74493401	2	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	782.64	S1_CBC MY15_. (APROBAC	NO	4989486749	
614895	29/04/2015	ZSCR	551	034-2	NA	'015	5WY9043	NA	A2C80836700	4	3011	015	 	1342	MY12 SPDJB LOOP MODEL B TMI	NA	HALB	S.Real/AutoBF	950.68	S1_SPDJB_P.PABLO PALMER	NO	4989485129	
614895	29/04/2015	ZSCR	551	034-2	NA	'015	5WY8918	NA	A2C80863400	4	3011	015	 	1342	MY12 SPDJB LOOP MODEL A TMI	NA	HALB	S.Real/AutoBF	860.56	S1_SPDJB_P.PABLO PALMER	NO	4989485133	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00000251	1520				1253	"16V,300mW,SOT23,ZENER/BZX84C16LT1"	VUT019636	ROH	NA	136.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00000357	1140				1253	"250V,150mA,1,FAST,SOT23,RECT DIODE/BAS21"	VUT019636	ROH	NA	79.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00000508	760				1253	"T BIP/BC 857S E6433,SOT363"	VUT019636	ROH	NA	114	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00000522	152				1253	"1,PNP,NORMAL,200mA,45V,SOT23,BIP/BC857B"	VUT019636	ROH	NA	10.64	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00001919	912				1253	"1nF,10%,100V,X7R,0603,TINNED,CER CAP/"	VUT019636	ROH	NA	18.24	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00002107	3800				1253	"100pF,5%,50V,C0G,0603,TINNED,CER CAP/"	VUT019636	ROH	NA	76	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00002109	760				1253	"18pF,5%,50V,C0G,0603,TINNED,CER CAP/"	VUT019636	ROH	NA	15.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00002144	1520				1253	"22pF,5%,50V,C0G,0603,TINNED,CER CAP/"	VUT019636	ROH	NA	30.4	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00002193	760				1253	"22nF,10%,25V,X7R,0603,TINNED,CER CAP/"	VUT019636	ROH	NA	15.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00003403	380				1253	"R LIN,4K7,5%,TK200,125mW,0805"	VUT019636	ROH	NA	3.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00003413	380				1253	"R LIN,47K,5%,TK200,125mW,0805"	VUT019636	ROH	NA	3.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00003418	380				1253	"R LIN,22R,5%,TK200,125mW,0805"	VUT019636	ROH	NA	3.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00003447	760				1253	"R LIN,4K7,5%,TK200,250mW,1206"	VUT019636	ROH	NA	15.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00003455	760				1253	"R LIN,2K,5%,TK200,250mW,1206"	VUT019636	ROH	NA	15.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00003492	380				1253	"R LIN,1K5,5%,TK200,250mW,1206"	VUT019636	ROH	NA	7.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00003528	2280				1253	"R LIN,2K4,5%,TK200,250mW,1206"	VUT019636	ROH	NA	45.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00003779	380				1253	"100R,5%,TK200,63mW,0603,LIN RES/RC"	VUT019636	ROH	NA	3.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00003818	1520				1253	"R LIN,330R,5%,TK200,100mW,0603"	VUT019636	ROH	NA	15.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00003820	380				1253	"R LIN,68K,5%,TK200,100mW,0603"	VUT019636	ROH	NA	3.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00003837	1140				1253	"R LIN,22K,5%,TK200,100mW,0603"	VUT019636	ROH	NA	11.4	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484587	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00004017	2280				1253	"R LIN,249R,1%,TK100,250mW,1206"	VUT019636	ROH	NA	45.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00004408	380				1253	"R LIN,4K7,1%,TK100,100mW,0603"	VUT019636	ROH	NA	3.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00004465	1520				1253	"R LIN,47K,1%,TK100,100mW,0603"	VUT019636	ROH	NA	15.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00006606	3800				1253	"100K,5%,TK200,63mW,0402,LIN RES/"	VUT019636	ROH	NA	38	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00006609	3420				1253	"R LIN,100R,5%,TK200,63mW,0402"	VUT019636	ROH	NA	34.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00006792	760				1253	"470nF,10%,16V,X7R,0805,TINNED,CER CAP/"	VUT019636	ROH	NA	45.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00006952	1900				1253	"CAPACITOR DE CERAMICA 100nF,10%,16V,0603"	VUT019636	ROH	NA	38	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00007124	380				1253	"R LIN,180K,1%,TK100,100mW,0603"	VUT019636	ROH	NA	3.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00010443	760				1253	"22pF,5%,50V,C0G,0402,TINNED,CER CAP/RF a"	VUT019636	ROH	NA	7.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00010455	1672				1253	"R LIN,120K,1%,TK100,100mW,0603"	VUT019636	ROH	NA	16.72	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00010900	1190				1253	"R LIN,68K,5%,TK200,63mW,0402"	VUT019636	ROH	NA	11.9	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00010917	1140				1253	"R LIN,6K8,5%,TK200,63mW,0402"	VUT019636	ROH	NA	11.4	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00018230	380				1253	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"	VUT019636	ROH	NA	72.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00018296	152				1253	"L COIL/LQW18AN,100nH,220mA,SMD"	VUT019636	ROH	NA	42.56	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00018438	2660				1253	"R LIN,220K,5%,TK200,63mW,0402"	VUT019636	ROH	NA	26.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00019135	760				1253	"TA CAP,TA,10uF,10%,10V,SMD"	VUT019636	ROH	NA	380	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00024522	380				1253	"C CER,X7R,1uF,10%,25V,0805,Sn,STANDARD"	VUT019636	ROH	NA	30.4	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00025914	380				1253	"4.7nF,5%,50V,C0G,0805,Sn,CER CAP/GCM"	VUT019636	ROH	NA	41.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00026630	3040				1253	"2.2nF,10%,100V,X7R,0603,TINNED,CER CAP/"	VUT019636	ROH	NA	60.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00026738	380				1253	"18pF,1%,50V,C0G,0603,TINNED,CER CAP/++RF"	VUT019636	ROH	NA	15.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00026745	228				1253	"4.7pF,0.1pF,50V,C0G,0603,TINNED,CER CAP/"	VUT019636	ROH	NA	6.84	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484601	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00026823	380				1253	"F BEAD/BLM18HD,1.8Ohm,1KOhm,50mA,SMD"	VUT019636	ROH	NA	45.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00032055	380				1253	"R LIN,680R,1%,TK100,63mW,0402"	VUT019636	ROH	NA	3.8	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00032514	3420				1253	"220nF,10%,16V,X7R,0603,TINNED,CER CAP/"	VUT019636	ROH	NA	102.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00032714	1900				1253	"15nF,10%,100V,X7R,0805,TINNED,CER CAP/15"	VUT019636	ROH	NA	57	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00033344	380				1253	"4.7uF,10%,25V,X7R,1206,CER CAP/"	VUT019636	ROH	NA	72.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
614913	29/04/2015	MB1A	951	025-3	NA	'050	NA	NA	A2C00033460	152				1253	"TA CAP,TA,3.3uF,10%,25V,SMD"	VUT019636	ROH	NA	97.28	S1_WK_WD RFHUB_A.ADRIAN	NO	4989484607	
