No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
568719	23/12/2014	ZSCR	551	030-1	NA	'054	A2C8522140093	#N/A	A2C82768800	2	pcb 4-lay FR-4 DAG Smart	NA	ROH	NA	 $39.32 	PSAD_DAIMLER SMART_F.FE	NO				
568729	23/12/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070092	84	SMT Bot Chrysler RT ORC MY13	NA	HALB	S.Real/AutoBF	9330.72	PS_CHRYSLER MY2013_E.ED	NO	4985269471			
568736	23/12/2014	ZSCR	551	040-5	NA	'054	A2C38070400	01	A2C32802100	3	multipoint connector 56/ 23P H 2SYS	NA	ROH	NA	 $73.02 	PS_FIAT BRAZIL_E.EDWIN	NO				
568751	23/12/2014	ZSCR	551	040-2	NA	'054	A2C30910808	NA	A2C86055000	5	cover	NA	ROH	NA	49.55	PSAD_VW20_. (APROBACIO	NO	4985269655			
568752	23/12/2014	ZSCR	551	040-2	NA	'054	A2C38172003	#N/A	A2C83435000	1	cover FIP T BK	NA	ROH	NA	 $19.02 	PSAD_DAIMLER STAR 2_A.A	NO				
568753	23/12/2014	ZSCR	551	040-4	NA	'054	A2C82134700	#N/A	A2C40000025	1	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	 $6.83 	PS_SDM10+_. (APROBACIO	NO				
568753	23/12/2014	ZSCR	551	040-4	NA	'054	A2C82134600	#N/A	A2C40000022	6	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	 $40.38 	PS_SDM10+_. (APROBACIO	NO				
568754	23/12/2014	ZSCR	551	034-2	NA	'054	A2C83016700	#N/A	A2C83017100	3	housing assy PSAG3I prefabrica	NA	ROH	NA	 $149.55 	PSAD_PSA MAGNA_J.JOSE O	NO				
568754	23/12/2014	ZSCR	551	034-2	NA	'054	A2C83016700	#N/A	A2C83017000	3	cover B	NA	ROH	NA	 $12.03 	PSAD_PSA MAGNA_J.JOSE O	NO				
568754	23/12/2014	ZSCR	551	034-2	NA	'054	A2C8304280092	#N/A	A2C83017500	2	pcb 4-lay main	NA	ROH	NA	 $32.74 	PSAD_PSA MAGNA_J.JOSE O	NO				
568758	23/12/2014	ZSCR	551	040-5	NA	'054	5WY86980	NA	A2C53125065	4	multipoint connector 96P H 2SYS C-B	NA	ROH	NA	143.52	PS_ARAMIS III_E.EDWIN R	NO	4985269675			
568758	23/12/2014	ZSCR	551	040-5	NA	'054	5WK44773	NA	A2C53345691	3	multipoint connector 96P H 2SYS E-A	NA	ROH	NA	121.2	PS_ARAMIS III_E.EDWIN R	NO	4985269670			
568764	23/12/2014	ZSCR	551	050-3	NA	'054	A2C82134700	NA	A2C82135000	30	pcb topSMD 12 Loop	NA	HALB	S.Real/AutoBF	7568.1	PS_SDM10_. (APROBACION	NO	4985269574			
568765	23/12/2014	ZSCR	551	050-3	NA	'054	A2C82134800	NA	A2C82135100	7	pcb topSMD 18 Loop	NA	HALB	S.Real/AutoBF	1941.87	PS_SDM10_. (APROBACION	NO	4985269576			
568770	23/12/2014	ZSCR	551	040-3	NA	'054	A2C85621400	NA	A2C53412213	1	pcb assy	NA	HALB	S.Real/AutoBF	149.72	PSAD_GM BRASIL_A.ANA TA	NO	4985269536			
568770	23/12/2014	ZSCR	551	040-3	NA	'054	A2C85621800	NA	A2C53412214	1	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO	4985269538			
568777	23/12/2014	ZSCR	551	050-3	NA	'054	A2C91764400	NA	A2C92572700	2	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	774.36	PS_SDM30_. (APROBACION	NO	4985269583			
568784	23/12/2014	ZSCR	551	034-9	NA	'054	A2C73614500	NA	A2C83042800	2	pcb assy MGNT75	NA	HALB	S.Real/AutoBF	291.92	PS_LEGACY_C.CAROLINA OT	NO	4985269521			
568784	23/12/2014	ZSCR	551	034-9	NA	'054	A2C82541900	#N/A	A2C82542000	2	pcb assy OPLA4400 4401XESE	NA	HALB	S.Real	 $479.34 	PS_LEGACY_C.CAROLINA OT	NO				
568784	23/12/2014	ZSCR	551	034-9	NA	'054	A2C82544800	#N/A	A2C82544900	1	pcb assy OPLA4400 440XXESE	NA	HALB	S.Real	 $215.40 	PS_LEGACY_C.CAROLINA OT	NO				
568784	23/12/2014	ZSCR	551	034-9	NA	'054	A2C82538600	#N/A	A2C82538700	2	pcb assy OPLA4400 XESE	NA	HALB	S.Real	 $479.34 	PS_LEGACY_C.CAROLINA OT	NO				
568784	23/12/2014	ZSCR	551	034-9	NA	'054	A2C83377600	#N/A	A2C83377700	1	pcb assy RCMT5 LR	NA	HALB	S.Real	 $466.91 	PS_LEGACY_C.CAROLINA OT	NO				
568784	23/12/2014	ZSCR	551	034-9	NA	'054	A2C83007700	#N/A	A2C83007800	3	pcb assy VOLP1X P11P12P14	NA	HALB	S.Real	" $1,007.91 "	PS_LEGACY_C.CAROLINA OT	NO	4985269768			
568792	23/12/2014	MB1A	551	98	K96019	'054	NA	NA	A2C81455800	16	pcb assy RENT4 V01	NA	HALB	S.Real	" $2,116.80 "	PS_RENAULT_. (APROBACI	NO	4985269466			
568799	23/12/2014	ZSCR	551	050-3	NA	'054	5WY88050	NA	A2C53417787	1	pcb assy	NA	HALB	S.Real/AutoBF	148.49	PS_RENAULT_. (APROBACI	NO	4985269566			
568799	23/12/2014	ZSCR	551	050-3	NA	'054	5WY88040	NA	A2C53412214	5	pcb assy	NA	HALB	S.Real/AutoBF	748.55	PSAD_GM BRASIL_A.ANA TA	NO	4985269564			
568807	23/12/2014	ZSCR	551	050-3	NA	'054	A2C83378000	#N/A	A2C83378100	1	pcb assy JAGX150 RCM	NA	HALB	S.Real	 $456.55 	PS_LEGACY_C.CAROLINA OT	NO				
568807	23/12/2014	ZSCR	551	050-3	NA	'054	A2C8300780001	NA	A2C8300780001	1	pcb assy VOLP1X P11P12P14	NA	HALB	S.Real/AutoBF	269.77	PS_LEGACY_C.CAROLINA OT	NO	4985269578			
568817	23/12/2014	ZSCR	551	050-3	NA	'054	A2C33330514	#N/A	A2C8337860193	1	pcb assy DAGSTAR2 V06 ISC bot	NA	HALB	S.Real	421.21	PSAD_DAIMLER STAR2_ISC_	NO	4985269746			
568821	23/12/2014	ZSCR	551	050-3	NA	'054	A2C53367544	#N/A	A2C53374378A	1	VW10 circuit board assy 12FL SMD Top	NA	HALB	S.Real	 $166.40 	PS_VW10 LC_. (APROBACI	NO				
568821	23/12/2014	ZSCR	551	050-3	NA	'054	A2C53372300	#N/A	A2C53372300A	1	VW10G circuit board assy 16FL SMD Top	NA	HALB	S.Real	 $208.13 	PS_VW10 LC_. (APROBACI	NO				
568821	23/12/2014	ZSCR	551	050-3	NA	'054	A2C84835400	#N/A	A2C84835400	1	pcb assy VW10 V09	NA	HALB	S.Real	 $256.43 	PS_VW10 LC_. (APROBACI	NO				
568821	23/12/2014	ZSCR	551	050-3	NA	'054	A2C53367685	#N/A	A2C53367685A	1	VW10G circuit board assy 16FL SMD Top	NA	HALB	S.Real	 $198.38 	PS_VW10 LC_. (APROBACI	NO				
568822	23/12/2014	ZSCR	551	034-8	NA	'054	A2C89730900	NA	A2C8021660002	1	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	4985269519			
568826	23/12/2014	ZSCR	551	050-3	NA	'054	A2C91764100	NA	A2C92572300	3	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	780.03	PS_SDM30_. (APROBACION	NO	4985269580			
568826	23/12/2014	ZSCR	551	050-3	NA	'054	A2C91764400	NA	A2C92572700	5	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	1935.9	PS_SDM30_. (APROBACION	NO	4985269583			
568828	23/12/2014	ZSCR	551	034-2	NA	'054	A2C86852400	#N/A	A2C87110200	PSAD_VW20_. (APROBACIO	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	" $1,225.20 "	PSAD_VW20_. (APROBACIO	NO	4985269777			
568829	23/12/2014	ZSCR	551	034-2	NA	'054	A2C85801000	NA	A2C83971900	1	pcb topSMD	NA	HALB	S.Real/AutoBF	335.21	PS_SDM10+_. (APROBACIO	NO	4985269511			
568830	23/12/2014	ZSCR	551	050-1	NA	'054	5WY89350	NA	A2C31080700	1	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4985269653			
568832	23/12/2014	ZSCR	551	050-5	NA	'054	5WK44771	NA	A2C81531200	1	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	4985269670			
568832	23/12/2014	ZSCR	551	050-5	NA	'054	5WK44771	NA	A2C81531200	7	pcb assy DAGARM3 V14	NA	HALB	S.Real	3036.95	PS_ARAMIS III_E.EDWIN R	NO	4985269670			
568832	23/12/2014	ZSCR	551	050-5	NA	'054	A2C86816802	#N/A	A2C86617100	2	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	 $853.14 	PS_ARAMIS III_E.EDWIN R	NO	4985269774			
568836	23/12/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53364457	8	pcb assy	NA	HALB	S.Real/AutoBF	770	OC_BOSE VW_A.ANA TAPIA-	NO	4985269505			
568837	23/12/2014	ZSCR	551	050-1	NA	'054	5WK44292	01	A2C53395077	3	pcb assy	NA	HALB	S.Real	200.34	OC_BOSE BMW_A.ANA TAPIA	NO	4985269687			
568839	23/12/2014	ZSCR	551	050-1	NA	'054	A2C86887712	#N/A	A2C86884501	1	pcb assy DAGSTAR2 D_14	NA	HALB	S.Real	 $499.67 	PSAD_DAIMLER STAR 2_A.A	NO				
568839	23/12/2014	ZSCR	551	050-1	NA	'054	A2C85901112	#N/A	A2C87057001	1	pcb assy DAGSTAR2 D_18	NA	HALB	S.Real	 $420.33 	PSAD_DAIMLER STAR 2_A.A	NO				
568841	23/12/2014	ZSCR	551	050-1	NA	'054	5WY89350	NA	A2C31080700	4	airbag	NA	HALB	S.Real	1327.28	PS_CHRYSLER MY2013_E.ED	NO	4985269653			
568843	23/12/2014	ZSCR	551	050-1	NA	'054	A2C91763900	NA	A2C92572100	1	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	250.05	PS_SDM30_. (APROBACION	NO	4985269550			
568843	23/12/2014	ZSCR	551	050-1	NA	'054	A2C91764100	NA	A2C92572300	1	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	260.01	PS_SDM30_. (APROBACION	NO	4985269552			
568843	23/12/2014	ZSCR	551	050-1	NA	'054	A2C91764400	NA	A2C92572700	4	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	1548.72	PS_SDM30_. (APROBACION	NO	4985269554			
568844	23/12/2014	ZSCR	551	034-2	NA	'054	A2C96636001	#N/A	A2C96660600	1	pcb assy PTFSPEED15 V01_1	NA	HALB	S.Real	 $156.04 	PS_FIAT BRAZIL_E.EDWIN	NO				
568846	23/12/2014	ZSCR	551	050-1	NA	'054	5WK44508	#N/A	A2C53416946	3	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	637.5	PS_VW10 LC_. (APROBACI	NO	4985269692			
568849	23/12/2014	ZSCR	551	034-2	NA	'054	A2C89730900	NA	A2C8021660002	5	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	1535.65	PS_HONDA HRS6_J.JUAN CH	NO	4985269509			
568849	23/12/2014	ZSCR	551	034-2	NA	'054	A2C86832600	NA	A2C3268040002	1	pcb assy HONHRS6 V11B	NA	HALB	S.Real/AutoBF	308.02	PS_HONDA HRS6_J.JUAN CH	NO	4985269501			
568850	23/12/2014	ZSCR	551	034-2	NA	'054	A2C87038500	NA	A2C5339962902	1	pcb assy HONHRS5 RO V13B	NA	HALB	S.Real/AutoBF	328.78	PS_HONDA HRS6_J.JUAN CH	NO	4985269507			
568851	23/12/2014	ZSCR	551	050-1	NA	'054	A2C96660500	#N/A	A2C96660500	2	pcb assy FIA326 OCS V15_1	NA	HALB	S.Real	 $312.08 	PS_FIAT BRAZIL_E.EDWIN	NO				
568851	23/12/2014	ZSCR	551	050-1	NA	'054	5WK44675	06	A2C53408763	2	pcb assy FIA326 OCS V15	NA	HALB	S.Real	309.92	PS_FIAT BRAZIL_E.EDWIN	NO	4985269701			
568856	23/12/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C31080700	2	airbag	NA	HALB	S.Real	663.64	PS_CHRYSLER MY2013_E.ED	NO	4985269653			
568858	23/12/2014	ZSCR	551	040-1	NA	'054	A2C84835400	#N/A	A2C84835400	1	pcb assy VW10 V09	NA	HALB	S.Real	 $256.43 	PS_VW10 LC_. (APROBACI	NO				
568858	23/12/2014	ZSCR	551	040-1	NA	'054	5WK44508	#N/A	A2C53416946	2	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	425	PS_VW10 LC_. (APROBACI	NO	4985269692			
568859	23/12/2014	ZSCR	551	040-1	NA	'054	A2C86852400	#N/A	A2C87110200	1	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	 $204.20 	PS_HYUNDAI_. (APROBACI	NO				
568870	23/12/2014	ZSCR	551	050-3	NA	'054	5WY75900	#N/A	A2C53096708	4	circuit board assy	NA	HALB	S.Real	831.88	PSAD_EPSILON_O.OSCAR FO	NO	4985269728			
568870	23/12/2014	ZSCR	551	050-3	NA	'054	5WY75950	#N/A	A2C53124783	4	circuit board assy	NA	HALB	S.Real	797.64	PSAD_EPSILON_O.OSCAR FO	NO	4985269731			
568870	23/12/2014	ZSCR	551	050-3	NA	'054	5WY77100	#N/A	A2C53096709	4	circuit board assy	NA	HALB	S.Real	903.4	PSAD_EPSILON_O.OSCAR FO	NO	4985269737			
568870	23/12/2014	ZSCR	551	050-3	NA	'054	5WY77100	#N/A	A2C00031846	4	pin header 60P H 2R THP	NA	ROH	NA	131.84	PSAD_EPSILON_O.OSCAR FO	NO	4985269737			
568870	23/12/2014	ZSCR	551	050-3	NA	'054	5WY72970	#N/A	A2C00031844	2	pin header 60P H 2R THP	NA	ROH	NA	62.36	PSAD_EPSILON_O.OSCAR FO	NO	4985269724			
568870	23/12/2014	ZSCR	551	050-3	NA	'054	5WY70750	#N/A	A2C00031845	3	pin header 60P H 2R THP	NA	ROH	NA	98.88	PSAD_EPSILON_O.OSCAR FO	NO	4985269721			
568870	23/12/2014	ZSCR	551	050-3	NA	'054	5WY72890	#N/A	A2C00031843	3	pin header 60P H 2R THP	NA	ROH	NA	98.88	PSAD_EPSILON_O.OSCAR FO	NO	4985269723			
568870	23/12/2014	ZSCR	551	050-3	NA	'054	5WY73040	#N/A	6590119024A	4	SMD A-B Epsilon GMX381 10Loops - SP	NA	HALB	S.Real	894.12	PSAD_EPSILON_O.OSCAR FO	NO	4985269726			
568870	23/12/2014	ZSCR	551	050-3	NA	'054	5WY74080	#N/A	A2C00031841	3	pin header 60P H 2R THP	NA	ROH	NA	93.54	PSAD_EPSILON_O.OSCAR FO	NO	4985269727			
568879	23/12/2014	ZSCR	551	040-3	NA	'054	5WK43949	#N/A	A2C53242712	1	ACU MY07 M30 12	NA	HALB	S.Real	417.19	OES_HONDA CR-V HE_. (A	NO	4985269678			
568881	23/12/2014	ZSCR	551	040-2	NA	'054	5WK44836	#N/A	A2C53383913	1	pcb assy	NA	HALB	S.Real	297.65	OES_HONDA ACCORD_. (AP	NO	4985269719			
568881	23/12/2014	ZSCR	551	040-2	NA	'054	5WK44836	#N/A	A2C53383913	12	pcb assy	NA	HALB	S.Real	3571.8	OES_HONDA ACCORD_. (AP	NO	4985269719			
568881	23/12/2014	ZSCR	551	040-2	NA	'054	5WK44276	#N/A	A2C53362292	4	ACU MY11 10	NA	HALB	S.Real	1188.12	OES_HONDA ACCORD_. (AP	NO	4985269681			
568886	23/12/2014	ZSCR	551	040-2	NA	'054	5WY76110	#N/A	6593810702	10	CUBIERTA P/ CARCASA NAAO ECS1	NA	ROH	NA	31.3	PS_FORD_. (APROBACION	NO	4985269734			
568886	23/12/2014	ZSCR	551	040-2	NA	'054	5WY76110	#N/A	6593810302	10	CARCASA ECS_1 TIPO I	NA	ROH	NA	302.5	PS_FORD_. (APROBACION	NO	4985269734			
568887	23/12/2014	ZSCR	551	040-2	NA	'054	5WY72880	#N/A	A2C00013954	120	"pan head screw SF-M4 x 10,00 1241"	NA	ROH	NA	36	PSAD_EPSILON_O.OSCAR FO	NO	4985269722			
568889	23/12/2014	ZSCR	551	040-2	NA	'054	5WK44837	#N/A	A2C53239918	2	cover	NA	ROH	NA	6.7	OES_HONDA ACCORD_. (AP	NO	4985269720			
568889	23/12/2014	ZSCR	551	040-2	NA	'054	5WK44837	#N/A	A2C53239915	2	housing	NA	ROH	NA	51.34	OES_HONDA ACCORD_. (AP	NO	4985269720			
568889	23/12/2014	ZSCR	551	040-2	NA	'054	5WK44837	#N/A	A2C53239915	1	housing	NA	ROH	NA	25.67	OES_HONDA ACCORD_. (AP	NO	4985269720			
568893	23/12/2014	ZSCR	551	034-2	NA	'054	A2C37924700	05	A2C53332369	3	base plate B	NA	ROH	NA	 $20.88 	PS_FIAT BRAZIL_E.EDWIN	NO				
568893	23/12/2014	ZSCR	551	034-2	NA	'054	A2C37924700	05	A2C53337250	12	"pan head screw M3 x 8,00 1242"	NA	ROH	NA	 $2.28 	PS_FIAT BRAZIL_E.EDWIN	NO				
568915	23/12/2014	ZSCR	551	050-1	NA	'054	A2C94490800	#N/A	A2C94490800	1	pcb assy HONHRS5 V37	NA	HALB	S.Real	 $180.62 	PS_HONDA HRS5_. (APROB	NO	4985269756			
568915	23/12/2014	ZSCR	551	050-1	NA	'054	A2C94490800	#N/A	A2C94490800	1	pcb assy HONHRS5 V37	NA	HALB	S.Real	 $180.62 	PS_HONDA HRS5_. (APROB	NO	4985269756			
568915	23/12/2014	ZSCR	551	050-1	NA	'054	5WK44461	NA	A2C53404914	2	pcb assy HONHRS5 V30	NA	HALB	S.Real/AutoBF	653.78	PS_HONDA HRS5_. (APROB	NO	4985269544			
568915	23/12/2014	ZSCR	551	050-1	NA	'054	A2C87038500	NA	A2C5339962902	1	pcb assy HONHRS5 RO V13B	NA	HALB	S.Real/AutoBF	328.78	PS_HONDA HRS5_. (APROB	NO	4985269542			
568916	23/12/2014	ZSCR	551	040-3	NA	'054	A2C86816902	#N/A	A2C86617300	2	pcb assy DAGARM3 RO V16EDR	NA	HALB	S.Real	 $857.66 	PS_ARAMIS III_E.EDWIN R	NO	4985269755			
568917	23/12/2014	ZSCR	551	050-3	NA	'054	5WK44749	#N/A	A2C8021770003	1	pcb assy HONHRS6 D_20_SW	NA	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	4985269710			
568917	23/12/2014	ZSCR	551	050-3	NA	'054	A2C86832600	NA	A2C3268040002	1	pcb assy HONHRS6 V11B	NA	HALB	S.Real/AutoBF	308.02	PS_HONDA HRS6_J.JUAN CH	NO	4985269556			
568917	23/12/2014	ZSCR	551	050-3	NA	'054	A2C89730900	NA	A2C8021660002	8	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	2457.04	PS_HONDA HRS6_J.JUAN CH	NO	4985269568			
569187	29/12/2014	ZSCR	551	030-1	NA	'054	5WK44675	06	A2C33000300	1	pcb assy	NA	HALB	S.Real	118.15	PS_FIAT BRAZIL_E.EDWIN	NO	4985269701			
569188	29/12/2014	ZSCR	551	030-1	NA	'054	5WK44675	06	A2C33000300	1	pcb assy	NA	HALB	S.Real	118.15	PS_FIAT BRAZIL_E.EDWIN	NO	4985269701			
569207	29/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	#N/A	A2C9257230093	1	pcb assy GMSMD30 Top	NA	HALB	S.Real	 $256.95 	PS_SDM30_.	NO	4985269753			
569209	29/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	#N/A	A2C9257230093	1	pcb assy GMSMD30 Top	NA	HALB	S.Real	 $256.95 	PS_SDM30_.	NO	4985269753			
569210	29/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	#N/A	A2C9257230093	1	pcb assy GMSMD30 Top	NA	HALB	S.Real	 $256.95 	PS_SDM30_.	NO	4985269753			
569211	29/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	#N/A	A2C9257230093	1	pcb assy GMSMD30 Top	NA	HALB	S.Real	 $256.95 	PS_SDM30_.	NO	4985269753			
569212	29/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	#N/A	A2C9257230093	1	pcb assy GMSMD30 Top	NA	HALB	S.Real	 $256.95 	PS_SDM30_.	NO	4985269753			
569213	29/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	#N/A	A2C9257230093	1	pcb assy GMSMD30 Top	NA	HALB	S.Real	 $256.95 	PS_SDM30_.	NO	4985269753			
569215	29/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	#N/A	A2C9257230093	1	pcb assy GMSMD30 Top	NA	HALB	S.Real	 $256.95 	PS_SDM30_.	NO	4985269753			
569216	29/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	#N/A	A2C9257230093	1	pcb assy GMSMD30 Top	NA	HALB	S.Real	 $256.95 	PS_SDM30_.	NO	4985269753			
569255	29/12/2014	ZSCR	551	030-1	NA	'054	A2C53388687	NA	A2C53342620	1	pcb DC main	NA	ROH	NA	18.38	PS_ARAMIS 2013_E.EDWIN	NO	4985269659			
569256	29/12/2014	ZSCR	551	030-1	NA	'054	A2C53388687	NA	A2C53342620	1	pcb DC main	NA	ROH	NA	18.38	PS_ARAMIS 2013_E.EDWIN	NO	4985269659			
569257	29/12/2014	ZSCR	551	030-1	NA	'054	A2C53388687	NA	A2C53342620	1	pcb DC main	NA	ROH	NA	18.38	PS_ARAMIS 2013_E.EDWIN	NO	4985269659			
569258	29/12/2014	ZSCR	551	030-1	NA	'054	A2C53388687	NA	A2C53342620	1	pcb DC main	NA	ROH	NA	18.38	PS_ARAMIS 2013_E.EDWIN	NO	4985269659			
569304	29/12/2014	ZSCR	551	030-1	NA	'054	5WK44508	#N/A	A2C53416946	1	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	212.5	PS_VW10 LC_.	NO	4985269692			
569316	29/12/2014	ZSCR	551	030-1	NA	'054	A2C38081702	#N/A	A2C53375497	1	pcb assy DAGARM3 V07	NA	HALB	S.Real	 $297.76 	PS_ARAMIS III_E.EDWIN R	NO				
569317	29/12/2014	ZSCR	551	030-1	NA	'054	5WK44771	NA	A2C81531200	1	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	4985269670			
569319	29/12/2014	ZSCR	551	030-1	NA	'054	5WK44675	06	A2C33000300	1	pcb assy	NA	HALB	S.Real	118.15	PS_FIAT BRAZIL_.	NO	4985269701			
569322	29/12/2014	ZSCR	551	030-1	NA	'054	A2C86852400	#N/A	A2C87110200	1	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	 $204.20 	PS_HYUNDAI_.	NO				
569324	29/12/2014	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C32508800	10	pcb	NA	ROH	NA	116.8	PSAD_VW20_.	NO	4985269655			
569325	29/12/2014	ZSCR	551	030-1	NA	'054	5WK44774	NA	A2C53338029	6	pcb panel multiple 6-up main	NA	ROH	NA	128.28	PS_ARAMIS III_E.EDWIN R	NO	4985269670			
569327	29/12/2014	ZSCR	551	030-1	NA	'054	5WK44773	NA	A2C53338029	6	pcb panel multiple 6-up main	NA	ROH	NA	128.28	PS_ARAMIS III_E.EDWIN R	NO	4985269670			
569328	29/12/2014	ZSCR	551	030-1	NA	'054	A2C53364457A	#N/A	A2C53364453	12	pcb IEEZZDIV BOSE IEE VW3	NA	ROH	NA	 $112.80 	OC_BOSE VW_A.ANA TAPIA-	NO				
569329	29/12/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C30816300	12	pcb SVI	NA	ROH	NA	178.2	PS_CHRYSLER MY2013_E.ED	NO	4985269653			
569330	29/12/2014	ZSCR	551	030-1	NA	'054	5WK44690	#N/A	A2C53295039	6	pcb HONDA ACU16 main	NA	ROH	NA	100.5	PS_HONDA HRS5_.	NO	4985269707			
569333	29/12/2014	ZSCR	551	040-1	NA	'054	A2C85801200	NA	A2C83972000	1	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_.	NO	4985269524			
569335	29/12/2014	ZSCR	551	034-2	NA	'054	5WK44773	NA	A2C81532800	1	pcb assy DAGARM3 V12	NA	HALB	S.Real	330.02	PS_ARAMIS III_E.EDWIN R	NO	4985269671			
569337	29/12/2014	ZSCR	551	040-5	NA	'054	5WY89350	NA	A2C31080700	1	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4985269653			
569339	29/12/2014	ZSCR	551	040-3	NA	'054	A2C37924700	05	A2C53337250	8	"pan head screw M3 x 8,00 1242"	NA	ROH	NA	 $1.52 	PS_FIAT BRAZIL_E.EDWIN	NO				
569339	29/12/2014	ZSCR	551	040-3	NA	'054	A2C37924700	05	A2C53332369	2	base plate B	NA	ROH	NA	 $13.92 	PS_FIAT BRAZIL_E.EDWIN	NO				
569339	29/12/2014	ZSCR	551	040-3	NA	'054	A2C96636001	#N/A	A2C96660600	1	pcb assy PTFSPEED15 V01_1	NA	HALB	S.Real	 $156.04 	PS_FIAT BRAZIL_E.EDWIN	NO				
569339	29/12/2014	ZSCR	551	040-3	NA	'054	A2C37924700	05	A2C37744300	1	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	 $156.24 	PS_FIAT BRAZIL_E.EDWIN	NO				
569341	29/12/2014	ZSCR	551	040-5	NA	'054	A2C31080700	NA	A2C53330109	3	socket	NA	ROH	NA	54.3	PS_CHRYSLER MY2013_E.ED	NO	4985269653			
569342	29/12/2014	ZSCR	551	040-3	NA	'054	A2C91764400	#N/A	A2C40000025	4	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	 $27.32 	PS_SDM30_.	NO	4985269754			
569343	29/12/2014	ZSCR	551	040-3	NA	'054	5WY89350	NA	A2C53436156	1	cover RAP T BK	NA	ROH	NA	6.4	PS_CHRYSLER MY2013_E.ED	NO	4985269653			
569344	29/12/2014	ZSCR	551	040-5	NA	'054	5WK44689	#N/A	A2C53330107	1	socket	NA	ROH	NA	13.19	PS_FIAT BRAZIL_E.EDWIN	NO	4985269706			
569344	29/12/2014	ZSCR	551	040-5	NA	'054	5WK44675	06	A2C53330103	3	socket	NA	ROH	NA	31.35	PS_FIAT BRAZIL_E.EDWIN	NO	4985269701			
569344	29/12/2014	ZSCR	551	040-5	NA	'054	5WK44760	#N/A	A2C53330105	1	socket	NA	ROH	NA	12.01	PS_FIAT BRAZIL_E.EDWIN	NO	4985269712			
569345	29/12/2014	ZSCR	551	040-3	NA	'054	A2C81542300	NA	A2C81543200	1	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	4985269659			
569346	29/12/2014	ZSCR	551	040-2	NA	'054	A2C81542300	NA	A2C81543200	1	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	4985269659			
569348	29/12/2014	ZSCR	551	040-1	NA	'054	A2C86816902	#N/A	A2C86617300	1	pcb assy DAGARM3 RO V16EDR	NA	HALB	S.Real	 $428.83 	PS_ARAMIS III_E.EDWIN R	NO	4985269755			
