No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	 	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
563575	11/12/2014	ZSCR	551	050-1	NA	'054	A2C8213500093	NA	A2C8213500093	1	1501	pcb topSMD 12 Loop TOP	NA	HALB	S.Real	249.38	PS_SDM10+_.	NO	
563576	11/12/2014	ZSCR	551	040-3	NA	'054	A2C82134700	NA	A2C8213500093	1	1403	pcb topSMD 12 Loop TOP	NA	HALB	S.Real	249.38	PS_SDM10+_.	NO	
563577	11/12/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	4985095358
563578	11/12/2014	ZSCR	551	040-1	NA	'054	A2C81625700	NA	A2C5339961702	1	1401	pcb assy V1B	NA	HALB	S.Real/AutoBF	209.64	PS_HONDA HRS6_J.JUAN CH	NO	4985094796
563580	11/12/2014	ZSCR	551	040-1	NA	'054	5WY90360	NA	A2C34805100	1	1401	pcb assy	NA	HALB	S.Real/AutoBF	161.65	PSAD_GM BRASIL_A.ANA TA	NO	4985093962
563582	11/12/2014	ZSCR	551	040-1	NA	'054	5WY88040	NA	A2C53412214	1	1401	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO	4985095306
563589	11/12/2014	ZSCR	551	040-1	NA	'054	A2C37820700	NA	A2C53243155MI	1	1401	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	428.49	PS_ARAMIS II MCG_F.FERN	NO	
563591	11/12/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
563790	12/12/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
563791	12/12/2014	ZSCR	551	030-1	NA	'054	A2C81531200	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
563794	12/12/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
563796	12/12/2014	ZSCR	551	030-1	NA	'054	A2C81531200	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
563798	12/12/2014	ZSCR	551	030-1	NA	'054	A2C81531200	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
563803	12/12/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
563804	12/12/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
563805	12/12/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
563811	12/12/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C87110200	1	1301	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
563812	12/12/2014	ZSCR	551	030-1	NA	'054	A2C37820700	NA	A2C53243155MI	1	1301	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	428.49	PS_ARAMIS II MCG_F.FERN	NO	
563813	12/12/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C81531200	1	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS II MCG_F.FERN	NO	
563815	12/12/2014	ZSCR	551	030-1	NA	'054	A2C83014200	NA	A2C83014300	1	1301	pcb assy OPLA3 300 AU/SN	NA	HALB	S.Real	232.82	PSAD_OPEL 4400_J.JOSE O	NO	
563817	12/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO	
563844	12/12/2014	ZSCR	551	030-1	NA	'054	A2C85606100	NA	A2C3268040093	1	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	266.18	PS_HONDA HRS6_J.JUAN CH	NO	
563847	12/12/2014	ZSCR	551	030-1	NA	'054	A2C8327790092	NA	A2C83277500	1	1301	pcb	NA	ROH	NA	22.89	PS_SDM30_.	NO	
563849	12/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO	
563850	12/12/2014	ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_SDM30_.	NO	
563851	12/12/2014	ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_SDM30_.	NO	
563854	12/12/2014	ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_SDM30_.	NO	
563855	12/12/2014	ZSCR	551	030-1	NA	'054	A2C81542600	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_SDM30_.	NO	
563860	12/12/2014	ZSCR	551	030-1	NA	'054	A2C37817202	NA	A2C53338029	12	1301	pcb panel multiple 6-up main	NA	ROH	NA	256.56	PS_ARAMIS III_E.EDWIN R	NO	
563866	12/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO	
563870	12/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
563872	12/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
563876	12/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO	
563877	12/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO	
563878	12/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO	
563886	12/12/2014	ZSCR	551	034-3	NA	'054	A2C87074700	NA	A2C40000025	5	1343	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	34.15	PS_SDM10+_.	NO	
563886	12/12/2014	ZSCR	551	034-3	NA	'054	A2C91763800	NA	A2C53338471	5	1343	contact element	NA	ROH	NA	5.1	PS_SDM10+_.	NO	
563886	12/12/2014	ZSCR	551	034-3	NA	'054	A2C83971300	NA	A2C53395715	3	1343	housing WIC P BK A-B	NA	ROH	NA	104.4	PS_SDM10+_.	NO	
563888	12/12/2014	ZSCR	551	042-4	NA	'054	A2C83711000	NA	A2C53330108	4	1424	socket	NA	ROH	NA	72	PS_FIAT BRAZIL_E.EDWIN	NO	
563919	12/12/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53417068A	6	1301	VW10 circuit board assy 8FL SMD Top	NA	HALB	S.Real	1000.26	PS_VW10 LC_U.ULISES VIL	NO	
563922	12/12/2014	ZSCR	551	040-5	NA	'054	A2C53364457	NA	A2C53364457	1	1405	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO	4985096052
563923	12/12/2014	ZSCR	551	040-1	NA	'054	5WK44252	NA	A2C53364457	1	1401	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO	4985094763
563926	12/12/2014	ZSCR	551	040-1	NA	'054	5WY88050	NA	A2C53417787	1	1401	pcb assy	NA	HALB	S.Real/AutoBF	148.49	PSAD_GM BRASIL_A.ANA TA	NO	4985095341
563929	12/12/2014	ZSCR	551	040-1	NA	'054	A2C8021660002	NA	A2C8021660002	1	1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	4985095358
563932	12/12/2014	ZSCR	551	040-1	NA	'054	A2C82134700	NA	A2C8213500093	3	1401	pcb topSMD 12 Loop TOP	NA	HALB	S.Real	748.14	PS_SDM10+_.	NO	
563933	12/12/2014	ZSCR	551	034-2	NA	'054	5WK44245	NA	A2C53353898	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	485.13	OC_OCS NISSAN_A.ANA TAP	NO	4985094308
563934	12/12/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
563936	12/12/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
563937	12/12/2014	ZSCR	551	040-5	NA	'054	A2C80644600	NA	A2C81531200	1	1405	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
563944	12/12/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C81531200	1	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
563944	12/12/2014	ZSCR	551	030-1	NA	'054	A2C86816902	NA	A2C8661730093	3	1301	pcb assy DAGARM3 RO V16EDR TOP	NA	HALB	S.Real	1101.42	PS_ARAMIS III_E.EDWIN R	NO	
563944	12/12/2014	ZSCR	551	030-1	NA	'054	A2C86816501	NA	A2C8681670093	4	1301	pcb assy DAGARM3 V18EDR TOP	NA	HALB	S.Real	1819.88	PS_ARAMIS III_E.EDWIN R	NO	
563953	12/12/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_.	NO	
563960	12/12/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO	
563962	12/12/2014	ZSCR	551	030-1	NA	'054	A2C73614500	NA	A2C8304280093	3	1301	pcb assy MGNT75 Top	NA	HALB	S.Real	416.52	PSAD_PSA MAGNA_J.JOSE O	NO	
563973	12/12/2014	MB1A	951	025-4	NA	'054	NA	NA	A2C53367683	984	1254	pcb VW ZZDIV AC VW10G RdW 1	NA	ROH	NA	17967.84	PS_VW10 LC_U.ULISES VIL	NO	
564155	13/12/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
564157	13/12/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
564159	13/12/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
564161	13/12/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
564164	13/12/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
564165	13/12/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
564179	13/12/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
564180	13/12/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
564181	13/12/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
564193	13/12/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
564194	13/12/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	72.43	OC_BOSE VW_A.ANA TAPIA-	NO	
564200	13/12/2014	ZSCR	551	030-1	NA	'054	A2C85606100	NA	A2C3268040093	1	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	266.18	PS_HONDA HRS6_J.JUAN CH	NO	
564201	13/12/2014	ZSCR	551	030-1	NA	'054	A2C85606200	NA	A2C3268040093	1	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	266.18	PS_HONDA HRS6_J.JUAN CH	NO	
564202	13/12/2014	ZSCR	551	030-1	NA	'054	A2C85606900	NA	A2C3268040093	1	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	266.18	PS_HONDA HRS6_J.JUAN CH	NO	
564204	13/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
564213	13/12/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00003512	1	1351	"R LIN,33R,5%,TK200,250mW,1206"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO	
564213	13/12/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00003778	18	1351	"R LIN,10R,5%,TK250,125mW,0805"		ROH	NA	0.18	PS_ARAMIS III_F.FERNAND	NO	
564213	13/12/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00010877	45	1351	"R LIN,3K24,1%,TK100,100mW,0603"		ROH	NA	0.45	PS_ARAMIS III_F.FERNAND	NO	
564213	13/12/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00032448	45	1351	"47nF,10%,50V,X8R,0805,Sn,CER CAP/++ Open"		ROH	NA	4.5	PS_ARAMIS III_F.FERNAND	NO	
564213	13/12/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00035033	6	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	9.12	PS_ARAMIS III_F.FERNAND	NO	
564213	13/12/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00037520	4	1351	"1,N_CHAN,MOS,POWER,100V,21.7A,75mOhm,DPA"		ROH	NA	4.96	PS_ARAMIS III_F.FERNAND	NO	
564213	13/12/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00043037	1	1351	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"		ROH	NA	0.48	PS_ARAMIS III_F.FERNAND	NO	
564213	13/12/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00071500	52	1351	"D REC/SBAV99WT1G,70V,200mA,SOT323_3,0s"		ROH	NA	4.16	PS_ARAMIS III_F.FERNAND	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828B	NA	A2C00002247	10	1351	"47nF,10%,100V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.5	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828B	NA	A2C00003792	4	1351	"R LIN,330R,5%,TK200,125mW,0805"		ROH	NA	0.04	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828A	NA	A2C00003915	12	1351	"1K74,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.96	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828B	NA	A2C00004240	6	1351	"2K,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.12	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828B	NA	A2C00004363	3	1351	"R LIN,15K4,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828B	NA	A2C00004586	14	1351	"5R62,1%,TK200,125mW,0805,LIN RES/"		ROH	NA	1.68	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828B	NA	A2C00006418	10	1351	"T BIP/BCR 48PN E6327,SOT363"		ROH	NA	1.7	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828B	NA	A2C00011061	7	1351	"1,NPN,RET,100mA,50V,SOT323_3,BIP/BCR133W"		ROH	NA	0.63	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828B	NA	A2C00017564	4	1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	2.48	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828B	NA	A2C00018230	1	1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.16	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828A	NA	A2C00018819	132	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	9.24	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828A	NA	A2C00021528	10	1351	"1,NPN,RET,70mA,50V,SOT323,BIP/PDTC144EU"		ROH	NA	0.9	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828A	NA	A2C00022343	2	1351	"8MHz,0.1%,CSTCE,CER RESONATOR"		ROH	NA	2.86	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828B	NA	A2C00031355	1	1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	0.1	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828B	NA	A2C00037377	1	1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	0.25	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828B	NA	A2C00037383	5	1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	9	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828A	NA	A2C00040324	11	1351	"ATIC51_S2,D4 5V AMK,6,0V,0Ohm,QFP80,GENE"		ROH	NA	329.67	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828A	NA	A2C00043841	5	1351	"EEPROM,64KBit,8k x 8,SO8,-40C,125C,MEMOR"		ROH	NA	11.85	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828A	NA	A2C00047594	8	1351	"IC MCU PRO/ST72324TA (PCN5093),A1,TQFP32"		ROH	NA	71.36	PS_FORD_N.NORTON MARQUE	NO	
564214	13/12/2014	ZSCR	551	035-1	0	'054	A2C53241828A	NA	A2C00049061	31	1351	"2-axis lateral accelerometer 70g/35g,5V,"		ROH	NA	753.61	PS_FORD_N.NORTON MARQUE	NO	
564232	13/12/2014	ZSCR	551	030-1	NA	'054	A2C82542000	NA	A2C82538800	1	1301	pcb 4-lay Series	NA	ROH	NA	24.69	PSAD_OPEL 4400_J.JOSE O	NO	
564232	13/12/2014	ZSCR	551	030-1	NA	'054	A2C8301210093	NA	A2C83012400	1	1301	pcb 4-lay	NA	ROH	NA	22.17	PSAD_OPEL 4400_J.JOSE O	NO	
564249	13/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
564252	13/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
564253	13/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
564256	13/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	
564257	13/12/2014	ZSCR	551	030-1	NA	'054	A2C91764400	NA	A2C9257270093	1	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	384.12	PS_SDM30_.	NO	
564262	13/12/2014	ZSCR	551	030-1	NA	'054	A2C91764400	NA	A2C9257270093	1	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	384.12	PS_SDM30_.	NO	
564279	13/12/2014	ZSCR	551	030-1	NA	'054	A2C53388687	NA	A2C53342620	1	1301	pcb DC main	NA	ROH	NA	18.38	PS_ARAMIS 2012_.	NO	
564281	13/12/2014	ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	
564282	13/12/2014	ZSCR	551	030-1	NA	'054	A2C81542700	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	
564283	13/12/2014	ZSCR	551	030-1	NA	'054	A2C81542600	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	
564284	13/12/2014	ZSCR	551	030-1	NA	'054	A2C81542600	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	
564285	13/12/2014	ZSCR	551	030-1	NA	'054	A2C81542300	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	
564286	13/12/2014	ZSCR	551	030-1	NA	'054	A2C81542300	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	
564287	13/12/2014	ZSCR	551	030-1	NA	'054	A2C81542300	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	
564292	13/12/2014	ZSCR	551	030-1	NA	'054	A2C81542300	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	
564293	13/12/2014	ZSCR	551	030-1	NA	'054	A2C81542500	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	
564295	13/12/2014	ZSCR	551	030-1	NA	'054	A2C81542300	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2012_.	NO	
564303	13/12/2014	ZSCR	551	030-1	NA	'054	A2C53334928	NA	A2C53342620	3	1301	pcb DC main	NA	ROH	NA	55.14	PS_ARAMIS 2012_.	NO	
564303	13/12/2014	ZSCR	551	030-1	NA	'054	A2C81542300	NA	A2C53388687	3	1301	circuit board assy	NA	HALB	S.Real	1077.96	PS_ARAMIS 2012_.	NO	
564307	13/12/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412221	6	1301	pcb GM BRAZIL S	NA	ROH	NA	85.14	PSAD_GM BRASIL_A.ANA TA	NO	
564309	13/12/2014	ZSCR	551	030-1	NA	'054	A2C53374378A	NA	A2C53374377	6	1301	pcb VW ZZDIV AC	NA	ROH	NA	95.16	PS_VW10 LC_U.ULISES VIL	NO	
564325	13/12/2014	ZSCR	551	042-4	NA	'054	A2C81542700	NA	A2C81543200	1	1424	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2012_.	NO	
564327	13/12/2014	ZSCR	551	042-4	NA	'054	5WK44252	NA	A2C53364457	3	1424	pcb assy	NA	HALB	S.Real/AutoBF	288.75	OC_BOSE VW_A.ANA TAPIA-	NO	4985096132
564344	13/12/2014	ZSCR	551	042-4	NA	'054	A2C85621800	NA	A2C53412214	1	1424	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO	4985096151
564348	13/12/2014	ZSCR	551	040-2	NA	'054	A2C91764100	NA	A2C9257230093	1	1402	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO	
564351	13/12/2014	ZSCR	551	040-1	NA	'054	A2C89731000	NA	A2C8021730003	1	1401	pcb assy HONHRS6 V06	NA	HALB	S.Real/AutoBF	179.51	PS_HONDA HRS6_J.JUAN CH	NO	4985095375
564352	13/12/2014	ZSCR	551	040-1	NA	'054	A2C85606500	NA	A2C3268040002	1	1401	pcb assy HONHRS6 V11B	NA	HALB	S.Real/AutoBF	308.02	PS_HONDA HRS6_J.JUAN CH	NO	4985093904
564358	13/12/2014	ZSCR	551	034-2	NA	'054	A2C37924700	NA	A2C53332366	1	1342	cover RAP T BK	NA	ROH	NA	4.82	PS_FIAT BRAZIL_E.EDWIN	NO	
564360	13/12/2014	ZSCR	551	040-1	NA	'054	5WK44040	NA	A2C53279728	1	1401	keypad assy	NA	HALB	S.Real/AutoBF	474.15	OC_OCS NISSAN_A.ANA TAP	NO	4985094710
564625	14/12/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	359.32	PS_ARAMIS 2013_E.EDWIN	NO	
