No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Doc. Header Tex	Déficit Stock	No.Docto.SAP
461637	21/05/2014	ZSCR	551	040-1	NA	'045	A2C53251265	NA	A2C53251265	1	1401	circuit board assy TPM ikey	NA	HALB	S.Real	S2_BCM_R.RODRIGO CERVAN	NO	4978137091
461650	21/05/2014	ZSCR	551	030-1	NA	'045	A2C7402430192	NA	A2C7402430192	20	1301	pcb BOT THD BCU GM high Global A	NA	HALB	S.Real/AutoBF	S1_BCM K2XX_L.LUIS LIZA	NO	4978139041
461668	21/05/2014	ZSCR	551	030-1	NA	'045	A2C53297309	NA	A2C53297309	30	1301	circuit board assy NIS	NA	HALB	S.Real/AutoBF	S2_KEY FOB_A.ANTONIO AL	NO	4978138836
461669	21/05/2014	ZSCR	551	034-2	NA	'045	A2C53282678	NA	A2C53282678	1	1342	electronic VECU	NA	HALB	S.Real	S1_ABM_M.MANUEL MANZANO	NO	4978137464
461729	21/05/2014	ZSCR	551	040-1	NA	'045	A2C74024301	NA	A2C74024301	1	1401	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	S1_BCM K2XX_L.LUIS LIZA	NO	4978137170
461731	21/05/2014	ZSCR	551	040-1	NA	'045	A2C74024301	NA	A2C74024301	2	1401	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	S1_BCM K2XX_L.LUIS LIZA	NO	4978137170
461741	21/05/2014	ZSCR	551	040-1	NA	'045	A2C74024301	NA	A2C74024301	1	1401	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	S1_BCM K2XX_L.LUIS LIZA	NO	4978137170
461745	21/05/2014	ZSCR	551	040-1	NA	'045	A2C74024301	NA	A2C74024301	2	1401	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	S1_BCM K2XX_L.LUIS LIZA	NO	4978137170
461776	21/05/2014	ZSCR	551	034-2	NA	'045	A2C32763601	NA	A2C32763601	1	1342	pcb assy BCU 315 V20	NA	HALB	S.Real	S4_PQ25 LP3_.	NO	4978137445
461779	21/05/2014	ZSCR	551	040-1	NA	'045	A2C82983200	NA	A2C82983200	2	1401	pcb assy BCU	NA	HALB	S.Real	S4_PQ35 6ta Gen_.	NO	4978137316
461781	21/05/2014	ZSCR	551	034-2	NA	'045	A2C82982800	NA	A2C82982800	2	1342	pcb assy BCU	NA	HALB	S.Real	S4_PQ35 6ta Gen_.	NO	4978137559
461784	21/05/2014	ZSCR	551	040-1	NA	'045	A2C82982100	NA	A2C82982100	1	1401	pcb assy BCU	NA	HALB	S.Real	S4_PQ35 6ta Gen_.	NO	4978137247
461786	21/05/2014	ZSCR	551	040-1	NA	'045	A2C82982700	NA	A2C82982700	1	1401	pcb assy BCU	NA	HALB	S.Real	S4_PQ35 6ta Gen_.	NO	4978137284
																		
