No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
286606	4/6/2013	MB1A	551	034-2	K96019	'015	NA	NA	A2C81412600	60				1095	circuit board assy TPM	NA	HALB	S.Real/AutoBF	1323	S1_TIS 1D GM K2XX_JAIME	NO	4966572827
287427	4/8/2013	ZSCR	551	042-4	NA	'015	A2C53429204	NA	A2C53429215	2				1424	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	85.32	S5_TIS1C127 HMC_ADRIANA	NO	4966574915
289411	4/12/2013	ZSCR	551	034-2	NA	'015	A2C31556200	NA	A2C53311707	8	3011	015	 	1342	housing	NA	ROH	NA	19.44	S5_TIS1C127 NISSAN_CARL	NO	4966577529
289515	4/12/2013	ZSCR	551	040-2	NA	'015	A2C53402100	NA	A2C00510300	4	3011	015	 	1402	"EM OTH BATTERY/CR2450HR-EX,500mAh,3V"	NA	ROH	NA	41.24	S1_TG1C HYUNDAI_MIGUEL	NO	4966577677
289520	4/12/2013	ZSCR	551	034-2	NA	'015	5WY9012	NA	A2C83358900	1	3011	015	 	1342	housing assy TPM	NA	ROH	NA	5.99	S1_TIS 1D CHRYSLER_JAIM	NO	4966577515
289530	4/12/2013	ZSCR	551	034-2	NA	'015	5WY9012	NA	A2C53413509	1	3011	015	 	1342	cover NC	NA	ROH	NA	0.59	S1_TIS 1D CHRYSLER_JAIM	NO	4966577515
289797	4/13/2013	ZSCR	551	034-2	NA	'015	A2C53402100	NA	A2C53311707	11	3011	015	 	1342	housing	NA	ROH	NA	26.73	S1_TG1C HYUNDAI_MIGUEL	NO	4966577559
289803	4/13/2013	ZSCR	551	034-2	NA	'015	A2C53429216	NA	A2C53422372	2	3011	015	 	1342	housing	NA	ROH	NA	3.4	S1_TG1C HYUNDAI_MIGUEL	NO	4966577587
290147	4/15/2013	ZSCR	551	040-2	NA	'015	S180052041	NA	A2C53278172	8	3011	015	 	1402	"rot shaft lip seal 9,4x16,30x 6,5 VMQ"	NA	ROH	NA	6.8	S1_TG1C HYUNDAI_MIGUEL	NO	4966577731
290149	4/15/2013	ZSCR	551	034-2	NA	'015	S180052041	NA	A2C53422372	2	3011	015	 	1342	housing	NA	ROH	NA	3.4	S1_TG1C HYUNDAI_MIGUEL	NO	4966577602
