No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	045		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
529012	02/10/2014	ZSCR	551	040-4	NA	'045	A2C32335900	NA	A2C34525600	14	3011	045		1404	cover	NA	ROH	NA	33.74	S1_FOB K2XX_L.LUIS LOPE	NO	4982890720
529078	02/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00023274	34	3011	045		1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	5.78	S4_PQ35 6ta Gen_P.PABLO	NO	4982889996
529078	02/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00034326	3	3011	045		1351	"R LIN,1K2,1%,TK100,250mW,1206"		ROH	NA	0.06	S4_PQ35 6ta Gen_P.PABLO	NO	4982890573
529078	02/10/2014	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00034326	2	3011	045		1351	"R LIN,1K2,1%,TK100,250mW,1206"		ROH	NA	0.04	S4_PQ35 6ta Gen_P.PABLO	NO	4982890573
529472	03/10/2014	ZSCR	551	040-3	NA	'045	A2C32336300	NA	A2C34525500	4	3011	045		1403	Side caps	NA	ROH	NA	51.64	S1_FOB K2XX_L.LUIS LOPE	NO	4982890594
529475	03/10/2014	ZSCR	551	040-4	NA	'045	A2C32336300	NA	A2C34525500	16	3011	045		1404	Side caps	NA	ROH	NA	206.56	S1_FOB K2XX_L.LUIS LOPE	NO	4982890594
529475	03/10/2014	ZSCR	551	040-4	NA	'045	A2C32335900	NA	A2C34525600	4	3011	045		1404	cover	NA	ROH	NA	9.64	S1_FOB K2XX_L.LUIS LOPE	NO	4982890720
529475	03/10/2014	ZSCR	551	040-4	NA	'045	A2C32336100	NA	A2C34525700	1	3011	045		1404	cover	NA	ROH	NA	2.41	S1_FOB K2XX_L.LUIS LOPE	NO	4982890626
529561	04/10/2014	ZSCR	551	035-1	0	'045	A2C8328700093	NA	A2C00027381	27	3011	045		1351	"R LIN,390R,5%,TK200,100mW,0603"		ROH	NA	0.27	S6_ESCL_E.EDGAR FLORES	NO	4982890158
529561	04/10/2014	ZSCR	551	035-1	0	'045	A2C8328700093	NA	A2C00032451	3	3011	045		1351	"C CER,X7R,10uF,10%,16V,1206,Sn"		ROH	NA	0.75	S6_ESCL_E.EDGAR FLORES	NO	4982890340
529566	04/10/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00023412	2	3011	045		1351	"4,EQ ISO,konvex 1206,330K,5%,63mW,NET RE"		ROH	NA	0.08	S2_CMF1_R.RODRIGO CERVA	NO	4982890010
529568	04/10/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00023274	13	3011	045		1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	2.21	S2_CMF1_R.RODRIGO CERVA	NO	4982889996
529568	04/10/2014	ZSCR	551	035-1	0	'045	A2C8275221193	NA	A2C00023696	47	3011	045		1351	"470pF,1%,100V,C0G,0805,TINNED,CER CAP/no"		ROH	NA	10.81	S2_CMF1_R.RODRIGO CERVA	NO	4982890041
529568	04/10/2014	ZSCR	551	035-1	0	'045	A2C8275221193	NA	A2C00030945	116	3011	045		1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	4.64	S2_CMF1_R.RODRIGO CERVA	NO	4982890259
529568	04/10/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00030945	85	3011	045		1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	3.4	S2_CMF1_R.RODRIGO CERVA	NO	4982890259
