No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337549893	NA	A2C00019595	1	3011	054		1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	4980621632
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337549893	NA	A2C00019592	1	3011	054		1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	4980621632
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337549893	NA	A2C00052767	1	3011	054		1351	"100uH,1A,SMD,COIL/"		ROH	NA	2.3	PS_ARAMIS III_F.FERNAND	NO	4980621632
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337549893	NA	A2C00023789	11	3011	054		1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.22	PS_ARAMIS III_F.FERNAND	NO	4980621632
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337549893	NA	A2C00020874	4	3011	054		1351	"10pF,0.5pF,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.08	PS_ARAMIS III_F.FERNAND	NO	4980621632
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337549893	NA	A2C00034350	1	3011	054		1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	7.1	PS_ARAMIS III_F.FERNAND	NO	4980621632
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337551193	NA	A2C40002678	3	3011	054		1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	0.21	PS_ARAMIS III_F.FERNAND	NO	4980621688
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337551193	NA	A2C00031355	1	3011	054		1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	0.1	PS_ARAMIS III_F.FERNAND	NO	4980621688
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337551193	NA	A2C00023789	25	3011	054		1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.5	PS_ARAMIS III_F.FERNAND	NO	4980621688
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337551193	NA	A2C00047538	1	3011	054		1351	"27V,500mW,SOD123,ZENER/MMSZ5254B"		ROH	NA	0.12	PS_ARAMIS III_F.FERNAND	NO	4980621688
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00029072	1	3011	054		1351	"10nF,10%,50V,X7R,0603,TINNED,CER CAP/GCM"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	4980621612
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00059117	1	3011	054		1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.05	PS_ARAMIS III_F.FERNAND	NO	4980621612
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00023789	6	3011	054		1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.12	PS_ARAMIS III_F.FERNAND	NO	4980621612
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00004324	1	3011	054		1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	4980621612
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00042664	1	3011	054		1351	"IC MEM/AT25640A-TQ27U1,A1,64KBit,EEPROM,"		ROH	NA	2.56	PS_ARAMIS III_F.FERNAND	NO	4980621612
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00047022	1	3011	054		1351	"TA CAP,TA,100uF,20%,16V,SMD"		ROH	NA	1.69	PS_ARAMIS III_F.FERNAND	NO	4980621612
501635	06/08/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00019595	1	3011	054		1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	4980621612
501636	06/08/2014	ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00034350	1	3011	054		1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	7.1	PS_ARAMIS II MCG_F.FERN	NO	4980621516
501636	06/08/2014	ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00019134	18	3011	054		1351	"TA CAP,TA,33uF,20%,16V,SMD"		ROH	NA	23.94	PS_ARAMIS II MCG_F.FERN	NO	4980621516
501636	06/08/2014	ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00031355	1	3011	054		1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	0.1	PS_ARAMIS II MCG_F.FERN	NO	4980621516
501636	06/08/2014	ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00033760	64	3011	054		1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	3.84	PS_ARAMIS II MCG_F.FERN	NO	4980621516
501636	06/08/2014	ZSCR	551	035-1	0	'054	A2C53243156A	NA	A2C00011374	22	3011	054		1351	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.22	PS_ARAMIS II MCG_F.FERN	NO	4980621516
