No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
104284	MB1A	551	034-3	B30301-00295	NA	NA	5WK44094	1				1095	ACU Aramis1 Gen CCG RT HI DOM Spare Part	NA	FERT	NA	495.29	
104285	MB1A	551	034-1	B30301-00295	NA		5WK43611	1				1095	DCX ACU ARAMIS RT with side / RO	NA	FERT	NA	494.83	
104286	MB1A	551	040-3	B30301-00295	NA		5WK43611	1				1095	DCX ACU ARAMIS RT with side / RO	NA	FERT	NA	494.83	
104287	MB1A	551	034-1	B30301-00295	NA		5WK43611	1				1095	DCX ACU ARAMIS RT with side / RO	NA	FERT	NA	494.83	
104288	MB1A	551	040-2	B30301-00295	NA		5WK43611	1				1095	DCX ACU ARAMIS RT with side / RO	NA	FERT	NA	494.83	
104289	MB1A	551	034-3	B30301-00295	NA		5WK43611	1				1095	DCX ACU ARAMIS RT with side / RO	NA	FERT	NA	494.83	
104290	MB1A	551	034-3	B30301-00295	NA	NA	5WK44094	1				1095	ACU Aramis1 Gen CCG RT HI DOM Spare Part	NA	FERT	NA	495.29	
104291	MB1A	551	034-3	B30301-00295	NA		5WK43611	4				1095	DCX ACU ARAMIS RT with side / RO	NA	FERT	NA	1979.32	
104292	MB1A	551	034-1	B30301-00295	NA		5WK43858	3				1095	DCX ACU ARAMIS RT BUX with side / RO	NA	FERT	NA	1495.86	
104293	MB1A	551	034-1	B30301-00295	NA	NA	5WK44096	1				1095	ACU Aramis1 Gen CCG RT HI BUX Spare Part	NA	FERT	NA	499.08	
104294	MB1A	551	034-3	B30301-00295	NA	NA	5WK44094	1				1095	ACU Aramis1 Gen CCG RT HI DOM Spare Part	NA	FERT	NA	495.29	
104295	MB1A	551	034-1	B30301-00295	NA		5WK43858	1				1095	DCX ACU ARAMIS RT BUX with side / RO	NA	FERT	NA	498.62	
104296	MB1A	551	034-3	B30301-00295	NA		5WK43858	1				1095	DCX ACU ARAMIS RT BUX with side / RO	NA	FERT	NA	498.62	
104297	MB1A	551	034-3	B30301-00295	NA		5WK43611	3				1095	DCX ACU ARAMIS RT with side / RO	NA	FERT	NA	1484.49	
104335	MB1A	551	040-1	B30301-00295	NA	NA	A2C34527200	1				1095	pcb mechanical assy Aramis 2012 v26	NA	HALB	S.Real	451.13	
104340	ZSCR	551	034-3	NA	5WY86930		5WY86930	1				1343	RT HI DOM Aramis 2011	NA	FERT	NA	481.1	
104343	MB1A	551	030-1	B30301-00295	NA	NA	A2C34527200	1				1095	pcb mechanical assy Aramis 2012 v26	NA	HALB	S.Real	451.13	
104348	MB1A	551	040-1	B30301-00295	NA	NA	A2C31267500MI	1				1095	circuit board assy Aramis 2012 MI	NA	HALB	S.Real	413.04	
104349	MB1A	551	040-1	B30301-00295	NA	NA	A2C31267500MI	1				1095	circuit board assy Aramis 2012 MI	NA	HALB	S.Real	413.04	
104353	ZSCR	551	040-2	NA	5WY87010	NA	A2C53405104MI	1				1402	circuit board assy	NA	HALB	S.Real	449.66	
104379	ZSCR	551	042-4	NA	5WK43966	NA	A2C53189516MI	1				1424	MI assy W/S 212&A207 WOPPS/WRO	NA	HALB	S.Real	479.72	
104380	ZSCR	551	042-4	NA	5WK43966	NA	A2C53189516MI	1				1424	MI assy W/S 212&A207 WOPPS/WRO	NA	HALB	S.Real	479.72	
104385	ZSCR	551	034-2	NA	5WK43966	NA	A2C53189516MI	3				1342	MI assy W/S 212&A207 WOPPS/WRO	NA	HALB	S.Real	1439.16	
104397	ZSCR	551	040-2	NA	5WK44525	2	5WK44525	1				1402	W/S204 WO/PyroPPSg WO/RO WO/PO Aramis 3	NA	FERT	NA	342.13	
104436	ZSCR	551	034-2	NA	5WK44252		5WK44252	48				1342	BoSe VW311	NA	FERT	NA	6043.2	
104437	ZSCR	551	040-3	NA	5WK44252		5WK44252	18				1403	BoSe VW311	NA	FERT	NA	2266.2	
104438	ZSCR	551	040-3	NA	5WK44252		5WK44252	10				1403	BoSe VW311	NA	FERT	NA	1259	
104439	ZSCR	551	040-3	NA	5WK44252		5WK44252	16				1403	BoSe VW311	NA	FERT	NA	2014.4	
104466	MB1A	551	050-1	B30301-00295	NA	NA	A2C31267400MI	1				1095	circuit board assy Aramis 2012 MI	NA	HALB	S.Real	413.04	
104470	MB1A	551	050-1	B30301-00295	NA	NA	A2C31267500MI	1				1095	circuit board assy Aramis 2012 MI	NA	HALB	S.Real	413.04	
104480	ZSCR	551	034-2	NA	5WK44524	2	5WK44524	1				1342	W/S204 WO/PyroPPSg WO/RO WO/PO Aramis 3	NA	FERT	NA	340.84	
104506	ZSCR	551	050-2	NA	5WK44285	NA	A2C53367544	3				1502	airbag control elect MY10	NA	HALB	S.Real	791.52	
104507	ZSCR	551	030-1	NA	5WK44285	NA	A2C53367544	1				1301	airbag control elect MY10	NA	HALB	S.Real	263.84	
104514	ZSCR	551	030-1	NA	5WK44285	NA	A2C53367544	1				1301	airbag control elect MY10	NA	HALB	S.Real	263.84	
104516	ZSCR	551	040-1	NA	5WK44285	NA	A2C53367544	2				1401	airbag control elect MY10	NA	HALB	S.Real	527.68	
104518	ZSCR	551	034-2	NA	5WK44285	NA	A2C53367544	2				1342	airbag control elect MY10	NA	HALB	S.Real	527.68	
104617	ZSCR	551	040-1	NA	5WY77072	NA	6590119011	1				1401	Subensamble IM MY06 6L	NA	HALB	S.Real	295.63	
104842	ZSCR	551	034-2	NA	5WY8748	1	5WY8748	4				1342	FIAT 843 EPS AEPSFT4304Q00	NA	FERT	NA	1912.32	
104845	ZSCR	551	040-1	NA	5WY8748	1	5WY8748	4				1401	FIAT 843 EPS AEPSFT4304Q00	NA	FERT	NA	1912.32	
104846	ZSCR	551	030-1	NA	5WY8749	1	5WY8749	2				1301	OPEL EPS AEPSOPGA04M00	NA	FERT	NA	1043.48	
104847	ZSCR	551	034-2	NA	5WY8749	1	5WY8749	1				1342	OPEL EPS AEPSOPGA04M00	NA	FERT	NA	521.74	
104851	ZSCR	551	030-1	NA	5WY8749	NA	A2C53396241	1				1301	PCB TOP THD ASS OPEL EPSOPGA04M	NA	HALB	S.Real/AutoBF	414.6	
104852	ZSCR	551	030-1	NA	5WY8748	NA	A2C53396255	1				1301	EPS FIAT 843 ASSY	NA	HALB	S.Real/AutoBF	394.07	
104853	ZSCR	551	030-1	NA	5WY8748	NA	A2C53396255	1				1301	EPS FIAT 843 ASSY	NA	HALB	S.Real/AutoBF	394.07	
104854	ZSCR	551	030-1	NA	5WY8749	NA	A2C53396241	1				1301	PCB TOP THD ASS OPEL EPSOPGA04M	NA	HALB	S.Real/AutoBF	414.6	
104855	ZSCR	551	030-1	NA	5WY8749	NA	A2C53396241	22				1301	PCB TOP THD ASS OPEL EPSOPGA04M	NA	HALB	S.Real/AutoBF	9121.2	
104856	ZSCR	551	030-1	NA	5WY8748	NA	A2C53396255	2				1301	EPS FIAT 843 ASSY	NA	HALB	S.Real/AutoBF	788.14	
104857	ZSCR	551	030-1	NA	A2C53396239	NA	A2C53396241	1				1301	PCB TOP THD ASS OPEL EPSOPGA04M	NA	HALB	S.Real/AutoBF	414.6	
104858	ZSCR	551	040-3	NA	5WY8748	NA	A2C53396255	8				1403	EPS FIAT 843 ASSY	NA	HALB	S.Real/AutoBF	3152.56	
104860	ZSCR	551	034-2	NA	5WY8749	NA	A2C53396241	11				1342	PCB TOP THD ASS OPEL EPSOPGA04M	NA	HALB	S.Real/AutoBF	4560.6	
104861	ZSCR	551	040-3	NA	5WY8748	NA	A2C53396255	4				1403	EPS FIAT 843 ASSY	NA	HALB	S.Real/AutoBF	1576.28	
104863	ZSCR	551	030-1	NA	5WY8749	NA	A2C53396241	1				1301	PCB TOP THD ASS OPEL EPSOPGA04M	NA	HALB	S.Real/AutoBF	414.6	
104864	ZSCR	551	030-1	NA	5WY8749	NA	A2C53396241	1				1301	PCB TOP THD ASS OPEL EPSOPGA04M	NA	HALB	S.Real/AutoBF	414.6	
104865	ZSCR	551	030-1	NA	5WY8749	NA	A2C53396241	1				1301	PCB TOP THD ASS OPEL EPSOPGA04M	NA	HALB	S.Real/AutoBF	414.6	
104866	ZSCR	551	030-1	NA	5WY8749	NA	A2C53396241	2				1301	PCB TOP THD ASS OPEL EPSOPGA04M	NA	HALB	S.Real/AutoBF	829.2	
104867	ZSCR	551	030-1	NA	5WY8749	NA	A2C53396241	1				1301	PCB TOP THD ASS OPEL EPSOPGA04M	NA	HALB	S.Real/AutoBF	414.6	
104868	ZSCR	551	030-1	NA	A2C53396240	NA	A2C53396241	2				1301	PCB TOP THD ASS OPEL EPSOPGA04M	NA	HALB	S.Real/AutoBF	829.2	
104869	ZSCR	551	030-1	NA	5WY8749	NA	A2C53396241	1				1301	PCB TOP THD ASS OPEL EPSOPGA04M	NA	HALB	S.Real/AutoBF	414.6	
104870	ZSCR	551	034-2	NA	5WY8748	NA	A2C53396255	1				1342	EPS FIAT 843 ASSY	NA	HALB	S.Real/AutoBF	394.07	
104871	ZSCR	551	030-1	NA	5WY8748	NA	A2C53396255	1				1301	EPS FIAT 843 ASSY	NA	HALB	S.Real/AutoBF	394.07	
104872	ZSCR	551	040-3	NA	5WY8749	NA	A2C53396241	14				1403	PCB TOP THD ASS OPEL EPSOPGA04M	NA	HALB	S.Real/AutoBF	5804.4	
104873	ZSCR	551	030-1	NA	5WY8749	NA	A2C53396241	4				1301	PCB TOP THD ASS OPEL EPSOPGA04M	NA	HALB	S.Real/AutoBF	1658.4	
