No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	No.Docto.SAP
148698	ZSCR	551	030-1	NA	6598177	NA	6598172132	105	3011	050		1301	PCB FR4 DOUBLE SIDED PLATED TH	NA	ROH	NA	278,25	S1_CORPORATE_ (APROBAC	4957987782
148699	ZSCR	551	030-1	NA	A2C53310663	NA	A2C53042013	342	3011	050		1301	47uF,20%,35V,SMD,AL,ELEC CAP/EEVFK1V470P	NA	ROH	NA	287,28	S1_LF_ (APROBACION AUT	4957988570
148709	ZSCR	551	030-1	NA	6598177	NA	6598172132	35	3011	050		1301	PCB FR4 DOUBLE SIDED PLATED TH	NA	ROH	NA	92,75	S1_SKREEK_ (APROBACION	4957987782
148710	ZSCR	551	030-1	NA	6598177	NA	6598172132	35	3011	050		1301	PCB FR4 DOUBLE SIDED PLATED TH	NA	ROH	NA	92,75	S1_CORPORATE_ (APROBAC	4957987782
148826	ZSCR	551	040-5	NA	A2C53310663	NA	6598282101	16	3011	050		1405	PCB LF initiator	NA	ROH	NA	56,16	S1_LF_ (APROBACION AUT	4957990122
149179	ZSCR	551	030-1	NA	A2C53427189	NA	A2C53426149	25	3011	050		1301	pcb HON HONDA F	NA	ROH	NA	108,25	S5_FOB ACURA 09_ENRIQUE	4957988609
149809	ZSCR	551	034-2	NA	S180150004	NA	A2C32305000	60	3011	050		1342	pcb TLS_TG2010	NA	ROH	NA	77,4	S1_TIS1D_ (APROBACION	4957990085
150052	ZSCR	551	034-2	NA	5WK47832	NA	A2C53249345	4	3011	015		1342	housing assy	NA	ROH	NA	22,16	S5_ECU 08_ (APROBACION	4957988770
150054	ZSCR	551	040-3	NA	5WK47832	NA	A2C53249345	16	3011	015		1403	housing assy	NA	ROH	NA	88,64	S5_ECU 08_ (APROBACION	4957990310
150121	ZSCR	551	034-2	NA	A2C53249402	NA	A2C53249431	1	3011	015		1342	multipoint connector 73P H 3SYS BK	NA	ROH	NA	22,85	S5_ECU 09_ (APROBACION	4957989320
150122	ZSCR	551	042-4	NA	5WK49210	NA	A2C53216755	1	3011	015		1424	housing	NA	ROH	NA	21,32	S5_RXM_ (APROBACION AU	4957990206
150123	ZSCR	551	040-3	NA	5WK49210	NA	A2C53216753	6	3011	015		1403	COVER	NA	ROH	NA	10,74	S5_RXM_ (APROBACION AU	4957990329
150123	ZSCR	551	040-3	NA	5WK49210	NA	A2C53216755	6	3011	015		1403	housing	NA	ROH	NA	127,92	S5_RXM_ (APROBACION AU	4957990329
150124	ZSCR	551	042-4	NA	5WK49393	NA	A2C53242675	2	3011	015		1424	housing cover	NA	ROH	NA	3,48	S5_INMMO_ (APROBACION	4957990213
150124	ZSCR	551	042-4	NA	5WK49393	NA	A2C53242676	2	3011	015		1424	antenna HONDA ZZDIV	NA	ROH	NA	51,46	S5_INMMO_ (APROBACION	4957990213
150125	ZSCR	551	040-3	NA	5WK49393	NA	A2C53242675	3	3011	015		1403	housing cover	NA	ROH	NA	5,22	S5_INMMO_ (APROBACION	4957990349
150125	ZSCR	551	040-3	NA	5WK49393	NA	A2C53242676	3	3011	015		1403	antenna HONDA ZZDIV	NA	ROH	NA	77,19	S5_INMMO_ (APROBACION	4957990349
150126	ZSCR	551	034-2	NA	A2C53255587	NA	A2C53239500	1	3011	015		1342	pin header 12P V 2R THP GY	NA	ROH	NA	6,28	S5_FOB SLOT 09_ (APROB	4957989335
150127	ZSCR	551	034-2	NA	5WK49308	NA	A2C53215555	2	3011	015		1342	contact spring	NA	ROH	NA	0,48	S5_TXK_ (APROBACION AU	4957988852
150128	ZSCR	551	034-2	NA	5WK49309	NA	A2C53215555	4	3011	015		1342	contact spring	NA	ROH	NA	0,96	S5_TXK_ (APROBACION AU	4957988884
150128	ZSCR	551	034-2	NA	5WK49309	NA	A2C53380225	4	3011	015		1342	housing cover	NA	ROH	NA	3,2	S5_TXK_ (APROBACION AU	4957988884
150129	ZSCR	551	034-2	NA	5WK49830	NA	A2C53248676	2	3011	015		1342	housing	NA	ROH	NA	4,2	S5_FOB ACURA 08_ (APRO	4957988960
150129	ZSCR	551	034-2	NA	5WK49830	NA	A2C53248677	2	3011	015		1342	COVER	NA	ROH	NA	2,52	S5_FOB ACURA 08_ (APRO	4957988960
150130	ZSCR	551	034-2	NA	5WY8145	NA	A2C53278277	1	3011	015		1342	button	NA	ROH	NA	4,22	S5_FOB ACURA 09_ (APRO	4957989042
150130	ZSCR	551	034-2	NA	5WY8145	NA	A2C53278278	1	3011	015		1342	button	NA	ROH	NA	4,13	S5_FOB ACURA 09_ (APRO	4957989042
150130	ZSCR	551	034-2	NA	5WY8145	NA	A2C53278279	1	3011	015		1342	button	NA	ROH	NA	4,13	S5_FOB ACURA 09_ (APRO	4957989042
150131	ZSCR	551	034-2	NA	5WK49521	NA	A2C53248675	5	3011	015		1342	Housing cover CHI/JPN trunk 3 buttons	NA	ROH	NA	24,35	S5_FOB ACURA 08_ (APRO	4957988899
150131	ZSCR	551	034-2	NA	5WK49521	NA	A2C53248676	5	3011	015		1342	housing	NA	ROH	NA	10,5	S5_FOB ACURA 08_ (APRO	4957988899
150131	ZSCR	551	034-2	NA	5WK49525	NA	A2C53251339	1	3011	015		1342	Housing cover JPN variant 4 buttons	NA	ROH	NA	4,93	S5_FOB ACURA 08_ (APRO	4957988936
150131	ZSCR	551	034-2	NA	5WK49521	NA	A2C53251346	5	3011	015		1342	symbol carrier SR	NA	ROH	NA	25,45	S5_FOB ACURA 08_ (APRO	4957988899
150131	ZSCR	551	034-2	NA	5WK49521	NA	A2C53285408	5	3011	015		1342	label D= 3,00mm white paper	NA	ROH	NA	0,65	S5_FOB ACURA 08_ (APRO	4957988899
150132	ZSCR	551	034-2	NA	5WK49521	NA	A2C53248675	6	3011	015		1342	Housing cover CHI/JPN trunk 3 buttons	NA	ROH	NA	29,22	S5_FOB ACURA 08_ (APRO	4957988899
150132	ZSCR	551	034-2	NA	5WK49525	NA	A2C53251339	1	3011	015		1342	Housing cover JPN variant 4 buttons	NA	ROH	NA	4,93	S5_FOB ACURA 08_ (APRO	4957988936
150133	ZSCR	551	034-2	NA	5WK49830	NA	A2C53251339	1	3011	015		1342	Housing cover JPN variant 4 buttons	NA	ROH	NA	4,93	S5_FOB ACURA 08_ (APRO	4957988960
150137	ZSCR	551	034-2	NA	A2C31231300	NA	A2C53428219	1160	3011	050		1342	COMP,26-WAY DL R BRD TO BRD	NA	ROH	NA	81,2	S1_TIPM MEDIUM_ (APROB	4957989257
150138	ZSCR	551	034-2	NA	A2C31231300	NA	A2C53428219	4680	3011	050		1342	COMP,26-WAY DL R BRD TO BRD	NA	ROH	NA	327,6	S1_TIPM MEDIUM_ (APROB	4957989257
150141	ZSCR	551	040-2	NA	A2C31231300	NA	A2C31229200	2	3011	050		1402	PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1	NA	ROH	NA	126,68	S1_TIPM MEDIUM_ (APROB	4957990437
150142	ZSCR	551	040-2	NA	A2C31231300	NA	A2C53428227	4	3011	050		1402	PIN	NA	ROH	NA	1,16	S1_TIPM MEDIUM_ (APROB	4957990437
150142	ZSCR	551	040-2	NA	A2C31231300	NA	A2C53428228	42	3011	050		1402	PIN	NA	ROH	NA	11,34	S1_TIPM MEDIUM_ (APROB	4957990437
150142	ZSCR	551	040-2	NA	A2C31231300	NA	A2C53428229	4	3011	050		1402	PIN,TNG FORK (TALL)	NA	ROH	NA	1,28	S1_TIPM MEDIUM_ (APROB	4957990437
150144	ZSCR	551	030-1	NA	A2C31231300	NA	A2C31229200	4	3011	050		1301	PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1	NA	ROH	NA	253,36	S1_TIPM MEDIUM_ (APROB	4957987151
150147	ZSCR	551	034-2	NA	A2C53428272T	NA	A2C53428225	6	3011	050		1342	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	320,58	S1_TIPM LOGIC_ (APROBA	4957989529
150150	ZSCR	551	034-2	NA	A2C53428271	NA	A2C53428199	370	3011	050		1342	PIN,NAT	NA	ROH	NA	29,6	S1_TIPM LOGIC_ (APROBA	4957989446
150153	ZSCR	551	034-2	NA	5WY8547	NA	A2C53311707	22	3011	015		1342	housing	NA	ROH	NA	58,74	S1_TG1C DCX_ (APROBACI	4957989073
150175	ZSCR	551	040-4	NA	5WY8547	NA	A2C53401335	48	3011	015		1404	valve assy	NA	ROH	NA	378,72	S1_TG1C DCX_ (APROBACI	4957990248
150176	ZSCR	551	040-4	NA	5WY8547	NA	A2C53327812	110	3011	015		1404	sealing ring 10x 4,4	NA	ROH	NA	205,7	S1_TG1C DCX_ (APROBACI	4957990248
150177	ZSCR	551	040-4	NA	S180052025	NA	A2C53277894	27	3011	015		1404	valve housing	NA	ROH	NA	166,59	S5_TG1C HONDA_ (APROBA	4957990265
150178	ZSCR	551	034-2	NA	A2C53402230	NA	A2C53311707	178	3011	015		1342	housing	NA	ROH	NA	475,26	S5_TG1C HONDA_ (APROBA	4957989380
150179	ZSCR	551	040-4	NA	A2C53407338	NA	A2C53352996	47	3011	015		1404	sealing ring 9,5x 4,4 BK	NA	ROH	NA	121,26	S1_TG1C NISSAN_ (APROB	4957990274
150186	ZSCR	551	034-2	NA	5WK49918	NA	A2C53249345	4	3011	015		1342	housing assy	NA	ROH	NA	22,16	S5_ECU 08_ENRIQUE GARCI	4957989013
150187	ZSCR	551	030-1	NA	A2C53242673	NA	A2C53242674	75	3011	050		1301	HONDA ZZDIV	NA	ROH	NA	414,75	S5_INMMO_ (APROBACION	4957987208
