No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
93917	ZSCR	551	040-3	NA	5WY8422	NA	A2C53139537	2	3011	045		1403	housing BK	NA	ROH	NA	4.46	4955183331
93918	ZSCR	551	040-3	NA	5WY8440	NA	A2C53139543	2	3011	045		1403	key GM CADILLA 4BUT 245	NA	ROH	NA	47.02	4955183345
94148	ZSCR	551	040-4	NA	5WY8542	NA	6597651401	150	3011	045		1404	ETIQUETA PT SKIM	NA	ROH	NA	24	4955183308
94174	ZSCR	551	040-5	NA	5WY8535	NA	A2C53188411	3	3011	045		1405	RF ANTENNA 433.92MHZ	NA	ROH	NA	34.83	4955183194
94201	ZSCR	551	050-3	NA	5WY8534	NA	A2C53349876	1	3011	045		1503	circuit board assy GM EZKEY P NA/JP PC	NA	HALB	S.Real	137.43	4955183006
94212	ZSCR	551	040-3	NA	5WY8542	NA	A2C53187594	1	3011	045		1403	housing 140.0x 100.0	NA	ROH	NA	10.45	4955183356
96366	ZSCR	551	040-4	NA	5WY7760	NA	A2C53114667	1	3011	045		1404	not defined	NA	ROH	NA	16.19	4955183241
96843	ZSCR	551	040-3	NA	5WY8420	NA	A2C53309877	1	3011	045		1403	circuit board assy GM CADILLA	NA	HALB	S.Real	47.05	4955183408
96852	ZSCR	551	040-3	NA	5WY8442	NA	A2C53139543	4	3011	045		1403	key GM CADILLA 4BUT 245	NA	ROH	NA	94.04	4955183349
96855	ZSCR	551	040-3	NA	5WY8420	NA	A2C53139536	2	3011	045		1403	housing BK	NA	ROH	NA	10.8	4955183325
96857	ZSCR	551	040-3	NA	5WY8420	NA	A2C53141159	2	3011	045		1403	spring button	NA	ROH	NA	1.82	4955183325
96859	ZSCR	551	040-3	NA	5WY8439	NA	A2C53139537	1	3011	045		1403	housing BK	NA	ROH	NA	2.23	4955183338
97941	ZSCR	551	040-3	NA	5WY8420	NA	A2C00004906	8	3011	045		1403	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	10.96	4955183325
99886	ZSCR	551	034-2	NA	5WK50437	NA	A2C53398079	1	3011	045		1342	"""pcb assy VW POLO, VECU v020"""	NA	HALB	S.Real	326.42	4955184024
101713	ZSCR	551	042-4	NA	5WK50331	NA	A2C53398079	1	3011	045		1424	"""pcb assy VW POLO, VECU v020"""	NA	HALB	S.Real	326.42	4955183156
101718	ZSCR	551	040-2	NA	5WK50331	NA	A2C53398079	1	3011	045		1402	"""pcb assy VW POLO, VECU v020"""	NA	HALB	S.Real	326.42	4955183662
101901	ZSCR	551	040-3	NA	5WY8420	NA	A2C53139538	1	3011	045		1403	housing BK	NA	ROH	NA	2.23	4955183325
101903	ZSCR	551	040-3	NA	5WY8420	NA	A2C53139545	1	3011	045		1403	key GM CADILLA 5BUT 295	NA	ROH	NA	23.78	4955183325
102384	ZSCR	551	040-3	NA	5WY8686	NA	A2C53418599	1	3011	045		1403	MY10 Passive Key Ford D258	NA	ROH	NA	265.89	4955183369
102430	ZSCR	551	040-3	NA	5WY8686	NA	40254085OLA	1	3011	045		1403	Subassy WAVE ECU PEPS MY10 NEW HW	NA	HALB	S.Real/AutoBF	211.7	4955183430
103352	ZSCR	551	034-2	NA	5WK50437	NA	A2C53398079	2	3011	045		1342	"""pcb assy VW POLO, VECU v020"""	NA	HALB	S.Real	652.84	4955184024
103658	ZSCR	551	034-2	NA	5WK50244	NA	A2C53361994	1	3011	045		1342	"""pcb assy VW POLO, VECU"""	NA	HALB	S.Real	336.29	4955184043
103661	ZSCR	551	042-4	NA	5WK50437	NA	A2C53398079	1	3011	045		1424	"""pcb assy VW POLO, VECU v020"""	NA	HALB	S.Real	326.42	4955183156
104247	ZSCR	551	035-1	0	40340074	NA	A2C00024399	507	3011	045		1351	"24K,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	5.07	4955183707
104259	ZSCR	551	035-1	0	A2C53366140T	NA	A2C00030414	141	3011	045		1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	8.46	4955183914
