No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	E	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
630892	15/06/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C80162900	2				1253	pcb assy RKE 433 w/oKG Var#3	VUG019952	HALB	S.Real/AutoBF	239.48	S1_RFHM CUSW_A.ADRIANA	NO	4991013671
630892	15/06/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C80163000	3				1253	pcb assy RKE 433 w/oKG Var#4	VUG019952	HALB	S.Real/AutoBF	388.41	S1_RFHM CUSW_A.ADRIANA	NO	4991013671
630896	15/06/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C00019459	576				1253	sticker identi spool unprin	VUT019664	ROH	NA	432	S1_RFHM CUSW_A.ADRIANA	NO	4991013671
630896	15/06/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C86398501	576				1253	housing assy	VUT019664	ROH	NA	4538.88	S1_RFHM CUSW_A.ADRIANA	NO	4991013671
630912	15/06/2015	ZSCR	551	034-2	NA	'015	5WY7826H	NA	A2C00004906	521	3011	015	 	1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	849.23	S1_RKE FOB CUSW_A.ADRIA	NO	4991017002
630912	15/06/2015	ZSCR	551	034-2	NA	'015	A2C32293300	3	A2C32293300	69				1342	parts kit assy 433 Var 10	NA	FERT	NA	0	S1_RKE FOB CUSW_A.ADRIA	NO	Stock
630912	15/06/2015	ZSCR	551	034-2	NA	'015	A2C73751901	NA	A2C53105128	13	3011	015	 	1342	Contact Spring positive	NA	ROH	NA	4.03	S1_RKE FOB CUSW_A.ADRIA	NO	4991017151
630912	15/06/2015	ZSCR	551	034-2	NA	'015	A2C73752901	NA	A2C73750300	13	3011	015	 	1342	housing bottom assy DG/JEEP	NA	ROH	NA	100.88	S1_RKE FOB CUSW_A.ADRIA	NO	4991017166
630912	15/06/2015	ZSCR	551	034-2	NA	'015	A2C73753301	NA	A2C73750800	13	3011	015	 	1342	pad Jewel	NA	ROH	NA	89.96	S1_RKE FOB CUSW_A.ADRIA	NO	4991017183
630912	15/06/2015	ZSCR	551	034-2	NA	'015	A2C73753401	NA	A2C73952000	17	3011	015	 	1342	housing cover assy CHR up 4-btn	NA	ROH	NA	198.22	S1_RKE FOB CUSW_A.ADRIA	NO	4991017201
630998	15/06/2015	ZSCR	551	035-1	0	'015	A2C93975600	NA	A2C00019459	1006	3011	015	 	1351	sticker identi spool unprin		ROH	NA	754.5	S1_RFHM CUSW_J.JORGE AG	NO	4991017632
630999	15/06/2015	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C53105128	150	3011	015	 	1351	Contact Spring positive		ROH	NA	46.5	S1_PASE FOB CUSW_J.JORG	NO	4991017585
630999	15/06/2015	ZSCR	551	035-1	0	'015	A2C86023300	NA	A2C73750700	56	3011	015	 	1351	pad Jewel		ROH	NA	313.6	S1_PASE FOB CUSW_J.JORG	NO	4991017625
630999	15/06/2015	ZSCR	551	035-1	0	'015	A2C73753201	NA	A2C73750800	58	3011	015	 	1351	pad Jewel		ROH	NA	401.36	S1_PASE FOB CUSW_J.JORG	NO	4991017486
630999	15/06/2015	ZSCR	551	035-1	0	'015	A2C74094300	NA	A2C73750900	58	3011	015	 	1351	pad Jewel Fia		ROH	NA	377.58	S1_PASE FOB CUSW_J.JORG	NO	4991017542
630999	15/06/2015	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751200	25	3011	015	 	1351	key latch		ROH	NA	54.25	S1_PASE FOB CUSW_J.JORG	NO	Stock
630999	15/06/2015	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751300	350	3011	015	 	1351	Latch Spring		ROH	NA	38.5	S1_PASE FOB CUSW_J.JORG	NO	4991017467
630999	15/06/2015	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85519700	23	3011	015	 	1351	connecting piece Key Latch		ROH	NA	49.91	S1_PASE FOB CUSW_J.JORG	NO	4991017585
630999	15/06/2015	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85519800	221	3011	015	 	1351	contact spring Spring		ROH	NA	24.31	S1_PASE FOB CUSW_J.JORG	NO	4991017585
630999	15/06/2015	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85520100	189	3011	015	 	1351	sticker Dodge Jwl		ROH	NA	1194.48	S1_PASE FOB CUSW_J.JORG	NO	4991017585
631002	15/06/2015	ZSCR	551	035-1	0	'015	A2C73637001	NA	A2C37575000	4	3011	015	 	1351	"SCR,MACH,6-19,.5IN,STAR,PAN,SS,ZINC/CLEA"		ROH	NA	1.04	S1_CBC_A.ARTURO ARRIETA	NO	4991017425
631002	15/06/2015	ZSCR	551	035-1	0	'015	A2C73637001	NA	A2C73742400	198	3011	015	 	1351	TYPE LABEL UNPRINTED		ROH	NA	23.76	S1_CBC_A.ARTURO ARRIETA	NO	4991017425
631015	15/06/2015	ZSCR	551	022-2	NA	'015	68163903AB	NA	A2C33278700	3				1222	module assy BCU BUX LOG	NA	HALB	S.Real	722.76	S1_TIPM LOGIC_P.PABLO P	NO	4991015986
631018	15/06/2015	ZSCR	551	022-2	NA	'015	5WY8868	NA	A2C53428679	1				1222	LOGIC PCB S2A DS GAS LOGIC MODEL MY11	NA	HALB	S.Real	219.58	S1_TIPM LOGIC_P.PABLO P	NO	4991015995
631021	15/06/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C86398501	21				1253	housing assy	VUT019664	ROH	NA	165.48	S1_RFHM CUSW_A.ADRIANA	NO	4991013671
631199	16/06/2015	ZSCR	551	034-2	NA	'050	A2C3229710093	NA	A2C3229710093	4	3011	050	 	1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	99.24	S1_RKE FOB CUSW_A.ADRIA	NO	4991017862
631216	16/06/2015	ZSCR	551	034-2	NA	'050	A2C7449340193	NA	A2C7449340193	1	3011	050	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4991017915
631471	16/06/2015	ZSCR	551	040-2	NA	'015	A2C31231400	NA	A2C31231400	1				1402	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4991016687
631473	16/06/2015	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400	1				1342	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	240.6	S1_TIPM LOGIC_P.PABLO P	NO	4991016620
631480	16/06/2015	ZSCR	551	040-5	NA	'015	A2C33278700	NA	A2C33278700	1				1405	module assy BCU BUX LOG	NA	HALB	S.Real	240.92	S1_TIPM LOGIC_P.PABLO P	NO	4991016149
631554	16/06/2015	ZSCR	551	040-3	NA	'015	A2C33278700	NA	A2C33278700	1				1403	module assy BCU BUX LOG	NA	HALB	S.Real	240.92	S1_TIPM LOGIC_P.PABLO P	NO	4991016131
631560	16/06/2015	ZSCR	551	034-2	NA	'015	A2C33278700	NA	A2C33278700	1				1342	module assy BCU BUX LOG	NA	HALB	S.Real	240.92	S1_TIPM LOGIC_P.PABLO P	NO	4991016072
631592	16/06/2015	ZSCR	551	042-4	NA	'015	A2C75017000	NA	A2C75017000	1				1424	pcb topTHD BCU CHRDX	NA	HALB	S.Real	390.33	S1_CBC MY15_. (APROBAC	NO	4991016488
631606	16/06/2015	ZSCR	551	042-4	NA	'015	A2C74109200	NA	A2C73637100	6	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	146.46	S1_CBC MY15_. (APROBAC	NO	4991017569
631608	16/06/2015	ZSCR	551	042-4	NA	'015	A2C74493401	NA	A2C74493401	1				1424	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	391.32	S1_CBC MY15_. (APROBAC	NO	4991016800
631613	16/06/2015	ZSCR	551	034-3	NA	'015	5WY9041	NA	A2C30889500	3				1343	TOTAL INTEGRATED POWER MODULE MEDIUM	NA	HALB	S.Real	735.39	S1_TIPM MEDIUM_P.PABLO	NO	4991016089
631614	16/06/2015	ZSCR	551	042-4	NA	'015	5WY9041	NA	A2C30889500	1				1424	TOTAL INTEGRATED POWER MODULE MEDIUM	NA	HALB	S.Real	245.13	S1_TIPM MEDIUM_P.PABLO	NO	4991016155
631615	16/06/2015	ZSCR	551	034-3	NA	'015	68163904AB	NA	A2C73658000	1				1343	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	213.22	S1_TIPM MEDIUM_P.PABLO	NO	4991016102
631616	16/06/2015	ZSCR	551	034-3	NA	'015	68163903AB	NA	A2C33278700	1				1343	module assy BCU BUX LOG	NA	HALB	S.Real	240.92	S1_TIPM LOGIC_P.PABLO P	NO	4991016097
631628	16/06/2015	ZSCR	551	042-4	NA	'015	A2C7449340193	NA	A2C7449340193	1				1424	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4991016477
631710	17/06/2015	ZSCR	551	034-2	NA	'050	A2C7395980193	NA	A2C7395980193	2	3011	050	 	1342	pcb topSMD CHR UF 5-BTN top	NA	HALB	S.Real/AutoBF	78.34	S1_CUSW UF PASE_A.ADRIA	NO	4991017958
631722	17/06/2015	ZSCR	551	040-3	NA	'050	A2C31231400T	NA	A2C31231400T	1	3011	050	 	1403	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	232.52	S1_TIPM LOGIC_P.PABLO P	NO	4991017836
631757	17/06/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637100	4	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	97.64	S1_CBC MY15_. (APROBAC	NO	4991017402
632036	17/06/2015	ZSCR	551	040-2	NA	'015	68163903AB	NA	A2C73658000	1				1402	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	213.22	S1_TIPM MEDIUM_P.PABLO	NO	4991016119
632037	17/06/2015	ZSCR	551	040-3	NA	'015	68163903AB	NA	A2C73658100	2				1403	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	425.08	S1_TIPM MEDIUM_P.PABLO	NO	4991016711
632065	17/06/2015	ZSCR	551	040-2	NA	'015	A2C7365810093	NA	A2C7365810093	2				1402	SUB PCB TOP THD ASSY. PROD MY13	NA	HALB	S.Real	409.94	S1_TIPM MEDIUM_P.PABLO	NO	4991015925
632074	17/06/2015	ZSCR	551	034-2	NA	'015	A2C30889900T	NA	A2C30889900T	1				1342	PCB TOP THD ASS. (DIESEL)	NA	HALB	S.Real	267.39	S1_TIPM LOGIC_P.PABLO P	NO	4991015636
632075	17/06/2015	ZSCR	551	030-1	NA	'015	A2C30889900T	NA	A2C30889900T	1				1301	PCB TOP THD ASS. (DIESEL)	NA	HALB	S.Real	267.39	S1_TIPM LOGIC_P.PABLO P	NO	4991015658
632076	17/06/2015	ZSCR	551	030-1	NA	'015	A2C30889900T	NA	A2C30889900T	1				1301	PCB TOP THD ASS. (DIESEL)	NA	HALB	S.Real	267.39	S1_TIPM LOGIC_P.PABLO P	NO	4991015658
632078	17/06/2015	ZSCR	551	040-2	NA	'050	A2C73789604	NA	A2C73599005	4	3011	050	 	1402	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	319.16	S1_CBC MY15_. (APROBAC	NO	4991018451
632079	17/06/2015	ZSCR	551	040-5	NA	'015	A2C74493401	NA	A2C74493401	1				1405	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	391.32	S1_CBC MY15_. (APROBAC	NO	4991016759
632081	17/06/2015	ZSCR	551	030-1	NA	'015	A2C74493401	NA	A2C74493401	1				1301	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	391.32	S1_CBC MY15_. (APROBAC	NO	4991016586
632103	17/06/2015	ZSCR	551	034-2	NA	'050	A2C31229000	NA	A2C31229200	2	3011	050	 	1342	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	126.96	S1_TIPM MEDIUM_P.PABLO	NO	4991018134
632103	17/06/2015	ZSCR	551	034-2	NA	'050	68170755AA	NA	A2C53428227	4	3011	050	 	1342	PIN	NA	ROH	NA	1.16	S1_TIPM MEDIUM_P.PABLO	NO	4991018043
632103	17/06/2015	ZSCR	551	034-2	NA	'050	A2C30889500	NA	A2C53428228	42	3011	050	 	1342	PIN	NA	ROH	NA	11.34	S1_TIPM MEDIUM_P.PABLO	NO	Stock
632103	17/06/2015	ZSCR	551	034-2	NA	'050	A2C30889500	NA	A2C53428229	4	3011	050	 	1342	"PIN,TNG FORK (TALL)"	NA	ROH	NA	1.24	S1_TIPM MEDIUM_P.PABLO	NO	4991018054
632106	17/06/2015	ZSCR	551	034-2	NA	'015	A2C82167700	NA	A2C8216770093	1				1342	pcb assy Top	NA	HALB	S.Real	168.95	S1_WK_WD RFHUB_A.ADRIAN	NO	4991016399
632107	17/06/2015	ZSCR	551	040-1	NA	'015	A2C87302200	NA	A2C8730220093	2				1401	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	303.08	S1_CUSW UF RFHM_A.ADRIA	NO	4991016422
632118	18/06/2015	ZSCR	551	034-2	NA	'015	A2C7378970693	NA	A2C7378970693	1				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4991016307
632119	18/06/2015	ZSCR	551	034-2	NA	'015	A2C7449340193	NA	A2C7449340193	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	387.55	S1_CBC MY15_. (APROBAC	NO	4991016382
632121	18/06/2015	ZSCR	551	034-2	NA	'015	A2C7378970693	NA	A2C7378970693	1				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4991016307
632122	18/06/2015	ZSCR	551	034-2	NA	'015	A2C7378970693	NA	A2C7378970693	1				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4991016307
632298	18/06/2015	ZSCR	551	034-2	NA	'015	A2C7378970693	NA	A2C7378970693	2				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	766.64	S1_CBC MY15_. (APROBAC	NO	4991016307
632303	18/06/2015	ZSCR	551	034-1	NA	'015	A2C80836700	NA	A2C80836700	2				1341	MY12 SPDJB LOOP MODEL B TMI	NA	HALB	S.Real/AutoBF	475.34	S1_SPDJB_P.PABLO PALMER	NO	4991016608
632303	18/06/2015	ZSCR	551	034-1	NA	'015	A2C8083670093	NA	A2C8083670093	2				1341	MY12 SPDJB LOOP MODEL B TMI TOP	NA	HALB	S.Real	464.42	S1_SPDJB_P.PABLO PALMER	NO	4991015948
632309	18/06/2015	ZSCR	551	034-2	NA	'015	A2C7378970693	NA	A2C7378970693	2				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	766.64	S1_CBC MY15_. (APROBAC	NO	4991016307
632314	18/06/2015	ZSCR	551	034-8	NA	'050	A2C7384970693	NA	A2C37574600	212	3011	050	 	1348	"FLAT CONNECTOR 1,2 X 0,6 X 12,2"	NA	ROH	NA	29.68	S1_CBC MY15_. (APROBAC	NO	4991018475
632314	18/06/2015	ZSCR	551	034-8	NA	'050	A2C7384970693	NA	A2C37574700	62	3011	050	 	1348	"FLAT CONNECTOR 2,8 x 0,8 X 11,8"	NA	ROH	NA	14.88	S1_CBC MY15_. (APROBAC	NO	4991018475
632314	18/06/2015	ZSCR	551	034-8	NA	'050	A2C7384970693	NA	A2C53412606	12	3011	050	 	1348	"FLAT CONNECTOR 6,3 X 0,8 X 15"	NA	ROH	NA	4.8	S1_CBC MY15_. (APROBAC	NO	4991018475
632314	18/06/2015	ZSCR	551	034-8	NA	'050	A2C73789705	NA	A2C73599005	2	3011	050	 	1348	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	159.58	S1_CBC MY15_. (APROBAC	NO	4991018457
632324	18/06/2015	ZSCR	551	034-2	NA	'015	A2C7365810093	NA	A2C7365810093	1				1342	SUB PCB TOP THD ASSY. PROD MY13	NA	HALB	S.Real	204.97	S1_CBC MY15_. (APROBAC	NO	4991016302
632326	18/06/2015	ZSCR	551	034-2	NA	'015	A2C7378970693	NA	A2C7378970693	1				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4991016307
632355	18/06/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637100	2	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	48.82	S1_CBC MY15_. (APROBAC	NO	4991017402
632356	18/06/2015	ZSCR	551	042-4	NA	'015	A2C74493401	NA	A2C74493401	1				1424	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	391.32	S1_CBC MY15_. (APROBAC	NO	4991016800
632365	18/06/2015	ZSCR	551	050-5	NA	'AEES	A2C53428271	NA	A2C53428271	2				1505	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	481.44	S1_TIMP-JUAREZ_M.MARIO	NO	Stock
632365	18/06/2015	ZSCR	551	050-5	NA	'AEES	A2C73658000	NA	A2C73658000	2				1505	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	426.44	S1_TIMP-JUAREZ_M.MARIO	NO	4991015521
632368	18/06/2015	ZSCR	551	050-5	NA	'AEES	A2C53428271	NA	A2C53428271	2				1505	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	481.44	S1_TIMP-JUAREZ_M.MARIO	NO	Stock
632368	18/06/2015	ZSCR	551	050-5	NA	'AEES	A2C73658000	NA	A2C73658000	2				1505	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	426.44	S1_TIMP-JUAREZ_M.MARIO	NO	4991015521
632369	18/06/2015	ZSCR	551	042-4	NA	'015	A2C73789706	NA	A2C73789706	2				1424	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	772.52	S1_CBC MY15_. (APROBAC	NO	4991016789
632374	18/06/2015	MB1A	951	064-2	NA	'015	NA	NA	A2C86398501	14				1642	housing assy	NA	ROH	NA	110.32	S1_RFHM CUSW_A.ADRIANA	NO	4991013711
632397	18/06/2015	ZSCR	551	034-2	NA	'015	A2C82167600	NA	A2C8216760093	1				1342	pcb assy Top	NA	HALB	S.Real	170.73	S1_WK_WD RFHUB_A.ADRIAN	NO	4991016388
632399	18/06/2015	ZSCR	551	040-2	NA	'015	A2C82167600	NA	A2C8216760093	2				1402	pcb assy Top	NA	HALB	S.Real	341.46	S1_WK_WD RFHUB_A.ADRIAN	NO	4991016434
632400	18/06/2015	ZSCR	551	042-4	NA	'015	A2C73658100	NA	A2C73658100	1				1424	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	212.54	S1_TIPM MEDIUM_P.PABLO	NO	4991016776
632402	18/06/2015	ZSCR	551	042-4	NA	'015	A2C7365810093	NA	A2C7365810093	1				1424	SUB PCB TOP THD ASSY. PROD MY13	NA	HALB	S.Real	204.97	S1_TIPM MEDIUM_P.PABLO	NO	4991015935
632404	18/06/2015	ZSCR	551	040-2	NA	'015	A2C73658100	NA	A2C73658100	1				1402	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	212.54	S1_TIPM MEDIUM_P.PABLO	NO	4991016694
632405	18/06/2015	ZSCR	551	040-2	NA	'015	A2C31231400	NA	A2C31231400T	1				1402	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	232.52	S1_TIPM LOGIC_P.PABLO P	NO	4991015855
632407	18/06/2015	ZSCR	551	042-4	NA	'015	A2C80836700	NA	A2C8083670093	2				1424	MY12 SPDJB LOOP MODEL B TMI TOP	NA	HALB	S.Real	464.42	S1_SPDJB_P.PABLO PALMER	NO	4991015953
632417	18/06/2015	MB1A	551	010-4	95000052	'050	NA	NA	A2C31229200	2				1104	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	QN410094714	ROH	NA	126.96	410094714_TIPM M	NO	4991013380
632447	19/06/2015	ZSCR	551	030-1	NA	'050	A2C7378970693	NA	A2C7378970693	3	3011	050	 	1301	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	1149.96	S1_CBC_P.PABLO PALMER-C	NO	4991017894
632448	19/06/2015	ZSCR	551	040-2	NA	'050	A2C31229000T	NA	A2C31229200	2	3011	050	 	1402	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	126.96	S1_TIPM MEDIUM_P.PABLO	NO	4991018140
632449	19/06/2015	ZSCR	551	042-4	NA	'015	A2C73658100	NA	A2C73658100	1				1424	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	212.54	S1_TIPM MEDIUM_P.PABLO	NO	4991016776
632450	19/06/2015	ZSCR	551	034-2	NA	'050	A2C53428271	NA	A2C53428225	2	3011	050	 	1342	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	106.86	S1_TIPM LOGIC_P.PABLO P	NO	4991018373
632451	19/06/2015	ZSCR	551	034-2	NA	'015	A2C8216770093	NA	A2C8216770093	1				1342	pcb assy Top	NA	HALB	S.Real	168.95	S1_WK_WD RFHUB_A.ADRIAN	NO	4991016399
632452	19/06/2015	ZSCR	551	034-2	NA	'015	A2C8730230093	NA	A2C8730230093	1				1342	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	160.43	S1_CUSW UF RFHM_A.ADRIA	NO	4991016413
632482	19/06/2015	MB1A	951	064-2	NA	'015	NA	NA	A2C86398501	5				1642	housing assy	NA	ROH	NA	39.4	S1_RFHM CUSW_A.ADRIANA	NO	4991013711
632485	19/06/2015	MB1A	951	064-2	NA	'015	NA	NA	A2C73637200	1				1642	"COVER, LOWER CBC"	NA	ROH	NA	7.06	S1_CBC MY15_. (APROBAC	NO	4991013630
632490	19/06/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637100	2	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	48.82	S1_CBC MY15_. (APROBAC	NO	4991017402
632495	19/06/2015	ZSCR	551	034-2	NA	'015	A2C73601801	NA	A2C73637100	1	3011	015	 	1342	"HOUSING, UPPER CBC"	NA	ROH	NA	24.41	S1_CBC MY15_. (APROBAC	NO	4991017052
632499	19/06/2015	ZSCR	551	042-4	NA	'015	A2C73789706	NA	A2C73789706	1				1424	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	386.26	S1_CBC MY15_. (APROBAC	NO	4991016789
632503	19/06/2015	ZSCR	551	034-2	NA	'015	A2C73789706	NA	A2C73789706	1				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	386.26	S1_CBC MY15_. (APROBAC	NO	4991016645
632505	19/06/2015	ZSCR	551	034-2	NA	'015	A2C73789706	NA	A2C73789706	2				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	772.52	S1_CBC MY15_. (APROBAC	NO	4991016645
632546	19/06/2015	ZSCR	551	042-4	NA	'015	A2C74094300S	NA	A2C73750500	1	3011	015	 	1424	housing bottom assy Fiat/Lan	NA	ROH	NA	8.41	S1_PASE FOB CUSW_A.ADRI	NO	4991017561
632546	19/06/2015	ZSCR	551	042-4	NA	'015	A2C74509900	NA	A2C74354600	1	3011	015	 	1424	pad Jewel SRT	NA	ROH	NA	8.64	S1_PASE FOB CUSW_A.ADRI	NO	Stock
632562	19/06/2015	ZSCR	551	040-1	NA	'015	5WY9043	NA	A2C32144600	3				1401	MY12 SPDJB LOOP PROGRAM ASM MODEL B	NA	HALB	S.Real	715.08	S1_SPDJB_P.PABLO PALMER	NO	4991016112
632569	19/06/2015	ZSCR	551	034-1	NA	'015	5WY8920	NA	A2C32118700	1				1341	MY12 SPDJB LOOP PROGRAM ASM MODEL C	NA	HALB	S.Real	243.96	S1_SPDJB_P.PABLO PALMER	NO	4991016006
632569	19/06/2015	ZSCR	551	034-1	NA	'015	5WY9043	NA	A2C32144600	1				1341	MY12 SPDJB LOOP PROGRAM ASM MODEL B	NA	HALB	S.Real	238.36	S1_SPDJB_P.PABLO PALMER	NO	4991016050
632569	19/06/2015	ZSCR	551	034-1	NA	'015	5WY8918	NA	A2C32147600	3				1341	MY12 SPDJB LOOP PROGRAM ASM MODEL A	NA	HALB	S.Real	647.49	S1_SPDJB_P.PABLO PALMER	NO	4991016055
632654	19/06/2015	ZSCR	551	034-2	NA	'015	A2C3808140092	NA	A2C3808140092	1				1342	"""SUB FOBIK PCB T-ASM, NA/EU(U L T) B"""	NA	HALB	S.Real	46.12	S1_PASE FOB CUSW_A.ADRI	NO	4991016286
632657	19/06/2015	ZSCR	551	034-2	NA	'015	A2C8393040092	NA	A2C8393040092	1				1342	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) B"""	NA	HALB	S.Real	46.12	S1_PASE FOB CUSW_A.ADRI	NO	4991016410
632660	19/06/2015	ZSCR	551	034-2	NA	'015	A2C7395980192	NA	A2C7395980192	1				1342	pcb topSMD CHR UF 5-BTN top	NA	HALB	S.Real	51.08	S1_PASE FOB CUSW_A.ADRI	NO	4991016335
632661	19/06/2015	MB1A	551	010-4	95000021	'015	NA	NA	A2C3808140092	2				1104	"""SUB FOBIK PCB T-ASM, NA/EU(U L T) B"""	QN410110110	HALB	S.Real	92.24	410110110_PASE F	NO	4991013254
632663	19/06/2015	ZSCR	551	034-2	NA	'015	A2C32297100	NA	A2C3229710093	2				1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	49.62	S1_RKE FOB CUSW_A.ADRIA	NO	4991016278
632694	19/06/2015	ZSCR	551	030-1	NA	'050	A2C38081400	NA	A2C38081500	100	3011	050	 	1301	FOBIK MAX PCB	NA	ROH	NA	405	S1_PASE FOB CUSW_A.ADRI	NO	4991018353
632723	19/06/2015	ZSCR	551	040-2	NA	'050	A2C73789604	NA	A2C73599005	2	3011	050	 	1402	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	159.58	S1_CBC MY15_. (APROBAC	NO	4991018451
632724	19/06/2015	ZSCR	551	030-1	NA	'015	A2C81625300S	NA	A2C8216770093	1				1301	pcb assy Top	NA	HALB	S.Real	168.95	S1_WK_WD RFHUB_A.ADRIAN	NO	4991016169
632724	19/06/2015	ZSCR	551	030-1	NA	'015	A2C82167800	NA	A2C8216780093	1				1301	pcb assy TOP	NA	HALB	S.Real	162.04	S1_WK_WD RFHUB_A.ADRIAN	NO	4991016173
632725	19/06/2015	ZSCR	551	034-2	NA	'015	A2C73658100	NA	A2C73658100	1				1342	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	212.54	S1_TIPM MEDIUM_P.PABLO	NO	4991016632
632726	19/06/2015	ZSCR	551	040-4	NA	'015	A2C73789706	NA	A2C73789706	2				1404	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	772.52	S1_CBC MY15_. (APROBAC	NO	4991016752
632726	19/06/2015	ZSCR	551	040-4	NA	'015	A2C7378970693	NA	A2C7378970693	1				1404	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real	383.32	S1_CBC MY15_. (APROBAC	NO	4991016447
632727	19/06/2015	ZSCR	551	040-2	NA	'015	A2C73658100	NA	A2C73658100	1				1402	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	212.54	S1_TIPM MEDIUM_P.PABLO	NO	4991016694
