No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	E	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C8016280092	NA	A2C00040024	7	3011	050	 	1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	3.64	S1_RFHM CUSW_J.JORGE AG	NO	4991018578
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C8216760092	NA	A2C00040024	6	3011	050	 	1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	3.12	S1_RFHM CUSW_J.JORGE AG	NO	4991018669
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C00040024	1	3011	050	 	1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	0.52	S1_RFHM CUSW_J.JORGE AG	NO	4991018592
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C8730220092	NA	A2C40002678	13	3011	050	 	1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	0.91	S1_RFHM CUSW_J.JORGE AG	NO	4991018759
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C3229600092	NA	A2C40002678	1	3011	050	 	1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	0.07	S1_RFHM CUSW_J.JORGE AG	NO	4991018251
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C8216780093	NA	A2C40018381	55	3011	050	 	1351	"R JUMP,0R05,250mW,2A,1206"		ROH	NA	1.1	S1_RFHM CUSW_J.JORGE AG	NO	4991018715
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C8216790093	NA	A2C40018381	3	3011	050	 	1351	"R JUMP,0R05,250mW,2A,1206"		ROH	NA	0.06	S1_RFHM CUSW_J.JORGE AG	NO	4991018715
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C8216760093	NA	A2C40018381	7	3011	050	 	1351	"R JUMP,0R05,250mW,2A,1206"		ROH	NA	0.14	S1_RFHM CUSW_J.JORGE AG	NO	4991018684
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C52000562	12				1351	"330R,5%,TK200,250mW,1206,LIN RES/RC01 33"		HIBE	NA	0.12	S1_RFHM CUSW_J.JORGE AG	NO	000000000000
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C8016300093	NA	A2C52000562	5				1351	"330R,5%,TK200,250mW,1206,LIN RES/RC01 33"		HIBE	NA	0.05	S1_RFHM CUSW_J.JORGE AG	NO	000000000000
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C8216760093	NA	A2C52000562	226				1351	"330R,5%,TK200,250mW,1206,LIN RES/RC01 33"		HIBE	NA	2.26	S1_RFHM CUSW_J.JORGE AG	NO	000000000000
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C53331174	19	3011	050	 	1351	antenna		ROH	NA	34.39	S1_RFHM CUSW_J.JORGE AG	NO	Stock
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C8216780093	NA	A2C53331174	4	3011	050	 	1351	antenna		ROH	NA	7.24	S1_RFHM CUSW_J.JORGE AG	NO	4991018715
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C8016280093	NA	A2C53331174	1	3011	050	 	1351	antenna		ROH	NA	1.81	S1_RFHM CUSW_J.JORGE AG	NO	4991018584
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C8216790093	NA	A2C53331174	6	3011	050	 	1351	antenna		ROH	NA	10.86	S1_RFHM CUSW_J.JORGE AG	NO	Stock
628267	07/06/2015	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C53331174	7	3011	050	 	1351	antenna		ROH	NA	12.67	S1_RFHM CUSW_J.JORGE AG	NO	4991018592
628268	07/06/2015	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00006606	121	3011	050	 	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	1.21	S1_RKE FOB CUSW_J.JORGE	NO	4991018277
628268	07/06/2015	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00024522	68	3011	050	 	1351	"C CER,X7R,1uF,10%,25V,0805,Sn,STANDARD"		ROH	NA	5.44	S1_RKE FOB CUSW_J.JORGE	NO	4991018277
628268	07/06/2015	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00040667	3	3011	050	 	1351	"L COIL/-,100nH,100mA,SMD"		ROH	NA	0.24	S1_RKE FOB CUSW_J.JORGE	NO	4991018277
628268	07/06/2015	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00047242	39	3011	050	 	1351	"2.36mH,30mA,SMD,LEADFREE_COIL/"		ROH	NA	83.07	S1_RKE FOB CUSW_J.JORGE	NO	4991018277
628269	07/06/2015	ZSCR	551	035-1	0	'050	A2C3813640093	NA	A2C00006606	22	3011	050	 	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.22	S1_PASE FOB CUSW_J.JORG	NO	4991018366
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C00010400	4	3011	050	 	1351	"L COIL/-,16uH,100mA,SMD +++ use instead"		ROH	NA	6.28	S1_CBC_A.ARTURO ARRIETA	NO	Stock
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C00017250	5	3011	050	 	1351	"40V,120mA,2,SCHOTTKY,SOT23,RECT DIODE/BA"		ROH	NA	0.8	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C00017250	9	3011	050	 	1351	"40V,120mA,2,SCHOTTKY,SOT23,RECT DIODE/BA"		ROH	NA	1.44	S1_CBC_A.ARTURO ARRIETA	NO	4991018435
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C00040871	2	3011	050	 	1351	"IC SMART POW/TLE7231G,P-DSO-14,4,5.5V,1."		ROH	NA	10.56	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00045900	6	3011	050	 	1351	"C CER,X7R,470nF,10%,16V,0603,Sn,STANDARD"		ROH	NA	0.3	S1_CBC_A.ARTURO ARRIETA	NO	4991018560
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00046655	262	3011	050	 	1351	"400V,700mA,1,FAST,SOD123F,RECT DIODE/RR2"		ROH	NA	49.78	S1_CBC_A.ARTURO ARRIETA	NO	Stock
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C00046655	4	3011	050	 	1351	"400V,700mA,1,FAST,SOD123F,RECT DIODE/RR2"		ROH	NA	0.76	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C00050659	1	3011	050	 	1351	"IC SMART POW/VN5E160S-E,SO8,1,28V,160mOh"		ROH	NA	2	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00059932	2	3011	050	 	1351	"8,41V,900mOhm,PG-SSOP-24-5,Relay and LED"		ROH	NA	17.6	S1_CBC_A.ARTURO ARRIETA	NO	4991018560
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C00062237	24	3011	050	 	1351	"IC SMART POW/TLE7237SL,PG-SSOP-24-5"		ROH	NA	188.16	S1_CBC_A.ARTURO ARRIETA	NO	4991018560
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40000689	19	3011	050	 	1351	"TA CAP,TA,47uF,20%,10V,SMD"		ROH	NA	12.35	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40000689	1	3011	050	 	1351	"TA CAP,TA,47uF,20%,10V,SMD"		ROH	NA	0.65	S1_CBC_A.ARTURO ARRIETA	NO	4991018435
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40000766	20	3011	050	 	1351	"R LIN,470R,5%,TK200,750mW,2010"		ROH	NA	1.4	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40000766	23	3011	050	 	1351	"R LIN,470R,5%,TK200,750mW,2010"		ROH	NA	1.61	S1_CBC_A.ARTURO ARRIETA	NO	4991018435
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40000993	62	3011	050	 	1351	"D ZEN/CZMA27V,27V,225mW,SOT 23"		ROH	NA	17.98	S1_CBC_A.ARTURO ARRIETA	NO	Stock
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C40000993	17	3011	050	 	1351	"D ZEN/CZMA27V,27V,225mW,SOT 23"		ROH	NA	4.93	S1_CBC_A.ARTURO ARRIETA	NO	4991018560
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40000993	10	3011	050	 	1351	"D ZEN/CZMA27V,27V,225mW,SOT 23"		ROH	NA	2.9	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40001242	86	3011	050	 	1351	"C CER,X7R,100nF,10%,100V,1206,Sn ++ Open"		ROH	NA	17.2	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40001242	53	3011	050	 	1351	"C CER,X7R,100nF,10%,100V,1206,Sn ++ Open"		ROH	NA	10.6	S1_CBC_A.ARTURO ARRIETA	NO	4991018435
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40001506	97	3011	050	 	1351	"C CER,X7R,470nF,10%,50V,C0805,Sn"		ROH	NA	9.7	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40001506	33	3011	050	 	1351	"C CER,X7R,470nF,10%,50V,C0805,Sn"		ROH	NA	3.3	S1_CBC_A.ARTURO ARRIETA	NO	4991018435
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40002020	1	3011	050	 	1351	"R LIN,680R,5%,TK200,750mW,2010"		ROH	NA	0.07	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40002410	449	3011	050	 	1351	"R LIN,2K2,1%,TK100,250mW,1206"		ROH	NA	8.98	S1_CBC_A.ARTURO ARRIETA	NO	4991018471
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7449340193	NA	A2C40002410	468	3011	050	 	1351	"R LIN,2K2,1%,TK100,250mW,1206"		ROH	NA	9.36	S1_CBC_A.ARTURO ARRIETA	NO	4991018560
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40002606	41	3011	050	 	1351	"C CER,X7R,100nF,10%,16V,0603,Sn"		ROH	NA	0.82	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40002771	1	3011	050	 	1351	"T BIP/ULQ2003 (not AEC qualified, LK 10."		ROH	NA	1.15	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40002979	10	3011	050	 	1351	"R LIN,8K06,1%,TK100,100mW,0603"		ROH	NA	0.1	S1_CBC_A.ARTURO ARRIETA	NO	4991018471
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40003114	17	3011	050	 	1351	"R LIN,2K,5%,TK200,250mW,1206"		ROH	NA	0.34	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40003364	26	3011	050	 	1351	"R LIN,1K,5%,TK200,250mW,1206"		ROH	NA	0.52	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40003364	36	3011	050	 	1351	"R LIN,1K,5%,TK200,250mW,1206"		ROH	NA	0.72	S1_CBC_A.ARTURO ARRIETA	NO	4991018435
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40003777	1	3011	050	 	1351	"R LIN,68K,5%,TK200,100mW,0603"		ROH	NA	0.01	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40003916	14	3011	050	 	1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	0.14	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40003916	20	3011	050	 	1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	0.2	S1_CBC_A.ARTURO ARRIETA	NO	4991018435
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40003918	7	3011	050	 	1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	0.07	S1_CBC_A.ARTURO ARRIETA	NO	Stock
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40004259	16	3011	050	 	1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.16	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40004260	7	3011	050	 	1351	"R LIN,1K1,1%,TK100,100mW,0603"		ROH	NA	0.07	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40004260	2	3011	050	 	1351	"R LIN,1K1,1%,TK100,100mW,0603"		ROH	NA	0.02	S1_CBC_A.ARTURO ARRIETA	NO	4991018435
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40006183	5	3011	050	 	1351	"C CER,X7R,120nF,10%,25V,C1206,-"		ROH	NA	0.5	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40006208	65	3011	050	 	1351	"C CER,C0G,47pF,5%,100V,C0603,Sn"		ROH	NA	1.95	S1_CBC_A.ARTURO ARRIETA	NO	4991018471
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40006208	26	3011	050	 	1351	"C CER,C0G,47pF,5%,100V,C0603,Sn"		ROH	NA	0.78	S1_CBC_A.ARTURO ARRIETA	NO	4991018435
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40006738	21	3011	050	 	1351	"C CER,X7R,100nF,10%,16V,C0402,Sn"		ROH	NA	0.42	S1_CBC_A.ARTURO ARRIETA	NO	4991018471
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40010686	1	3011	050	 	1351	"T BIP/BC857B,SOT23"		ROH	NA	0.09	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40011181	14	3011	050	 	1351	"R LIN,68K,1%,TK100,100mW,0603"		ROH	NA	0.14	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40011181	2	3011	050	 	1351	"R LIN,68K,1%,TK100,100mW,0603"		ROH	NA	0.02	S1_CBC_A.ARTURO ARRIETA	NO	4991018435
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40011211	23	3011	050	 	1351	"R LIN,1K,1%,TK100,500mW,2010"		ROH	NA	2.53	S1_CBC_A.ARTURO ARRIETA	NO	Stock
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40011620	1	3011	050	 	1351	"R LIN,6K04,1%,TK100,100mW,0603"		ROH	NA	0.01	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7451320093	NA	A2C40016952	1	3011	050	 	1351	"IC BUS DRIV/TLE6251DS,8-SO"		ROH	NA	3.26	S1_CBC_A.ARTURO ARRIETA	NO	4991018570
628271	07/06/2015	ZSCR	551	035-1	0	'050	A2C7378970693	NA	A2C40020713	39	3011	050	 	1351	"R LIN,1K,5%,TK200,500mW,1210"		ROH	NA	1.95	S1_CBC_A.ARTURO ARRIETA	NO	4991018471
628272	07/06/2015	ZSCR	551	035-1	0	'050	A2C8216770092	NA	A2C00003777	17	3011	050	 	1351	"R LIN,20K,5%,TK200,125mW,0805"		ROH	NA	0.17	S1_WK_WD RFHUB_J.JORGE	NO	4991018691
628272	07/06/2015	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C00038706	25	3011	050	 	1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	7.75	S1_WK_WD RFHUB_J.JORGE	NO	4991018698
628272	07/06/2015	ZSCR	551	035-1	0	'050	A2C8216770092	NA	A2C00040024	14	3011	050	 	1351	"400V,3A,1,,DO-214AB,RECT DIODE/S3G-3HE3"		ROH	NA	7.28	S1_WK_WD RFHUB_J.JORGE	NO	4991018691
628272	07/06/2015	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C40018381	26	3011	050	 	1351	"R JUMP,0R05,250mW,2A,1206"		ROH	NA	0.52	S1_WK_WD RFHUB_J.JORGE	NO	4991018698
628272	07/06/2015	ZSCR	551	035-1	0	'050	A2C8216770093	NA	A2C53331174	30	3011	050	 	1351	antenna		ROH	NA	54.3	S1_WK_WD RFHUB_J.JORGE	NO	Stock
628274	07/06/2015	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00006606	2	3011	050	 	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.02	S1_CUSW UF PASE_J.JORGE	NO	4991018486
628274	07/06/2015	ZSCR	551	035-1	0	'050	A2C8393040093	NA	A2C00006606	45	3011	050	 	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.45	S1_CUSW UF PASE_J.JORGE	NO	4991018735
628274	07/06/2015	ZSCR	551	035-1	0	'050	A2C3808140093	NA	A2C00006606	10	3011	050	 	1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.1	S1_CUSW UF PASE_J.JORGE	NO	4991018362
628274	07/06/2015	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00018109	16	3011	050	 	1351	"R LIN,120K,5%,TK200,63mW,0402"		ROH	NA	0.16	S1_CUSW UF PASE_J.JORGE	NO	4991018486
628274	07/06/2015	ZSCR	551	035-1	0	'050	A2C8673320193	NA	A2C00019748	7	3011	050	 	1351	"R LIN,2K2,1%,TK100,63mW,0402"		ROH	NA	0.07	S1_CUSW UF PASE_J.JORGE	NO	4991018748
628274	07/06/2015	ZSCR	551	035-1	0	'050	A2C8673310193	NA	A2C00019748	2	3011	050	 	1351	"R LIN,2K2,1%,TK100,63mW,0402"		ROH	NA	0.02	S1_CUSW UF PASE_J.JORGE	NO	4991018742
628274	07/06/2015	ZSCR	551	035-1	0	'050	A2C7395960193	NA	A2C00026675	2	3011	050	 	1351	"9pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.04	S1_CUSW UF PASE_J.JORGE	NO	4991018486
628274	07/06/2015	ZSCR	551	035-1	0	'050	A2C7395980193	NA	A2C00039709	40	3011	050	 	1351	"FRANTIC PCF7900NHN,TRANSMITTER,QFN16 3x"		ROH	NA	162	S1_CUSW UF PASE_J.JORGE	NO	4991018552
628290	08/06/2015	ZSCR	551	042-4	NA	'015	A2C37668700	NA	A2C53105128	1	3011	015	 	1424	Contact Spring positive	NA	ROH	NA	0.31	S1_PASE FOB CUSW_A.ADRI	NO	4991017339
628290	08/06/2015	ZSCR	551	042-4	NA	'015	A2C86022600	NA	A2C73749500	2	3011	015	 	1424	housing cover assy CHR up 5-btn	NA	ROH	NA	24.68	S1_PASE FOB CUSW_A.ADRI	NO	4991017605
628290	08/06/2015	ZSCR	551	042-4	NA	'015	A2C86022600	NA	A2C73750400	4	3011	015	 	1424	housing bottom assy CHR	NA	ROH	NA	33.64	S1_PASE FOB CUSW_A.ADRI	NO	4991017605
628290	08/06/2015	ZSCR	551	042-4	NA	'015	A2C86022600	NA	A2C73750700	4	3011	015	 	1424	pad Jewel	NA	ROH	NA	22.4	S1_PASE FOB CUSW_A.ADRI	NO	4991017605
628290	08/06/2015	ZSCR	551	042-4	NA	'015	A2C73752901	NA	A2C73751400	4	3011	015	 	1424	pad Vent	NA	ROH	NA	5.12	S1_PASE FOB CUSW_A.ADRI	NO	4991017477
628334	08/06/2015	ZSCR	551	034-2	NA	'050	68170755AA	NA	A2C53428225	6	3011	050	 	1342	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	320.58	S1_TIPM LOGIC_P.PABLO P	NO	4991018043
628341	08/06/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637200	1	3011	015	 	1424	"COVER, LOWER CBC"	NA	ROH	NA	7.06	S1_CBC MY15_. (APROBAC	NO	4991017402
628363	08/06/2015	ZSCR	551	040-2	NA	'050	A2C30821600	NA	A2C53428225	2	3011	050	 	1402	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	106.86	S1_TIPM LOGIC_P.PABLO P	NO	4991018046
628372	08/06/2015	ZSCR	551	040-2	NA	'050	A2C73785403	NA	A2C73599005	2	3011	050	 	1402	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	159.58	S1_CBC MY15_. (APROBAC	NO	4991018446
628430	08/06/2015	ZSCR	551	040-2	NA	'050	A2C32293500	NA	A2C38081500	20	3011	050	 	1402	FOBIK MAX PCB	NA	ROH	NA	81	S1_CUSW UF PASE_A.ADRIA	NO	4991018243
628479	08/06/2015	ZSCR	551	040-2	NA	'050	A2C73601700	NA	A2C73519600	2	3011	050	 	1402	PCB CHRYSLER CBC (1-SCREW)-MY13update	NA	ROH	NA	133.72	S1_CBC MY15_. (APROBAC	NO	Stock
629234	10/06/2015	ZSCR	551	042-4	NA	'015	A2C73637001	NA	A2C73742400	1	3011	015	 	1424	TYPE LABEL UNPRINTED	NA	ROH	NA	0.12	S1_CBC MY15_. (APROBAC	NO	4991017425
629259	10/06/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637100	3	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	73.23	S1_CBC MY15_. (APROBAC	NO	4991017402
629259	10/06/2015	ZSCR	551	042-4	NA	'015	A2C73601801	NA	A2C73637100	3	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	73.23	S1_CBC MY15_. (APROBAC	NO	4991017402
629390	10/06/2015	ZSCR	551	022-2	NA	'050	A2C73601701	NA	A2C37574600	420	3011	050	 	1222	"FLAT CONNECTOR 1,2 X 0,6 X 12,2"	NA	ROH	NA	58.8	S1_CBC MY15_. (APROBAC	NO	4991018421
629390	10/06/2015	ZSCR	551	022-2	NA	'050	A2C7360170093	NA	A2C53412606	84	3011	050	 	1222	"FLAT CONNECTOR 6,3 X 0,8 X 15"	NA	ROH	NA	33.6	S1_CBC MY15_. (APROBAC	NO	4991018414
629390	10/06/2015	ZSCR	551	022-2	NA	'050	A2C73785403	NA	A2C73599005	18	3011	050	 	1222	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	1436.22	S1_CBC MY15_. (APROBAC	NO	4991018446
629485	10/06/2015	ZSCR	551	034-3	NA	'015	A2C73752901	NA	A2C73751400	166	3011	015	 	1343	pad Vent	NA	ROH	NA	212.48	S1_RKE FOB CUSW_A.ADRIA	NO	4991017477
629485	10/06/2015	ZSCR	551	034-3	NA	'015	A2C85886700S	NA	A2C85520000	166	3011	015	 	1343	housing bottom LWR HSG	NA	ROH	NA	449.86	S1_RKE FOB CUSW_A.ADRIA	NO	4991017594
629485	10/06/2015	ZSCR	551	034-3	NA	'015	A2C85886800S	NA	A2C85520100	166	3011	015	 	1343	sticker Dodge Jwl	NA	ROH	NA	1049.12	S1_RKE FOB CUSW_A.ADRIA	NO	4991017599
629631	11/06/2015	ZSCR	551	030-1	NA	'050	5WY8844	NA	A2C31229200	2	3011	050	 	1301	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	126.96	S1_TIPM MEDIUM_P.PABLO	NO	4991018027
629631	11/06/2015	ZSCR	551	030-1	NA	'050	5WY8838	NA	A2C53428227	4	3011	050	 	1301	PIN	NA	ROH	NA	1.16	S1_TIPM MEDIUM_P.PABLO	NO	4991018018
629631	11/06/2015	ZSCR	551	030-1	NA	'050	5WY8838	NA	A2C53428228	42	3011	050	 	1301	PIN	NA	ROH	NA	11.34	S1_TIPM MEDIUM_P.PABLO	NO	4991018018
629631	11/06/2015	ZSCR	551	030-1	NA	'050	5WY8838	NA	A2C53428229	4	3011	050	 	1301	"PIN,TNG FORK (TALL)"	NA	ROH	NA	1.24	S1_TIPM MEDIUM_P.PABLO	NO	4991018018
629672	11/06/2015	ZSCR	551	042-4	NA	'015	A2C73637000	NA	A2C73637100	3	3011	015	 	1424	"HOUSING, UPPER CBC"	NA	ROH	NA	73.23	S1_CBC MY15_. (APROBAC	NO	4991017415
629961	11/06/2015	ZSCR	551	030-1	NA	'050	A2C73789604	NA	A2C73599005	2	3011	050	 	1301	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	159.58	S1_CBC MY15_. (APROBAC	NO	4991018451
630222	12/06/2015	ZSCR	551	034-2	NA	'015	A2C73601801	NA	A2C73637100	2	3011	015	 	1342	"HOUSING, UPPER CBC"	NA	ROH	NA	48.82	S1_CBC MY15_. (APROBAC	NO	4991017052
630226	12/06/2015	ZSCR	551	034-3	NA	'015	A2C73637001	NA	A2C73742400	1	3011	015	 	1343	TYPE LABEL UNPRINTED	NA	ROH	NA	0.12	S1_CBC MY15_. (APROBAC	NO	4991017425
630391	13/06/2015	ZSCR	551	035-1	NA	'050	A2C8216770093	NA	A2C00048063	1	3011	050	 	1351	"TLE8263E,SBC,CAN/2LIN,DSO36-EP,BUS DRIVE"	NA	ROH	NA	13.05	S1_WK_WD RFHUB_A.ADRIAN	NO	4991018698
630392	13/06/2015	ZSCR	551	035-1	NA	'050	A2C8016300093	NA	A2C00048063	5	3011	050	 	1351	"TLE8263E,SBC,CAN/2LIN,DSO36-EP,BUS DRIVE"	NA	ROH	NA	65.25	S1_RFHM CUSW_A.ADRIANA	NO	4991018595
630452	13/06/2015	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C32464500	20	3011	050	 	1342	transceiver assy	NA	ROH	NA	111	S1_RKE FOB CUSW_A.ADRIA	NO	4991018233
630507	14/06/2015	ZSCR	551	034-2	NA	'050	A2C8730230093	NA	A2C8730230093	1	3011	050	 	1342	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	160.43	S1_CUSW UF RFHM_A.ADRIA	NO	4991017942
