No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
450216	4/28/2014	ZSCR	551	034-3	NA	'054	5WY79940	NA	6590118999	8				1343	Epsilon MY07 GMX381Cv 8L MIASSY (10L HW)	NA	HALB	S.Real	2468.24	PSAD_EPSILON_O.OSCAR FO	NO	
450216	4/28/2014	ZSCR	551	034-3	NA	'054	5WY74130	NA	A2C00017185	16				1343	"Trigger Switch,SENSOR/BS15.024/300944"	NA	ROH	NA	524	PSAD_EPSILON_O.OSCAR FO	NO	
450216	4/28/2014	ZSCR	551	034-3	NA	'054	5WY77096	NA	6590118915	1				1343	SUBENSAMBLE IM MY07 8L C/AOS R	NA	HALB	S.Real	293.46	PSAD_EPSILON_O.OSCAR FO	NO	
450216	4/28/2014	ZSCR	551	034-3	NA	'054	5WY88580	NA	A2C53389834	2				1343	airbag control elect	NA	HALB	S.Real	565.46	PSAD_EPSILON_O.OSCAR FO	NO	
450216	4/28/2014	ZSCR	551	034-3	NA	'054	5WY75940	NA	6590119058	2				1343	Subensamble IM MY06 6L SP	NA	HALB	S.Real	574.9	PSAD_EPSILON_O.OSCAR FO	NO	
450216	4/28/2014	ZSCR	551	034-3	NA	'054	5WY70770	NA	6590119012	9				1343	Subensamble IM MY06 8L	NA	HALB	S.Real	2758.59	PSAD_EPSILON_O.OSCAR FO	NO	
450216	4/28/2014	ZSCR	551	034-3	NA	'054	5WY77086	NA	6590118909	4				1343	SUBENSAMBLE IM MY07 6L C/AOS R	NA	HALB	S.Real	1262.88	PSAD_EPSILON_O.OSCAR FO	NO	
450239	4/28/2014	ZSCR	551	034-2	NA	'054	A2C84851600	NA	A2C84835300	1				1342	pcb assy VW10 V08	NA	HALB	S.Real	261.65	PS_VW10 LC_U.ULISES VIL	NO	
450240	4/28/2014	ZSCR	551	040-3	NA	'054	5WK44508	NA	A2C53416946	1				1403	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	
450241	4/28/2014	ZSCR	551	040-2	NA	'054	A2C84851600	NA	A2C84835300	3				1402	pcb assy VW10 V08	NA	HALB	S.Real	784.95	PS_VW10 LC_U.ULISES VIL	NO	
450242	4/28/2014	ZSCR	551	040-5	NA	'054	A2C84851600	NA	A2C84835300	1				1405	pcb assy VW10 V08	NA	HALB	S.Real	261.65	PS_VW10 LC_U.ULISES VIL	NO	
450243	4/28/2014	ZSCR	551	040-3	NA	'054	A2C84851600	NA	A2C84835300	2				1403	pcb assy VW10 V08	NA	HALB	S.Real	523.3	PS_VW10 LC_U.ULISES VIL	NO	
450244	4/28/2014	ZSCR	551	040-3	NA	'054	A2C81542300	NA	A2C81543200	1				1403	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	
450245	4/28/2014	ZSCR	551	040-3	NA	'054	A2C86816802	NA	A2C86617100	1				1403	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO	
450246	4/28/2014	ZSCR	551	034-4	NA	'054	5WY89350	NA	A2C31080700	2				1344	IM Chrysler RT ORC MY13	NA	HALB	S.Real	663.64	PS_CHRYSLER MY2013_E.ED	NO	
450247	4/28/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53364457	2				1342	pcb assy	NA	HALB	S.Real/AutoBF	192.5	OC_BOSE VW_A.ANA TAPIA-	NO	
450248	4/28/2014	ZSCR	551	034-4	NA	'054	A2C91763800	NA	A2C40000022	1				1344	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	6.73	PS_SDM10+_C.CAROLINA OT	NO	
450248	4/28/2014	ZSCR	551	034-4	NA	'054	A2C91763800	NA	A2C53338471	2				1344	contact element	NA	ROH	NA	2.04	PS_SDM10+_C.CAROLINA OT	NO	
450248	4/28/2014	ZSCR	551	034-4	NA	'054	A2C83749300	NA	A2C83341400	1				1344	pcb topSMD	NA	HALB	S.Real/AutoBF	197.56	PS_SDM10+_C.CAROLINA OT	NO	
450248	4/28/2014	ZSCR	551	034-4	NA	'054	A2C91763800	NA	A2C53395714	1				1344	housing WIC P BK A-A	NA	ROH	NA	31.07	PS_SDM10+_C.CAROLINA OT	NO	
450250	4/28/2014	ZSCR	551	034-4	NA	'054	A2C85800900	NA	A2C83341500	2				1344	pcb topSMD	NA	HALB	S.Real/AutoBF	449.78	PS_SDM10+_C.CAROLINA OT	NO	
450250	4/28/2014	ZSCR	551	034-4	NA	'054	A2C82134700	NA	A2C40000025	2				1344	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	13.66	PS_SDM10+_C.CAROLINA OT	NO	
