No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	045		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
556161	26/11/2014	ZSCR	551	040-3	NA	'045	5WK50087	NA	A2C53340509	5	3011	045		1403	"housing UPP 170,0x 180,0"	NA	ROH	NA	41.7	S4_PQ35 6ta Gen_. (APR	NO	4985093986
556627	27/11/2014	ZSCR	551	022-2	NA	'045	A2C81507400	NA	8800630143	2	3011	045		1222	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	0.12	S1_FOB K2XX_L.LUIS LOPE	NO	4985094200
556627	27/11/2014	ZSCR	551	022-2	NA	'045	A2C32336100	NA	A2C34525700	9	3011	045		1222	cover	NA	ROH	NA	21.69	S1_FOB K2XX_L.LUIS LOPE	NO	4985094398
556627	27/11/2014	ZSCR	551	022-2	NA	'045	A2C32336300	NA	A2C34525800	8	3011	045		1222	cover	NA	ROH	NA	19.28	S1_FOB K2XX_L.LUIS LOPE	NO	4985094564
556627	27/11/2014	ZSCR	551	022-2	NA	'045	A2C32336300	NA	A2C37905400	8	3011	045		1222	GMC Logo	NA	ROH	NA	40.32	S1_FOB K2XX_L.LUIS LOPE	NO	4985094564
556627	27/11/2014	ZSCR	551	022-2	NA	'045	A2C32336100	NA	A2C37905900	9	3011	045		1222	Chevrolet Logo	NA	ROH	NA	49.05	S1_FOB K2XX_L.LUIS LOPE	NO	4985094398
556639	27/11/2014	ZSCR	551	040-3	NA	'045	A2C32336100	NA	8800630143	30	3011	045		1403	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	1.8	S1_FOB K2XX_L.LUIS LOPE	NO	4985094200
556639	27/11/2014	ZSCR	551	040-3	NA	'045	A2C32336100	NA	A2C00004906	35	3011	045		1403	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	57.4	S1_FOB K2XX_L.LUIS LOPE	NO	4985094398
556639	27/11/2014	ZSCR	551	040-3	NA	'045	A2C32336100	NA	A2C34971300	35	3011	045		1403	clip	NA	ROH	NA	17.15	S1_FOB K2XX_L.LUIS LOPE	NO	4985094398
556654	27/11/2014	ZSCR	551	040-2	NA	'045	A2C32336100	NA	A2C34525700	2	3011	045		1402	cover	NA	ROH	NA	4.82	S1_FOB K2XX_L.LUIS LOPE	NO	4985094398
556654	27/11/2014	ZSCR	551	040-2	NA	'045	A2C32336300	NA	A2C34525800	1	3011	045		1402	cover	NA	ROH	NA	2.41	S1_FOB K2XX_L.LUIS LOPE	NO	4985094564
556654	27/11/2014	ZSCR	551	040-2	NA	'045	A2C32336300	NA	A2C37905400	1	3011	045		1402	GMC Logo	NA	ROH	NA	5.04	S1_FOB K2XX_L.LUIS LOPE	NO	4985094564
556654	27/11/2014	ZSCR	551	040-2	NA	'045	A2C32336100	NA	A2C53333375	7	3011	045		1402	ring	NA	ROH	NA	3.29	S1_FOB K2XX_L.LUIS LOPE	NO	4985094398
556656	27/11/2014	ZSCR	551	040-4	NA	'045	A2C32336500	NA	A2C34525001	1	3011	045		1404	housing cover assy	NA	ROH	NA	4.3	S1_FOB K2XX_L.LUIS LOPE	NO	4985094693
556656	27/11/2014	ZSCR	551	040-4	NA	'045	A2C32336100	NA	A2C34525700	1	3011	045		1404	cover	NA	ROH	NA	2.41	S1_FOB K2XX_L.LUIS LOPE	NO	4985094398
556656	27/11/2014	ZSCR	551	040-4	NA	'045	A2C32336100	NA	A2C37905900	1	3011	045		1404	Chevrolet Logo	NA	ROH	NA	5.45	S1_FOB K2XX_L.LUIS LOPE	NO	4985094398
556658	27/11/2014	ZSCR	551	040-1	NA	'045	A2C81507400	NA	8800630143	12	3011	045		1401	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	0.72	S1_FOB K2XX_L.LUIS LOPE	NO	4985094200
