No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
570806	05/01/2015	MB1A	551	040-1	K96019	'054	NA	NA	A2C81455800	1				1095	pcb assy RENT4 V01	NA	HALB	S.Real	132.3	PS_RENAULT_.	NO	
570808	05/01/2015	ZSCR	551	040-4	NA	'054	A2C91764100	NA	A2C92572300	1				1404	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	260.01	PS_SDM30_.	NO	4985470653
570811	05/01/2015	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1				1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	4985470395
570812	05/01/2015	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1				1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	4985470395
570814	05/01/2015	ZSCR	551	040-1	NA	'054	A2C91764100	2800	A2C91764100	1				1401	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	NA	FERT	NA	313.1	PS_SDM30_.	NO	4985469929
570816	05/01/2015	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	4985471748
570817	05/01/2015	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	4985471748
570819	05/01/2015	MB1A	551	040-1	K96019	'054	NA	NA	A2C85221401	1				1095	pcb assy DAGSM D_4	NA	HALB	S.Real	249.21	PSAD_DAIMLER SMART_F.FE	NO	
570821	05/01/2015	ZSCR	551	040-1	NA	'054	5WK44551	NA	A2C53287874	1	3011	054	 	1401	pcb assy	NA	HALB	S.Real	54.85	OC_OCS NISSAN_A.ANA TAP	NO	4985470990
570823	05/01/2015	ZSCR	551	040-5	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1405	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4985471147
570825	05/01/2015	ZSCR	551	040-1	NA	'054	A2C85801000	NA	A2C83971900	1				1401	pcb topSMD	NA	HALB	S.Real/AutoBF	335.21	PS_SDM10+_.	NO	4985470412
570826	05/01/2015	MB1A	551	040-3	K96019	'054	NA	NA	A2C85221001	1				1095	pcb assy DAGSM D_2	NA	HALB	S.Real	246.56	PSAD_DAIMLER SMART_F.FE	NO	
570828	05/01/2015	ZSCR	551	040-1	NA	'054	A2C91764400	NA	A2C92572700	1				1401	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	387.18	PS_SDM30_.	NO	4985470625
570829	05/01/2015	ZSCR	551	040-1	NA	'054	A2C91764400	NA	A2C92572700	1				1401	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	387.18	PS_SDM30_.	NO	4985470625
570830	05/01/2015	ZSCR	551	040-1	NA	'054	A2C91764300	NA	A2C92572500	1				1401	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	287.19	PS_SDM30_.	NO	4985470428
570832	05/01/2015	ZSCR	551	040-1	NA	'054	A2C85801000	NA	A2C83971900	1				1401	pcb topSMD	NA	HALB	S.Real/AutoBF	335.21	PS_SDM10+_.	NO	4985470412
570834	05/01/2015	ZSCR	551	034-2	NA	'054	5WK44120	NA	A2C53324560	100	3011	054	 	1342	certification label spool part p	NA	ROH	NA	50	PS_ARAMIS III_E.EDWIN R	NO	4985470893
570835	05/01/2015	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53098572	30	3011	054	 	1342	label	NA	ROH	NA	12.3	OC_BOSE VW_A.ANA TAPIA-	NO	4985470915
570836	05/01/2015	ZSCR	551	040-3	NA	'054	5WK43025	NA	6593331401	80	3011	054	 	1403	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	20.8	PS_HONDA HRS6_J.JUAN CH	NO	4985470834
570837	05/01/2015	ZSCR	551	040-3	NA	'054	5WK43025	NA	6593331401	100	3011	054	 	1403	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	26	PS_HONDA HRS6_J.JUAN CH	NO	4985470834
570838	05/01/2015	MB1A	551	040-5	K96019	'054	NA	NA	A2C53394928	3				1095	pin header 90P H 3R PF 1018 VI	NA	ROH	NA	100.89	PS_VW20 MQB_.	NO	
570839	05/01/2015	MB1A	551	040-5	K96019	'054	NA	NA	A2C53330107	5				1095	socket	NA	ROH	NA	65.95	PS_VW20 MQB_.	NO	
570840	05/01/2015	ZSCR	551	040-5	NA	'054	A2C31080700	NA	A2C30202900	2	3011	054	 	1405	multipoint connector 84P H 2SYS AFAD	NA	ROH	NA	77.54	PS_CHRYSLER MY2013_E.ED	NO	4985471233
570840	05/01/2015	ZSCR	551	040-5	NA	'054	A2C31080700	NA	A2C53330109	1	3011	054	 	1405	socket	NA	ROH	NA	18.1	PS_CHRYSLER MY2013_E.ED	NO	4985471233
570841	05/01/2015	ZSCR	551	040-3	NA	'054	5WK44285	NA	A2C00027016	4	3011	054	 	1403	housing	NA	ROH	NA	64.4	PS_VW10 LC_.	NO	4985470939
570841	05/01/2015	ZSCR	551	040-3	NA	'054	5WK44285	NA	A2C00027389	8	3011	054	 	1403	cover	NA	ROH	NA	20.48	PS_VW10 LC_.	NO	4985470939
570844	05/01/2015	ZSCR	551	040-3	NA	'054	A2C82134700	NA	A2C40000025	2	3011	054	 	1403	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	13.66	PS_SDM30_.	NO	4985471555
570844	05/01/2015	ZSCR	551	040-3	NA	'054	A2C82134700	NA	A2C53338471	4	3011	054	 	1403	contact element	NA	ROH	NA	4.08	PS_SDM30_.	NO	4985471555
570844	05/01/2015	ZSCR	551	040-3	NA	'054	A2C82134700	NA	A2C53395715	2	3011	054	 	1403	housing WIC P BK A-B	NA	ROH	NA	69.6	PS_SDM30_.	NO	4985471555
570846	05/01/2015	ZSCR	551	040-1	NA	'054	5WK44675	NA	A2C53408763	1	3011	054	 	1401	pcb assy FIA326 OCS V15	NA	HALB	S.Real	154.96	PS_FIAT BRAZIL_E.EDWIN	NO	No stock
570848	05/01/2015	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1401	airbag	NA	HALB	S.Real	331.82	PS_ARAMIS III_E.EDWIN R	NO	4985471161
570874	05/01/2015	ZSCR	551	040-5	NA	'054	A2C31080700	NA	A2C30202900	1	3011	054	 	1405	multipoint connector 84P H 2SYS AFAD	NA	ROH	NA	38.77	PS_CHRYSLER MY2013_E.ED	NO	4985471233
570874	05/01/2015	ZSCR	551	040-5	NA	'054	A2C31080700	NA	A2C53330109	3	3011	054	 	1405	socket	NA	ROH	NA	54.3	PS_CHRYSLER MY2013_E.ED	NO	4985471233
570875	05/01/2015	ZSCR	551	040-5	NA	'054	A2C38070400	NA	A2C53330105	1	3011	054	 	1405	socket	NA	ROH	NA	12.01	PS_FIAT BRAZIL_E.EDWIN	NO	4985471354
570882	05/01/2015	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1				1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	4985470395
570883	05/01/2015	ZSCR	551	040-1	NA	'054	A2C94819900	NA	A2C5340491402	1	3011	054	 	1401	pcb assy HONHRS5 V30 REV 02	NA	HALB	S.Real	326.89	PS_HONDA HRS5_.	NO	4985471862
570885	05/01/2015	ZSCR	551	040-3	NA	'054	5WK44551	NA	A2C53287874	1	3011	054	 	1403	pcb assy	NA	HALB	S.Real	54.85	OC_OCS NISSAN_A.ANA TAP	NO	4985470990
570892	05/01/2015	MB1A	551	040-4	K96019	'054	NA	NA	A2C53424040	68				1095	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	18.36	PSAD_DAIMLER STAR2_ISC_	NO	
570892	05/01/2015	MB1A	551	040-4	K96019	'054	NA	NA	A2C83435000	15				1095	cover FIP T BK	NA	ROH	NA	285.3	PSAD_DAIMLER STAR2_ISC_	NO	
570896	05/01/2015	ZSCR	551	040-5	NA	'054	A2C31080700	NA	A2C53330109	1	3011	054	 	1405	socket	NA	ROH	NA	18.1	PS_CHRYSLER MY2013_E.ED	NO	4985471233
570919	05/01/2015	MB1A	551	040-3	K96019	'054	NA	NA	A2C83702300	5				1095	pcb assy VW20 D_8	NA	HALB	S.Real	1138.45	PS_VW20 MQB_.	NO	
570921	05/01/2015	MB1A	551	040-1	K96019	'054	NA	NA	A2C96631500	1				1095	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	502.96	PSAD_DAIMLER STAR2_ISC_	NO	
570923	05/01/2015	MB1A	551	040-2	K96019	'054	NA	NA	A2C96631500	1				1095	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	502.96	PSAD_DAIMLER STAR2_ISC_	NO	
570925	05/01/2015	MB1A	551	040-1	K96019	'054	NA	NA	A2C96631500	1				1095	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	502.96	PSAD_DAIMLER STAR2_ISC_	NO	
570930	05/01/2015	MB1A	551	040-3	K96019	'054	NA	NA	A2C83378601	1				1095	pcb assy DAGSTAR2 V06 ISC	NA	HALB	S.Real	502.96	PSAD_DAIMLER STAR2_ISC_	NO	
570932	05/01/2015	MB1A	551	040-3	K96019	'054	NA	NA	A2C85221401	1				1095	pcb assy DAGSM D_4	NA	HALB	S.Real	249.21	PSAD_DAIMLER SMART_F.FE	NO	
570934	05/01/2015	MB1A	551	040-3	K96019	'054	NA	NA	A2C85221401	1				1095	pcb assy DAGSM D_4	NA	HALB	S.Real	249.21	PSAD_DAIMLER SMART_F.FE	NO	
570935	05/01/2015	ZSCR	551	040-1	NA	'054	A2C85901112	NA	A2C87057001	1	3011	054	 	1401	pcb assy DAGSTAR2 D_18	NA	HALB	S.Real	420.33	PSAD_DAIMLER STAR 2_A.A	NO	No stock
570937	05/01/2015	ZSCR	551	040-1	NA	'054	A2C86887712	NA	A2C86884501	1	3011	054	 	1401	pcb assy DAGSTAR2 D_14	NA	HALB	S.Real	499.67	PSAD_DAIMLER STAR 2_A.A	NO	4985471767
570940	05/01/2015	ZSCR	551	040-3	NA	'054	A2C32453912	NA	A2C3511610193	1	3011	054	 	1403	pcb assy DAGSTAR2 D_12 SMD TOP	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO	4985471260
571185	06/01/2015	MB1A	551	034-4	K96019	'054	NA	NA	A2C96631800	3				1095	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	1583.61	PSAD_DAIMLER STAR2_ISC_	NO	
571187	06/01/2015	MB1A	551	040-3	K96019	'054	NA	NA	A2C9663160093	1				1095	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	332.16	PSAD_DAIMLER STAR2_ISC_	NO	
571189	06/01/2015	MB1A	551	040-3	K96019	'054	NA	NA	A2C9663150093	1				1095	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	421.21	PSAD_DAIMLER STAR2_ISC_	NO	
571190	06/01/2015	MB1A	551	040-5	K96019	'054	NA	06AC	A2C92704001	1				1095	ACU DAGS2WS205 MY14 S15 20 09 1 0 0 HSA	NA	FERT	NA	452.53	PSAD_DAIMLER STAR2_ISC_	NO	
571192	06/01/2015	ZSCR	551	030-1	NA	'054	NA	NA	A2C81455800	1	3011	054	 	1301	pcb assy RENT4 V01	NA	HALB	S.Real	132.3	PS_RENAULT_.	NO	4985471884
571194	06/01/2015	ZSCR	551	040-5	NA	'054	A2C86852400	87AB	A2C86852400	1				1405	ACU HMCUD MY13 S10 12 XX 0 0 0 000	NA	FERT	NA	228.84	PS_HYUNDAI_.	NO	4985469796
571195	06/01/2015	ZSCR	551	050-3	NA	'054	A2C53367544	NA	A2C53374378A	1	3011	054	 	1503	VW10 circuit board assy 12FL SMD Top	NA	HALB	S.Real	166.4	PS_VW10 LC_.	NO	No stock
571195	06/01/2015	ZSCR	551	050-3	NA	'054	A2C53367544	NA	A2C53417083	1	3011	054	 	1503	pin header 75P H 2R 1018 13	NA	ROH	NA	28.72	PS_VW10 LC_.	NO	4985471361
571208	06/01/2015	ZSCR	551	040-1	NA	'054	A2C85801000	NA	A2C83971900	1				1401	pcb topSMD	NA	HALB	S.Real/AutoBF	335.21	PS_SDM10+_.	NO	4985470412
571209	06/01/2015	ZSCR	551	040-1	NA	'054	A2C30910808	NA	A2C32509000	1	3011	054	 	1401	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_.	NO	4985471224
571213	06/01/2015	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	2	3011	054	 	1401	airbag	NA	HALB	S.Real	663.64	PS_CHRYSLER MY2013_E.ED	NO	4985471147
571214	06/01/2015	ZSCR	551	040-4	NA	'054	A2C30910808	NA	A2C86055000	5	3011	054	 	1404	cover	NA	ROH	NA	49.55	PSAD_VW20_.	NO	4985471224
571216	06/01/2015	MB1A	551	040-5	K96019	'054	NA	NA	A2C53394928	4				1095	pin header 90P H 3R PF 1018 VI	NA	ROH	NA	134.52	PS_VW20 MQB_.	NO	
571218	06/01/2015	ZSCR	551	040-4	NA	'054	5WY90360	NA	A2C53408549	10	3011	054	 	1404	housing D= 2	NA	ROH	NA	205.3	PSAD_GM BRASIL_A.ANA TA	NO	4985471191
571218	06/01/2015	ZSCR	551	040-4	NA	'054	A2C82735100	NA	A2C83145200	6	3011	054	 	1404	certification label identificati	NA	ROH	NA	1.98	PSAD_GM BRASIL_A.ANA TA	NO	4985471581
571227	06/01/2015	MB1A	551	040-3	K96019	'054	NA	NA	A2C83435000	2				1095	cover FIP T BK	NA	ROH	NA	38.04	PSAD_DAIMLER STAR2_ISC_	NO	
571230	06/01/2015	ZSCR	551	040-4	NA	'054	A2C91764400	NA	A2C83145200	400	3011	054	 	1404	certification label identificati	NA	ROH	NA	132	PSAD_GM BRASIL_A.ANA TA	NO	4985471847
571230	06/01/2015	ZSCR	551	040-4	NA	'054	A2C91763800	NA	A2C83145200	300	3011	054	 	1404	certification label identificati	NA	ROH	NA	99	PSAD_GM BRASIL_A.ANA TA	NO	4985471791
571317	06/01/2015	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1401	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4985471147
571329	06/01/2015	ZSCR	551	040-4	NA	'054	5WK44748	NA	6593331401	20	3011	054	 	1404	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	5.2	PS_HONDA HRS6_J.JUAN CH	NO	4985471104
571329	06/01/2015	ZSCR	551	040-4	NA	'054	5WK44697	NA	6593571403	10	3011	054	 	1404	ETIQUETA C/ROTULO DE ADVERTENC s/d	NA	ROH	NA	8.1	PS_HONDA HRS6_J.JUAN CH	NO	4985471087
571329	06/01/2015	ZSCR	551	040-4	NA	'054	5WK44564	NA	6593831401	10	3011	054	 	1404	WARNING LABEL c/d/i HONDA	NA	ROH	NA	11.1	PS_HONDA HRS6_J.JUAN CH	NO	4985471007
571329	06/01/2015	ZSCR	551	040-4	NA	'054	5WK44748	NA	A2C53397769	20	3011	054	 	1404	housing	NA	ROH	NA	415	PS_HONDA HRS6_J.JUAN CH	NO	4985471104
571382	06/01/2015	MB1A	551	040-3	K96019	'054	NA	NA	A2C8522100193	1				1095	pcb assy DAGSM D_2_ SMD TOP	NA	HALB	S.Real	171.48	PSAD_DAIMLER SMART_F.FE	NO	
571398	06/01/2015	MB1A	551	040-5	K96019	'054	NA	NA	A2C84661700	1				1095	pcb assy VW20 D_4	NA	HALB	S.Real	248.8	PS_VW20 MQB_.	NO	
571402	06/01/2015	ZSCR	551	040-2	NA	'054	A2C82134800	NA	A2C40000022	7	3011	054	 	1402	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	47.11	PS_SDM30_.	NO	4985471567
571402	06/01/2015	ZSCR	551	040-2	NA	'054	A2C82134700	NA	A2C40000025	5	3011	054	 	1402	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	34.15	PS_SDM30_.	NO	4985471555
571402	06/01/2015	ZSCR	551	040-2	NA	'054	A2C82134800	NA	A2C53395713	6	3011	054	 	1402	housing WIC P BK A-D	NA	ROH	NA	218.82	PS_SDM30_.	NO	4985471567
571405	06/01/2015	ZSCR	551	040-4	NA	'054	5WY89350	NA	A2C53424009	300	3011	054	 	1404	"pan head screw 3,5 x 12,00 1268"	NA	ROH	NA	57	PS_CHRYSLER MY2013_E.ED	NO	4985471147
571405	06/01/2015	ZSCR	551	040-4	NA	'054	5WY89360	NA	A2C53424009	400	3011	054	 	1404	"pan head screw 3,5 x 12,00 1268"	NA	ROH	NA	76	PS_CHRYSLER MY2013_E.ED	NO	4985471179
571408	06/01/2015	MB1A	551	040-4	K96019	'054	NA	NA	A2C53424040	680				1095	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	183.6	PSAD_DAIMLER STAR2_ISC_	NO	
571408	06/01/2015	MB1A	551	040-4	K96019	'054	NA	NA	A2C53424040	1800				1095	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	486	PSAD_DAIMLER STAR2_ISC_	NO	
571409	06/01/2015	ZSCR	551	040-4	NA	'054	5WK44004	NA	A2C53108387	400	3011	054	 	1404	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	72	PS_HONDA HRS6_J.JUAN CH	NO	4985470863
571409	06/01/2015	ZSCR	551	040-4	NA	'054	5WK44688	NA	A2C53108387	700	3011	054	 	1404	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	126	PS_HONDA HRS6_J.JUAN CH	NO	4985471063
571412	06/01/2015	ZSCR	551	040-1	NA	'054	5WK44774	NA	A2C81533000	1	3011	054	 	1401	pcb assy DAGARM3 V13	NA	HALB	S.Real	507.23	PS_ARAMIS III_E.EDWIN R	NO	4985471122
571415	06/01/2015	ZSCR	551	040-1	NA	'054	A2C86816802	NA	A2C86617100	1	3011	054	 	1401	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO	No stock
571416	06/01/2015	ZSCR	551	040-1	NA	'054	5WK44774	NA	A2C81533000	1	3011	054	 	1401	pcb assy DAGARM3 V13	NA	HALB	S.Real	507.23	PS_ARAMIS III_E.EDWIN R	NO	4985471122
571418	06/01/2015	ZSCR	551	040-1	NA	'054	5WK44774	NA	A2C81533000	1	3011	054	 	1401	pcb assy DAGARM3 V13	NA	HALB	S.Real	507.23	PS_ARAMIS III_E.EDWIN R	NO	4985471122
571420	06/01/2015	ZSCR	551	040-1	NA	'054	A2C86816802	NA	A2C86617100	1	3011	054	 	1401	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO	No stock
571653	07/01/2015	ZSCR	551	034-1	NA	'054	A2C81542300	NA	A2C81543200	6	3011	054	 	1341	pcb assy	NA	HALB	S.Real	2491.2	PS_ARAMIS 2013_E.EDWIN	NO	4985471532
571654	07/01/2015	ZSCR	551	034-3	NA	'054	A2C91085500	2800	A2C91085500	1				1343	ACU MY11 G40 12 XX 0 1 0 000	NA	FERT	NA	390.9	PS_SDM10+_.	NO	4985469857
571655	07/01/2015	ZSCR	551	040-3	NA	'054	5WK44285	NA	A2C00027016	12	3011	054	 	1403	housing	NA	ROH	NA	193.2	PS_VW10 LC_.	NO	4985470939
571655	07/01/2015	ZSCR	551	040-3	NA	'054	5WK44285	NA	A2C00027389	14	3011	054	 	1403	cover	NA	ROH	NA	35.84	PS_VW10 LC_.	NO	4985470939
571656	07/01/2015	ZSCR	551	040-3	NA	'054	5WY89350	NA	A2C53436156	4	3011	054	 	1403	cover RAP T BK	NA	ROH	NA	25.6	PS_CHRYSLER MY2013_E.ED	NO	4985471147
571657	07/01/2015	ZSCR	551	040-3	NA	'054	5WK44749	3	5WK44749	2				1403	ACU HONHRS6 MY13 S15 XX XX 0 0 0	NA	FERT	NA	679.32	PS_HONDA HRS5_.	NO	4985469746
571657	07/01/2015	ZSCR	551	040-3	NA	'054	5WK43025	NA	6593331401	1	3011	054	 	1403	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	0.26	PS_HONDA HRS5_.	NO	4985470848
571657	07/01/2015	ZSCR	551	040-3	NA	'054	5WK44004	NA	A2C53108387	5	3011	054	 	1403	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	0.9	PS_HONDA HRS5_.	NO	4985470869
571657	07/01/2015	ZSCR	551	040-3	NA	'054	5WK44822	NA	A2C53397769	1	3011	054	 	1403	housing	NA	ROH	NA	20.75	PS_HONDA HRS5_.	NO	4985471132
571657	07/01/2015	ZSCR	551	040-3	NA	'054	5WK44592	NA	A2C53397780	1	3011	054	 	1403	cover	NA	ROH	NA	3.18	PS_HONDA HRS5_.	NO	4985471028
571657	07/01/2015	ZSCR	551	040-3	NA	'054	A2C94819900	NA	A2C5340491402	1	3011	054	 	1403	pcb assy HONHRS5 V30 REV 02	NA	HALB	S.Real	326.89	PS_HONDA HRS5_.	NO	4985471862
571658	07/01/2015	ZSCR	551	040-3	NA	'054	A2C82134800	NA	A2C40000022	6	3011	054	 	1403	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	40.38	PS_SDM10+_.	NO	4985471567
571658	07/01/2015	ZSCR	551	040-3	NA	'054	A2C82134800	NA	A2C53338471	12	3011	054	 	1403	contact element	NA	ROH	NA	12.24	PS_SDM10+_.	NO	4985471567
571658	07/01/2015	ZSCR	551	040-3	NA	'054	A2C91764400	NA	A2C53395713	3	3011	054	 	1403	housing WIC P BK A-D	NA	ROH	NA	109.41	PS_SDM10+_.	NO	4985471839
571658	07/01/2015	ZSCR	551	040-3	NA	'054	A2C83972000	NA	A2C83972000	3				1403	pcb topSMD	NA	HALB	S.Real/AutoBF	1084.95	PS_SDM10+_.	NO	4985470641
571659	07/01/2015	ZSCR	551	040-2	NA	'054	A2C91764200	NA	A2C40000025	2	3011	054	 	1402	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	13.66	PS_SDM10+_.	NO	4985471812
571659	07/01/2015	ZSCR	551	040-2	NA	'054	A2C91764200	NA	A2C53338471	4	3011	054	 	1402	contact element	NA	ROH	NA	4.08	PS_SDM10+_.	NO	4985471812
571659	07/01/2015	ZSCR	551	040-2	NA	'054	A2C91764200	NA	A2C53395715	2	3011	054	 	1402	housing WIC P BK A-B	NA	ROH	NA	69.6	PS_SDM10+_.	NO	4985471812
