No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
170604	23/06/2012	ZSCR	551	034-2	NA	A2C31499000	NA	A2C31499000	18	3011	#N/A		1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	876.06	S5_TG1C HONDA_MIGUEL QU	NO	4959186989
170605	23/06/2012	ZSCR	551	022-2	NA	6598177403	NA	6598177403	2	3011	#N/A		1222	TARJETA SMD SKREEM NORTH AMERICA	NA	HALB	S.Real	165.48	S1_SKREEM_ADRIANA REYES	NO	4959187499
170627	23/06/2012	ZSCR	551	040-3	NA	A2C31231300T	NA	A2C31231300T	2	3011	#N/A		1403	SUB PCB TOP THD ASSY. PROD MY12 S1_MY12	NA	HALB	S.Real	410.54	S1_TIPM MEDIUM_CARLOS M	NO	4959187846
170629	23/06/2012	ZSCR	551	030-1	NA	A2C53335966B	NA	A2C53335966	20	3011	#N/A		1301	SMD Assy Fob Mobilio HP (Top side)	NA	HALB	S.Real/AutoBF	705.8	S5_FOB ACURA 08_ENRIQUE	NO	4959186945
171031	23/06/2012	ZSCR	551	040-3	NA	5WK47832	NA	A2C53249259	5	3011	#N/A		1403	circuit board assy HONDA ZZDI	NA	HALB	S.Real	967.8	S5_ECU 08_ENRIQUE GARCI	NO	4959187852
171386	25/06/2012	ZSCR	551	030-1	NA	A2C53249397	NA	A2C53249259	1	3011	#N/A		1301	circuit board assy HONDA ZZDI	NA	HALB	S.Real	193.56	S5_ECU 08_ENRIQUE GARCI	NO	4959187438
171395	25/06/2012	ZSCR	551	040-1	NA	A2C53255587	NA	A2C53239501	5	3011	#N/A		1401	Subassy SMD Bottom Side FSMY08	NA	HALB	S.Real	97	S5_FOB SLOT 08_ENRIQUE	NO	4959187842
171402	25/06/2012	ZSCR	551	030-1	NA	A2C53249259B	NA	A2C53249259B	8	3011	#N/A		1301	SMD sub-assy ECU Accord JPN BOT SIDE	NA	HALB	S.Real/AutoBF	514	S5_ECU 08_ENRIQUE GARCI	NO	4959186885
171403	25/06/2012	ZSCR	551	030-1	NA	A2C53249259B	NA	A2C53249259B	4	3011	#N/A		1301	SMD sub-assy ECU Accord JPN BOT SIDE	NA	HALB	S.Real/AutoBF	257	S5_ECU 08_ENRIQUE GARCI	NO	4959186885
171626	25/06/2012	ZSCR	551	022-2	NA	5WK49522	NA	A2C53295354B	5	3011	#N/A		1222	SMD SUB ASSY SMART FOB BOT	NA	HALB	S.Real	373.1	S5_FOB ACURA 08_ENRIQUE	NO	4959187508
171654	25/06/2012	ZSCR	551	030-1	NA	A2C53249259	NA	A2C53249259B	4	3011	#N/A		1301	SMD sub-assy ECU Accord JPN BOT SIDE	NA	HALB	S.Real/AutoBF	257	S5_ECU 08_ENRIQUE GARCI	NO	4959186885
