No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
198888	8/30/2012	ZSCR	551	030-1	NA	'050	A2C31624400T	NA	A2C31624400T	1	3011	050		1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	826.25	ES_V8 V10_ALVARO MEDINA	NO	4961166732
198894	8/30/2012	ZSCR	551	030-1	NA	'050	A2C31624400T	NA	A2C31624400T	1	3011	050		1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	826.25	ES_V8 V10_ALVARO MEDINA	NO	4961166732
199346	8/31/2012	ZSCR	551	040-3	NA	'050	A2C31624400T	NA	A2C31624400T	1	3011	050		1403	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	826.25	ES_V8 V10_ALVARO MEDINA	NO	4961166771
199355	8/31/2012	ZSCR	551	030-1	NA	'050	A2C31624400T	NA	A2C31624400T	2	3011	050		1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	1652.5	ES_V8 V10_ALVARO MEDINA	NO	4961166732
199356	8/31/2012	ZSCR	551	030-1	NA	'050	A2C31624400T	NA	A2C31624400T	1	3011	050		1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	826.25	ES_V8 V10_ALVARO MEDINA	NO	4961166732
199466	8/31/2012	ZSCR	551	030-1	NA	'050	A2C31624400T	NA	A2C31624400T	1	3011	050		1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	826.25	ES_V8 V10_ALVARO MEDINA	NO	4961166732
199471	8/31/2012	ZSCR	551	030-1	NA	'050	A2C31624400T	NA	A2C31624400T	5	3011	050		1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	4131.25	ES_V8 V10_ALVARO MEDINA	NO	4961166732
200015	9/1/2012	ZSCR	551	040-5	NA	'050	A2C31624400T	NA	A2C31624400T	1	3011	050		1405	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	826.25	ES_V8 V10_ALVARO MEDINA	NO	4961166775
200020	9/1/2012	ZSCR	551	030-1	NA	'050	A2C31624400T	NA	A2C31624400T	1	3011	050		1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	826.25	ES_V8 V10_ALVARO MEDINA	NO	4961166732
200023	9/1/2012	ZSCR	551	030-1	NA	'050	A2C31624400T	NA	A2C31624400T	1	3011	050		1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	826.25	ES_V8 V10_ALVARO MEDINA	NO	4961166732
