No.Item	Fecha	Txs SAP	Mov	C—digo Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripci—n	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	DŽficit Stock	No.Docto.SAP
175674	06/07/2012	ZSCR	551	035-1	0	40340074	NA	A2C00010818	113	1351	"20R,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	1.13	S1_PEPS_JAVIER BECERRA	NO	4959425595
175674	06/07/2012	ZSCR	551	035-1	0	A2C53333370B	NA	A2C00017679	163	1351	contact spring		ROH	NA	151.59	S1_PEPS_JAVIER BECERRA	NO	4959426006
175674	06/07/2012	ZSCR	551	035-1	0	A2C53357771B	NA	A2C00017679	42	1351	contact spring		ROH	NA	39.06	S1_PEPS_JAVIER BECERRA	NO	4959426080
175674	06/07/2012	ZSCR	551	035-1	0	6598147604	NA	A2C00017679	6	1351	contact spring		ROH	NA	5.58	S1_PEPS_JAVIER BECERRA	NO	4959425654
175674	06/07/2012	ZSCR	551	035-1	0	40340074	NA	A2C00019439	20	1351	"T BIP/BCR35PN E6327,SOT363"		ROH	NA	3.8	S1_PEPS_JAVIER BECERRA	NO	4959425595
175674	06/07/2012	ZSCR	551	035-1	0	A2C53333370	NA	A2C00020090	298	1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	5.96	S1_PEPS_JAVIER BECERRA	NO	4959425995
175674	06/07/2012	ZSCR	551	035-1	0	A2C53357771	NA	A2C00020090	75	1351	"C CER,X7R,47nF,10%,16V,0402,Sn"		ROH	NA	1.5	S1_PEPS_JAVIER BECERRA	NO	4959426070
175674	06/07/2012	ZSCR	551	035-1	0	A2C53333370	NA	A2C00025464	67	1351	"R LIN,560R,5%,TK200,63mW,0402"		ROH	NA	0.67	S1_PEPS_JAVIER BECERRA	NO	4959425995
175674	06/07/2012	ZSCR	551	035-1	0	40340074	NA	A2C00030943	4	1351	"4,EQ ISO,konvex 1206,47K,5%,63mW,NET RES"		ROH	NA	0.2	S1_PEPS_JAVIER BECERRA	NO	4959425595
175674	06/07/2012	ZSCR	551	035-1	0	A2C53333370	NA	A2C00031578	316	1351	"22pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	9.48	S1_PEPS_JAVIER BECERRA	NO	4959425995
175674	06/07/2012	ZSCR	551	035-1	0	A2C53357771	NA	A2C00031578	72	1351	"22pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	2.16	S1_PEPS_JAVIER BECERRA	NO	4959426070
175674	06/07/2012	ZSCR	551	035-1	0	A2C53357771	NA	A2C00031963	3	1351	"5pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/ +"		ROH	NA	0.06	S1_PEPS_JAVIER BECERRA	NO	4959426070
175674	06/07/2012	ZSCR	551	035-1	0	40340074	NA	A2C00033344	76	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	21.28	S1_PEPS_JAVIER BECERRA	NO	4959425595
175674	06/07/2012	ZSCR	551	035-1	0	40340074	NA	A2C00039698	5	1351	"5V,450mA,STEP DOWN,DPAK,VOLT REG/NCV4275"		ROH	NA	12.2	S1_PEPS_JAVIER BECERRA	NO	4959425595
175674	06/07/2012	ZSCR	551	035-1	0	A2C53333370	NA	A2C00040665	601	1351	"68nH,100mA,SMD,COIL/MLK1005S68NJT"		ROH	NA	54.09	S1_PEPS_JAVIER BECERRA	NO	4959425995
175674	06/07/2012	ZSCR	551	035-1	0	A2C53357771	NA	A2C00040665	259	1351	"68nH,100mA,SMD,COIL/MLK1005S68NJT"		ROH	NA	23.31	S1_PEPS_JAVIER BECERRA	NO	4959426070
175674	06/07/2012	ZSCR	551	035-1	0	A2C53333370	NA	A2C00040667	8	1351	"L COIL/-,100nH,100mA,SMD"		ROH	NA	0.72	S1_PEPS_JAVIER BECERRA	NO	4959425995
175674	06/07/2012	ZSCR	551	035-1	0	A2C53357771	NA	A2C00040667	28	1351	"L COIL/-,100nH,100mA,SMD"		ROH	NA	2.52	S1_PEPS_JAVIER BECERRA	NO	4959426070
175674	06/07/2012	ZSCR	551	035-1	0	40340074	NA	A2C00040723	13	1351	"2.495V,100mA,STEP DOWN,SOT23-5,VOLT REG/"		ROH	NA	23.14	S1_PEPS_JAVIER BECERRA	NO	4959425595
175674	06/07/2012	ZSCR	551	035-1	0	A2C53333370B	NA	A2C00042205	13	1351	"2.36mH,30mA,SMD,COIL/"		ROH	NA	39	S1_PEPS_JAVIER BECERRA	NO	4959426006
175674	06/07/2012	ZSCR	551	035-1	0	A2C53357771	NA	A2C00047043	1	1351	"13.08MHz,10ppm,NX5032SA,QUARTZ CRYSTAL/"		ROH	NA	3.25	S1_PEPS_JAVIER BECERRA	NO	4959426070
175674	06/07/2012	ZSCR	551	035-1	0	6598147604	NA	A2C00049620	3	1351	"IC OTH/PCF7952ATS/M1CC12, SSOP24, ATIC37"		ROH	NA	65.43	S1_PEPS_JAVIER BECERRA	NO	4959425654
175675	06/07/2012	ZSCR	551	035-1	0	A2C53420006T	NA	A2C00034326	5	1351	"1K2,1%,TK100,250mW,1206,LIN RES/D25-CRCW"		ROH	NA	0.15	S1_PEPS_JAVIER BECERRA	NO	4959426366
175676	06/07/2012	ZSCR	551	035-1	0	6598147621	NA	6575602053	54	1351	"45V,0.5A, H[FE] >250, SOT-23,"		ROH	NA	5.4	S1_PATS_MANUEL MANZANO-	NO	4959425667
175676	06/07/2012	ZSCR	551	035-1	0	40091530	NA	A2C00001880	131	1351	"120pF,2%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	7.86	S1_PATS_MANUEL MANZANO-	NO	4959425558
175676	06/07/2012	ZSCR	551	035-1	0	40091530	NA	A2C53025300	40	1351	"6K2,1%,TK50,63mW,0402,LIN RES/RT0402FRE-"		ROH	NA	2	S1_PATS_MANUEL MANZANO-	NO	4959425558
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282664	NA	A2C00002190	7	1351	"2.2nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.14	S1_ABM_MANUEL MANZANO-G	NO	4959425904
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282668	NA	A2C00002190	11	1351	"2.2nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.22	S1_ABM_MANUEL MANZANO-G	NO	4959425923
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282664	NA	A2C00003685	127	1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	1.27	S1_ABM_MANUEL MANZANO-G	NO	4959425904
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282668	NA	A2C00003685	187	1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	1.87	S1_ABM_MANUEL MANZANO-G	NO	4959425923
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282668	NA	A2C00003752	10	1351	"680R,5%,TK250,63mW,0603,LIN RES/"		ROH	NA	0.1	S1_ABM_MANUEL MANZANO-G	NO	4959425923
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282668	NA	A2C00004324	85	1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.85	S1_ABM_MANUEL MANZANO-G	NO	4959425923
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282664	NA	A2C00004519	54	1351	"2K2,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.54	S1_ABM_MANUEL MANZANO-G	NO	4959425904
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282668	NA	A2C00004519	76	1351	"2K2,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.76	S1_ABM_MANUEL MANZANO-G	NO	4959425923
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282664	NA	A2C00019082	48	1351	"1,NPN,NORMAL,100mA,50V,SOT23,BIP/PDTC143"		ROH	NA	4.32	S1_ABM_MANUEL MANZANO-G	NO	4959425904
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282668	NA	A2C00019082	112	1351	"1,NPN,NORMAL,100mA,50V,SOT23,BIP/PDTC143"		ROH	NA	10.08	S1_ABM_MANUEL MANZANO-G	NO	4959425923
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282664	NA	A2C00030941	1	1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	0.04	S1_ABM_MANUEL MANZANO-G	NO	4959425904
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282668	NA	A2C00030941	14	1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	0.56	S1_ABM_MANUEL MANZANO-G	NO	4959425923
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282668	NA	A2C00030941	30	1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	1.2	S1_ABM_MANUEL MANZANO-G	NO	4959425923
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282664	NA	A2C00030942	2	1351	"4,EQ ISO,konvex 1206,22K,5%,63mW,NET RES"		ROH	NA	0.08	S1_ABM_MANUEL MANZANO-G	NO	4959425904
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282668	NA	A2C00030942	12	1351	"4,EQ ISO,konvex 1206,22K,5%,63mW,NET RES"		ROH	NA	0.48	S1_ABM_MANUEL MANZANO-G	NO	4959425923
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282664	NA	A2C00032513	3	1351	"16MHz,0.1%,CSTCV,CER RESONATOR"		ROH	NA	7.17	S1_ABM_MANUEL MANZANO-G	NO	4959425904
175677	06/07/2012	ZSCR	551	035-1	0	A2C53282668	NA	A2C53018940	51	1351	"4,EQ ISO,OTHER,3.2*1.6,50V,22pF,10%,10%,"		ROH	NA	12.24	S1_ABM_MANUEL MANZANO-G	NO	4959425923
175678	06/07/2012	ZSCR	551	035-1	0	A2C53251265	NA	A2C00000330	26	1351	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	4.42	S2_BCM_RODRIGO CERVANTE	NO	4959425839
175678	06/07/2012	ZSCR	551	035-1	0	A2C53251265B	NA	A2C00000539	121	1351	"2,PNP/NPN,RET,R<b>=10k , R<BE>=10k,100mA"		ROH	NA	24.2	S2_BCM_RODRIGO CERVANTE	NO	4959425853
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100900	NA	A2C00000568	1	1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	0.18	S2_BCM_RODRIGO CERVANTE	NO	4959425709
175678	06/07/2012	ZSCR	551	035-1	0	A2C53251264	NA	A2C00003401	1	1351	"5K6,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.01	S2_BCM_RODRIGO CERVANTE	NO	4959425819
175678	06/07/2012	ZSCR	551	035-1	0	A2C5338738793	NA	A2C00003447	10	1351	"4K7,5%,TK250,250mW,1206,LIN RES/"		ROH	NA	0.3	S2_BCM_RODRIGO CERVANTE	NO	4959426158
175678	06/07/2012	ZSCR	551	035-1	0	A2C3730180092	NA	A2C00003454	386	1351	"1K,5%,TK250,250mW,1206,LIN RES/"		ROH	NA	7.72	S2_BCM_RODRIGO CERVANTE	NO	4959425794
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100800	NA	A2C00003469	12	1351	"2K2,5%,TK250,250mW,1206,LIN RES/"		ROH	NA	0.24	S2_BCM_RODRIGO CERVANTE	NO	4959425697
175678	06/07/2012	ZSCR	551	035-1	0	A2C3730180092	NA	A2C00003692	149	1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	1.49	S2_BCM_RODRIGO CERVANTE	NO	4959425794
175678	06/07/2012	ZSCR	551	035-1	0	A2C53386111B	NA	A2C00003724	1	1351	"470R,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.01	S2_BCM_RODRIGO CERVANTE	NO	4959426130
175678	06/07/2012	ZSCR	551	035-1	0	A2C53386111	NA	A2C00003812	8	1351	"6K8,5%,TK250,63mW,0603,LIN RES/"		ROH	NA	0.08	S2_BCM_RODRIGO CERVANTE	NO	4959426106
175678	06/07/2012	ZSCR	551	035-1	0	A2C53386111	NA	A2C00004325	5	1351	"44K2,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.05	S2_BCM_RODRIGO CERVANTE	NO	4959426106
175678	06/07/2012	ZSCR	551	035-1	0	A2C53251265	NA	A2C00004589	117	1351	"12K1,0.5%,TK100,63mW,0603,LIN RES/"		ROH	NA	5.85	S2_BCM_RODRIGO CERVANTE	NO	4959425839
175678	06/07/2012	ZSCR	551	035-1	0	A2C53251265	NA	A2C00006557	26	1351	"22R,5%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.26	S2_BCM_RODRIGO CERVANTE	NO	4959425839
175678	06/07/2012	ZSCR	551	035-1	0	A2C53251265	NA	A2C00007722	8	1351	"2,NPN,RET,100mA,800mV,SOT363,BIP/BCR108S"		ROH	NA	1.68	S2_BCM_RODRIGO CERVANTE	NO	4959425839
175678	06/07/2012	ZSCR	551	035-1	0	A2C3730180093	NA	A2C00010739	109	1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	1.09	S2_BCM_RODRIGO CERVANTE	NO	4959425802
175678	06/07/2012	ZSCR	551	035-1	0	A2C53251265B	NA	A2C00011061	2	1351	"1,NPN,NORMAL,100mA,50V,SOT323_3,BIP/BCR1"		ROH	NA	0.2	S2_BCM_RODRIGO CERVANTE	NO	4959425853
175678	06/07/2012	ZSCR	551	035-1	0	A2C5338738792	NA	A2C00011061	6	1351	"1,NPN,NORMAL,100mA,50V,SOT323_3,BIP/BCR1"		ROH	NA	0.6	S2_BCM_RODRIGO CERVANTE	NO	4959426146
175678	06/07/2012	ZSCR	551	035-1	0	A2C53251265B	NA	A2C00016690	26	1351	"180K,5%,TK200,63mW,0402,LIN RES/ERJ"		ROH	NA	0.26	S2_BCM_RODRIGO CERVANTE	NO	4959425853
175678	06/07/2012	ZSCR	551	035-1	0	A2C53386111B	NA	A2C00016690	5	1351	"180K,5%,TK200,63mW,0402,LIN RES/ERJ"		ROH	NA	0.05	S2_BCM_RODRIGO CERVANTE	NO	4959426130
175678	06/07/2012	ZSCR	551	035-1	0	A2C5338738792	NA	A2C00016690	18	1351	"180K,5%,TK200,63mW,0402,LIN RES/ERJ"		ROH	NA	0.18	S2_BCM_RODRIGO CERVANTE	NO	4959426146
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100900	NA	A2C00017745	3	1351	"22uH,2.7A,SMD,COIL/DO3316P-223"		ROH	NA	4.68	S2_BCM_RODRIGO CERVANTE	NO	4959425709
175678	06/07/2012	ZSCR	551	035-1	0	A2C53386111	NA	A2C00018819	6	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.54	S2_BCM_RODRIGO CERVANTE	NO	4959426106
175678	06/07/2012	ZSCR	551	035-1	0	A2C5338738792	NA	A2C00018819	9	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.81	S2_BCM_RODRIGO CERVANTE	NO	4959426146
175678	06/07/2012	ZSCR	551	035-1	0	A2C5338738793	NA	A2C00018819	32	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	2.88	S2_BCM_RODRIGO CERVANTE	NO	4959426158
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100700	NA	A2C00019938	33	1351	"16V,200mW,SOD323,ZENER/GDZ16B10k pcs ree"		ROH	NA	4.29	S2_BCM_RODRIGO CERVANTE	NO	4959425687
175678	06/07/2012	ZSCR	551	035-1	0	A2C53251265	NA	A2C00020762	66	1351	"1,P_CHAN,MOS,POWER,60V,1.25A,170mOhm,Sup"		ROH	NA	70.62	S2_BCM_RODRIGO CERVANTE	NO	4959425839
175678	06/07/2012	ZSCR	551	035-1	0	A2C5338738793	NA	A2C00020762	45	1351	"1,P_CHAN,MOS,POWER,60V,1.25A,170mOhm,Sup"		ROH	NA	48.15	S2_BCM_RODRIGO CERVANTE	NO	4959426158
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100700	NA	A2C00020762	5	1351	"1,P_CHAN,MOS,POWER,60V,1.25A,170mOhm,Sup"		ROH	NA	5.35	S2_BCM_RODRIGO CERVANTE	NO	4959425687
175678	06/07/2012	ZSCR	551	035-1	0	A2C3730180093	NA	A2C00020762	139	1351	"1,P_CHAN,MOS,POWER,60V,1.25A,170mOhm,Sup"		ROH	NA	148.73	S2_BCM_RODRIGO CERVANTE	NO	4959425802
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100900	NA	A2C00020762	25	1351	"1,P_CHAN,MOS,POWER,60V,1.25A,170mOhm,Sup"		ROH	NA	26.75	S2_BCM_RODRIGO CERVANTE	NO	4959425709
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100700	NA	A2C00021292	3	1351	"1,PNP,NORMAL,500mA,45V,SOT323,BIP/BC 807"		ROH	NA	0.3	S2_BCM_RODRIGO CERVANTE	NO	4959425687
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100900	NA	A2C00021292	1	1351	"1,PNP,NORMAL,500mA,45V,SOT323,BIP/BC 807"		ROH	NA	0.1	S2_BCM_RODRIGO CERVANTE	NO	4959425709
175678	06/07/2012	ZSCR	551	035-1	0	A2C53386111B	NA	A2C00023274	44	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	7.92	S2_BCM_RODRIGO CERVANTE	NO	4959426130
175678	06/07/2012	ZSCR	551	035-1	0	A2C5338738792	NA	A2C00023274	6	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	1.08	S2_BCM_RODRIGO CERVANTE	NO	4959426146
175678	06/07/2012	ZSCR	551	035-1	0	A2C3730180092	NA	A2C00030947	55	1351	"4,EQ ISO,konvex 1206,220K,5%,63mW,NET RE"		ROH	NA	1.65	S2_BCM_RODRIGO CERVANTE	NO	4959425794
175678	06/07/2012	ZSCR	551	035-1	0	A2C31101000	NA	A2C00030947	65	1351	"4,EQ ISO,konvex 1206,220K,5%,63mW,NET RE"		ROH	NA	1.95	S2_BCM_RODRIGO CERVANTE	NO	4959425722
175678	06/07/2012	ZSCR	551	035-1	0	A2C3730180093	NA	A2C00031095	13	1351	"75V,250mA,1,FAST, SOD323,RECT DIODE/BAS1"		ROH	NA	1.17	S2_BCM_RODRIGO CERVANTE	NO	4959425802
175678	06/07/2012	ZSCR	551	035-1	0	A2C53386111B	NA	A2C00031355	1	1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	0.1	S2_BCM_RODRIGO CERVANTE	NO	4959426130
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100800	NA	A2C00032451	5	1351	"C CER,X7R,10uF,10%,16V,1206,Sn"		ROH	NA	1.75	S2_BCM_RODRIGO CERVANTE	NO	4959425697
175678	06/07/2012	ZSCR	551	035-1	0	A2C31101000	NA	A2C00032451	25	1351	"C CER,X7R,10uF,10%,16V,1206,Sn"		ROH	NA	8.75	S2_BCM_RODRIGO CERVANTE	NO	4959425722
175678	06/07/2012	ZSCR	551	035-1	0	A2C3730180092	NA	A2C00032451	433	1351	"C CER,X7R,10uF,10%,16V,1206,Sn"		ROH	NA	151.55	S2_BCM_RODRIGO CERVANTE	NO	4959425794
175678	06/07/2012	ZSCR	551	035-1	0	A2C3730180092	NA	A2C00034028	14	1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.28	S2_BCM_RODRIGO CERVANTE	NO	4959425794
175678	06/07/2012	ZSCR	551	035-1	0	A2C31101000	NA	A2C00034028	53	1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	1.06	S2_BCM_RODRIGO CERVANTE	NO	4959425722
175678	06/07/2012	ZSCR	551	035-1	0	A2C3730180093	NA	A2C00035920	1	1351	"T BIP/BC817-40W,SOT323"		ROH	NA	0.1	S2_BCM_RODRIGO CERVANTE	NO	4959425802
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100900	NA	A2C00035920	1	1351	"T BIP/BC817-40W,SOT323"		ROH	NA	0.1	S2_BCM_RODRIGO CERVANTE	NO	4959425709
175678	06/07/2012	ZSCR	551	035-1	0	A2C53251265	NA	A2C00037672	2	1351	"2,36V,30mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	15.24	S2_BCM_RODRIGO CERVANTE	NO	4959425839
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100800	NA	A2C00042746	3	1351	"1,P_CHAN,MOS,SMALLSIGNAL,60V,150mA,0Ohm,"		ROH	NA	0.84	S2_BCM_RODRIGO CERVANTE	NO	4959425697
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100700	NA	A2C00042747	1	1351	"1,N_CHAN,MOS,SMALLSIGNAL,60V,200mA,0Ohm,"		ROH	NA	0.23	S2_BCM_RODRIGO CERVANTE	NO	4959425687
175678	06/07/2012	ZSCR	551	035-1	0	A2C3730180093	NA	A2C00042747	10	1351	"1,N_CHAN,MOS,SMALLSIGNAL,60V,200mA,0Ohm,"		ROH	NA	2.3	S2_BCM_RODRIGO CERVANTE	NO	4959425802
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100900	NA	A2C00042747	3	1351	"1,N_CHAN,MOS,SMALLSIGNAL,60V,200mA,0Ohm,"		ROH	NA	0.69	S2_BCM_RODRIGO CERVANTE	NO	4959425709
175678	06/07/2012	ZSCR	551	035-1	0	A2C53251264B	NA	A2C00043279	1	1351	"7,NPN,DARL,500mA,50V,SO16,BIP/NVC1413B o"		ROH	NA	1.07	S2_BCM_RODRIGO CERVANTE	NO	4959425828
175678	06/07/2012	ZSCR	551	035-1	0	A2C5338738793	NA	A2C00044201	24	1351	"600V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	3.84	S2_BCM_RODRIGO CERVANTE	NO	4959426158
175678	06/07/2012	ZSCR	551	035-1	0	A2C3730180093	NA	A2C00045637	4	1351	"220uF,20%,50V,SMD,OTHER,ELEC CAP/"		ROH	NA	5.48	S2_BCM_RODRIGO CERVANTE	NO	4959425802
175678	06/07/2012	ZSCR	551	035-1	0	A2C5338738792	NA	A2C00046542	11	1351	"2,NPN,RET,100mA,50V,SOT363,BIP,R<b>=2.2k"		ROH	NA	1.87	S2_BCM_RODRIGO CERVANTE	NO	4959426146
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100700	NA	A2C00048063	1	1351	"TLE8263E,SBC,CAN/2LIN,DSO36-EP,BUS DRIVE"		ROH	NA	15.59	S2_BCM_RODRIGO CERVANTE	NO	4959425687
175678	06/07/2012	ZSCR	551	035-1	0	A2C53386111	NA	A2C00048924	86	1351	"34R8,1%,TK50,1W,MELF0207,LIN RES/34.8 oh"		ROH	NA	20.64	S2_BCM_RODRIGO CERVANTE	NO	4959426106
175678	06/07/2012	ZSCR	551	035-1	0	A2C5338738793	NA	A2C00048924	21	1351	"34R8,1%,TK50,1W,MELF0207,LIN RES/34.8 oh"		ROH	NA	5.04	S2_BCM_RODRIGO CERVANTE	NO	4959426158
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100900	NA	A2C00050663	1	1351	"IC SMART POW/VND5E050AJTR-E,PowerSSO-12,"		ROH	NA	5.44	S2_BCM_RODRIGO CERVANTE	NO	4959425709
175678	06/07/2012	ZSCR	551	035-1	0	A2C53386111	NA	A2C00057972	7	1351	"5V,100mA,STEP DOWN,PG-DSO-20,VOLT REG/TL"		ROH	NA	20.58	S2_BCM_RODRIGO CERVANTE	NO	4959426106
175678	06/07/2012	ZSCR	551	035-1	0	A2C5338738793	NA	A2C00057980	2	1351	"1,40V,60mOhm,SOT223,GENERAL PURPOSE,LOW"		ROH	NA	4.22	S2_BCM_RODRIGO CERVANTE	NO	4959426158
175678	06/07/2012	ZSCR	551	035-1	0	A2C5338738793	NA	A2C00059063	1	1351	"Q RESON,8MHz,0.1%,CSTCE"		ROH	NA	1.63	S2_BCM_RODRIGO CERVANTE	NO	4959426158
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100900	NA	A2C00065270	2	1351	"IC SMART POW/VND5E025BK,PowerSSO-24,2,41"		ROH	NA	15.24	S2_BCM_RODRIGO CERVANTE	NO	4959425709
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100700	NA	A2C00078200	3	1351	"Q RESON,4MHz,0.1%,CSTCR"		ROH	NA	5.01	S2_BCM_RODRIGO CERVANTE	NO	4959425687
175678	06/07/2012	ZSCR	551	035-1	0	A2C3730180093	NA	A2C00078200	8	1351	"Q RESON,4MHz,0.1%,CSTCR"		ROH	NA	13.36	S2_BCM_RODRIGO CERVANTE	NO	4959425802
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100900	NA	A2C00078200	15	1351	"Q RESON,4MHz,0.1%,CSTCR"		ROH	NA	25.05	S2_BCM_RODRIGO CERVANTE	NO	4959425709
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100900	NA	A2C40001515	4	1351	"IC MCU BLK/MC9S12XET512J3VAG,3M25J,LQFP1"		ROH	NA	133.2	S2_BCM_RODRIGO CERVANTE	NO	4959425709
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100800	NA	A2C40007382	59	1351	"D REC/S1PG,400V,1A,DO220AA/SMP,0s"		ROH	NA	11.21	S2_BCM_RODRIGO CERVANTE	NO	4959425697
175678	06/07/2012	ZSCR	551	035-1	0	A2C3730180092	NA	A2C40007382	508	1351	"D REC/S1PG,400V,1A,DO220AA/SMP,0s"		ROH	NA	96.52	S2_BCM_RODRIGO CERVANTE	NO	4959425794
175678	06/07/2012	ZSCR	551	035-1	0	A2C31101000	NA	A2C40007382	32	1351	"D REC/S1PG,400V,1A,DO220AA/SMP,0s"		ROH	NA	6.08	S2_BCM_RODRIGO CERVANTE	NO	4959425722
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100700	NA	A2C40007382	3	1351	"D REC/S1PG,400V,1A,DO220AA/SMP,0s"		ROH	NA	0.57	S2_BCM_RODRIGO CERVANTE	NO	4959425687
175678	06/07/2012	ZSCR	551	035-1	0	A2C31100900	NA	A2C40007382	1	1351	"D REC/S1PG,400V,1A,DO220AA/SMP,0s"		ROH	NA	0.19	S2_BCM_RODRIGO CERVANTE	NO	4959425709
175678	06/07/2012	ZSCR	551	035-1	0	A2C31101000	NA	A2C52003186	7	1351	"200V,100mA,3,FAST,SC74,RECT DIODE/BAS21A"		ROH	NA	2.38	S2_BCM_RODRIGO CERVANTE	NO	4959425722
175679	06/07/2012	ZSCR	551	035-1	0	A2C31082700B	NA	A2C00002211	11	1351	"47nF,10%,16V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.22	S2_BCM_RODRIGO CERVANTE	NO	4959425674
175679	06/07/2012	ZSCR	551	035-1	0	A2C31082700B	NA	A2C00003490	23	1351	"3R3,5%,TK500,250mW,1206,LIN RES/"		ROH	NA	0.46	S2_BCM_RODRIGO CERVANTE	NO	4959425674
175679	06/07/2012	ZSCR	551	035-1	0	A2C31082700B	NA	A2C00003705	46	1351	"R LIN,270R,5%,TK200,100mW,0603"		ROH	NA	0.46	S2_BCM_RODRIGO CERVANTE	NO	4959425674
175679	06/07/2012	ZSCR	551	035-1	0	A2C31082700B	NA	A2C00004349	43	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.43	S2_BCM_RODRIGO CERVANTE	NO	4959425674
175679	06/07/2012	ZSCR	551	035-1	0	A2C31082700B	NA	A2C00044973	2	1351	"8,BUFFER,TSSOP20,LOGIC/74AHCT244PW"		ROH	NA	1.42	S2_BCM_RODRIGO CERVANTE	NO	4959425674
