No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	No.Docto.SAP
149478	MB1A	551	034-2	B30301-00495	NA	NA	A2C34172200	2	3011	045		1095	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	131.88	S6_KWANG JIN_ (APROBAC	4957846642
149480	ZSCR	551	040-2	NA	S122736090A	NA	A2C53386110	2	3011	045		1402	pcb assy TLS_BCM_ USM L42A NAM	NA	HALB	S.Real/AutoBF	533.18	S2_BCM_ (APROBACION AU	4957847612
149482	ZSCR	551	034-2	NA	S122736090A	NA	A2C53386110	1	3011	045		1342	pcb assy TLS_BCM_ USM L42A NAM	NA	HALB	S.Real/AutoBF	266.59	S2_BCM_ (APROBACION AU	4957847205
149485	ZSCR	551	040-1	NA	S122736090A	NA	A2C53386110	1	3011	045		1401	pcb assy TLS_BCM_ USM L42A NAM	NA	HALB	S.Real/AutoBF	266.59	S2_BCM_ (APROBACION AU	4957847333
149489	ZSCR	551	034-2	NA	S122736090A	NA	A2C53386110	7	3011	045		1342	pcb assy TLS_BCM_ USM L42A NAM	NA	HALB	S.Real/AutoBF	1866.13	S2_BCM_ (APROBACION AU	4957847205
149492	ZSCR	551	040-3	NA	A2C53386110	NA	A2C53371606	3	3011	045		1403	pcb TLS_BCM_201	NA	ROH	NA	110.61	S2_BCM_ (APROBACION AU	4957847688
149498	MB1A	551	030-1	B30301-02395	NA	NA	A2C53420004	19	3011	045		1095	pcb assy VW PQ35 ZE	NA	HALB	S.Real	6532.01	S4_PQ35 5TA GEN_ (APRO	4957846624
149502	MB1A	551	040-2	B30301-00495	NA	NA	A2C3417220093	1	3011	045		1095	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real	27.58	S6_KWANG JIN_ (APROBAC	4957846642
149503	MB1A	551	042-4	B30301-00495	NA	NA	A2C34172200	2	3011	045		1095	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	131.88	S6_KWANG JIN_ (APROBAC	4957846642
149504	MB1A	551	030-1	B30301-00495	NA	NA	A2C34172200	1	3011	045		1095	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	65.94	S6_KWANG JIN_ (APROBAC	4957846642
149505	MB1A	551	034-2	B30301-00495	NA	NA	A2C34172200	5	3011	045		1095	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	329.7	S6_KWANG JIN_ (APROBAC	4957846642
149506	ZSCR	551	030-1	NA	S122736090A	NA	A2C53386111	1	3011	045		1301	electronic assy USM L42A NAM	NA	HALB	S.Real	171.12	S2_BCM_ (APROBACION AU	4957846899
149507	ZSCR	551	030-1	NA	S122736090A	NA	A2C53386111	1	3011	045		1301	electronic assy USM L42A NAM	NA	HALB	S.Real	171.12	S2_BCM_ (APROBACION AU	4957846899
149508	ZSCR	551	030-1	NA	S122736090A	NA	A2C53386111	1	3011	045		1301	electronic assy USM L42A NAM	NA	HALB	S.Real	171.12	S2_BCM_ (APROBACION AU	4957846899
149510	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53188764	30	3011	045		1301	PCB Nissan Key Fob 4B Handy Counter	NA	ROH	NA	96.9	S2_KEY FOB_ANTONIO ALAR	4957846699
149511	ZSCR	551	034-2	NA	5WY8604	NA	40340074	4	3011	045		1342	Subassy SMD ECU PEPS MY11	NA	HALB	S.Real	449.92	S1_PEPS_ (APROBACION A	4957847183
149518	ZSCR	551	040-2	NA	5WY7700	NA	A2C53117567	2	3011	045		1402	"pan head screw 3,0 x 6,00 heat"	NA	ROH	NA	0.28	S2_FOB READER_ANTONIO A	4957847418
149519	ZSCR	551	034-2	NA	5WY7700	NA	A2C53114671	1	3011	045		1342	housing	NA	ROH	NA	2.6	S2_FOB READER_ANTONIO A	4957847071
149519	ZSCR	551	034-2	NA	5WY7700	NA	A2C53124003	1	3011	045		1342	sticker	NA	ROH	NA	0.15	S2_FOB READER_ANTONIO A	4957847071
149521	ZSCR	551	034-1	NA	5WY8770	NA	A2C31197800	3	3011	045		1341	key	NA	ROH	NA	1.26	S1_PEPS_ (APROBACION A	4957847011
149521	ZSCR	551	034-1	NA	5WY8770	NA	A2C53395685	3	3011	045		1341	housing assy FOG FORD P	NA	ROH	NA	76.41	S1_PEPS_ (APROBACION A	4957847011
149522	MB1A	551	030-1	B30301-00495	NA	NA	A2C40016280	51	3011	045		1095	"EX2-2U1-T RELAY,TBD,TWIN,12V"	NA	ROH	NA	388.11	S1_GLOBAL A_LUIS LIZARR	4957846567
149525	ZSCR	551	040-2	NA	5WK49608C	NA	A2C53297306B	1	3011	045		1402	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	47.62	S2_KEY FOB_ANTONIO ALAR	4957847487
149525	ZSCR	551	040-2	NA	5WK49608C	NA	A2C53358639	7	3011	045		1402	contact spring	NA	ROH	NA	3.92	S2_KEY FOB_ANTONIO ALAR	4957847354
149533	ZSCR	551	040-3	NA	S122736090A	NA	A2C53154516	8	3011	045		1403	Bracket	NA	ROH	NA	22.8	S2_BCM_ (APROBACION AU	4957847727
149533	ZSCR	551	040-3	NA	S122736090A	NA	A2C53167830	3	3011	045		1403	Bracket	NA	ROH	NA	8.61	S2_BCM_ (APROBACION AU	4957847727
149533	ZSCR	551	040-3	NA	S122736041C	NA	A2C53195447	3	3011	045		1403	Bracket	NA	ROH	NA	12.33	S2_BCM_ (APROBACION AU	4957847704
149533	ZSCR	551	040-3	NA	S122736041C	NA	A2C53195448	3	3011	045		1403	Bracket	NA	ROH	NA	12.33	S2_BCM_ (APROBACION AU	4957847704
149551	ZSCR	551	040-3	NA	S180039013	NA	A2C53121775	2	3011	045		1403	housing	NA	ROH	NA	3.4	S2_RF TUNER_ANTONIO ALA	4957847753
149553	ZSCR	551	040-5	NA	S180039013	NA	A2C53294661	2	3011	045		1405	circuit board assy TLS_RF_TUN	NA	HALB	S.Real	77.9	S2_RF TUNER_ANTONIO ALA	4957847853
149584	ZSCR	551	040-2	NA	5WY7155	NA	6598141952	7	3011	045		1402	HOUSING ACTIVE ANTENNA	NA	ROH	NA	21.77	S1_EZKEY_LUIS LIZARRAGA	4957847387
149622	ZSCR	551	030-1	NA	5WY7700	NA	A2C53117474T	8	3011	045		1301	Subassy Nissan D Fob Reader Top	NA	HALB	S.Real	202.08	S2_FOB READER_ANTONIO A	4957846744
149626	ZSCR	551	030-1	NA	5WY7700	NA	A2C53117474T	1	3011	045		1301	Subassy Nissan D Fob Reader Top	NA	HALB	S.Real	25.26	S2_FOB READER_ANTONIO A	4957846744
149628	ZSCR	551	030-1	NA	5WY7700	NA	A2C53117474T	1	3011	045		1301	Subassy Nissan D Fob Reader Top	NA	HALB	S.Real	25.26	S2_FOB READER_ANTONIO A	4957846744
149629	ZSCR	551	030-1	NA	5WY7700	NA	A2C53117474T	1	3011	045		1301	Subassy Nissan D Fob Reader Top	NA	HALB	S.Real	25.26	S2_FOB READER_ANTONIO A	4957846744
149631	ZSCR	551	030-1	NA	5WY7700	NA	A2C53117474T	2	3011	045		1301	Subassy Nissan D Fob Reader Top	NA	HALB	S.Real	50.52	S2_FOB READER_ANTONIO A	4957846744
149633	ZSCR	551	030-1	NA	5WY7700	NA	A2C53117474T	1	3011	045		1301	Subassy Nissan D Fob Reader Top	NA	HALB	S.Real	25.26	S2_FOB READER_ANTONIO A	4957846744
149636	ZSCR	551	030-1	NA	5WY7700	NA	A2C53117474T	2	3011	045		1301	Subassy Nissan D Fob Reader Top	NA	HALB	S.Real	50.52	S2_FOB READER_ANTONIO A	4957846744
149638	ZSCR	551	030-1	NA	5WY7700	NA	A2C53117474T	1	3011	045		1301	Subassy Nissan D Fob Reader Top	NA	HALB	S.Real	25.26	S2_FOB READER_ANTONIO A	4957846744
149639	ZSCR	551	030-1	NA	5WY7700	NA	A2C53184512	1	3011	045		1301	circuit board assy NIS D-PLAT PCB = CO	NA	HALB	S.Real/AutoBF	39.3	S2_FOB READER_ANTONIO A	4957846952
149640	ZSCR	551	030-1	NA	S180039014	NA	A2C53184074	1	3011	045		1301	pcb NISD-PLATUN ICT TEST ASS	NA	HALB	S.Real/AutoBF	73.16	S2_RF TUNER_ANTONIO ALA	4957846923
149686	ZSCR	551	030-1	NA	S180039013	NA	A2C53294661	1	3011	045		1301	circuit board assy TLS_RF_TUN	NA	HALB	S.Real	38.95	S2_RF TUNER_ANTONIO ALA	4957846823
149687	ZSCR	551	030-1	NA	S180039014	NA	A2C53184074	1	3011	045		1301	pcb NISD-PLATUN ICT TEST ASS	NA	HALB	S.Real/AutoBF	73.16	S2_RF TUNER_ANTONIO ALA	4957846923
149688	ZSCR	551	030-1	NA	S180039013	NA	A2C53294661	3	3011	045		1301	circuit board assy TLS_RF_TUN	NA	HALB	S.Real	116.85	S2_RF TUNER_ANTONIO ALA	4957846823
149689	ZSCR	551	030-1	NA	S180039014	NA	A2C53184074	1	3011	045		1301	pcb NISD-PLATUN ICT TEST ASS	NA	HALB	S.Real/AutoBF	73.16	S2_RF TUNER_ANTONIO ALA	4957846923
149691	ZSCR	551	030-1	NA	S180039013	NA	A2C53294661	6	3011	045		1301	circuit board assy TLS_RF_TUN	NA	HALB	S.Real	233.7	S2_RF TUNER_ANTONIO ALA	4957846823
149692	ZSCR	551	030-1	NA	S180039014	NA	A2C53184074	1	3011	045		1301	pcb NISD-PLATUN ICT TEST ASS	NA	HALB	S.Real/AutoBF	73.16	S2_RF TUNER_ANTONIO ALA	4957846923
149693	ZSCR	551	030-1	NA	S180039013	NA	A2C53294661	1	3011	045		1301	circuit board assy TLS_RF_TUN	NA	HALB	S.Real	38.95	S2_RF TUNER_ANTONIO ALA	4957846823
149694	ZSCR	551	040-1	NA	S180039014	NA	A2C53184074	1	3011	045		1401	pcb NISD-PLATUN ICT TEST ASS	NA	HALB	S.Real/AutoBF	73.16	S2_RF TUNER_ANTONIO ALA	4957847306
149695	ZSCR	551	040-1	NA	S180039014	NA	A2C53184074	3	3011	045		1401	pcb NISD-PLATUN ICT TEST ASS	NA	HALB	S.Real/AutoBF	219.48	S2_RF TUNER_ANTONIO ALA	4957847306
149709	ZSCR	551	030-1	NA	5WY7700	NA	A2C53117474T	5	3011	045		1301	Subassy Nissan D Fob Reader Top	NA	HALB	S.Real	126.3	S2_FOB READER_ANTONIO A	4957846744
149710	ZSCR	551	040-2	NA	S180039015	NA	A2C53212570	2	3011	045		1402	circuit board assy RF Tuner EUR	NA	HALB	S.Real	67.6	S2_RF TUNER_ANTONIO ALA	4957847467
149717	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	6	3011	045		1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	284.04	S2_KEY FOB_ANTONIO ALAR	4957846814
149721	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	3011	045		1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	47.34	S2_KEY FOB_ANTONIO ALAR	4957846814
149723	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	2	3011	045		1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	94.68	S2_KEY FOB_ANTONIO ALAR	4957846814
149725	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	3011	045		1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	47.34	S2_KEY FOB_ANTONIO ALAR	4957846814
149726	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	3011	045		1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	47.34	S2_KEY FOB_ANTONIO ALAR	4957846814
149727	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	3011	045		1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	47.34	S2_KEY FOB_ANTONIO ALAR	4957846814
149728	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	3011	045		1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	47.34	S2_KEY FOB_ANTONIO ALAR	4957846814
149729	ZSCR	551	030-1	NA	5WK49608C	NA	A2C53297306B	5	3011	045		1301	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	238.1	S2_KEY FOB_ANTONIO ALAR	4957846832
149731	ZSCR	551	030-1	NA	5WK49608C	NA	A2C53297306B	2	3011	045		1301	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	95.24	S2_KEY FOB_ANTONIO ALAR	4957846832
149732	ZSCR	551	030-1	NA	5WK49608C	NA	A2C53297306B	12	3011	045		1301	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	571.44	S2_KEY FOB_ANTONIO ALAR	4957846832
149742	ZSCR	551	040-1	NA	5WK49670C	NA	A2C53285996B	45	3011	045		1401	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	2130.3	S2_KEY FOB_ANTONIO ALAR	4957847290
149795	ZSCR	551	034-2	NA	5WK49670C	NA	A2C00004906	70	3011	045		1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	95.9	S2_KEY FOB_ANTONIO ALAR	4957847035
149795	ZSCR	551	034-2	NA	5WK49670C	NA	A2C53319341	73	3011	045		1342	"compression spring D= 1,20x 0,25x 9,40"	NA	ROH	NA	2.92	S2_KEY FOB_ANTONIO ALAR	4957847035
149795	ZSCR	551	034-2	NA	5WK49670C	NA	A2C53323911	70	3011	045		1342	housing	NA	ROH	NA	75.6	S2_KEY FOB_ANTONIO ALAR	4957847035
149795	ZSCR	551	034-2	NA	5WK49670C	NA	A2C53323916	70	3011	045		1342	slide	NA	ROH	NA	56.7	S2_KEY FOB_ANTONIO ALAR	4957847035
149795	ZSCR	551	034-2	NA	5WK49670C	NA	A2C53358639	74	3011	045		1342	contact spring	NA	ROH	NA	41.44	S2_KEY FOB_ANTONIO ALAR	4957847035
149795	ZSCR	551	034-2	NA	S180143002	NA	A2C53365040	70	3011	045		1342	housing bottom	NA	ROH	NA	67.9	S2_KEY FOB_ANTONIO ALAR	4957847168
149795	ZSCR	551	034-2	NA	5WK49670C	NA	A2C53394918	1	3011	045		1342	certification label	NA	ROH	NA	4.77	S2_KEY FOB_ANTONIO ALAR	4957847035
149796	ZSCR	551	040-2	NA	5WK49670C	NA	A2C53285996B	10	3011	045		1402	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	473.4	S2_KEY FOB_ANTONIO ALAR	4957847480
149883	ZSCR	551	040-1	NA	5WY8440	NA	A2C53139536	3	3011	045		1401	housing BK	NA	ROH	NA	15.54	S1_EZKEY_LUIS LIZARRAGA	4957847254
149884	ZSCR	551	040-1	NA	5WY8440	NA	A2C53141159	3	3011	045		1401	Spring	NA	ROH	NA	2.37	S1_EZKEY_LUIS LIZARRAGA	4957847254
149885	ZSCR	551	040-1	NA	5WY8440	NA	A2C53141160	3	3011	045		1401	pushbutton 0 top	NA	ROH	NA	3.9	S1_EZKEY_LUIS LIZARRAGA	4957847254
149886	ZSCR	551	040-1	NA	5WY8440	NA	A2C53105128	3	3011	045		1401	Battery Clip	NA	ROH	NA	0.9	S1_EZKEY_LUIS LIZARRAGA	4957847254
149887	ZSCR	551	040-1	NA	5WY8440	NA	A2C00004906	3	3011	045		1401	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	4.11	S1_EZKEY_LUIS LIZARRAGA	4957847254
149888	ZSCR	551	040-1	NA	5WY8440	NA	A2C53114667	3	3011	045		1401	Corvette emblem	NA	ROH	NA	46.59	S1_EZKEY_LUIS LIZARRAGA	4957847254
149889	ZSCR	551	040-1	NA	5WY8440	NA	A2C53139537	3	3011	045		1401	housing BK	NA	ROH	NA	6.42	S1_EZKEY_LUIS LIZARRAGA	4957847254
149890	ZSCR	551	040-1	NA	5WY8440	NA	A2C53139543	3	3011	045		1401	GM EZ Key Vette Keypad	NA	ROH	NA	69.54	S1_EZKEY_LUIS LIZARRAGA	4957847254
149909	ZSCR	551	040-4	NA	5WY8519	NA	A2C53350875	8	3011	045		1404	GM EZ KEY ECU PCB Vette NAM/JPN	NA	HALB	S.Real	1319.6	S1_EZKEY_LUIS LIZARRAGA	4957847821
149919	ZSCR	551	040-4	NA	5WY8440	NA	A2C53309877	19	3011	045		1404	GM EZ Key Trans PCB NAM	NA	HALB	S.Real	869.44	S1_EZKEY_LUIS LIZARRAGA	4957847831
149923	ZSCR	551	040-2	NA	5WY7155	NA	6598141952	9	3011	045		1402	HOUSING ACTIVE ANTENNA	NA	ROH	NA	27.99	S1_EZKEY_LUIS LIZARRAGA	4957847387
149930	MB1A	551	030-1	B30301-02395	NA	NA	A2C53420004	1	3011	045		1095	pcb assy VW PQ35 ZE	NA	HALB	S.Real	343.79	S4_PQ35 5TA GEN_MIGUEL	4957846632
149931	MB1A	551	030-1	B30301-02395	NA	NA	A2C53420002	2	3011	045		1095	pcb assy VW PQ35 ZE	NA	HALB	S.Real	749.72	S4_PQ35 5TA GEN_MIGUEL	4957846632
149936	MB1A	551	030-1	B30301-02395	NA	NA	A2C53419999	1	3011	045		1095	pcb assy VW PQ35 ZE	NA	HALB	S.Real	337.47	S4_PQ35 5TA GEN_MIGUEL	4957846632
149938	MB1A	551	030-1	B30301-02395	NA	NA	A2C53419999T	2	3011	045		1095	pcb assy VW PQ35 ZE TOP	NA	HALB	S.Real	627.62	S4_PQ35 5TA GEN_MIGUEL	4957846632
149939	MB1A	551	030-1	B30301-02395	NA	NA	A2C53395243	4	3011	045		1095	circuit board main 1353	NA	ROH	NA	197.64	S4_PQ35 5TA GEN_MIGUEL	4957846632
149961	ZSCR	551	030-1	NA	5WY7700	NA	A2C53184512	1	3011	045		1301	circuit board assy NIS D-PLAT PCB = CO	NA	HALB	S.Real/AutoBF	39.3	S2_FOB READER_ANTONIO A	4957846952
149977	MB1A	551	034-2	B30301-00495	NA	NA	A2C34685400	1	3011	045		1095	GLOBAL-A_BCM_BOTTOM_HOUSING	NA	ROH	NA	5.59	S1_GLOBAL A_LUIS LIZARR	4957846567
149977	MB1A	551	034-2	B30301-00495	NA	NA	A2C34685500	65	3011	045		1095	GLOBAL A BCM PRINTED LABEL	NA	ROH	NA	63.7	S1_GLOBAL A_LUIS LIZARR	4957846567
