No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	No.Docto.SAP
149237	ZSCR	551	030-1	NA	5WY8770	NA	A2C53333370B	20	3011	045		1301	SMD SUB ASSY FORD PK 315 Mhz bot side	NA	HALB	S.Real/AutoBF	952.8	S1_PEPS_ (APROBACION A	4957846961
149238	ZSCR	551	030-1	NA	5WY8770	NA	A2C53333370	30	3011	045		1301	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	1760.4	S1_PEPS_ (APROBACION A	4957846880
149239	MB1A	551	030-1	B30301-00495	A2C34172100	NA	A2C34172200	2	3011	045		1095	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	131.88	S6_KWANG JIN_ (APROBAC	4957846642
149240	ZSCR	551	040-2	NA	S180039003	NA	A2C53184074	1	3011	045		1402	pcb NISD-PLATUN ICT TEST ASS	NA	HALB	S.Real/AutoBF	73.16	S2_RF TUNER_ANTONIO ALA	4957847599
149241	ZSCR	551	040-3	NA	5WY7700	NA	A2C53184512	16	3011	045		1403	circuit board assy NIS D-PLAT PCB = CO	NA	HALB	S.Real/AutoBF	628.8	S2_FOB READER_ANTONIO A	4957847800
149243	ZSCR	551	040-3	NA	5WY8678	NA	A2C00022587	1	3011	045		1403	housing	NA	ROH	NA	8.76	S1_PEPS_ (APROBACION A	4957847649
149243	ZSCR	551	040-3	NA	5WY8678	NA	A2C53343557	10	3011	045		1403	TUERCA FORD PEPS	NA	ROH	NA	3.2	S1_PEPS_ (APROBACION A	4957847649
149243	ZSCR	551	040-3	NA	5WY8678	NA	A2C80174100	28	3011	045		1403	bracket FOG FORD PEPS	NA	ROH	NA	978.32	S1_PEPS_ (APROBACION A	4957847649
149244	ZSCR	551	040-3	NA	5WY8770	NA	A2C53333370	32	3011	045		1403	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	1877.76	S1_PEPS_ (APROBACION A	4957847772
149247	ZSCR	551	030-1	NA	5WY8770	NA	A2C53333370	2	3011	045		1301	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	117.36	S1_PEPS_ (APROBACION A	4957846880
149249	ZSCR	551	030-1	NA	5WY8770	NA	A2C53333370	2	3011	045		1301	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	117.36	S1_PEPS_ (APROBACION A	4957846880
149250	ZSCR	551	040-2	NA	5WY8770	NA	A2C53333370	2	3011	045		1402	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	117.36	S1_PEPS_ (APROBACION A	4957847500
149257	ZSCR	551	030-1	NA	5WK49612C	NA	A2C53297309B	1	3011	045		1301	SMD Subassy NIS US 315 M 2bundle	NA	HALB	S.Real	46.53	S2_KEY FOB_ANTONIO ALAR	4957846846
149259	ZSCR	551	030-1	NA	5WK49608C	NA	A2C53297306B	1	3011	045		1301	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	47.62	S2_KEY FOB_ANTONIO ALAR	4957846832
149264	ZSCR	551	040-1	NA	5WK49670C	NA	A2C53285996B	2	3011	045		1401	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	94.68	S2_KEY FOB_ANTONIO ALAR	4957847290
149266	ZSCR	551	040-2	NA	5WK49670C	NA	A2C53285996B	2	3011	045		1402	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	94.68	S2_KEY FOB_ANTONIO ALAR	4957847480
149271	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	1	3011	045		1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	47.34	S2_KEY FOB_ANTONIO ALAR	4957846814
149273	ZSCR	551	040-2	NA	5WK49622C	NA	A2C53297306B	1	3011	045		1402	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	47.62	S2_KEY FOB_ANTONIO ALAR	4957847487
149274	ZSCR	551	034-1	NA	5WK49670C	NA	A2C53285996B	1	3011	045		1341	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	47.34	S2_KEY FOB_ANTONIO ALAR	4957846998
149275	ZSCR	551	040-1	NA	5WK49670C	NA	A2C53285996B	3	3011	045		1401	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	142.02	S2_KEY FOB_ANTONIO ALAR	4957847290
149276	ZSCR	551	030-1	NA	5WK49670C	NA	A2C53285996B	2	3011	045		1301	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	94.68	S2_KEY FOB_ANTONIO ALAR	4957846814
149277	ZSCR	551	030-1	NA	5WK49613C	NA	A2C53297308B	1	3011	045		1301	SMD Subassy NIS EUR 433. 2bundle	NA	HALB	S.Real	46.51	S2_KEY FOB_ANTONIO ALAR	4957846839
149278	ZSCR	551	034-2	NA	5WK49608C	NA	A2C53297306B	1	3011	045		1342	SMD Subassy NIS US 315MH 2bundle	NA	HALB	S.Real	47.62	S2_KEY FOB_ANTONIO ALAR	4957847178
149279	ZSCR	551	030-1	NA	5WK49613C	NA	A2C53297308B	2	3011	045		1301	SMD Subassy NIS EUR 433. 2bundle	NA	HALB	S.Real	93.02	S2_KEY FOB_ANTONIO ALAR	4957846839
149283	MB1A	551	030-1	B30301-01195	NA	NA	A2C31221300	1	3011	045		1095	circuit board assy TPM	NA	HALB	S.Real	49.1	S2_NISSAN KEY FOB SQUAR	4957846594
149285	MB1A	551	030-1	B30301-01195	NA	NA	A2C31221300	1	3011	045		1095	circuit board assy TPM	NA	HALB	S.Real	49.1	S2_NISSAN KEY FOB SQUAR	4957846594
149286	MB1A	551	030-1	B30301-01195	NA	NA	A2C31221300	2	3011	045		1095	circuit board assy TPM	NA	HALB	S.Real	98.2	S2_NISSAN KEY FOB SQUAR	4957846594
149287	MB1A	551	030-1	B30301-01195	NA	NA	A2C31221300	2	3011	045		1095	circuit board assy TPM	NA	HALB	S.Real	98.2	S2_NISSAN KEY FOB SQUAR	4957846594
149288	MB1A	551	030-1	B30301-01195	NA	NA	A2C31221300	1	3011	045		1095	circuit board assy TPM	NA	HALB	S.Real	49.1	S2_NISSAN KEY FOB SQUAR	4957846594
149292	MB1A	551	040-3	B30301-01195	NA	NA	A2C00004906	28	3011	045		1095	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	38.36	S2_NISSAN KEY FOB SQUAR	4957846594
149292	MB1A	551	040-3	B30301-01195	NA	NA	A2C30115900	26	3011	045		1095	housing bottom	NA	ROH	NA	98.54	S2_NISSAN KEY FOB SQUAR	4957846594
149292	MB1A	551	040-3	B30301-01195	NA	NA	A2C53103663	18	3011	045		1095	certification label	NA	ROH	NA	127.44	S2_NISSAN KEY FOB SQUAR	4957846594
149292	MB1A	551	040-3	B30301-01195	NA	NA	A2C53358639	24	3011	045		1095	contact spring	NA	ROH	NA	13.44	S2_NISSAN KEY FOB SQUAR	4957846594
149292	MB1A	551	040-3	B30301-01195	NA	NA	A2C53394918	6	3011	045		1095	certification label	NA	ROH	NA	28.62	S2_NISSAN KEY FOB SQUAR	4957846594
149292	MB1A	551	040-3	B30301-01195	NA	NA	A2C53430045	1	3011	045		1095	housing assy ISU L/UL/P	NA	ROH	NA	16.83	S2_NISSAN KEY FOB SQUAR	4957846594
149292	MB1A	551	040-3	B30301-01195	NA	NA	A2C53430062	18	3011	045		1095	housing assy ISU L/UL/PBD	NA	ROH	NA	283.32	S2_NISSAN KEY FOB SQUAR	4957846594
149292	MB1A	551	040-3	B30301-01195	NA	NA	A2C53430063	3	3011	045		1095	housing assy ISU L/UL/T H	NA	ROH	NA	47.22	S2_NISSAN KEY FOB SQUAR	4957846594
149292	MB1A	551	040-3	B30301-01195	NA	NA	A2C53430067	2	3011	045		1095	housing assy ISU RES/L/UL	NA	ROH	NA	33.18	S2_NISSAN KEY FOB SQUAR	4957846594
149293	ZSCR	551	034-4	NA	5WY7703	NA	40091530	2	3011	045		1344	SMD ESPEJO PATS CLIP ON MY08	NA	HALB	S.Real	39.72	S1_PATS_ (APROBACION A	4957847235
149293	ZSCR	551	034-4	NA	5WY7703	NA	8800630143	2	3011	045		1344	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	0.22	S1_PATS_ (APROBACION A	4957847217
149293	ZSCR	551	034-4	NA	5WY7703	NA	A2C53119450	2	3011	045		1344	HOUSING PARA 5WY7703 (ANTENA) CLIP ON	NA	ROH	NA	18.36	S1_PATS_ (APROBACION A	4957847217
149294	ZSCR	551	040-3	NA	5WY7703	NA	A2C53119451	1	3011	045		1403	COVER PATS CLIP ON 5WY7703	NA	ROH	NA	0.93	S1_PATS_ (APROBACION A	4957847633
149324	ZSCR	551	034-2	NA	5WY7703	NA	8800630143	80	3011	045		1342	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	8.8	S1_PATS_ (APROBACION A	4957847094
149326	ZSCR	551	040-3	NA	5WY7703	NA	A2C53119451	1	3011	045		1403	COVER PATS CLIP ON 5WY7703	NA	ROH	NA	0.93	S1_PATS_ (APROBACION A	4957847633
149327	ZSCR	551	034-4	NA	5WY7703	NA	40091530	1	3011	045		1344	SMD ESPEJO PATS CLIP ON MY08	NA	HALB	S.Real	19.86	S1_PATS_ (APROBACION A	4957847235
149327	ZSCR	551	034-4	NA	5WY7703	NA	A2C53119450	1	3011	045		1344	HOUSING PARA 5WY7703 (ANTENA) CLIP ON	NA	ROH	NA	9.18	S1_PATS_ (APROBACION A	4957847217
149327	ZSCR	551	034-4	NA	5WY7703	NA	A2C53119451	1	3011	045		1344	COVER PATS CLIP ON 5WY7703	NA	ROH	NA	0.93	S1_PATS_ (APROBACION A	4957847217
149348	ZSCR	551	040-5	NA	5WY8042	NA	6598147621	1	3011	045		1405	SMD Active Antenna	NA	HALB	S.Real	20.63	S1_EZKEY_LUIS LIZARRAGA	4957847846
149353	ZSCR	551	040-1	NA	5WY8042	NA	6598147621	2	3011	045		1401	SMD Active Antenna	NA	HALB	S.Real	41.26	S1_PEPS_ (APROBACION A	4957847274
149354	MB1A	551	030-1	B30301-00495	NA	NA	A2C3417220093	7	3011	045		1095	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real	193.06	S6_KWANG JIN_ (APROBAC	4957846642
149357	MB1A	551	034-2	B30301-00495	NA	NA	A2C34685500	25	3011	045		1095	GLOBAL A BCM PRINTED LABEL	NA	ROH	NA	24.5	S1_GLOBAL A_LUIS LIZARR	4957846567
149359	MB1A	551	040-3	B30301-00495	NA	NA	A2C34710800	4	3011	045		1095	GM GLOBAL A BCM HIGH TOP THD ASM	NA	HALB	S.Real/AutoBF	1859.64	S1_GLOBAL A_LUIS LIZARR	4957846567
149362	MB1A	551	040-3	B30301-00495	NA	NA	A2C40001221	520	3011	045		1095	"C ELEC,AL,470uF,20%,35V"	NA	ROH	NA	696.8	S1_GLOBAL A_LUIS LIZARR	4957846567
149474	MB1A	551	034-2	B30301-00495	NA	NA	A2C34172200	2	3011	045		1095	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	131.88	S6_KWANG JIN_ (APROBAC	4957846642
