No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
591166	2/23/2015	ZSCR	551	034-2	NA	'063	A2C30984500	NA	A2C53335101	1342	pin header 20P H 2R PF BK	NA	ROH	NA	54.88	S5_TG ECU_. (APROBACIO	NO	4987124550	
591169	2/23/2015	ZSCR	551	034-2	NA	'063	5WK49684	NA	A2C53249431	1342	multipoint connector 73P H 3SYS BK	NA	ROH	NA	47.98	S5_ACURA ECU_E.ENRIQUE	NO	4987123698	
591389	2/24/2015	ZSCR	551	040-4	NA	'063	A2C37978000	NA	A2C37980700	1404	housing bottom	NA	ROH	NA	64.35	S5_TRX HONDA MY14_S.SAL	NO	4987124594	
591442	2/24/2015	ZSCR	551	040-3	NA	'063	A2C80400100F	NA	A2C00715300	1403	"EM OTH BATTERY/AE431218PFHR,30mAh,3.2V"	NA	ROH	NA	343.2	S5_BIDIR FOB HONDA MY14	NO	4987123806	
591442	2/24/2015	ZSCR	551	040-3	NA	'063	A2C80400100	NA	A2C37961200	1403	antenna	NA	ROH	NA	52.8	S5_BIDIR FOB HONDA MY14	NO	4987123806	
591442	2/24/2015	ZSCR	551	040-3	NA	'063	A2C80400100	NA	A2C37966100	1403	cover	NA	ROH	NA	18	S5_BIDIR FOB HONDA MY14	NO	4987123806	
591442	2/24/2015	ZSCR	551	040-3	NA	'063	5WK49684	NA	A2C53105128	1403	Contact Spring positive	NA	ROH	NA	0.62	S5_BIDIR FOB HONDA MY14	NO	4987123806	
591442	2/24/2015	ZSCR	551	040-3	NA	'063	A2C80054500	NA	A2C93518100	1403	housing Housing PCB 2	NA	ROH	NA	21.72	S5_BIDIR FOB HONDA MY14	NO	4987123806	
591476	2/24/2015	ZSCR	551	040-3	NA	'063	A2C32522800	NA	A2C32518000	1403	cover	NA	ROH	NA	61.5	S5_FOB HONDA MY14_S.SAL	NO	4987123963	
591476	2/24/2015	ZSCR	551	040-3	NA	'063	A2C80084600	NA	A2C85158900	1403	housing cover	NA	ROH	NA	63.45	S5_FOB HONDA MY14_S.SAL	NO	4987124230	
591481	2/24/2015	ZSCR	551	040-3	NA	'063	A2C80084200	NA	A2C81645100	1403	symbol carrier BK	NA	ROH	NA	34.26	S5_FOB HONDA MY14_S.SAL	NO	4987124373	
591481	2/24/2015	ZSCR	551	040-3	NA	'063	A2C80084200	NA	A2C81645200	1403	symbol carrier BK	NA	ROH	NA	79.94	S5_FOB HONDA MY14_S.SAL	NO	4987124414	
591481	2/24/2015	ZSCR	551	040-3	NA	'063	A2C83813300	NA	A2C83253700	1403	symbol carrier BK	NA	ROH	NA	285.5	S5_FOB HONDA MY14_S.SAL	NO	4987124302	
591491	2/24/2015	ZSCR	551	034-2	NA	'063	5WK49550	NA	A2C53215555	1342	contact spring	NA	ROH	NA	3.44	S5_TXK_E.ENRIQUE GARCIA	NO	4987124617	
591491	2/24/2015	ZSCR	551	034-2	NA	'063	5WK49549	NA	A2C53380226	1342	housing bottom	NA	ROH	NA	8.24	S5_TXK_E.ENRIQUE GARCIA	NO	4987124617	
591503	2/24/2015	ZSCR	551	040-3	NA	'063	A2C80084700	NA	A2C32517800	1403	cover	NA	ROH	NA	29.28	S5_FOB HONDA MY14_S.SAL	NO	4987123947	
591503	2/24/2015	ZSCR	551	040-3	NA	'063	A2C32523300	NA	A2C32522400	1403	cover	NA	ROH	NA	31.5	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
591503	2/24/2015	ZSCR	551	040-3	NA	'063	A2C37668200	NA	A2C32522500	1403	housing	NA	ROH	NA	63.45	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
591503	2/24/2015	ZSCR	551	040-3	NA	'063	5WK49685	NA	A2C53105128	1403	Contact Spring positive	NA	ROH	NA	8.37	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
591506	2/24/2015	ZSCR	551	040-1	NA	'063	A2C80084600	NA	A2C32517200	1401	cover	NA	ROH	NA	2.44	S5_FOB HONDA MY14_S.SAL	NO	4987123930	
591506	2/24/2015	ZSCR	551	040-1	NA	'063	A2C80084700	NA	A2C32517800	1401	cover	NA	ROH	NA	7.32	S5_FOB HONDA MY14_S.SAL	NO	4987123947	
591506	2/24/2015	ZSCR	551	040-1	NA	'063	A2C37668200	NA	A2C32522400	1401	cover	NA	ROH	NA	12.6	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
591506	2/24/2015	ZSCR	551	040-1	NA	'063	A2C37668700	NA	A2C32522500	1401	housing	NA	ROH	NA	16.45	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
591506	2/24/2015	ZSCR	551	040-1	NA	'063	5WK49685	NA	A2C53105128	1401	Contact Spring positive	NA	ROH	NA	2.17	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
591508	2/24/2015	ZSCR	551	034-2	NA	'063	A2C95876500	NA	A2C96467600	1342	housing	NA	ROH	NA	67.65	S5_PCU HONDA MY14_S.SAL	NO	4987125669	
591510	2/24/2015	ZSCR	551	040-3	NA	'063	A2C80054500	NA	A2C32882900	1403	multipoint connector 88P H 3SYS BK	NA	ROH	NA	350.01	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
591515	2/24/2015	ZSCR	551	040-1	NA	'063	A2C80054500	NA	A2C32882900	1401	multipoint connector 88P H 3SYS BK	NA	ROH	NA	77.78	S5_PCU HONDA MY14_S.SAL	NO	4987124464	
591610	2/24/2015	ZSCR	551	040-3	NA	'063	A2C80084500	NA	A2C32517800	1403	cover	NA	ROH	NA	4.88	S5_FOB HONDA MY14_S.SAL	NO	4987123947	
591610	2/24/2015	ZSCR	551	040-3	NA	'063	A2C80084600	NA	A2C32518200	1403	housing bottom	NA	ROH	NA	9.74	S5_FOB HONDA MY14_S.SAL	NO	4987123972	
591610	2/24/2015	ZSCR	551	040-3	NA	'063	A2C37668200	NA	A2C32519000	1403	housing bottom	NA	ROH	NA	4.73	S5_FOB HONDA MY14_S.SAL	NO	4987123978	
591610	2/24/2015	ZSCR	551	040-3	NA	'063	A2C37668200	NA	A2C32521600	1403	cover plate	NA	ROH	NA	1.09	S5_FOB HONDA MY14_S.SAL	NO	4987123984	
591610	2/24/2015	ZSCR	551	040-3	NA	'063	A2C32523300	NA	A2C32521700	1403	ring HONMY14IDGEBE	NA	ROH	NA	6.26	S5_FOB HONDA MY14_S.SAL	NO	4987124030	
591610	2/24/2015	ZSCR	551	040-3	NA	'063	A2C32523300	NA	A2C32522500	1403	housing	NA	ROH	NA	4.7	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
591610	2/24/2015	ZSCR	551	040-3	NA	'063	A2C80053500	NA	A2C32531900	1403	symbol carrier BK Driver2	NA	ROH	NA	20.46	S5_FOB HONDA MY14_S.SAL	NO	4987124135	
591610	2/24/2015	ZSCR	551	040-3	NA	'063	A2C32523300	NA	A2C33051900	1403	slide	NA	ROH	NA	1.3	S5_FOB HONDA MY14_S.SAL	NO	4987124154	
591610	2/24/2015	ZSCR	551	040-3	NA	'063	A2C80085300	NA	A2C33052300	1403	slide	NA	ROH	NA	1.6	S5_FOB HONDA MY14_S.SAL	NO	4987124251	
591610	2/24/2015	ZSCR	551	040-3	NA	'063	A2C80085400	NA	A2C33052400	1403	cover plate	NA	ROH	NA	1.38	S5_FOB HONDA MY14_S.SAL	NO	4987124274	
591610	2/24/2015	ZSCR	551	040-3	NA	'063	A2C37668200	NA	A2C34155500	1403	"compression spring Di= 1,37x 0,25x 13,00"	NA	ROH	NA	0.21	S5_FOB HONDA MY14_S.SAL	NO	4987124190	
591610	2/24/2015	ZSCR	551	040-3	NA	'063	5WK49683	NA	A2C53105128	1403	Contact Spring positive	NA	ROH	NA	0.62	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
591610	2/24/2015	ZSCR	551	040-3	NA	'063	5WK49685	NA	A2C53285408	1403	"label D= 3,00mm white paper"	NA	ROH	NA	0.36	S5_FOB HONDA MY14_S.SAL	NO	4987123858	
591610	2/24/2015	ZSCR	551	040-3	NA	'063	A2C80084200	NA	A2C81645100	1403	symbol carrier BK	NA	ROH	NA	11.42	S5_FOB HONDA MY14_S.SAL	NO	4987124373	
591610	2/24/2015	ZSCR	551	040-3	NA	'063	A2C83813300	NA	A2C83253700	1403	symbol carrier BK	NA	ROH	NA	11.42	S5_FOB HONDA MY14_S.SAL	NO	4987124302	
592484	2/26/2015	ZSCR	551	035-1	0	'063	A2C53295266	NA	A2C53251346	1351	symbol carrier SR		ROH	NA	42.24	S5_SMART FOB_V.VICTOR C	NO	4987125011	
592484	2/26/2015	ZSCR	551	035-1	0	'063	A2C53295266	NA	A2C53295533	1351	"compression spring D= 2,50x 0,32x 13,60"		ROH	NA	84.48	S5_SMART FOB_V.VICTOR C	NO	4987125011	
592487	2/26/2015	ZSCR	551	035-1	0	'063	A2C53427199	NA	A2C53278287	1351	sticker		ROH	NA	257.6	S5_ACURA FOB_V.VICTOR C	NO	4987124714	
