No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00003778	72	"R LIN,10R,5%,TK250,125mW,0805"		ROH	NA	0.72	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00003848	1	"R LIN,47R,5%,TK200,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00004318	163	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	1.63	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00004368	3	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00004449	1	"R LIN,2K,1%,TK100,250mW,1206"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00004555	4	"R LIN,2K,1%,TK100,100mW,0603"		ROH	NA	0.04	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00004555	8	"R LIN,2K,1%,TK100,100mW,0603"		ROH	NA	0.08	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00006946	3	"40V,750mA,1,SCHOTTKY,SOD323,RECT DIODE/B"		ROH	NA	1.08	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00006946	2	"40V,750mA,1,SCHOTTKY,SOD323,RECT DIODE/B"		ROH	NA	0.72	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153280093	NA	A2C00007695	1	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	0.16	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00007695	1	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	0.16	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00008506	3	"0R1,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	2.01	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00010442	2	"R LIN,1K,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00010760	13	"1,PNP,NORMAL,100mA,50V,SOT323,BIP/BCR158"		ROH	NA	1.43	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00010877	2	"R LIN,3K24,1%,TK100,100mW,0603"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153280093	NA	A2C00011374	10	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.1	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00011374	5	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.05	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00011374	19	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.19	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00011374	2	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00011374	3	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.03	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00011374	18	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.18	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00011374	18	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.18	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00019590	1	"R LIN,2K,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00019592	2	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00019592	2	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00019592	13	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.13	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00019595	1	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00019943	11	"27V,200mW,SOD323,ZENER/GDZ27B10kpcs reel"		ROH	NA	1.43	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00019943	2	"27V,200mW,SOD323,ZENER/GDZ27B10kpcs reel"		ROH	NA	0.26	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00019943	27	"27V,200mW,SOD323,ZENER/GDZ27B10kpcs reel"		ROH	NA	3.51	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00020895	10	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.7	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00020895	2	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.14	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00021086	42	"1,OP AMP,100KHz,SOT23-5,OP-COMP/TS321I"		ROH	NA	73.92	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00021086	4	"1,OP AMP,100KHz,SOT23-5,OP-COMP/TS321I"		ROH	NA	7.04	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00024964	1	"T BIP/BC847BW,SOT323"		ROH	NA	0.09	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00028102	1	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	1.84	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00029576	7	"C CER,X7R,2.2uF,10%,16V,0805,Sn"		ROH	NA	0.63	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00029576	2	"C CER,X7R,2.2uF,10%,16V,0805,Sn"		ROH	NA	0.18	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00029909	12	"10MHz,0.5%,CSTCE,CER RESONATOR"		ROH	NA	9.96	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00031009	18	"4,EQ ISO,konvex 1206,1K,1%,63mW,NET RES/"		ROH	NA	1.08	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00032448	13	"47nF,10%,50V,X8R,0805,Sn,CER CAP/++ Open"		ROH	NA	1.3	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00032448	39	"47nF,10%,50V,X8R,0805,Sn,CER CAP/++ Open"		ROH	NA	3.9	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00032448	14	"47nF,10%,50V,X8R,0805,Sn,CER CAP/++ Open"		ROH	NA	1.4	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00034350	1	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	8.32	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00034350	8	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	66.56	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00035033	1	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	1.69	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00036434	1	"47pF,5%,50V,C0G,0603,TINNED,CER CAP/C160"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00037378	6	"TA CAP,TA,47uF,10%,6.3V,SMD"		ROH	NA	4.86	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00037378	4	"TA CAP,TA,47uF,10%,6.3V,SMD"		ROH	NA	3.24	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00037383	4	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	9.16	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00037383	1	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	2.29	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00037520	3	"1,N_CHAN,MOS,POWER,100V,21.7A,75mOhm,DPA"		ROH	NA	3.9	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00040898	2	"1,41V,160mOhm,SO8,GENERAL PURPOSE,HIGH S"		ROH	NA	4.74	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00042287	9	"C CER,X7R,1uF,10%,16V,0603,Sn"		ROH	NA	0.54	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00042588	3	"825R,1%,TK100,100mW,0603,LIN RES/MCR"		ROH	NA	0.03	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00043039	3	"D REC/ES1DHE3 or MURA120T3G,200V,1A,DO21"		ROH	NA	0.81	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00043039	6	"D REC/ES1DHE3 or MURA120T3G,200V,1A,DO21"		ROH	NA	1.62	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00046196	13	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	8.06	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153280093	NA	A2C00046196	2	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	1.24	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00046196	2	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	1.24	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00047022	1	"TA CAP,TA,100uF,20%,16V,SMD"		ROH	NA	1.87	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00047022	1	"TA CAP,TA,100uF,20%,16V,SMD"		ROH	NA	1.87	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00048091	3	"0R47,5%,TK300,63mW,0603,LIN RES/CRCW0603"		ROH	NA	0.3	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00052849	1	"R LIN,1K5,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00054239	2	"600V,1.5A,1,STANDARD,SMB/DO214AA,RECT DI"		ROH	NA	0.62	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00054901	1	"IC MEM/M95128-WDW3TP/PC,A1,128KBit,EEPRO"		ROH	NA	3.01	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00054901	3	"IC MEM/M95128-WDW3TP/PC,A1,128KBit,EEPRO"		ROH	NA	9.03	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00057096	2	"470pF,5%,50V,C0G,0603,,CER CAP/C1608C0G1"		ROH	NA	0.06	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00059117	10	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.5	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153280093	NA	A2C00059117	3	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.15	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00059117	8	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.4	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00059117	52	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	2.6	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00063244	11	"D SUP/PTVS12VS1UR,SOD123W"		ROH	NA	7.26	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00071500	38	"D REC/SBAV99WT1G,70V,200mA,SOT323_3,0s"		ROH	NA	3.04	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00071500	3	"D REC/SBAV99WT1G,70V,200mA,SOT323_3,0s"		ROH	NA	0.24	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C40002657	5	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	0.6	PS_ARAMIS III_F.FERNAND	NO				
608769	12/04/2015	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C40002678	1	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	0.07	PS_ARAMIS III_F.FERNAND	NO				
608775	12/04/2015	ZSCR	551	035-1	0	'054	A2C53412223	NA	A2C00006616	140	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	1.4	PSAD_GM BRASIL_N.NORTON	NO				
608775	12/04/2015	ZSCR	551	035-1	0	'054	A2C53412223	NA	A2C00029072	41	"10nF,10%,50V,X7R,0603,TINNED,CER CAP/GCM"		ROH	NA	0.41	PSAD_GM BRASIL_N.NORTON	NO				
608775	12/04/2015	ZSCR	551	035-1	0	'054	A2C53412223	NA	A2C00046692	36	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.72	PSAD_GM BRASIL_N.NORTON	NO				
608775	12/04/2015	ZSCR	551	035-1	0	'054	A2C53412223	NA	A2C00051989	33	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	27.06	PSAD_GM BRASIL_N.NORTON	NO				
608775	12/04/2015	ZSCR	551	035-1	0	'054	A2C53412223	NA	A2C00055565	1	"TMS470PVF241BBPN,A1,PQFP80,FLASH,32bit,M"		ROH	NA	26.93	PSAD_GM BRASIL_N.NORTON	NO				
608775	12/04/2015	ZSCR	551	035-1	0	'054	A2C53412223	NA	A2C00059956	24	"IC MEM/M95320-WDW3TP/PC/AT25320A-TQ27Q7,"		ROH	NA	51.84	PSAD_GM BRASIL_N.NORTON	NO				
608779	12/04/2015	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40000031	1	"L COIL/150uH,780mA,SMD"		ROH	NA	2.1	PS_SDM10+_N.NORTON MARQ	NO				
608779	12/04/2015	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C40000032	1	"L COIL/WE-PD2,470uH,360mA,SMD"		ROH	NA	1.48	PS_SDM10+_N.NORTON MARQ	NO				
608780	12/04/2015	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00030414	16	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	0.96	PS_SDM30_N.NORTON MARQU	NO				
608780	12/04/2015	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00030414	5	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	0.3	PS_SDM30_N.NORTON MARQU	NO				
608780	12/04/2015	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00057767	1	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	17.58	PS_SDM30_N.NORTON MARQU	NO				
608780	12/04/2015	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00060253	1	"4,33V,1.95Ohm,TQFP80,ACU (Airbag Control"		ROH	NA	28.02	PS_SDM30_N.NORTON MARQU	NO				
608780	12/04/2015	ZSCR	551	035-1	0	'054	A2C9257210093	NA	A2C00062333	1	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"		ROH	NA	2.7	PS_SDM30_N.NORTON MARQU	NO				
608780	12/04/2015	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00199000	1	"T FET/SQ2309ES,MOS,SMALLSIGNAL,SOT-23"		ROH	NA	0.58	PS_SDM30_N.NORTON MARQU	NO				
608780	12/04/2015	ZSCR	551	035-1	0	'054	A2C9257250092	NA	A2C00563300	6	"MMSZ4681/-,2.4V,500mW,SOD-123"		ROH	NA	0.9	PS_SDM30_N.NORTON MARQU	NO				
608780	12/04/2015	ZSCR	551	035-1	0	'054	A2C9257220092	NA	A2C00563300	6	"MMSZ4681/-,2.4V,500mW,SOD-123"		ROH	NA	0.9	PS_SDM30_N.NORTON MARQU	NO				
608780	12/04/2015	ZSCR	551	035-1	0	'054	A2C9257200092	NA	A2C00563300	6	"MMSZ4681/-,2.4V,500mW,SOD-123"		ROH	NA	0.9	PS_SDM30_N.NORTON MARQU	NO				
608780	12/04/2015	ZSCR	551	035-1	0	'054	A2C9257210092	NA	A2C00563300	5	"MMSZ4681/-,2.4V,500mW,SOD-123"		ROH	NA	0.75	PS_SDM30_N.NORTON MARQU	NO				
608781	12/04/2015	ZSCR	551	035-1	0	'054	A2C814558000193	NA	A2C00004349	13	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.13	PS_RENAULT_N.NORTON MAR	NO				
608781	12/04/2015	ZSCR	551	035-1	0	'054	A2C814558000192	NA	A2C00004366	19	"R LIN,68K1,1%,TK100,100mW,0603"		ROH	NA	0.19	PS_RENAULT_N.NORTON MAR	NO				
608781	12/04/2015	ZSCR	551	035-1	0	'054	A2C814558000193	NA	A2C00006616	81	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.81	PS_RENAULT_N.NORTON MAR	NO				
608781	12/04/2015	ZSCR	551	035-1	0	'054	A2C814558000192	NA	A2C00007048	13	"R LIN,200R,1%,TK100,100mW,0603"		ROH	NA	0.13	PS_RENAULT_N.NORTON MAR	NO				
608781	12/04/2015	ZSCR	551	035-1	0	'054	A2C814558000192	NA	A2C00007054	10	"R LIN,4K99,1%,TK100,100mW,0603"		ROH	NA	0.1	PS_RENAULT_N.NORTON MAR	NO				
608781	12/04/2015	ZSCR	551	035-1	0	'054	A2C814558000192	NA	A2C00008183	35	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"		ROH	NA	8.4	PS_RENAULT_N.NORTON MAR	NO				
608781	12/04/2015	ZSCR	551	035-1	0	'054	A2C814558000193	NA	A2C00023857	1	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	0.32	PS_RENAULT_N.NORTON MAR	NO				
608781	12/04/2015	ZSCR	551	035-1	0	'054	A2C814558000192	NA	A2C00040894	23	"2,PNP,RET,R<b>=10k R<e-b>=10k, 100mA,50"		ROH	NA	3.68	PS_RENAULT_N.NORTON MAR	NO				
608781	12/04/2015	ZSCR	551	035-1	0	'054	A2C814558000192	NA	A2C00060691	256	"T BIP/BCR35PN or PUMD9,SOT363"		ROH	NA	40.96	PS_RENAULT_N.NORTON MAR	NO				
608781	12/04/2015	ZSCR	551	035-1	0	'054	A2C814558000193	NA	A2C00060733	2	"1,NPN,RET,100mA,50V,SOT323,BIP/PDTC143ZU"		ROH	NA	0.18	PS_RENAULT_N.NORTON MAR	NO				
608781	12/04/2015	ZSCR	551	035-1	0	'054	A2C814558000193	NA	A2C00062871	52	"L COIL/-,150uH,790mA,SMD"		ROH	NA	122.72	PS_RENAULT_N.NORTON MAR	NO				
608781	12/04/2015	ZSCR	551	035-1	0	'054	A2C814558000193	NA	A2C53041436	7	"1,NPN,RET,R<b>=10k,R<e-b>=47k,100mA,50V,"		ROH	NA	0.63	PS_RENAULT_N.NORTON MAR	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C8466170093	NA	A2C00006616	2	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.02	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C8466170092	NA	A2C00006616	7	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.07	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C3481530092	NA	A2C00006616	22	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.22	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C3481530093	NA	A2C00006616	8	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.08	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C3481530092	NA	A2C00010444	34	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.34	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C8466170093	NA	A2C00019591	5	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.05	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C8466170092	NA	A2C00031133	13	"R LIN,12K4,1%,TK100,63mW,0402"		ROH	NA	0.13	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C3481530092	NA	A2C00031133	102	"R LIN,12K4,1%,TK100,63mW,0402"		ROH	NA	1.02	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C8466170092	NA	A2C00037882	4	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.04	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C3481530092	NA	A2C00037882	1	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C3481530093	NA	A2C00037882	3	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.03	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C3481530093	NA	A2C00049163	23	"10uF,10%,16V,X7R,1206,Sn,CER CAP/"		ROH	NA	5.29	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C3481530093	NA	A2C00051989	4	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	3.28	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C3481530093	NA	A2C00105900	2	"Q RESON,8MHz,0.1%,cstce_n_m01a"		ROH	NA	2.54	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C8466170093	NA	A2C00644900	2	"C CER,X7R,2.2uF,10%,50V,1206,-,STANDARD"		ROH	NA	0.44	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C3481530093	NA	A2C40000864	89	"C CER,X7R,2.2uF,10%,50V,1206,Sn,STANDARD"		ROH	NA	19.58	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C8466170092	NA	A2C40005330	1	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0.01	PS_VW20 MQB_N.NORTON MA	NO				
608782	12/04/2015	ZSCR	551	035-1	0	'054	A2C8466170093	NA	A2C40005330	5	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0.05	PS_VW20 MQB_N.NORTON MA	NO				
608799	13/04/2015	ZSCR	551	030-1	NA	'054	A2C8145580093	NA	A2C8145580092	1	pcb assy RENT4 V01 BOTTOM	NA	HALB	S.Real/AutoBF	79.32	PS_RENAULT_.	NO	4988674893			
